k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0040937951380644, 400000.0889169622, 25000.01626668212]                      |1136370141864765.5000000000000000|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[1.0040937951380644, 400000.0889169622, 25000.01626668212]                      |1136370141864765.5000000000000000|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.0287623225236096, 400000.1473496335, 24999.803395497005]                     |842183367917.5349121093750000|      2.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[0.0287623225236096, 400000.1473496335, 24999.803395497005]                     |842183367917.5349121093750000|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.0287623225236096, 400000.1473496335, 24999.803395497005]                     |842183367917.5349121093750000|      0.50000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.0287623225236096, 400000.1473496335, 24999.803395497005]                     |842183367917.5349121093750000|      0.25000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.0287623225236096, 400000.1473496335, 24999.803395497005]                     |842183367917.5349121093750000|      0.12500000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.0287623225236096, 400000.1473496335, 24999.803395497005]                     |842183367917.5349121093750000|      0.06250000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.0287623225236096, 400000.1473496335, 24999.803395497005]                     |842183367917.5349121093750000|      0.03125000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.0009378264044091, 400000.1389056439, 24999.798582733474]                    |8054033599.2309799194335938|      0.06250000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      11|[-0.0009378264044091, 400000.1389056439, 24999.798582733474]                    |8054033599.2309799194335938|      0.03125000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-0.0009378264044091, 400000.1389056439, 24999.798582733474]                    |8054033599.2309799194335938|      0.01562500|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-0.0009378264044091, 400000.1389056439, 24999.798582733474]                    |8054033599.2309799194335938|      0.00781250|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[-0.0009378264044091, 400000.1389056439, 24999.798582733474]                    |8054033599.2309799194335938|      0.00390625|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[0.000436946470988, 400000.13988940045, 24999.802104240494]                     |2630315662.8563618659973145|      0.00781250|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
