k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      0.50000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[19.97459486686479, 1.994157124408755, 1.9806442284049959, 2.0645564216513375, 0.6947507074727072]|4952.9355468750000000|      1.00000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[19.97459486686479, 1.994157124408755, 1.9806442284049959, 2.0645564216513375, 0.6947507074727072]|4952.9355468750000000|      0.50000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[19.97459486686479, 1.994157124408755, 1.9806442284049959, 2.0645564216513375, 0.6947507074727072]|4952.9355468750000000|      0.25000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[20.005319773752802, 2.0815071929291835, 2.0167152523330985, 2.125830530518081, 0.4736844042024797]|4288.7070312500000000|      0.50000000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[20.005319773752802, 2.0815071929291835, 2.0167152523330985, 2.125830530518081, 0.4736844042024797]|4288.7070312500000000|      0.25000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[20.005319773752802, 2.0815071929291835, 2.0167152523330985, 2.125830530518081, 0.4736844042024797]|4288.7070312500000000|      0.12500000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[20.000755338788228, 2.0988208309978678, 2.0269311944675046, 2.1655828068911944, 0.5903882812577981]|3877.5947265625000000|      0.25000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[20.000755338788228, 2.0988208309978678, 2.0269311944675046, 2.1655828068911944, 0.5903882812577981]|3877.5947265625000000|      0.12500000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[20.000755338788228, 2.0988208309978678, 2.0269311944675046, 2.1655828068911944, 0.5903882812577981]|3877.5947265625000000|      0.06250000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[20.0047749439352, 2.119729823961162, 2.0275110865060566, 2.1717146200725117, 0.5319505247979853]|3778.8764648437500000|      0.12500000|[331, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      12|[20.0047749439352, 2.119729823961162, 2.0275110865060566, 2.1717146200725117, 0.5319505247979853]|3778.8764648437500000|      0.06250000|[361, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[20.01481549973676, 2.1630061681728603, 2.0453164199479907, 2.181787213152023, 0.5708620685934006]|3669.2216796875000000|      0.12500000|[391, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
