k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.001584017920079, 400000.05217068066, 25000.021065298577]                     |1130677763200529.5000000000000000|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[1.001584017920079, 400000.05217068066, 25000.021065298577]                     |1130677763200529.5000000000000000|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      2.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      1.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      0.50000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      0.25000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      0.12500000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      0.06250000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      0.03125000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      0.01562500|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      0.00781250|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      0.00390625|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      0.00195312|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      0.00097656|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[0.001769814117799, 400000.0333210119, 25000.025096162477]                      |1452731384.9392478466033936|      0.00048828|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
