k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0117624205200367, -0.0741118922079625, -0.2600380609435191, 0.2495287813518764, 0.129190762625441, 0.2238734254576661, 0.1374475136039101, 0.1302653770051677, 0.0707801937407302, 0.1890184422265472, 0.0070449002751933, 0.2070882447505774, 0.1879628183373503, 0.2663035040455148, -0.0184075534521162, 0.1285776296467688, 0.0083849837736984, 0.0415003490544398, 0.2746066303448951, 0.1669990784882533, 0.079021668403207, 0.3771007726051426, 0.2412010333279348, 0.4058893740644148, 0.1456420436124242, 0.3135014870495487, 0.3282837038416501, 0.3740439342688961, 0.3982979115183991, 0.3928029196320461, 0.2906378794511714, 0.3645963759794969, 0.2934489931363385, 0.3817915587503732, 0.4448035165257501, 0.4737035742429872, 0.4099675983955086, 0.5775610524415967, 0.3965292714836166, 0.5024439663615803, 0.3139369119315628, 0.3940181605953186, 0.4998553459782845, 0.3626845148361152, 0.4167669001070611, 0.4924034308622087, 0.6178207773478464, 0.473024345593503, 0.5594201651683925, 0.5068535350962524, 0.5073946635652964, 0.6697224044824123, 0.4163857295336318, 0.5582978683016168, 0.608205120854071, 0.7283556830176872, 0.6404320679894915, 0.5530671803852306, 0.6686495163263374, 0.6233919346026398, 0.602506700813712, 0.637233810917884, 0.5200033282751437, 0.7098632497340652, 0.5472885359637023, 0.7483581938815955, 0.674904787646904, 0.6199367021046277, 0.7106229999442337, 0.612675807028045, 0.8708733977482475, 0.7631108153621247, 0.8348813181656389, 0.8083622982533272, 0.7717880459286695, 0.8301418768530198, 0.7601081389661464, 0.6368114390008792, 0.5725747379220679, 0.7771092051276696, 0.7119063470375997, 0.7417321238689785, 0.8810083444006361, 0.9204984911859719, 0.826175173448818, 0.9863794949215073, 0.7678830679092767, 0.8381097342200128, 0.9941932778862419, 0.7320638203120483, 1.039044801681805, 1.0562189712273913, 0.9179303589011856, 0.9817325982957249, 0.9091004344132227, 1.028195002272945, 1.027783330311471, 1.0738436577368553, 1.187500654324393, 1.1364751566138793]|-87.0778507741164560|      2.00000000|[89, 12, 1, 8]                                                             |  | used linear model with 101 points | iterate success | actual_k=2
       2|[0.0117624205200367, -0.0741118922079625, -0.2600380609435191, 0.2495287813518764, 0.129190762625441, 0.2238734254576661, 0.1374475136039101, 0.1302653770051677, 0.0707801937407302, 0.1890184422265472, 0.0070449002751933, 0.2070882447505774, 0.1879628183373503, 0.2663035040455148, -0.0184075534521162, 0.1285776296467688, 0.0083849837736984, 0.0415003490544398, 0.2746066303448951, 0.1669990784882533, 0.079021668403207, 0.3771007726051426, 0.2412010333279348, 0.4058893740644148, 0.1456420436124242, 0.3135014870495487, 0.3282837038416501, 0.3740439342688961, 0.3982979115183991, 0.3928029196320461, 0.2906378794511714, 0.3645963759794969, 0.2934489931363385, 0.3817915587503732, 0.4448035165257501, 0.4737035742429872, 0.4099675983955086, 0.5775610524415967, 0.3965292714836166, 0.5024439663615803, 0.3139369119315628, 0.3940181605953186, 0.4998553459782845, 0.3626845148361152, 0.4167669001070611, 0.4924034308622087, 0.6178207773478464, 0.473024345593503, 0.5594201651683925, 0.5068535350962524, 0.5073946635652964, 0.6697224044824123, 0.4163857295336318, 0.5582978683016168, 0.608205120854071, 0.7283556830176872, 0.6404320679894915, 0.5530671803852306, 0.6686495163263374, 0.6233919346026398, 0.602506700813712, 0.637233810917884, 0.5200033282751437, 0.7098632497340652, 0.5472885359637023, 0.7483581938815955, 0.674904787646904, 0.6199367021046277, 0.7106229999442337, 0.612675807028045, 0.8708733977482475, 0.7631108153621247, 0.8348813181656389, 0.8083622982533272, 0.7717880459286695, 0.8301418768530198, 0.7601081389661464, 0.6368114390008792, 0.5725747379220679, 0.7771092051276696, 0.7119063470375997, 0.7417321238689785, 0.8810083444006361, 0.9204984911859719, 0.826175173448818, 0.9863794949215073, 0.7678830679092767, 0.8381097342200128, 0.9941932778862419, 0.7320638203120483, 1.039044801681805, 1.0562189712273913, 0.9179303589011856, 0.9817325982957249, 0.9091004344132227, 1.028195002272945, 1.027783330311471, 1.0738436577368553, 1.187500654324393, 1.1364751566138793]|-87.0778507741164560|      1.00000000|[178, 24, 2, 16]                                                           |  | used linear model with 101 points | iterate failure | actual_k=2
       3|[0.0117624205200367, -0.0741118922079625, -0.2600380609435191, 0.2495287813518764, 0.129190762625441, 0.2238734254576661, 0.1374475136039101, 0.1302653770051677, 0.0707801937407302, 0.1890184422265472, 0.0070449002751933, 0.2070882447505774, 0.1879628183373503, 0.2663035040455148, -0.0184075534521162, 0.1285776296467688, 0.0083849837736984, 0.0415003490544398, 0.2746066303448951, 0.1669990784882533, 0.079021668403207, 0.3771007726051426, 0.2412010333279348, 0.4058893740644148, 0.1456420436124242, 0.3135014870495487, 0.3282837038416501, 0.3740439342688961, 0.3982979115183991, 0.3928029196320461, 0.2906378794511714, 0.3645963759794969, 0.2934489931363385, 0.3817915587503732, 0.4448035165257501, 0.4737035742429872, 0.4099675983955086, 0.5775610524415967, 0.3965292714836166, 0.5024439663615803, 0.3139369119315628, 0.3940181605953186, 0.4998553459782845, 0.3626845148361152, 0.4167669001070611, 0.4924034308622087, 0.6178207773478464, 0.473024345593503, 0.5594201651683925, 0.5068535350962524, 0.5073946635652964, 0.6697224044824123, 0.4163857295336318, 0.5582978683016168, 0.608205120854071, 0.7283556830176872, 0.6404320679894915, 0.5530671803852306, 0.6686495163263374, 0.6233919346026398, 0.602506700813712, 0.637233810917884, 0.5200033282751437, 0.7098632497340652, 0.5472885359637023, 0.7483581938815955, 0.674904787646904, 0.6199367021046277, 0.7106229999442337, 0.612675807028045, 0.8708733977482475, 0.7631108153621247, 0.8348813181656389, 0.8083622982533272, 0.7717880459286695, 0.8301418768530198, 0.7601081389661464, 0.6368114390008792, 0.5725747379220679, 0.7771092051276696, 0.7119063470375997, 0.7417321238689785, 0.8810083444006361, 0.9204984911859719, 0.826175173448818, 0.9863794949215073, 0.7678830679092767, 0.8381097342200128, 0.9941932778862419, 0.7320638203120483, 1.039044801681805, 1.0562189712273913, 0.9179303589011856, 0.9817325982957249, 0.9091004344132227, 1.028195002272945, 1.027783330311471, 1.0738436577368553, 1.187500654324393, 1.1364751566138793]|-87.0778507741164560|      0.50000000|[265, 38, 3, 24]                                                           |  | used linear model with 101 points | iterate failure | actual_k=2
       4|[-0.0431307635721288, -0.0364919352285941, -0.2401240543385975, 0.2596550446061357, 0.1162477983692948, 0.2718269968298301, 0.1553708354912362, 0.2299215543502807, 0.0655841870248481, 0.1511757201674856, 0.0483933292843554, 0.1855737099324816, 0.2571031898236438, 0.2673956927502461, -0.0471286672204103, 0.1431016921350785, 0.0872768620720219, 0.0296829725393461, 0.2083147456987416, 0.182189504571372, 0.0517799276602044, 0.4410229702293722, 0.2092642709820025, 0.4324356121553882, 0.22114812997485, 0.2883671122679203, 0.2996063978663417, 0.3529470763346215, 0.3593032105274203, 0.3190035914597518, 0.2452841084893495, 0.3902066350354848, 0.3263065509531614, 0.3426314978377254, 0.3943223022239387, 0.4870060710074167, 0.5577221164632759, 0.5374956833170833, 0.3888022987135238, 0.5211368906942083, 0.3945790013822505, 0.3312362987934672, 0.5377224029116572, 0.3871828767442591, 0.3825538509379959, 0.5075299322051899, 0.6445910123021931, 0.4092349070434497, 0.5448272141633642, 0.5431904441886072, 0.578413305887076, 0.6493255706116663, 0.4301332223104158, 0.5064161698019015, 0.6563505375145037, 0.7405036975369267, 0.5832299591187824, 0.5666899992859421, 0.6379646342270875, 0.5456044034915701, 0.6443688093782447, 0.6576078788245739, 0.5334083491922135, 0.6783449046580524, 0.4725061278769631, 0.7673692460150371, 0.6441452094515258, 0.6736473006178372, 0.7228693236430873, 0.5975071547512274, 0.8363748360210452, 0.792254970296286, 0.9168192095328292, 0.6633267238299942, 0.8033837057339244, 0.8255826439057372, 0.6976965448426499, 0.6653561922541644, 0.5170139266049868, 0.7653907484347247, 0.6989911379806228, 0.7453675929231954, 0.8995208371711818, 0.9964974916013113, 0.83677723737952, 1.0434507311668781, 0.7379140921055223, 0.8943799166365431, 1.0223123367658684, 0.7036080339327745, 1.0811974572155791, 1.0425422392380148, 0.9374893551079462, 1.0740258460331076, 0.8680360390388218, 1.011008769796674, 1.100649789758478, 1.1131334138447728, 1.310810024200816, 1.258782645551285]|-108.3925045548060666|      1.00000000|[354, 50, 4, 32]                                                           |  | used linear model with 101 points | iterate success | actual_k=2
       5|[0.0725742959955595, -0.0366917421600647, -0.3104360847917398, 0.3116423658131893, 0.201531928212905, 0.1905818298429922, 0.1557038186306363, 0.3791790230674245, -0.0187103631572584, 0.1462507802096981, 0.1972355488776196, 0.128759533397471, 0.250809331672838, 0.2297860156278831, -0.1712988314670138, 0.1895306185890585, 0.0711897281673695, 0.0176323149820772, 0.103383972454006, 0.089615819964224, 0.0260702403897623, 0.4031561096452081, 0.1130762115748306, 0.4263796383494252, 0.2912582029513489, 0.1276080084626674, 0.2819811990962902, 0.3694553809074647, 0.4386843826771032, 0.3153260659739315, 0.1760628412006921, 0.4348513572096722, 0.4343458664528238, 0.2417814262446763, 0.369593189632813, 0.5182127063224928, 0.4783892980145841, 0.6763469921596031, 0.4133920403399823, 0.7480506967589526, 0.2479248574146357, 0.2585688989539617, 0.4429545080119487, 0.294052759139362, 0.4871886855129706, 0.4330565806645919, 0.6436586012989518, 0.354295064620592, 0.60612228151741, 0.3369798901140021, 0.5393446752758743, 0.8063303760283287, 0.4672527284985466, 0.3320883833392776, 0.7292064690011844, 0.7319614660194461, 0.7609875359139463, 0.5607850656695713, 0.546846249341018, 0.4583408049532735, 0.6464829130616389, 0.5871670125445478, 0.574102444291446, 0.6120588460175359, 0.2410691938993594, 0.7004383764754996, 0.6155942138166197, 0.7243144035729182, 0.6253767813636005, 0.4707158000795608, 0.8832522593675536, 0.854532593097035, 0.7766148960540651, 0.6404661538839085, 0.9955524279723881, 0.8935570107698214, 0.7314028862142168, 0.5744670995274873, 0.5229534630355831, 0.9473513244302026, 0.6409646877177797, 0.8175696167752351, 0.8854753171721969, 0.9182477929588844, 0.8133085930281491, 1.0947338337145776, 0.7230617572075523, 0.8782247891092758, 1.0719910808358992, 0.7576912376069028, 1.3358445835069663, 0.9527424013591289, 0.9492507573065887, 0.9595520635545873, 0.9497295335171034, 1.2122758782320837, 1.1924383163802523, 1.3472447855991, 1.5123397292066758, 1.4128906021311787]|-155.8251293805079456|      2.00000000|[442, 63, 5, 40]                                                           |  | used linear model with 101 points | iterate success | actual_k=2
       6|[0.0725742959955595, -0.0366917421600647, -0.3104360847917398, 0.3116423658131893, 0.201531928212905, 0.1905818298429922, 0.1557038186306363, 0.3791790230674245, -0.0187103631572584, 0.1462507802096981, 0.1972355488776196, 0.128759533397471, 0.250809331672838, 0.2297860156278831, -0.1712988314670138, 0.1895306185890585, 0.0711897281673695, 0.0176323149820772, 0.103383972454006, 0.089615819964224, 0.0260702403897623, 0.4031561096452081, 0.1130762115748306, 0.4263796383494252, 0.2912582029513489, 0.1276080084626674, 0.2819811990962902, 0.3694553809074647, 0.4386843826771032, 0.3153260659739315, 0.1760628412006921, 0.4348513572096722, 0.4343458664528238, 0.2417814262446763, 0.369593189632813, 0.5182127063224928, 0.4783892980145841, 0.6763469921596031, 0.4133920403399823, 0.7480506967589526, 0.2479248574146357, 0.2585688989539617, 0.4429545080119487, 0.294052759139362, 0.4871886855129706, 0.4330565806645919, 0.6436586012989518, 0.354295064620592, 0.60612228151741, 0.3369798901140021, 0.5393446752758743, 0.8063303760283287, 0.4672527284985466, 0.3320883833392776, 0.7292064690011844, 0.7319614660194461, 0.7609875359139463, 0.5607850656695713, 0.546846249341018, 0.4583408049532735, 0.6464829130616389, 0.5871670125445478, 0.574102444291446, 0.6120588460175359, 0.2410691938993594, 0.7004383764754996, 0.6155942138166197, 0.7243144035729182, 0.6253767813636005, 0.4707158000795608, 0.8832522593675536, 0.854532593097035, 0.7766148960540651, 0.6404661538839085, 0.9955524279723881, 0.8935570107698214, 0.7314028862142168, 0.5744670995274873, 0.5229534630355831, 0.9473513244302026, 0.6409646877177797, 0.8175696167752351, 0.8854753171721969, 0.9182477929588844, 0.8133085930281491, 1.0947338337145776, 0.7230617572075523, 0.8782247891092758, 1.0719910808358992, 0.7576912376069028, 1.3358445835069663, 0.9527424013591289, 0.9492507573065887, 0.9595520635545873, 0.9497295335171034, 1.2122758782320837, 1.1924383163802523, 1.3472447855991, 1.5123397292066758, 1.4128906021311787]|-155.8251293805079456|      1.00000000|[530, 76, 6, 48]                                                           |  | used linear model with 101 points | iterate failure | actual_k=2
       7|[0.0146700998187711, -0.1162309201824275, -0.3458382485223477, 0.4162886048194349, 0.126986760015066, 0.0163738725578052, 0.1278662732065618, 0.3526169015504256, 0.1492674861557067, 0.0853876479702271, 0.1515594535145739, 0.1466469631298126, 0.0207450553221175, 0.3036901064736408, -0.2465789857157145, 0.301593969751628, 0.0076906977530894, 0.0569275516951154, 0.2035558368611731, 0.1721050232662917, -0.0528430225665068, 0.5425213810283778, 0.0009598159372706, 0.4335307766151705, 0.3181417467180287, 0.2348165159127903, 0.3556266746675479, 0.5832416898364369, 0.3094867115030935, 0.407568386118448, 0.2835680200112248, 0.5214486773068505, 0.4409324446770093, 0.3713021265493627, 0.5084816404767405, 0.578535389242342, 0.6534988668459778, 0.6390420250620832, 0.4512440388285712, 0.8698439928889462, 0.2976076253254663, 0.1437716021346893, 0.3119878342005227, 0.2529192721721186, 0.4916500680313386, 0.4515127576796956, 0.6973959166435841, 0.361519209729122, 0.6854299444827268, 0.3373213118259604, 0.4766107071299341, 0.7850356393232135, 0.3732912148251843, 0.2595645025221002, 0.7669233971379583, 0.7536618685143944, 0.7295100283737812, 0.6811345437241711, 0.4512008830176499, 0.6947507407197667, 0.6993460109592291, 0.5791007009742775, 0.5191396909570472, 0.4178645447448303, 0.3922369264677771, 0.7718448444480679, 0.641680262672339, 0.6723400889452505, 0.5816302669210399, 0.4342283705003108, 0.8780979441129307, 0.8303284034463586, 0.8173203169656441, 0.7836611335753655, 1.187275768675623, 0.9262752350056414, 0.7326781852109409, 0.5223304540934005, 0.6011151770565695, 1.111363075359649, 0.5975209789309281, 0.8818000774367191, 0.833872394719713, 0.9485496078953778, 0.9097246206519114, 1.1997415941198155, 0.8941381283057871, 0.8530695597498701, 1.219457624263238, 0.8327336659942102, 1.3363350131872698, 1.0412634883217189, 1.0046515423859492, 0.9907156807988627, 0.9683114131028531, 1.2864774976172808, 1.3331155824471914, 1.6828745467699189, 1.5846384463035543, 1.5195547476496676]|-219.1349355928857392|      2.00000000|[618, 89, 7, 56]                                                           |  | used linear model with 101 points | iterate success | actual_k=2
       8|[0.0461512025065196, -0.367668923419769, -0.4066095789165879, 0.5895691673659094, 0.1343841940885955, -0.086150420446344, 0.3401148155513686, 0.2307199439613608, 0.1417175005778182, 0.1600617146296368, 0.3062073123990552, 0.1817869731534224, 0.0761570654852294, 0.5320538294431112, -0.2247404394311096, 0.1258867789618886, 0.0527919291967002, -0.1614179163285428, 0.4675481798187955, 0.172524316394716, -0.2331213269942845, 0.6344457010422584, 0.0988337436796757, 0.4267892553548734, 0.5137684224581842, -0.1129348886194465, 0.659850975825918, 0.8692092472016653, 0.40188817239228, 0.3288099324841408, 0.4091305218319283, 0.3954729239311468, 0.3212108826824116, 0.6906335184775194, 0.901833114814258, 0.4026657221441211, 0.8610631985975147, 0.8743380544923508, 0.5389311535453022, 0.9664710824741586, 0.282169475764639, 0.0565099818431413, 0.1463714655634217, 0.1158945304354543, 0.7165049744579068, 0.4668249264218472, 0.8992405405042564, 0.0275099126066565, 0.856197264444354, 0.6367259470095499, 0.1719066222772427, 0.790720231004115, 0.35637131179043, 0.5266997236229422, 0.8103768419270746, 0.7596275119746098, 0.6026001539691601, 0.6872452608433577, 0.4504467888350092, 0.7040341191549095, 0.6316339210877069, 0.3461240704019163, 0.8458672232774596, 0.2618315331481982, 0.6194366306709589, 0.7275098286382257, 0.8652275122233213, 0.2904618328636125, 0.6906233695323292, 0.3983233010769567, 1.06862462266365, 0.7311092889597304, 0.8619712426753805, 0.3832588807686338, 1.3501777716054648, 1.1916221260646855, 0.705733701145872, 0.6526428395444837, 0.4028552742441488, 1.309272850505609, 0.90590575883992, 1.0284127153835523, 0.869868989599902, 0.8466502156880685, 0.9088789468878598, 1.3752322418300944, 0.7185711334741287, 0.5759773047942106, 1.6169003585698791, 1.0931654941964446, 1.5512428302462715, 1.374494594799804, 0.5587212329719506, 1.1269557379922914, 1.2011256805925679, 1.639225169293141, 1.3313925582812922, 2.1785644736808716, 1.6508931319788218, 1.7153488714061322]|-346.6148764740163983|      4.00000000|[707, 101, 8, 64]                                                          |  | used linear model with 101 points | iterate success | actual_k=2
       9|[0.0461512025065196, -0.367668923419769, -0.4066095789165879, 0.5895691673659094, 0.1343841940885955, -0.086150420446344, 0.3401148155513686, 0.2307199439613608, 0.1417175005778182, 0.1600617146296368, 0.3062073123990552, 0.1817869731534224, 0.0761570654852294, 0.5320538294431112, -0.2247404394311096, 0.1258867789618886, 0.0527919291967002, -0.1614179163285428, 0.4675481798187955, 0.172524316394716, -0.2331213269942845, 0.6344457010422584, 0.0988337436796757, 0.4267892553548734, 0.5137684224581842, -0.1129348886194465, 0.659850975825918, 0.8692092472016653, 0.40188817239228, 0.3288099324841408, 0.4091305218319283, 0.3954729239311468, 0.3212108826824116, 0.6906335184775194, 0.901833114814258, 0.4026657221441211, 0.8610631985975147, 0.8743380544923508, 0.5389311535453022, 0.9664710824741586, 0.282169475764639, 0.0565099818431413, 0.1463714655634217, 0.1158945304354543, 0.7165049744579068, 0.4668249264218472, 0.8992405405042564, 0.0275099126066565, 0.856197264444354, 0.6367259470095499, 0.1719066222772427, 0.790720231004115, 0.35637131179043, 0.5266997236229422, 0.8103768419270746, 0.7596275119746098, 0.6026001539691601, 0.6872452608433577, 0.4504467888350092, 0.7040341191549095, 0.6316339210877069, 0.3461240704019163, 0.8458672232774596, 0.2618315331481982, 0.6194366306709589, 0.7275098286382257, 0.8652275122233213, 0.2904618328636125, 0.6906233695323292, 0.3983233010769567, 1.06862462266365, 0.7311092889597304, 0.8619712426753805, 0.3832588807686338, 1.3501777716054648, 1.1916221260646855, 0.705733701145872, 0.6526428395444837, 0.4028552742441488, 1.309272850505609, 0.90590575883992, 1.0284127153835523, 0.869868989599902, 0.8466502156880685, 0.9088789468878598, 1.3752322418300944, 0.7185711334741287, 0.5759773047942106, 1.6169003585698791, 1.0931654941964446, 1.5512428302462715, 1.374494594799804, 0.5587212329719506, 1.1269557379922914, 1.2011256805925679, 1.639225169293141, 1.3313925582812922, 2.1785644736808716, 1.6508931319788218, 1.7153488714061322]|-346.6148764740163983|      2.00000000|[795, 114, 9, 72]                                                          |  | used linear model with 101 points | iterate failure | actual_k=2
      10|[0.2895402093266429, -0.5319735677821049, -0.0980538848381846, 0.2649019327939574, 0.4675238653565678, -0.4077087533814082, 0.4185898459930135, 0.6669973123472827, 0.2151176962298342, 0.1234627869603856, 0.5101634215098866, 0.4245052965879597, 0.4839097977617643, 0.7949274436940544, -0.2726708499672909, 0.1092484267649937, -0.1176673486253899, -0.158151254138394, 0.4578409555050589, 0.2588631299977407, -0.6191108451109797, 0.7388747047680526, -0.1208845950840175, 0.98192511887689, 0.7039962153101234, -0.462465520732933, 0.2770185654765615, 1.0589702589298762, 0.6439198604438934, 0.6692410407425315, 0.5516438387408282, 0.5210472959121446, 0.5987111182627838, 0.6853315802069634, 1.1660395146335956, 0.506601037227148, 0.7179540265670423, 0.9434865690906439, 0.7582367674773395, 0.8060396225932835, 0.3642211374336656, -0.1093145401344443, 0.138544687119457, 0.2498911539640074, 0.7974374539259551, 0.4416364836672759, 0.9083932738916507, -0.3591068472409629, 0.7879844286262322, 0.5896401933873936, 0.365202777721878, 0.8996154852776463, 0.5981475960178964, 0.5197666835181898, 0.8799814975217237, 0.687571357247573, 0.7707765983551725, 0.7923117330236474, 0.6095234266566296, 0.8104852751191373, 0.9128449825201459, 0.2243222252485144, 0.8009870327609545, 0.1105842611903424, 0.8104707718931833, 0.94086264255613, 0.8950457872398346, 0.2098887268315938, 0.57866527311209, 0.5046658632328063, 1.457784590916591, 0.6633178261909745, 0.9265880470071312, 0.2469432842328535, 1.4525492335377115, 1.4227715831916377, 1.009960237192466, 0.5450119015671024, 0.4445274965146891, 1.299163810637514, 0.823785432795417, 1.3762498039065716, 0.955805620771566, 0.6796150495120936, 0.9467016032512325, 1.7450263739118297, 0.6170020114571293, 0.6462719468981734, 1.9051260285159342, 1.0894098295291361, 1.7416693533035896, 1.5671653826739267, 0.701136580816255, 1.3422135325778957, 1.2887777787885153, 1.5974449744175945, 1.275437768596053, 2.0211327178131753, 1.6936303614030004, 1.879339443475589]|-551.0213870705416639|      4.00000000|[883, 127, 10, 80]                                                         |  | used linear model with 101 points | iterate success | actual_k=2
      11|[-0.6365912698926091, 0.1177252680221199, 0.2475910607331915, 0.359324892287644, 0.3510981059360948, -1.2233523733953997, 0.531462576253606, 1.1519312488418554, 0.2843687348644034, -0.1453849153114832, 0.6037144069270537, 0.4581754918431863, 0.7194940823721052, 1.5663320653963533, -0.8333222592345894, -0.2235062028687687, -0.3709539719686011, -0.2022302830554377, 1.0367482668056573, 0.4784239321705019, -0.9196988735510425, 1.002007135539839, 0.1513010678685043, 0.9095468290330085, 1.155570642743906, -0.8632404053037369, -0.3993936709661541, 1.2228132904756117, 0.6054769443636449, 0.5089053893414911, 0.2058207550458567, 0.0576831957257072, 0.7178712499800162, 0.7808386646318731, 1.246039246603883, 1.1933239084425364, 1.0181166557023227, 0.8146051716499499, 0.9184644764254982, 1.0519958130016795, 0.2970796430820342, -0.174929450960493, -0.0729705361180339, -0.1815213453171923, 0.9655331259720763, 0.2380185402794971, 1.3942569850461797, -0.3031202355786015, 0.654036669161605, 0.3799168768001633, 0.6244795260788012, 0.8104940772874255, 0.6664064483344887, 0.614888034383384, 0.9890037844203381, 1.0112960750723743, 0.7187957629526478, 0.8841416443909103, 0.8704161067254303, 1.1076175551444134, 0.7613318273466367, 0.6958363104317432, 1.463762456479348, -0.541796123128548, 1.6953447423269772, 1.2435515752138389, 0.4497377113409258, 0.8684596719407329, 0.0832962386997812, 0.2715190739179478, 1.9273801475963965, 0.6594745390660481, 0.7612344088356593, 0.9360220105288314, 1.5080722058768672, 1.3850277583788144, 1.453905376441848, 0.4183377627229211, 0.7509917098976, 1.3152541572140164, 1.1262518041874057, 0.9623367062080838, 1.6048287334399105, 1.8314903921740027, 1.7255171934977944, 1.1956579444204594, 0.6896328249469674, 0.7216553915171575, 1.7130272604916414, 1.414206345371296, 1.5862489730422225, 2.2197360886176276, 0.5549317282729004, 1.707946290426738, 1.5383989436455463, 1.623468567537106, 1.4332288155004718, 1.3771523460070993, 1.9519263543423544, 2.73250439928693]|-850.9577796524848736|      8.00000000|[972, 139, 11, 88]                                                         |  | used linear model with 101 points | iterate success | actual_k=2
