k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1]                                                                 |  0.0779631030810730|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1]                                                                 |  0.0779631030810730|      0.50000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.1, 0.1, 0.1]                                                                 |  0.0779631030810730|      0.25000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.0709361686856056, 0.0262551659944335, -0.1371012297876582]                   |  0.0051539782434702|      0.50000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[0.0709361686856056, 0.0262551659944335, -0.1371012297876582]                   |  0.0051539782434702|      0.25000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.0709361686856056, 0.0262551659944335, -0.1371012297876582]                   |  0.0051539782434702|      0.12500000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.0709361686856056, 0.0262551659944335, -0.1371012297876582]                   |  0.0051539782434702|      0.06250000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.0709361686856056, 0.0262551659944335, -0.1371012297876582]                   |  0.0051539782434702|      0.03125000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.0516204883500154, 0.0022352870392024, -0.1422502499031114]                   |  0.0025807959027588|      0.06250000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[0.0516204883500154, 0.0022352870392024, -0.1422502499031114]                   |  0.0025807959027588|      0.03125000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.0683716553284358, -0.0110674161735535, -0.1650317992818172]                  |  0.0021446684841067|      0.06250000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[0.0683716553284358, -0.0110674161735535, -0.1650317992818172]                  |  0.0021446684841067|      0.03125000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[0.0683716553284358, -0.0110674161735535, -0.1650317992818172]                  |  0.0021446684841067|      0.01562500|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[0.0683716553284358, -0.0110674161735535, -0.1650317992818172]                  |  0.0021446684841067|      0.00781250|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.0683716553284358, -0.0110674161735535, -0.1650317992818172]                  |  0.0021446684841067|      0.00390625|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.0703239161341133, -0.0144415992648047, -0.1647820888979128]                  |  0.0021006001625210|      0.00781250|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
