k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.944891172611971, 10.058877195063, 9.003257057689682]                         |32989211.1389269791543484|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[9.907231265793913, 10.491749649915645, 7.051026751284134]                      |3637056.2928665596991777|      4.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[9.907231265793913, 10.491749649915645, 7.051026751284134]                      |3637056.2928665596991777|      2.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[9.907231265793913, 10.491749649915645, 7.051026751284134]                      |3637056.2928665596991777|      1.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[9.88560840100931, 10.5272300915306, 6.051890329176865]                         |1598473.6766973920166492|      2.00000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[9.88560840100931, 10.5272300915306, 6.051890329176865]                         |1598473.6766973920166492|      1.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[9.938235896503244, 10.391029617429481, 5.0626078732661846]                     |1421021.6160209293011576|      2.00000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[8.951129412736012, 8.683637670929802, 4.73029246475685]                        |601180.3752697695745155|      4.00000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[8.951129412736012, 8.683637670929802, 4.73029246475685]                        |601180.3752697695745155|      2.00000000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[8.946176935327047, 6.938796277072096, 3.7527936242213675]                      |269970.7763002068968490|      4.00000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      11|[6.043355476680553, 5.271358797380486, 1.56343759320651]                        |43606.1428663596743718|      8.00000000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      12|[6.043355476680553, 5.271358797380486, 1.56343759320651]                        |43606.1428663596743718|      4.00000000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[6.043355476680553, 5.271358797380486, 1.56343759320651]                        |43606.1428663596743718|      2.00000000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[4.649134804730787, 3.8393870862330557, 1.4885661274706015]                     |8845.9265132182554225|      4.00000000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      15|[4.649134804730787, 3.8393870862330557, 1.4885661274706015]                     |8845.9265132182554225|      2.00000000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
