k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.8825561032739317, 0.0447877730559116, 3.9004076243372965, 0.1772803862884787, -0.0053967305869749, 0.3932928341818815, 1.1596969178537482, -0.0672135665500835, 1.0527957683852684, 0.2030224250243742, 0.056057741548917, 0.130393304844106, 0.2964486992334298, -0.1593071645393996, 0.3178505211637838, 0.1666985113864753, -0.0370135682841685, -0.0724309575462161, 0.3431267884520723, 0.0901443295433313, 0.3271942768331176, 1.230069384648163, -0.0469083255230793, 1.1672910094314726, 0.3596232418544439, -0.0054635613553051, 0.2139211713477607, 1.0795024189393474, -0.0629409098864626, 1.1758260007224237, -0.0396730028242786, 0.0581487967265731, -0.0559754631867404, 0.2014068915813816, 0.1542837772451408, 0.2408727975213709, 0.1348644593312877, 0.0375626669311341, 0.3416092492090057, 0.1611036140847623, 0.0425969435712596, 0.2878937250168591, 0.1780560612032812, 0.1133989363224005, 0.1136422453785653, 0.4391807068941666, 0.0004267836472652, 0.6850498831938037, 0.0072359235543617, 0.0740893277626252, 0.0119681919633153, 0.2164550488098463, 0.1478092094080651, 0.0787325951933698, 0.1718705015127053, -0.1032761827104907, 0.1524383691983024, -0.0326490381677787, 0.1384895725532505, 0.1042707114537829, 0.1088455899905833, -0.1202176586682581, 0.1738234596104737, 0.2213607788127895, 0.0087130640682545, 0.2737180570342442, 0.278527985429422, 0.0657852553843812, 0.3726141770087079, 0.1196180754490064, 0.0279764011214046, 0.1455778642592057, 0.0609920588677176, 0.0158551111447828, -0.1814584443971731, 0.183145507213527, -0.1363590542242966, 0.0966331781357361, 0.2636277816415014, -0.175661589052907, 0.1003009927383794, 0.2118762371306736, 0.0466079882025275, 0.4665023452578049, 0.1373072103334005, 0.0957976556592391, 0.0490070274535281, 0.014930704485673, 0.1074372945782163, 0.1988684923643667, 0.248994311810938, 0.0646109221535783, 0.2444905121940533, 0.1994570708285608, 0.1276213616766829, 0.0343308866745648, 0.2323936114068437, 0.0915649972965341, 0.2632123150857892]|61019.0039062500000000|      2.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | iterate success | actual_k=1
       2|[3.8174263221632194, 0.2759993273803497, 3.9652762933163705, 0.4841803139619614, 0.3094793276928393, 0.1125135580562651, 1.213787102665486, -0.0039285639087954, 0.8242631222435097, 0.3231707636757543, -0.1304812740133114, 0.2588100920639274, 0.4621800079754327, -0.054263734482749, 0.6337123906971944, 0.4866933829361216, -0.3009972572506758, -0.0841959777251885, 0.5306096246430587, 0.221416939901984, 0.4978886851631126, 0.8525271890025312, -0.2211427128418938, 1.2200654436006613, 0.9556141507517268, 0.5449620588376703, 0.3555454675323168, 1.2314626555173747, -0.1626971189537314, 0.9564987741221436, -0.2141695103386807, 0.2277873112747991, -0.3074347035693065, 0.1582548169107452, 0.3737725409795279, 0.2606467094612805, 0.2744573419672287, -0.3306790929069323, 0.1363261672377405, 0.1803850363895433, -0.0782392844023187, -0.1361716786793676, -0.0326721894061566, 0.1468439859796734, 0.3347569390955982, 0.3170988172975565, -0.1419992858081534, 0.4875971268765932, 0.0757391247085738, 0.1311872439442685, -0.0215644699698856, 0.3226361705004049, 0.2582221587721734, 0.17483056771009, 0.3454399497542025, 0.1331128654372447, 0.3735352212472296, -0.1332184628098492, 0.0783188530708321, -0.012141906651, 0.0757519895006061, 0.0139830363556601, -0.2539352809740912, 0.3314850948791441, 0.1099521091771391, 0.3886625100885642, 0.1493729555454187, 0.2580328569728389, 0.3126202934623207, 0.1507106918410712, 0.0856391844487011, -0.0719100846538052, -0.3184071215927682, 0.2311374438206252, -0.4657664255342511, 0.3532220665316798, -0.2191885040811246, -0.1819003564298469, 0.4771851914233128, -0.0375074365830025, -0.0651832176051442, 0.2798094798264345, -0.1579097466553964, 0.7157403679287802, 0.0135735183521201, 0.2188420894563596, -0.2749826819351667, 0.1342740602996341, 0.3267558552004287, 0.2946065179118259, 0.3556801833025621, 0.1277885346387208, 0.1705705742015925, 0.2878785356970092, 0.0103000428512483, 0.2210009088070284, 0.2834214743192832, -0.1426290520919193, 0.2064487404067611]|9149.8564453125000000|      4.00000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[3.4575520471461365, 0.7746579039106054, 3.995095563936551, 1.0338779390143331, 0.2231165593725626, 0.1451122229291116, 1.335723741741156, -0.097925646878332, 0.3997266012184175, 0.6734537498176615, -0.185472519506131, 0.3902681660589453, 0.3143450035315289, -0.4176765980216403, 0.5255750700715374, 0.6540573509122513, -0.3775272997808204, -0.0527000159928646, 0.5711818618129684, -0.3208657662283937, 0.9020761998163369, 0.8660115157238357, -0.215853869658099, 0.7438891704933301, 0.9118437910312831, 0.2167113408542102, -0.3614270677088881, 1.2806337103626322, 0.9238446619401006, 0.9599227165301767, -0.0319615956854713, -0.1571808063239616, -0.314855131296063, -0.1289769021252263, 0.7495099942487047, 0.4876948261396117, 0.3220885684297122, 0.3678712399228232, -0.0337887405383973, 0.0482111322039312, 0.0299987315872585, -0.9508302530910746, -0.3044623922875929, 0.3363799874892175, 0.0375340905953869, 0.729402916880068, -0.2198357359351268, 1.1096882471270217, 0.0509272776994451, -0.5433384739649441, -0.7387574467747261, -0.2558146912513592, 0.1397151018556259, 0.9322463040695042, 0.3174677843402317, 0.1236391401764505, 0.9871082692342156, -0.0623073984660497, 0.1526192298351523, -0.610044604263961, -0.5908001680750168, -0.4428360708258453, -0.6547436794646648, 0.1022224723969412, -0.5523769049328506, -0.0278923195707355, 1.23973365344746, -0.2606799568333304, -0.1676439998796203, 0.5494483587968542, 0.4182692166442353, -0.9156081364002322, -0.1751220044037088, 0.3369500454229941, -0.8080337036289175, 0.608468306699976, -0.3086654185383699, -0.5388539405171454, 0.1042480426480861, -0.8003997271234566, 0.1203793875455244, 0.0152607738713145, -0.1055040955252126, 0.9885909589931643, 0.3932797901741747, -0.0126629873375509, -0.1818603851534339, -0.1124563784612535, 0.5052174176907378, 0.0649278854032383, 0.9529639396724842, 0.4618900729236008, 0.3178453562004323, 0.2734659315223348, -0.4355104517208401, 0.5153717580648772, -0.2817755856576374, -0.5861766372873828, -0.1912131573609697]|2429.2835242381584067|      8.00000000|[121, 8, 1, 9]                                                             |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       4|[3.4575520471461365, 0.7746579039106054, 3.995095563936551, 1.0338779390143331, 0.2231165593725626, 0.1451122229291116, 1.335723741741156, -0.097925646878332, 0.3997266012184175, 0.6734537498176615, -0.185472519506131, 0.3902681660589453, 0.3143450035315289, -0.4176765980216403, 0.5255750700715374, 0.6540573509122513, -0.3775272997808204, -0.0527000159928646, 0.5711818618129684, -0.3208657662283937, 0.9020761998163369, 0.8660115157238357, -0.215853869658099, 0.7438891704933301, 0.9118437910312831, 0.2167113408542102, -0.3614270677088881, 1.2806337103626322, 0.9238446619401006, 0.9599227165301767, -0.0319615956854713, -0.1571808063239616, -0.314855131296063, -0.1289769021252263, 0.7495099942487047, 0.4876948261396117, 0.3220885684297122, 0.3678712399228232, -0.0337887405383973, 0.0482111322039312, 0.0299987315872585, -0.9508302530910746, -0.3044623922875929, 0.3363799874892175, 0.0375340905953869, 0.729402916880068, -0.2198357359351268, 1.1096882471270217, 0.0509272776994451, -0.5433384739649441, -0.7387574467747261, -0.2558146912513592, 0.1397151018556259, 0.9322463040695042, 0.3174677843402317, 0.1236391401764505, 0.9871082692342156, -0.0623073984660497, 0.1526192298351523, -0.610044604263961, -0.5908001680750168, -0.4428360708258453, -0.6547436794646648, 0.1022224723969412, -0.5523769049328506, -0.0278923195707355, 1.23973365344746, -0.2606799568333304, -0.1676439998796203, 0.5494483587968542, 0.4182692166442353, -0.9156081364002322, -0.1751220044037088, 0.3369500454229941, -0.8080337036289175, 0.608468306699976, -0.3086654185383699, -0.5388539405171454, 0.1042480426480861, -0.8003997271234566, 0.1203793875455244, 0.0152607738713145, -0.1055040955252126, 0.9885909589931643, 0.3932797901741747, -0.0126629873375509, -0.1818603851534339, -0.1124563784612535, 0.5052174176907378, 0.0649278854032383, 0.9529639396724842, 0.4618900729236008, 0.3178453562004323, 0.2734659315223348, -0.4355104517208401, 0.5153717580648772, -0.2817755856576374, -0.5861766372873828, -0.1912131573609697]|2429.2835242381584067|      4.00000000|[243, 16, 2, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[3.1523493064761117, 1.9384873021285756, 4.959800407700254, 1.4244058728088715, 0.8489257079294685, -0.2930978616690866, 1.1706815049548327, -0.4693762727104431, 0.2710435161104875, 0.5904483562578762, -0.4091265763633032, 0.3779725378235381, 0.8514736048864338, -0.6722831791272132, 0.3344809239549963, 0.9629311881869765, -0.9673439381797089, -0.6134637310906015, 0.1673515432412384, 0.2518935836678547, 0.5280088611045033, 0.7450302183202338, 0.2194998607982729, 0.9115144601070925, 0.2051935378376281, -0.5568423849770873, -0.1711806792245417, 1.665266577077885, 1.0373826742540995, 1.5173973362988042, -0.1093843289453755, -0.7238174790717736, -0.3902657661615109, -0.0368279515638972, 0.430019995654393, 0.1218919405877276, -0.218209024028198, -0.35862209063144, 0.0686978313397583, 0.3441682757569132, 0.0570902293484321, -1.5985793969131912, -0.6042387186568632, -0.0611102126516971, 0.3476767637900554, 0.4619792992721364, -0.2564522377407446, 1.052131223524173, 0.6401800731872993, -0.6085552519517752, -0.8925322175139729, -1.2843290804713443, 0.4775267436663964, 0.9372254693692424, 0.3727956582041554, 0.7222786871558001, 1.3683495182979293, 0.0725238908086941, 0.0532724011867531, -0.0445598657856906, -0.6126836777668117, -0.6154608992667963, -0.9232326242205809, 0.2104818026494912, -0.4174897184288567, -0.5323554917634342, 1.5891168096288797, 0.0615353416569751, -0.4038392430444961, 0.9339479824809521, 0.6530705030614483, -0.3347922155890098, 0.3696580949432714, 0.5412916720353245, -0.6656005318955893, 0.1806377042763884, -0.5256343876741394, -0.8128468981594541, -0.4921037458583575, -0.8193344477470222, 0.484024864208539, 0.0027375839798636, -0.0951383586670976, 0.9956763979920341, 0.5460620949416842, -0.4065600130099644, -0.5620480435333796, -0.0212541135642862, 0.4733288775735658, 0.7855083818733207, 1.0838067430758518, 0.0253116305979884, 0.58558224625082, -0.1891789962655527, -0.0631027201030674, 0.9939268067765433, 0.0954176541889168, -0.4026655813465933, 0.016183676685539]|750.8590087890625000|      8.00000000|[273, 18, 2, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[3.1523493064761117, 1.9384873021285756, 4.959800407700254, 1.4244058728088715, 0.8489257079294685, -0.2930978616690866, 1.1706815049548327, -0.4693762727104431, 0.2710435161104875, 0.5904483562578762, -0.4091265763633032, 0.3779725378235381, 0.8514736048864338, -0.6722831791272132, 0.3344809239549963, 0.9629311881869765, -0.9673439381797089, -0.6134637310906015, 0.1673515432412384, 0.2518935836678547, 0.5280088611045033, 0.7450302183202338, 0.2194998607982729, 0.9115144601070925, 0.2051935378376281, -0.5568423849770873, -0.1711806792245417, 1.665266577077885, 1.0373826742540995, 1.5173973362988042, -0.1093843289453755, -0.7238174790717736, -0.3902657661615109, -0.0368279515638972, 0.430019995654393, 0.1218919405877276, -0.218209024028198, -0.35862209063144, 0.0686978313397583, 0.3441682757569132, 0.0570902293484321, -1.5985793969131912, -0.6042387186568632, -0.0611102126516971, 0.3476767637900554, 0.4619792992721364, -0.2564522377407446, 1.052131223524173, 0.6401800731872993, -0.6085552519517752, -0.8925322175139729, -1.2843290804713443, 0.4775267436663964, 0.9372254693692424, 0.3727956582041554, 0.7222786871558001, 1.3683495182979293, 0.0725238908086941, 0.0532724011867531, -0.0445598657856906, -0.6126836777668117, -0.6154608992667963, -0.9232326242205809, 0.2104818026494912, -0.4174897184288567, -0.5323554917634342, 1.5891168096288797, 0.0615353416569751, -0.4038392430444961, 0.9339479824809521, 0.6530705030614483, -0.3347922155890098, 0.3696580949432714, 0.5412916720353245, -0.6656005318955893, 0.1806377042763884, -0.5256343876741394, -0.8128468981594541, -0.4921037458583575, -0.8193344477470222, 0.484024864208539, 0.0027375839798636, -0.0951383586670976, 0.9956763979920341, 0.5460620949416842, -0.4065600130099644, -0.5620480435333796, -0.0212541135642862, 0.4733288775735658, 0.7855083818733207, 1.0838067430758518, 0.0253116305979884, 0.58558224625082, -0.1891789962655527, -0.0631027201030674, 0.9939268067765433, 0.0954176541889168, -0.4026655813465933, 0.016183676685539]|750.8590087890625000|      4.00000000|[394, 26, 3, 29]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[3.1523493064761117, 1.9384873021285756, 4.959800407700254, 1.4244058728088715, 0.8489257079294685, -0.2930978616690866, 1.1706815049548327, -0.4693762727104431, 0.2710435161104875, 0.5904483562578762, -0.4091265763633032, 0.3779725378235381, 0.8514736048864338, -0.6722831791272132, 0.3344809239549963, 0.9629311881869765, -0.9673439381797089, -0.6134637310906015, 0.1673515432412384, 0.2518935836678547, 0.5280088611045033, 0.7450302183202338, 0.2194998607982729, 0.9115144601070925, 0.2051935378376281, -0.5568423849770873, -0.1711806792245417, 1.665266577077885, 1.0373826742540995, 1.5173973362988042, -0.1093843289453755, -0.7238174790717736, -0.3902657661615109, -0.0368279515638972, 0.430019995654393, 0.1218919405877276, -0.218209024028198, -0.35862209063144, 0.0686978313397583, 0.3441682757569132, 0.0570902293484321, -1.5985793969131912, -0.6042387186568632, -0.0611102126516971, 0.3476767637900554, 0.4619792992721364, -0.2564522377407446, 1.052131223524173, 0.6401800731872993, -0.6085552519517752, -0.8925322175139729, -1.2843290804713443, 0.4775267436663964, 0.9372254693692424, 0.3727956582041554, 0.7222786871558001, 1.3683495182979293, 0.0725238908086941, 0.0532724011867531, -0.0445598657856906, -0.6126836777668117, -0.6154608992667963, -0.9232326242205809, 0.2104818026494912, -0.4174897184288567, -0.5323554917634342, 1.5891168096288797, 0.0615353416569751, -0.4038392430444961, 0.9339479824809521, 0.6530705030614483, -0.3347922155890098, 0.3696580949432714, 0.5412916720353245, -0.6656005318955893, 0.1806377042763884, -0.5256343876741394, -0.8128468981594541, -0.4921037458583575, -0.8193344477470222, 0.484024864208539, 0.0027375839798636, -0.0951383586670976, 0.9956763979920341, 0.5460620949416842, -0.4065600130099644, -0.5620480435333796, -0.0212541135642862, 0.4733288775735658, 0.7855083818733207, 1.0838067430758518, 0.0253116305979884, 0.58558224625082, -0.1891789962655527, -0.0631027201030674, 0.9939268067765433, 0.0954176541889168, -0.4026655813465933, 0.016183676685539]|750.8590087890625000|      2.00000000|[514, 34, 3, 37]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[2.488209060736896, 1.9527286167487048, 5.008201102427677, 1.4466047315546053, 0.5297764979648887, -0.2457640137557888, 1.413069527421265, -0.30433085464492, 0.0833434499653815, 0.9816953986875562, -0.446088674846004, 0.4710726453015317, 0.5823076600353656, -0.6766565807457209, 0.5190277573892015, 0.8939521908755993, -1.156740967872145, -0.5474162162661049, 0.066249070037609, 0.2148643504875245, 0.5542774137629961, 0.681415102702025, -0.0208474076649875, 0.7119300314290254, 0.2653086241072756, -0.1828578632269734, -0.3059678112699926, 1.6183518727635962, 1.1478137447505292, 1.1452241826119165, -0.4023636693247871, -0.8455235126389676, 0.016533897589913, 0.214943038539091, 0.5444159827844173, -0.1204999118199651, -0.1353279458459024, -0.6239641879929454, -0.0225176908847618, 0.4746478886720624, 0.0792809660756083, -1.4075700010500987, -0.9021325269899804, 0.3510454875883125, 0.4342711261072709, 0.3048955572544599, -0.0389837770089237, 0.9294933452845131, 0.9235428397528671, -0.6772792028658334, -1.1080864530290515, -1.4788620792867977, 0.7835426460693161, 0.9075312710266974, -0.0095875994518497, 0.7803114426650841, 1.5299636922376152, 0.1419581072950591, 0.2689000149083224, -0.2312089151547604, -0.8122950242895848, -0.4192403598250818, -0.7789882740641009, 0.1850706796659483, -0.4351330288276363, -0.8363334645734182, 1.760330988630079, -0.3178894929958586, -0.4454796237057265, 0.6217688399667127, 0.5272697794587078, -0.2078501867644903, 0.3707709596080512, 0.2573647224292487, -0.7811482783426019, 0.3847093366471833, -0.3682019023834362, -0.7020048621203814, -0.6675502144682401, -0.9187879505387954, 0.4964782701572279, 0.0333220142653466, -0.3077587491581261, 0.7865913425017618, 0.6982095480054101, -0.2984883130801271, -0.6118964574895067, -0.0435636135790552, 0.2738697623747307, 0.8011425806361093, 0.7841495018540643, 0.1516981932618101, 0.7503838774111443, -0.1563750523653303, 0.1026074475670231, 1.0743380945445888, 0.3767116174550179, -0.2944567494888675, -0.1592054231243854]|545.5609741210937500|      4.00000000|[544, 36, 3, 39]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[2.488209060736896, 1.9527286167487048, 5.008201102427677, 1.4466047315546053, 0.5297764979648887, -0.2457640137557888, 1.413069527421265, -0.30433085464492, 0.0833434499653815, 0.9816953986875562, -0.446088674846004, 0.4710726453015317, 0.5823076600353656, -0.6766565807457209, 0.5190277573892015, 0.8939521908755993, -1.156740967872145, -0.5474162162661049, 0.066249070037609, 0.2148643504875245, 0.5542774137629961, 0.681415102702025, -0.0208474076649875, 0.7119300314290254, 0.2653086241072756, -0.1828578632269734, -0.3059678112699926, 1.6183518727635962, 1.1478137447505292, 1.1452241826119165, -0.4023636693247871, -0.8455235126389676, 0.016533897589913, 0.214943038539091, 0.5444159827844173, -0.1204999118199651, -0.1353279458459024, -0.6239641879929454, -0.0225176908847618, 0.4746478886720624, 0.0792809660756083, -1.4075700010500987, -0.9021325269899804, 0.3510454875883125, 0.4342711261072709, 0.3048955572544599, -0.0389837770089237, 0.9294933452845131, 0.9235428397528671, -0.6772792028658334, -1.1080864530290515, -1.4788620792867977, 0.7835426460693161, 0.9075312710266974, -0.0095875994518497, 0.7803114426650841, 1.5299636922376152, 0.1419581072950591, 0.2689000149083224, -0.2312089151547604, -0.8122950242895848, -0.4192403598250818, -0.7789882740641009, 0.1850706796659483, -0.4351330288276363, -0.8363334645734182, 1.760330988630079, -0.3178894929958586, -0.4454796237057265, 0.6217688399667127, 0.5272697794587078, -0.2078501867644903, 0.3707709596080512, 0.2573647224292487, -0.7811482783426019, 0.3847093366471833, -0.3682019023834362, -0.7020048621203814, -0.6675502144682401, -0.9187879505387954, 0.4964782701572279, 0.0333220142653466, -0.3077587491581261, 0.7865913425017618, 0.6982095480054101, -0.2984883130801271, -0.6118964574895067, -0.0435636135790552, 0.2738697623747307, 0.8011425806361093, 0.7841495018540643, 0.1516981932618101, 0.7503838774111443, -0.1563750523653303, 0.1026074475670231, 1.0743380945445888, 0.3767116174550179, -0.2944567494888675, -0.1592054231243854]|545.5609741210937500|      2.00000000|[664, 44, 3, 47]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[2.040222734815893, 2.3126658118981323, 5.085401360905447, 1.4240466717133646, 0.1791583947249257, 0.1389847484795637, 1.5800026382428802, -0.1188307027036464, 0.0024027600245745, 0.9876140013026767, -0.3644310960191389, 0.3622528251810568, 0.4859726191562867, -0.7368102119471603, 0.4066556917298797, 1.0280356493710774, -1.5107270998828228, -0.6913346848019428, -0.2283355655051924, 0.3719947445936286, 0.7119153210173719, 0.7206549741927237, 0.5416843050184769, 0.765001673175308, 0.1276418548170172, -0.5563378590877848, -0.41828914513398, 2.042580470787985, 1.2469644933372759, 1.261430960635789, -0.4250049437995866, -1.0092472873619025, -0.0484777154611279, 0.0300664177309156, 0.2692535563018784, -0.1714384072839255, -0.2160169300872951, -0.5051457356594173, -0.1332286026303423, 0.6679281945894837, -0.0952023076588802, -1.5452475036967177, -0.8741044194334792, 0.3116562592626132, 0.4529093292264305, 0.1687414974372507, -0.180658986146135, 1.296514122076224, 0.9028439411319161, -0.6011771606948276, -0.9683350310082697, -1.25580835277256, 0.7108535286173203, 0.5424344587621333, 0.2662404831627093, 1.0523967704817359, 1.387234392387951, 0.0448069605314906, 0.6283314568390072, -0.4036618194428781, -0.8368661537083556, -0.3756979669002751, -0.6543541909206682, 0.3787909273941463, -0.3614738330830097, -0.9501117870103177, 1.892073103307839, -0.3282822724251127, -0.3571031727079765, 0.6437571516525044, 0.3335149756681139, -0.1273790159004157, 0.8693980254347187, 0.2285482893446221, -0.9249093441384936, 0.4461448306542732, 0.0547802127739468, -0.3780708675996421, -0.3330271977160026, -0.9142635694395387, 0.4322247810619354, 0.0724467498306687, -0.4402341082227476, 0.7841015001523748, 0.8045307939181364, -0.343649487025786, -0.6659700315068896, -0.1312993524005719, 0.1144247495498766, 0.9486624052615564, 1.1026064872650285, 0.3273996901917182, 0.5433688599432351, -0.3607585458033687, 0.0846025554243921, 1.154235213177684, 0.3488594634025511, -0.6910531016307292, -0.2028440772759647]|420.6434936523437500|      4.00000000|[694, 46, 3, 49]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
