k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.12500000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       4|[-0.0238726144166563, 0.0252048772341803, 0.0037669127002612, 0.0130722980798089, 0.0140036301959988, -0.0099322755974585, 0.0061719279287379, -0.0008056353015183, -0.0059808391621475, -0.0086136441287607, 0.0008736244724735, -0.0043841347509579, -0.0173585614041438, -0.0277634880826445, 0.0101730760364974, 0.009018215287302, 0.010249004951902, -0.0040954394166234, -0.0185087014116575, -0.0158508072640477, -0.0130836948003806, 0.0049219532048164, -0.0070370756126782, 0.0089387416039134, -0.0038881968916806, -0.0189447339190636, 0.0119584940008924, 0.0141308615528336, 0.0075407199239795, 0.0080410104586614, 0.0274803595648999, 0.0177419855198471, -0.0315725574602589, 0.0276995532551264, 0.0068432788809939, 0.0191325380935437, -0.0196726541711558, 0.0006203052969879, 0.0043865579592191, 0.0003363867989227, -0.0052721108302008, 0.0065795088176697, -0.0322291042705712, 0.0153971756320961, 0.0007274598260017, 0.0233508339719172, 0.0099862170056286, 0.0313952800675765, 0.0065521609473715, -0.0135217351881348, 0.0143143932539285, 0.0105329795755468, 0.0422821887109083, 0.006966557864532, -0.0362440832782671, 0.0149451505487473, -0.0094340160855505]|105295.3408868395781610|      0.25000000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       5|[-0.0238726144166563, 0.0252048772341803, 0.0037669127002612, 0.0130722980798089, 0.0140036301959988, -0.0099322755974585, 0.0061719279287379, -0.0008056353015183, -0.0059808391621475, -0.0086136441287607, 0.0008736244724735, -0.0043841347509579, -0.0173585614041438, -0.0277634880826445, 0.0101730760364974, 0.009018215287302, 0.010249004951902, -0.0040954394166234, -0.0185087014116575, -0.0158508072640477, -0.0130836948003806, 0.0049219532048164, -0.0070370756126782, 0.0089387416039134, -0.0038881968916806, -0.0189447339190636, 0.0119584940008924, 0.0141308615528336, 0.0075407199239795, 0.0080410104586614, 0.0274803595648999, 0.0177419855198471, -0.0315725574602589, 0.0276995532551264, 0.0068432788809939, 0.0191325380935437, -0.0196726541711558, 0.0006203052969879, 0.0043865579592191, 0.0003363867989227, -0.0052721108302008, 0.0065795088176697, -0.0322291042705712, 0.0153971756320961, 0.0007274598260017, 0.0233508339719172, 0.0099862170056286, 0.0313952800675765, 0.0065521609473715, -0.0135217351881348, 0.0143143932539285, 0.0105329795755468, 0.0422821887109083, 0.006966557864532, -0.0362440832782671, 0.0149451505487473, -0.0094340160855505]|105295.3408868395781610|      0.12500000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[-0.0045643983450125, 0.0275886353530458, 0.0151898587714266, -0.0041894386088584, -0.0163589177551426, -0.0157130699250204, 0.0170669987927256, 0.008875109442665, -0.0268523918316385, -0.0076976274661779, -0.0150701893793415, -0.0131980712875134, 0.0059040047479623, -0.0217949932634189, 0.0074262946390395, -0.0011287030681092, -0.0120654273522498, 0.0009502643651462, -0.041851962907113, -0.0141953301116325, -0.0200659507391848, -0.013895097326068, -0.0221702715033459, -0.0068130555966592, -0.0081471976456158, -0.0137156339514549, 0.0364208281362472, 0.0069304875917362, 0.006927486857898, 0.0015481194096111, 0.0557692936090908, 0.0089942940596138, -0.0192230735036985, 0.0497765639531916, 0.026472072930082, 0.0102690931223746, -0.0057855700540945, -0.0116421986994388, 0.0212720071643246, -0.0101325682936201, 0.0217457827215295, -0.0233391027757711, -0.0365942546766365, 0.0434397577996196, 0.0108295227089912, 0.0446798978056126, 0.0123886803790482, 0.0520666200577623, -0.0002649974247107, 0.0126487236433796, 0.0006016881596373, 0.0065443465374958, 0.068722192225589, -0.0199554974124592, -0.0614050818711446, 0.0200767265992344, -0.0280828137997878]|80922.1203106283501256|      0.25000000|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       7|[-0.0045643983450125, 0.0275886353530458, 0.0151898587714266, -0.0041894386088584, -0.0163589177551426, -0.0157130699250204, 0.0170669987927256, 0.008875109442665, -0.0268523918316385, -0.0076976274661779, -0.0150701893793415, -0.0131980712875134, 0.0059040047479623, -0.0217949932634189, 0.0074262946390395, -0.0011287030681092, -0.0120654273522498, 0.0009502643651462, -0.041851962907113, -0.0141953301116325, -0.0200659507391848, -0.013895097326068, -0.0221702715033459, -0.0068130555966592, -0.0081471976456158, -0.0137156339514549, 0.0364208281362472, 0.0069304875917362, 0.006927486857898, 0.0015481194096111, 0.0557692936090908, 0.0089942940596138, -0.0192230735036985, 0.0497765639531916, 0.026472072930082, 0.0102690931223746, -0.0057855700540945, -0.0116421986994388, 0.0212720071643246, -0.0101325682936201, 0.0217457827215295, -0.0233391027757711, -0.0365942546766365, 0.0434397577996196, 0.0108295227089912, 0.0446798978056126, 0.0123886803790482, 0.0520666200577623, -0.0002649974247107, 0.0126487236433796, 0.0006016881596373, 0.0065443465374958, 0.068722192225589, -0.0199554974124592, -0.0614050818711446, 0.0200767265992344, -0.0280828137997878]|80922.1203106283501256|      0.12500000|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[-0.0045643983450125, 0.0275886353530458, 0.0151898587714266, -0.0041894386088584, -0.0163589177551426, -0.0157130699250204, 0.0170669987927256, 0.008875109442665, -0.0268523918316385, -0.0076976274661779, -0.0150701893793415, -0.0131980712875134, 0.0059040047479623, -0.0217949932634189, 0.0074262946390395, -0.0011287030681092, -0.0120654273522498, 0.0009502643651462, -0.041851962907113, -0.0141953301116325, -0.0200659507391848, -0.013895097326068, -0.0221702715033459, -0.0068130555966592, -0.0081471976456158, -0.0137156339514549, 0.0364208281362472, 0.0069304875917362, 0.006927486857898, 0.0015481194096111, 0.0557692936090908, 0.0089942940596138, -0.0192230735036985, 0.0497765639531916, 0.026472072930082, 0.0102690931223746, -0.0057855700540945, -0.0116421986994388, 0.0212720071643246, -0.0101325682936201, 0.0217457827215295, -0.0233391027757711, -0.0365942546766365, 0.0434397577996196, 0.0108295227089912, 0.0446798978056126, 0.0123886803790482, 0.0520666200577623, -0.0002649974247107, 0.0126487236433796, 0.0006016881596373, 0.0065443465374958, 0.068722192225589, -0.0199554974124592, -0.0614050818711446, 0.0200767265992344, -0.0280828137997878]|80922.1203106283501256|      0.06250000|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       9|[-0.001260914920422, 0.0405242170724351, 0.0084749583084095, -0.0089272150182905, -0.0166013164230369, -0.0136107397227436, 0.0120060645953712, 0.0062720817627726, -0.0291544499304794, -0.0075653886325324, -0.0162965243866721, -0.0040843123051621, 0.0056045965778309, -0.0226952136187861, 0.0041767818052862, -0.012705955624156, -0.0094298436487594, 0.0016281097989441, -0.0468144420053047, -0.0216733780746384, -0.0246366700374475, -0.0123889980868473, -0.0100405382553438, -0.0030209036308741, -0.0078323108737489, -0.0152551142995045, 0.0312057460560812, -0.0061168290567021, 0.0131877253763639, 0.0002594900158014, 0.0657846150587029, 0.0116173782291968, -0.0370941716574205, 0.0525426515140587, 0.0456115919060311, 0.0033676872380382, -0.0076211779126086, -0.0046193898861768, 0.0244542331917361, 0.0098810980875115, 0.0271560749627667, -0.0319741245135069, -0.0364007674685356, 0.062665423233593, 0.0061434275371326, 0.0404728153075496, 0.009885797563296, 0.0548364401920614, 0.0192026435874946, 0.0245720433442829, -0.0138633441426776, 0.0154799752347159, 0.0736029248542698, -0.0108665468801498, -0.0670583941749643, 0.0221694994674598, -0.0189599066505814]|57537.4335858592166915|      0.12500000|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
      10|[-0.001260914920422, 0.0405242170724351, 0.0084749583084095, -0.0089272150182905, -0.0166013164230369, -0.0136107397227436, 0.0120060645953712, 0.0062720817627726, -0.0291544499304794, -0.0075653886325324, -0.0162965243866721, -0.0040843123051621, 0.0056045965778309, -0.0226952136187861, 0.0041767818052862, -0.012705955624156, -0.0094298436487594, 0.0016281097989441, -0.0468144420053047, -0.0216733780746384, -0.0246366700374475, -0.0123889980868473, -0.0100405382553438, -0.0030209036308741, -0.0078323108737489, -0.0152551142995045, 0.0312057460560812, -0.0061168290567021, 0.0131877253763639, 0.0002594900158014, 0.0657846150587029, 0.0116173782291968, -0.0370941716574205, 0.0525426515140587, 0.0456115919060311, 0.0033676872380382, -0.0076211779126086, -0.0046193898861768, 0.0244542331917361, 0.0098810980875115, 0.0271560749627667, -0.0319741245135069, -0.0364007674685356, 0.062665423233593, 0.0061434275371326, 0.0404728153075496, 0.009885797563296, 0.0548364401920614, 0.0192026435874946, 0.0245720433442829, -0.0138633441426776, 0.0154799752347159, 0.0736029248542698, -0.0108665468801498, -0.0670583941749643, 0.0221694994674598, -0.0189599066505814]|57537.4335858592166915|      0.06250000|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[-0.0077300372650285, 0.0472098021692227, 0.0114985963097312, -0.0157200788043955, -0.0113072989041596, -0.0142221900729744, 0.0143537038631411, 0.009595288993174, -0.0363977602125464, 0.0021007771653412, -0.0117052851688566, -0.0029372721597342, 0.0077916964513906, -0.0115584772667793, 0.0107477488667549, -0.0132135217815229, -0.0105199817374399, 0.0074935864863925, -0.0668838794808247, -0.0244620255464796, -0.0189295248539768, -0.0103552881104269, -0.0012203185032562, -0.0103439026861758, -0.0066350918278715, -0.0054492761587645, 0.0256764951053639, -0.0164216273929702, 0.0021189225355406, 0.005980101325523, 0.0798321785014652, 0.0277660314664773, -0.0371578786676012, 0.0418583570691243, 0.0413743138296347, -0.0054591580534424, -0.0117286937643743, -0.0200411089490545, 0.0255961831671343, 0.0160888279098495, 0.0124182400976507, -0.0284859470613925, -0.0218497660920989, 0.0762176370595856, 0.0144140110483848, 0.0408169202506076, 0.0125302988250243, 0.0607557355310938, 0.0253886887412035, 0.0354789715096469, -0.0026602828864894, 0.0036266266599094, 0.0790424808182505, -0.0126547217766698, -0.0527980583295797, 0.0263495528249812, -0.0185190354889441]|48919.6869069936292362|      0.12500000|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
