k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, -1.0]                                                                     |485165194.4106902480125427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, -1.0]                                                                     |485165194.4106902480125427|      0.50000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.0, -1.0]                                                                     |485165194.4106902480125427|      0.25000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.0, -1.0]                                                                     |485165194.4106902480125427|      0.12500000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.0, -1.0]                                                                     |485165194.4106902480125427|      0.06250000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[-0.0473532752651899, -0.9592088573136378]                                      |83229432.0000000000000000|      0.12500000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[-0.0473532752651899, -0.9592088573136378]                                      |83229432.0000000000000000|      0.06250000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[-0.0886426989226141, -0.9122894211060517]                                      |14259507.0000000000000000|      0.12500000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[-0.0886426989226141, -0.9122894211060517]                                      |14259507.0000000000000000|      0.06250000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-0.1370985332216547, -0.8728143388086845]                                      |2456666.2500000000000000|      0.12500000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[-0.1370985332216547, -0.8728143388086845]                                      |2456666.2500000000000000|      0.06250000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
