k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.06250000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.03125000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.01562500|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00781250|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[-0.0045844400648796, 0.0032447181640024, -0.0007491607259267, -0.0007010903787441, 0.0006235463476454, 0.0029658830139193, 0.0011205334689416, -0.0003081436023706, 0.0002715672606222, 0.0018927200519645, 0.0005079504496585, -0.0020663551092095, -0.0003727236085667, 0.0001990179085328, 0.9969115094065953]|2135.5378450753619290|      0.01562500|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[-0.0045844400648796, 0.0032447181640024, -0.0007491607259267, -0.0007010903787441, 0.0006235463476454, 0.0029658830139193, 0.0011205334689416, -0.0003081436023706, 0.0002715672606222, 0.0018927200519645, 0.0005079504496585, -0.0020663551092095, -0.0003727236085667, 0.0001990179085328, 0.9969115094065953]|2135.5378450753619290|      0.00781250|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[-0.0045844400648796, 0.0032447181640024, -0.0007491607259267, -0.0007010903787441, 0.0006235463476454, 0.0029658830139193, 0.0011205334689416, -0.0003081436023706, 0.0002715672606222, 0.0018927200519645, 0.0005079504496585, -0.0020663551092095, -0.0003727236085667, 0.0001990179085328, 0.9969115094065953]|2135.5378450753619290|      0.00390625|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[-0.0010264637210339, 0.0029257275995954, -0.0011015837672376, -0.0008810315262209, 0.0006199662576835, 0.002376291789675, 0.0003631234276862, -0.0003939808874108, -0.0001897125691067, 0.0021639381869144, 0.0001759915014222, -0.0022271514696375, -0.0008477542083897, 0.0001339158243771, 0.9960395541092935]|2127.1716637546278434|      0.00781250|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      12|[-0.0010264637210339, 0.0029257275995954, -0.0011015837672376, -0.0008810315262209, 0.0006199662576835, 0.002376291789675, 0.0003631234276862, -0.0003939808874108, -0.0001897125691067, 0.0021639381869144, 0.0001759915014222, -0.0022271514696375, -0.0008477542083897, 0.0001339158243771, 0.9960395541092935]|2127.1716637546278434|      0.00390625|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[-0.0027092408117764, 0.0016442487578948, -0.0005981464867754, -0.0013958695041406, -0.0003322688705722, 0.0007844316101059, -3.69566315968e-05, -0.0006526116831588, 0.0005345894243874, 0.002165127966496, 0.0009457107433866, -0.0033799013977479, 0.0010248389945105, -0.0006565697981297, 0.9961853033019136]|2116.9555326103622974|      0.00781250|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      14|[-0.0027092408117764, 0.0016442487578948, -0.0005981464867754, -0.0013958695041406, -0.0003322688705722, 0.0007844316101059, -3.69566315968e-05, -0.0006526116831588, 0.0005345894243874, 0.002165127966496, 0.0009457107433866, -0.0033799013977479, 0.0010248389945105, -0.0006565697981297, 0.9961853033019136]|2116.9555326103622974|      0.00390625|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-0.0026519637700146, 0.0005957777846174, -0.0027469643084322, -0.0005510179993506, -0.0004278574665025, 0.0027445672439882, -0.0007561778790956, -0.0009848500578618, 0.0002640940072177, 0.0020665460272335, 0.000629200259481, -0.0037480333009778, 0.0006183257895441, -0.0026132538049316, 0.996001882856878]|2115.5053607496442964|      0.00781250|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[-0.0026519637700146, 0.0005957777846174, -0.0027469643084322, -0.0005510179993506, -0.0004278574665025, 0.0027445672439882, -0.0007561778790956, -0.0009848500578618, 0.0002640940072177, 0.0020665460272335, 0.000629200259481, -0.0037480333009778, 0.0006183257895441, -0.0026132538049316, 0.996001882856878]|2115.5053607496442964|      0.00390625|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-0.0026519637700146, 0.0005957777846174, -0.0027469643084322, -0.0005510179993506, -0.0004278574665025, 0.0027445672439882, -0.0007561778790956, -0.0009848500578618, 0.0002640940072177, 0.0020665460272335, 0.000629200259481, -0.0037480333009778, 0.0006183257895441, -0.0026132538049316, 0.996001882856878]|2115.5053607496442964|      0.00195312|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-0.0026519637700146, 0.0005957777846174, -0.0027469643084322, -0.0005510179993506, -0.0004278574665025, 0.0027445672439882, -0.0007561778790956, -0.0009848500578618, 0.0002640940072177, 0.0020665460272335, 0.000629200259481, -0.0037480333009778, 0.0006183257895441, -0.0026132538049316, 0.996001882856878]|2115.5053607496442964|      0.00097656|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-0.0021990091141114, 0.0002779085012645, -0.002723692791731, -0.0007641772096438, -0.0004326222361296, 0.0020912320426767, -0.000997548808407, -0.0012207343326157, 0.0002166685693203, 0.00199407822298, 0.0007575435861763, -0.0038245048323502, 0.0005825755852241, -0.0027853388647014, 0.9959998351387823]|2114.6742293446754957|      0.00195312|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      20|[-0.0021990091141114, 0.0002779085012645, -0.002723692791731, -0.0007641772096438, -0.0004326222361296, 0.0020912320426767, -0.000997548808407, -0.0012207343326157, 0.0002166685693203, 0.00199407822298, 0.0007575435861763, -0.0038245048323502, 0.0005825755852241, -0.0027853388647014, 0.9959998351387823]|2114.6742293446754957|      0.00097656|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[-0.0027293654512325, 4.893614214e-05, -0.002626755965966, -0.0004389210834862, -0.0002285982350113, 0.0018232734846116, -0.0007888622865349, -0.0011747441378237, 0.0003443053412749, 0.0018571817897312, 0.0004143101740798, -0.0037259815741815, 0.0009008692862081, -0.0028591653579679, 0.9957234693069931]|2114.5263218427389802|      0.00195312|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
