k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[4426, 632, 1, 81]                                                         |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[8852, 1264, 2, 162]                                                       |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[13278, 1896, 3, 243]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[17704, 2528, 4, 324]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[22130, 3160, 5, 405]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       6|[0.5986470216307772, 0.0206742405091312, 1.8884022395612592, 0.6539656469106886, 0.0216827500378434, 2.001599360237165, 1.2979126698840775, 0.0200389090975094, 2.1181276018845865, -0.0217259051067851, 0.0206934537126913, 2.161259711358157, 1.2312976295031308, 0.0227903522995106, 2.2192388692531737, 0.2192398977825796, 0.0204803658776782, 2.2815666093160303, 1.3348405727313222, 0.0210965846926266, 2.3897170429413643, 4.505739504405816, 0.0442898936641841, 2.4882195591380443, 0.6588033042247488, 0.0210288367754409, 2.5581234779607076, 4.387467177033505, 0.0367181899121199, 2.705615967504926, 0.2274766038677269, 0.0206019607226485, 2.942136668056022, 0.2332935994711887, 0.0192102553963066, 2.9667943659902667, 0.7100820197492701, 0.0224014764956617, 3.1303271513511817, 0.2046292990605492, 0.0212284504752102, 3.2252172534005226, -0.0676710755315285, 0.0194151616217205, 3.255900100550466, 1.3812829226737153, 0.0215946034355967, 3.3797187114901206, 0.2419287001684167, 0.0219070139793625, 3.66900441359679, 0.0600315316142296, 0.0200678162412064, 3.721894466339349, 0.0185188439836014, 0.0203245229497083, 3.831734390488261, 0.4137718794847309, 0.0206724760830309, 3.9561468701434626, 0.264611351939949, 0.0190129056727537, 4.05259129867812, 0.8189125903966575, 0.0206442138852173, 4.174198475553164, 0.9667416370917845, 0.0189992279226431, 4.432677409399998, 0.7438456523827288, 0.0207176799084573, 4.559024272067811, 0.2144980039387163, 0.0201034517046508, 4.600687189456585, 0.5031805347126536, 0.0179578045414917, 4.704544433830821, 0.0494018658018506, 0.0195488142470517, 4.801482645413352, 0.3682629173001697, 0.0206841788773161, 4.969604726909402, 0.1624408995044781, 0.0198107427542318, 5.39417712591889, 0.2904600396118608, 0.0196507094679023, 5.419556430569356, 0.0967020418555656, 0.0192752118100057, 2.5864618321543276, 0.0008943505520382, 0.0192147343989015, 3.8601832810479344, 0.1542543977139338, 0.0221182580077031, 5.200305753407469]|339495.4972588014788926|      0.06250000|[26556, 3792, 6, 486]                                                      |  | used quadratic model with 5058 points | iterate success | actual_k=8
       7|[0.5986470216307772, 0.0206742405091312, 1.8884022395612592, 0.6539656469106886, 0.0216827500378434, 2.001599360237165, 1.2979126698840775, 0.0200389090975094, 2.1181276018845865, -0.0217259051067851, 0.0206934537126913, 2.161259711358157, 1.2312976295031308, 0.0227903522995106, 2.2192388692531737, 0.2192398977825796, 0.0204803658776782, 2.2815666093160303, 1.3348405727313222, 0.0210965846926266, 2.3897170429413643, 4.505739504405816, 0.0442898936641841, 2.4882195591380443, 0.6588033042247488, 0.0210288367754409, 2.5581234779607076, 4.387467177033505, 0.0367181899121199, 2.705615967504926, 0.2274766038677269, 0.0206019607226485, 2.942136668056022, 0.2332935994711887, 0.0192102553963066, 2.9667943659902667, 0.7100820197492701, 0.0224014764956617, 3.1303271513511817, 0.2046292990605492, 0.0212284504752102, 3.2252172534005226, -0.0676710755315285, 0.0194151616217205, 3.255900100550466, 1.3812829226737153, 0.0215946034355967, 3.3797187114901206, 0.2419287001684167, 0.0219070139793625, 3.66900441359679, 0.0600315316142296, 0.0200678162412064, 3.721894466339349, 0.0185188439836014, 0.0203245229497083, 3.831734390488261, 0.4137718794847309, 0.0206724760830309, 3.9561468701434626, 0.264611351939949, 0.0190129056727537, 4.05259129867812, 0.8189125903966575, 0.0206442138852173, 4.174198475553164, 0.9667416370917845, 0.0189992279226431, 4.432677409399998, 0.7438456523827288, 0.0207176799084573, 4.559024272067811, 0.2144980039387163, 0.0201034517046508, 4.600687189456585, 0.5031805347126536, 0.0179578045414917, 4.704544433830821, 0.0494018658018506, 0.0195488142470517, 4.801482645413352, 0.3682629173001697, 0.0206841788773161, 4.969604726909402, 0.1624408995044781, 0.0198107427542318, 5.39417712591889, 0.2904600396118608, 0.0196507094679023, 5.419556430569356, 0.0967020418555656, 0.0192752118100057, 2.5864618321543276, 0.0008943505520382, 0.0192147343989015, 3.8601832810479344, 0.1542543977139338, 0.0221182580077031, 5.200305753407469]|339495.4972588014788926|      0.03125000|[30982, 4424, 7, 567]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       8|[0.5982922401870769, 0.0212720678791443, 1.8892548858031883, 0.6527564765919903, 0.0236723317296055, 1.999831118187978, 1.2973504643513196, 0.0293170847707402, 2.1159865110690395, -0.021534976095372, 0.0210613561106466, 2.162010218845128, 1.2313276850914272, 0.0263665410989976, 2.2186747174884642, 0.2189212610920289, 0.0204278307588212, 2.2815751623622282, 1.3346020053672552, 0.0288849617791965, 2.3859280511401084, 4.504898736451382, 0.0557069712751015, 2.4881602087103056, 0.6581771904958105, 0.0226204472644519, 2.5600462647296967, 4.388106689852285, 0.0571274944507282, 2.7069433198365505, 0.2270805375663064, 0.0213765390106052, 2.941675959787299, 0.2335871445052057, 0.0190934761495435, 2.9664564116083776, 0.7094176699593983, 0.0239747326771704, 3.1295612801526023, 0.20499353256945, 0.022195908570573, 3.2253228712178927, -0.0683253695723119, 0.0196887321349963, 3.2560099519539705, 1.3806841288036737, 0.0320350284936861, 3.3790993796872253, 0.2424987588104252, 0.022563431834376, 3.670238979015856, 0.0599562284973488, 0.0216344527301371, 3.7222566278346556, 0.0186675427329902, 0.0197550873597937, 3.8312740846274886, 0.4144548428801983, 0.0222007910262084, 3.9555298653917177, 0.2635919604554648, 0.0192590715810605, 4.05220730323046, 0.819049593041497, 0.024574422600295, 4.173915349262511, 0.9664355181100507, 0.0266058591233905, 4.431922844844745, 0.7425003976717888, 0.024120289736952, 4.559309338934834, 0.2138969708783312, 0.0203448522240123, 4.6004508601346155, 0.5032764680043111, 0.0200971777372892, 4.7048661603802895, 0.0491600394488269, 0.0192052276301856, 4.801750842863023, 0.3677720761899919, 0.0215273149633367, 4.968530596865393, 0.1619468498523057, 0.0186191031105112, 5.393619584476085, 0.2893388615961981, 0.020783317918228, 5.419166838577324, 0.0968538553876374, 0.0194894630370412, 2.587141898450828, 0.0017552513856043, 0.0200454679461617, 3.861277874783796, 0.1538368614524944, 0.0228020346542739, 5.199307900138152]|289192.8010511260363273|      0.06250000|[35407, 5057, 8, 648]                                                      |  | used quadratic model with 5058 points | iterate success | actual_k=8
       9|[0.5982922401870769, 0.0212720678791443, 1.8892548858031883, 0.6527564765919903, 0.0236723317296055, 1.999831118187978, 1.2973504643513196, 0.0293170847707402, 2.1159865110690395, -0.021534976095372, 0.0210613561106466, 2.162010218845128, 1.2313276850914272, 0.0263665410989976, 2.2186747174884642, 0.2189212610920289, 0.0204278307588212, 2.2815751623622282, 1.3346020053672552, 0.0288849617791965, 2.3859280511401084, 4.504898736451382, 0.0557069712751015, 2.4881602087103056, 0.6581771904958105, 0.0226204472644519, 2.5600462647296967, 4.388106689852285, 0.0571274944507282, 2.7069433198365505, 0.2270805375663064, 0.0213765390106052, 2.941675959787299, 0.2335871445052057, 0.0190934761495435, 2.9664564116083776, 0.7094176699593983, 0.0239747326771704, 3.1295612801526023, 0.20499353256945, 0.022195908570573, 3.2253228712178927, -0.0683253695723119, 0.0196887321349963, 3.2560099519539705, 1.3806841288036737, 0.0320350284936861, 3.3790993796872253, 0.2424987588104252, 0.022563431834376, 3.670238979015856, 0.0599562284973488, 0.0216344527301371, 3.7222566278346556, 0.0186675427329902, 0.0197550873597937, 3.8312740846274886, 0.4144548428801983, 0.0222007910262084, 3.9555298653917177, 0.2635919604554648, 0.0192590715810605, 4.05220730323046, 0.819049593041497, 0.024574422600295, 4.173915349262511, 0.9664355181100507, 0.0266058591233905, 4.431922844844745, 0.7425003976717888, 0.024120289736952, 4.559309338934834, 0.2138969708783312, 0.0203448522240123, 4.6004508601346155, 0.5032764680043111, 0.0200971777372892, 4.7048661603802895, 0.0491600394488269, 0.0192052276301856, 4.801750842863023, 0.3677720761899919, 0.0215273149633367, 4.968530596865393, 0.1619468498523057, 0.0186191031105112, 5.393619584476085, 0.2893388615961981, 0.020783317918228, 5.419166838577324, 0.0968538553876374, 0.0194894630370412, 2.587141898450828, 0.0017552513856043, 0.0200454679461617, 3.861277874783796, 0.1538368614524944, 0.0228020346542739, 5.199307900138152]|289192.8010511260363273|      0.03125000|[39833, 5689, 9, 729]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
      10|[0.5986882564460067, 0.0251162695261285, 1.8883356508973572, 0.6521719142847433, 0.0261219043759892, 1.9990111445538843, 1.2968327528979586, 0.0348062524581696, 2.1151662024756086, -0.0217326357495869, 0.0210085093758886, 2.162386430429771, 1.2310282349941437, 0.0326665848438686, 2.2183190459315143, 0.2184034713079255, 0.0197282302766731, 2.281910270397589, 1.3335396046472825, 0.0350131304350923, 2.3809110280154733, 4.503482459633856, 0.0744661906661797, 2.485134119255364, 0.65763124789853, 0.0265576948498634, 2.561878887623707, 4.387842003929668, 0.0720024864070482, 2.7127658185758734, 0.2266810660786187, 0.0221504172736901, 2.9419498583666437, 0.233044255174308, 0.0198530388926459, 2.9663209684081524, 0.7092169191777653, 0.0278433910526222, 3.1297352816196864, 0.205112837485728, 0.0217421417221119, 3.225251637058233, -0.0685360543371663, 0.0193578439961157, 3.255206461309998, 1.3804837161299897, 0.0391894028372956, 3.378950134374059, 0.2418697954505535, 0.022683399461788, 3.670651571525314, 0.0600371855982025, 0.0220662659205918, 3.7218199090708777, 0.0180739132665058, 0.0197329552592576, 3.8312480291591924, 0.4145071295801839, 0.0236285192580234, 3.9553679479915864, 0.2643175719581898, 0.0200053024100685, 4.051922280406709, 0.8192486662078697, 0.0291167433896687, 4.173455308407364, 0.965909152435642, 0.0325376250068169, 4.432019248688819, 0.7420180798553183, 0.0285626775926569, 4.558642236068992, 0.2133333989624011, 0.0212976053364381, 4.6013194401070505, 0.5024603973530531, 0.0242398949110063, 4.70485786015117, 0.0488269355162536, 0.0190838111181866, 4.8015687757040695, 0.3675574988138369, 0.0234159709120117, 4.969134467123504, 0.1617888262752799, 0.0185316834983653, 5.392953858104412, 0.2890738959469678, 0.0224020391471013, 5.419623874460964, 0.0959596168989703, 0.0185097854081399, 2.5876965023571974, 0.0015907979629701, 0.0202272247846423, 3.861347087454986, 0.1542323380619835, 0.0233331940636948, 5.199726277514846]|260415.1083222040324472|      0.06250000|[44259, 6321, 10, 810]                                                     |  | used quadratic model with 5058 points | iterate success | actual_k=8
      11|[0.5986882564460067, 0.0251162695261285, 1.8883356508973572, 0.6521719142847433, 0.0261219043759892, 1.9990111445538843, 1.2968327528979586, 0.0348062524581696, 2.1151662024756086, -0.0217326357495869, 0.0210085093758886, 2.162386430429771, 1.2310282349941437, 0.0326665848438686, 2.2183190459315143, 0.2184034713079255, 0.0197282302766731, 2.281910270397589, 1.3335396046472825, 0.0350131304350923, 2.3809110280154733, 4.503482459633856, 0.0744661906661797, 2.485134119255364, 0.65763124789853, 0.0265576948498634, 2.561878887623707, 4.387842003929668, 0.0720024864070482, 2.7127658185758734, 0.2266810660786187, 0.0221504172736901, 2.9419498583666437, 0.233044255174308, 0.0198530388926459, 2.9663209684081524, 0.7092169191777653, 0.0278433910526222, 3.1297352816196864, 0.205112837485728, 0.0217421417221119, 3.225251637058233, -0.0685360543371663, 0.0193578439961157, 3.255206461309998, 1.3804837161299897, 0.0391894028372956, 3.378950134374059, 0.2418697954505535, 0.022683399461788, 3.670651571525314, 0.0600371855982025, 0.0220662659205918, 3.7218199090708777, 0.0180739132665058, 0.0197329552592576, 3.8312480291591924, 0.4145071295801839, 0.0236285192580234, 3.9553679479915864, 0.2643175719581898, 0.0200053024100685, 4.051922280406709, 0.8192486662078697, 0.0291167433896687, 4.173455308407364, 0.965909152435642, 0.0325376250068169, 4.432019248688819, 0.7420180798553183, 0.0285626775926569, 4.558642236068992, 0.2133333989624011, 0.0212976053364381, 4.6013194401070505, 0.5024603973530531, 0.0242398949110063, 4.70485786015117, 0.0488269355162536, 0.0190838111181866, 4.8015687757040695, 0.3675574988138369, 0.0234159709120117, 4.969134467123504, 0.1617888262752799, 0.0185316834983653, 5.392953858104412, 0.2890738959469678, 0.0224020391471013, 5.419623874460964, 0.0959596168989703, 0.0185097854081399, 2.5876965023571974, 0.0015907979629701, 0.0202272247846423, 3.861347087454986, 0.1542323380619835, 0.0233331940636948, 5.199726277514846]|260415.1083222040324472|      0.03125000|[48685, 6953, 11, 891]                                                     |  | used quadratic model with 5058 points | iterate failure | actual_k=8
