k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.2634862390178759, -0.069655424868057, 0.0001571650320186, -0.2298528429116286, -0.2316429225908764, -0.12357826998123, -0.1486362408811356, 0.1256108569442615, -0.2403228043134125, -0.0611974237129018, 0.1323506717774386, -0.0539122837839498, 0.0701915453915124, 0.302967983506206, 0.1886572450126238, -0.2785902025786208, 0.0726048607347323, -0.0447085775570423, -0.1651440526344127, 0.1696419167607648, 0.1740480819893774, -0.0246386414375142, 0.0392616723098224, -0.0182971884958394, 0.0690461942414305, 0.1007099802079233, -0.0812587443535645, -0.0523594796751382, 0.0719017830007747, 0.1262584810218531, 0.1732718479796322, 0.1094461533898832, -0.1046893109729062, -0.0236121727295768, -0.178764521917801, 0.2379184119810118, 0.117234438108328, 0.0135555071690694, 0.0870173653521063, 0.0636965538302944, 0.0829457524466391, 0.1376067958164334, 0.1206062696146944, -0.0630767472598694, -0.0577072753741914, -0.01451359831986, -0.0461885025527868, 0.0368251851868818, -0.1310903867753436, 0.3107897567660585]|4881.7575750082769446|      2.00000000|[49, 16, 1, 5]                                                             |  | used linear model with 65 points | iterate success | actual_k=4
       2|[0.3007478412782294, -0.1119174888993519, 0.4708452015969131, -0.256964801229444, 0.1082313581895231, -0.0031661648864012, 0.1881302439239238, 0.1219431070546784, -0.6134132490382568, 0.0587044187882628, 0.3883527569457855, -0.3287432196513231, 0.3826840564132601, 0.4585804811490269, 0.5702998208426601, -0.706437812281246, -0.2408109829591616, -0.4879530116146175, -0.1241650059281137, 0.5320303052909852, 0.4335071014082734, -0.0846584805908375, 0.1231560381570387, 0.103375038481903, -0.159482499419553, 0.1511007246934907, -0.0776077694564379, -0.0954594667088778, -0.0745732635306832, 0.1043213590300581, 0.1836654006876513, 0.2369521534714726, 0.5655078164819202, 0.4220696241720161, -0.4157027406818001, 0.4345126605680674, 0.1443137075614994, 0.1806643900556344, 0.2424482140472507, 0.1309433093776262, 0.2048488103594761, 0.4930788791604745, 0.278128327108726, 0.531751001436425, -0.3717504647220681, 0.014464097200676, -0.1618975463574251, 0.6465333422358724, -0.7177969372322834, 0.4587455857196913]|4168.6998390929047673|      4.00000000|[98, 32, 2, 10]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       3|[0.3007478412782294, -0.1119174888993519, 0.4708452015969131, -0.256964801229444, 0.1082313581895231, -0.0031661648864012, 0.1881302439239238, 0.1219431070546784, -0.6134132490382568, 0.0587044187882628, 0.3883527569457855, -0.3287432196513231, 0.3826840564132601, 0.4585804811490269, 0.5702998208426601, -0.706437812281246, -0.2408109829591616, -0.4879530116146175, -0.1241650059281137, 0.5320303052909852, 0.4335071014082734, -0.0846584805908375, 0.1231560381570387, 0.103375038481903, -0.159482499419553, 0.1511007246934907, -0.0776077694564379, -0.0954594667088778, -0.0745732635306832, 0.1043213590300581, 0.1836654006876513, 0.2369521534714726, 0.5655078164819202, 0.4220696241720161, -0.4157027406818001, 0.4345126605680674, 0.1443137075614994, 0.1806643900556344, 0.2424482140472507, 0.1309433093776262, 0.2048488103594761, 0.4930788791604745, 0.278128327108726, 0.531751001436425, -0.3717504647220681, 0.014464097200676, -0.1618975463574251, 0.6465333422358724, -0.7177969372322834, 0.4587455857196913]|4168.6998390929047673|      2.00000000|[147, 48, 3, 15]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       4|[0.0871707999406009, 0.1281378938784464, 0.6207852310435781, -0.4391865209948567, 0.4401320180693469, -0.1296188392422348, 0.0429649301690242, 0.6306126785178293, -0.6831000284649976, -0.0435017634448465, 0.0067778613162882, -0.5585615338656319, 0.6124099811479147, 0.5020290924557842, 0.4466313162477439, -1.404775074763592, -0.5935261857242896, -0.183403552125659, 0.1306957690201631, 0.4015468517800975, 0.5870161397578285, -0.1767012581300575, 0.0318051738385028, 0.2310853985260843, -0.2187528570207034, 0.5134700059283582, 0.2037352113724203, -0.1818433062929699, -0.3325628752797219, -0.0378612346679108, 0.3201827470371512, 0.0443150925526263, 1.149582920762499, 0.3376509795691013, -1.2409892580706603, 1.0421796282424554, 0.3957658865269655, 0.2803546213718056, 0.467107277961057, 0.2531621773003593, 0.4858801277802584, 0.3939537408218388, 0.1384427993446461, 0.731260411833486, -0.0233358762650218, -0.0256714628580206, -0.4765152097822474, 0.8209035290338103, -0.7128977362266294, 0.3798440347484831]|3880.1221457605365686|      4.00000000|[196, 64, 4, 20]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       5|[0.0871707999406009, 0.1281378938784464, 0.6207852310435781, -0.4391865209948567, 0.4401320180693469, -0.1296188392422348, 0.0429649301690242, 0.6306126785178293, -0.6831000284649976, -0.0435017634448465, 0.0067778613162882, -0.5585615338656319, 0.6124099811479147, 0.5020290924557842, 0.4466313162477439, -1.404775074763592, -0.5935261857242896, -0.183403552125659, 0.1306957690201631, 0.4015468517800975, 0.5870161397578285, -0.1767012581300575, 0.0318051738385028, 0.2310853985260843, -0.2187528570207034, 0.5134700059283582, 0.2037352113724203, -0.1818433062929699, -0.3325628752797219, -0.0378612346679108, 0.3201827470371512, 0.0443150925526263, 1.149582920762499, 0.3376509795691013, -1.2409892580706603, 1.0421796282424554, 0.3957658865269655, 0.2803546213718056, 0.467107277961057, 0.2531621773003593, 0.4858801277802584, 0.3939537408218388, 0.1384427993446461, 0.731260411833486, -0.0233358762650218, -0.0256714628580206, -0.4765152097822474, 0.8209035290338103, -0.7128977362266294, 0.3798440347484831]|3880.1221457605365686|      2.00000000|[245, 80, 5, 25]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[-0.1641673894833804, -0.0181135577482313, 0.6753924643720033, -0.5993928161564483, 0.5323789388645835, 0.1239555253919416, -0.0202729170237752, 0.5859525990602806, -1.037167129044801, -0.3822516861209425, 0.2780842325235278, -0.2760187985749273, 0.8595169650249523, 0.8073955650432731, 0.1918207646772077, -1.7014796460545507, -0.5176853148676523, -0.7359494879818169, -0.1415741935019749, 0.4144610791549148, 0.9978910709536475, 0.2735892347139173, 0.2778506460489293, 0.5850785903631035, -0.4313978415390689, 0.388341340981908, 0.1794052063928535, -0.3314936228143801, -0.3444083134867448, 0.1834192206437862, 0.2437912775968663, 0.0708301696133226, 1.0283763982519498, 0.3961870252989594, -1.2390387671303416, 1.108000378426227, 0.5840812365081213, 0.1198711354103829, 0.3615698495748708, 0.008516535330921, -0.0552776636185141, 0.9112997414815956, 0.2803054681361645, 1.2797050199434046, 0.3589226094477618, -0.3344636847895981, -0.7232060095696119, 0.9643681376760712, -0.903826046062007, 1.1732096638191378]|3525.6625825615856229|      4.00000000|[294, 96, 6, 30]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       7|[-0.1641673894833804, -0.0181135577482313, 0.6753924643720033, -0.5993928161564483, 0.5323789388645835, 0.1239555253919416, -0.0202729170237752, 0.5859525990602806, -1.037167129044801, -0.3822516861209425, 0.2780842325235278, -0.2760187985749273, 0.8595169650249523, 0.8073955650432731, 0.1918207646772077, -1.7014796460545507, -0.5176853148676523, -0.7359494879818169, -0.1415741935019749, 0.4144610791549148, 0.9978910709536475, 0.2735892347139173, 0.2778506460489293, 0.5850785903631035, -0.4313978415390689, 0.388341340981908, 0.1794052063928535, -0.3314936228143801, -0.3444083134867448, 0.1834192206437862, 0.2437912775968663, 0.0708301696133226, 1.0283763982519498, 0.3961870252989594, -1.2390387671303416, 1.108000378426227, 0.5840812365081213, 0.1198711354103829, 0.3615698495748708, 0.008516535330921, -0.0552776636185141, 0.9112997414815956, 0.2803054681361645, 1.2797050199434046, 0.3589226094477618, -0.3344636847895981, -0.7232060095696119, 0.9643681376760712, -0.903826046062007, 1.1732096638191378]|3525.6625825615856229|      2.00000000|[343, 112, 7, 35]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[-0.28696701328799, 0.0479848950444634, 1.1327012699940435, -0.9421322153314432, 0.7820078425661898, -0.0089267744798542, 0.0510044423555582, 0.5941052700719416, -1.2196773942922452, -0.7809999141979915, 0.7193688539621348, -0.0315395509379241, 0.9102315469229607, 0.8105552856068576, 0.2122076680686612, -1.695696101184581, -0.6661088369235304, -1.0303184304613482, -0.3605906477129746, 0.1348166770735677, 1.4336111227437098, 0.314208046689557, 0.5082522965554255, 0.7223293565157259, -0.7348207643868131, 0.4810497157699927, 0.2925579712589371, 0.0603603978838143, -0.3297433913804239, -0.0960994776044201, -0.1197419258083825, -0.0011397889570545, 1.495970762399173, 0.8112846946172202, -1.7341852675357705, 0.9705602077616138, 0.9588462360828334, -0.3741667592923667, 0.0839995278097942, 0.2763113675080307, -0.0535629599914072, 1.2003127706407046, 0.3760408390053002, 1.5790459366237994, 0.2661921170379647, -0.6138030310609139, -1.4524134287662955, 1.2486975111236163, -1.0042152473312758, 1.4143062600488205]|3147.4223298184815576|      4.00000000|[392, 128, 8, 40]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
       9|[-0.28696701328799, 0.0479848950444634, 1.1327012699940435, -0.9421322153314432, 0.7820078425661898, -0.0089267744798542, 0.0510044423555582, 0.5941052700719416, -1.2196773942922452, -0.7809999141979915, 0.7193688539621348, -0.0315395509379241, 0.9102315469229607, 0.8105552856068576, 0.2122076680686612, -1.695696101184581, -0.6661088369235304, -1.0303184304613482, -0.3605906477129746, 0.1348166770735677, 1.4336111227437098, 0.314208046689557, 0.5082522965554255, 0.7223293565157259, -0.7348207643868131, 0.4810497157699927, 0.2925579712589371, 0.0603603978838143, -0.3297433913804239, -0.0960994776044201, -0.1197419258083825, -0.0011397889570545, 1.495970762399173, 0.8112846946172202, -1.7341852675357705, 0.9705602077616138, 0.9588462360828334, -0.3741667592923667, 0.0839995278097942, 0.2763113675080307, -0.0535629599914072, 1.2003127706407046, 0.3760408390053002, 1.5790459366237994, 0.2661921170379647, -0.6138030310609139, -1.4524134287662955, 1.2486975111236163, -1.0042152473312758, 1.4143062600488205]|3147.4223298184815576|      2.00000000|[441, 144, 9, 45]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      10|[-0.3043197742011315, 0.1479033477576697, 1.2218457108402747, -0.808322610626949, 1.2233765975395512, -0.0090823257710132, -0.4954911607196995, 0.801987042280878, -0.6173672445395956, -0.89047228496108, 1.1652932504686042, 0.271971059847427, 1.0427712420902109, 0.8625846101001144, 0.2290129252794206, -1.5679961339618653, -0.689543203901461, -0.3942328464450799, -0.9218127095251872, 0.3376622647685729, 1.5373890869303832, 0.4182668946929639, 0.4703756345547922, 0.7763147484007306, -0.5828004357394923, 0.3220946600136078, 0.6719064053626427, 0.0814576430086209, -0.3240219734995203, -0.0711070702842381, -0.1228334433086408, 0.0047657278956697, 1.5393158930320197, 1.173175015436883, -1.940374669298352, 0.6570346396418194, 0.791062699242763, 0.1994450196432554, -0.1156030144558944, 0.1960818490075884, -0.5221212041360993, 1.2182660025682763, -0.0483917389472452, 2.2324535419057407, -0.0446835674415708, -0.8023368312269676, -1.744937061487991, 1.354459753830748, -1.1048007383117908, 1.3857666460043152]|3025.6200583661916426|      4.00000000|[490, 160, 10, 50]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
      11|[-0.3043197742011315, 0.1479033477576697, 1.2218457108402747, -0.808322610626949, 1.2233765975395512, -0.0090823257710132, -0.4954911607196995, 0.801987042280878, -0.6173672445395956, -0.89047228496108, 1.1652932504686042, 0.271971059847427, 1.0427712420902109, 0.8625846101001144, 0.2290129252794206, -1.5679961339618653, -0.689543203901461, -0.3942328464450799, -0.9218127095251872, 0.3376622647685729, 1.5373890869303832, 0.4182668946929639, 0.4703756345547922, 0.7763147484007306, -0.5828004357394923, 0.3220946600136078, 0.6719064053626427, 0.0814576430086209, -0.3240219734995203, -0.0711070702842381, -0.1228334433086408, 0.0047657278956697, 1.5393158930320197, 1.173175015436883, -1.940374669298352, 0.6570346396418194, 0.791062699242763, 0.1994450196432554, -0.1156030144558944, 0.1960818490075884, -0.5221212041360993, 1.2182660025682763, -0.0483917389472452, 2.2324535419057407, -0.0446835674415708, -0.8023368312269676, -1.744937061487991, 1.354459753830748, -1.1048007383117908, 1.3857666460043152]|3025.6200583661916426|      2.00000000|[539, 176, 11, 55]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
