k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.587851184259174, 9.525282976733436, 9.567011283289, 9.473371059464538, 0.2464757039847126, 0.052593433908703, 0.1885918334425297, 0.202179648109156]|1566.0397356323153417|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate success | actual_k=0
       2|[8.630640873670549, 9.854952235382472, 8.371353864174713, 8.821654958190143, 0.4070628356034479, 0.1374761606366257, -0.553191096783614, 0.9353241365615371]|1501.3082417999423797|      4.00000000|[26, 0, 2, 8]                                                              |  | used linear model with 13 points | iterate success | actual_k=0
       3|[6.93402609374613, 7.19727148993978, 6.47034842595164, 7.552941518331066, 0.3312037333696069, 0.8277241963505655, 0.0321679701035557, 0.8356562689875432]|900.8604573124173385|      8.00000000|[39, 0, 3, 12]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       4|[3.4987733692519467, 4.57124463079664, 0.823673623111663, 5.2248893773254235, 0.8369029119590863, 1.199533214692682, 1.9254144249887601, 2.840625797275511]|179.3765232136154282|     16.00000000|[52, 0, 4, 16]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       5|[3.4987733692519467, 4.57124463079664, 0.823673623111663, 5.2248893773254235, 0.8369029119590863, 1.199533214692682, 1.9254144249887601, 2.840625797275511]|179.3765232136154282|      8.00000000|[65, 0, 5, 20]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       6|[-1.2563177856342373, 1.4087356161524163, 0.7466729311643456, 0.668876650569449, 0.7261440930252477, -1.9266883149313547, 1.0180598174889002, 2.71555455323153]| 70.7337513215301925|     16.00000000|[78, 0, 6, 24]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       7|[-1.2563177856342373, 1.4087356161524163, 0.7466729311643456, 0.668876650569449, 0.7261440930252477, -1.9266883149313547, 1.0180598174889002, 2.71555455323153]| 70.7337513215301925|      8.00000000|[91, 0, 7, 28]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       8|[-1.2563177856342373, 1.4087356161524163, 0.7466729311643456, 0.668876650569449, 0.7261440930252477, -1.9266883149313547, 1.0180598174889002, 2.71555455323153]| 70.7337513215301925|      4.00000000|[104, 0, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
       9|[-0.3772504839101354, 3.148609988228789, 0.7751448655712773, 0.7103473659912004, 1.2571738328596902, -1.535282704852801, -1.0030338914270893, -0.0552822627386025]| 24.0679978925468205|      8.00000000|[117, 0, 9, 36]                                                            |  | used linear model with 13 points | iterate success | actual_k=0
      10|[-0.3772504839101354, 3.148609988228789, 0.7751448655712773, 0.7103473659912004, 1.2571738328596902, -1.535282704852801, -1.0030338914270893, -0.0552822627386025]| 24.0679978925468205|      4.00000000|[130, 0, 10, 40]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      11|[-0.3772504839101354, 3.148609988228789, 0.7751448655712773, 0.7103473659912004, 1.2571738328596902, -1.535282704852801, -1.0030338914270893, -0.0552822627386025]| 24.0679978925468205|      2.00000000|[143, 0, 11, 44]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      12|[-1.1474674031343053, 2.3145444772136283, 0.3156317522475734, -0.6213108556570907, 1.5292094942600034, -1.2072954366589745, -0.9592135087451084, 0.6816949587321599]| 15.5307076686875689|      4.00000000|[156, 0, 12, 48]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      13|[-1.1474674031343053, 2.3145444772136283, 0.3156317522475734, -0.6213108556570907, 1.5292094942600034, -1.2072954366589745, -0.9592135087451084, 0.6816949587321599]| 15.5307076686875689|      2.00000000|[169, 0, 13, 52]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      14|[-1.1474674031343053, 2.3145444772136283, 0.3156317522475734, -0.6213108556570907, 1.5292094942600034, -1.2072954366589745, -0.9592135087451084, 0.6816949587321599]| 15.5307076686875689|      1.00000000|[182, 0, 14, 56]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      15|[-0.8773920307505277, 2.275594141745851, 0.7254552569028538, -0.0254000328402386, 1.0087287141889731, -1.4888849416409098, -0.806072279248097, 0.5118950088813383]|  7.2522785027658045|      2.00000000|[195, 0, 15, 60]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      16|[-0.8773920307505277, 2.275594141745851, 0.7254552569028538, -0.0254000328402386, 1.0087287141889731, -1.4888849416409098, -0.806072279248097, 0.5118950088813383]|  7.2522785027658045|      1.00000000|[208, 0, 16, 64]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      17|[-0.8773920307505277, 2.275594141745851, 0.7254552569028538, -0.0254000328402386, 1.0087287141889731, -1.4888849416409098, -0.806072279248097, 0.5118950088813383]|  7.2522785027658045|      0.50000000|[221, 0, 17, 68]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      18|[-0.8488243398355351, 2.303222621172353, 0.4880416931836595, -0.1877007788630974, 0.8051580910997858, -1.4408694411093168, -0.4671588324230856, 0.5961862329079898]|  5.0546638629333707|      1.00000000|[234, 0, 18, 72]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      19|[-0.8488243398355351, 2.303222621172353, 0.4880416931836595, -0.1877007788630974, 0.8051580910997858, -1.4408694411093168, -0.4671588324230856, 0.5961862329079898]|  5.0546638629333707|      0.50000000|[247, 0, 19, 76]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      20|[-0.9277261640017638, 2.3597663762705614, 0.4571869965437224, 0.1459772740503509, 0.6332604294078004, -1.412230246488143, -0.4167881369722138, 0.2873528893748528]|  3.1599782676969457|      1.00000000|[260, 0, 20, 80]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
