k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[0.6873109428882453, 0.0200821314391418, 0.6648255116377435, 0.0198923418282865, 0.6193005387243694, 0.0218125053856397, 1.325582094670183, 0.0216414972095862, 0.0027221372897082, 0.0197317117330427, 1.2520738598554009, 0.0228321808321435, 0.2280969696168245, 0.018875284064287, 1.2292034074638765, 0.0226721739299031, 4.593281243279753, 0.041551288782907, 4.452383717538622, 0.0412732195814234, 0.0808748913692932, 0.0204104588061419, 0.2462591534454396, 0.0213786397368062, 0.7148164763167613, 0.0184419676984723, 0.2059955012165276, 0.0193784207038719, -0.0638618097681904, 0.0205662279443185, 1.4021330036684803, 0.021687136482699, 0.2418578363785968, 0.0208473752772978, 0.063425875329456, 0.0207585488918883, 0.0231004993996113, 0.0208413484030146, 0.4233640266889192, 0.0205959172469868, 0.2670360094951883, 0.0201044435210263, 0.8368189124527208, 0.0200784623778838, 1.0285903531497729, 0.0207304499784629, 0.7992547690247084, 0.0197146301443299, 0.2458969023783416, 0.0190894644213442, 0.5038231007671178, 0.0188734879341016, 0.2731834187291713, 0.0193343499687887, 0.3856403706397946, 0.0192056453483266, 0.1675782348528239, 0.0210427065886039, 0.2960814351667699, 0.0201094997163038, 0.1858749731535321, 0.0199231397753435, 0.0068927835501515, 0.0200196750504108, 0.1631322137032477, 0.0193623950897174]|333242.4301327245193534|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[0.6873109428882453, 0.0200821314391418, 0.6648255116377435, 0.0198923418282865, 0.6193005387243694, 0.0218125053856397, 1.325582094670183, 0.0216414972095862, 0.0027221372897082, 0.0197317117330427, 1.2520738598554009, 0.0228321808321435, 0.2280969696168245, 0.018875284064287, 1.2292034074638765, 0.0226721739299031, 4.593281243279753, 0.041551288782907, 4.452383717538622, 0.0412732195814234, 0.0808748913692932, 0.0204104588061419, 0.2462591534454396, 0.0213786397368062, 0.7148164763167613, 0.0184419676984723, 0.2059955012165276, 0.0193784207038719, -0.0638618097681904, 0.0205662279443185, 1.4021330036684803, 0.021687136482699, 0.2418578363785968, 0.0208473752772978, 0.063425875329456, 0.0207585488918883, 0.0231004993996113, 0.0208413484030146, 0.4233640266889192, 0.0205959172469868, 0.2670360094951883, 0.0201044435210263, 0.8368189124527208, 0.0200784623778838, 1.0285903531497729, 0.0207304499784629, 0.7992547690247084, 0.0197146301443299, 0.2458969023783416, 0.0190894644213442, 0.5038231007671178, 0.0188734879341016, 0.2731834187291713, 0.0193343499687887, 0.3856403706397946, 0.0192056453483266, 0.1675782348528239, 0.0210427065886039, 0.2960814351667699, 0.0201094997163038, 0.1858749731535321, 0.0199231397753435, 0.0068927835501515, 0.0200196750504108, 0.1631322137032477, 0.0193623950897174]|333242.4301327245193534|      0.03125000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       8|[0.6870134871420582, 0.0217312730853417, 0.6646694363511501, 0.019934617823362, 0.6192017527617785, 0.0237897167540304, 1.3243053091995503, 0.0267470436298011, 0.003381261063552, 0.0194575975420043, 1.2497969635001345, 0.0269650675287344, 0.2266639795888664, 0.0161108048069409, 1.229655527106947, 0.0249293327747322, 4.594664134235844, 0.0606219887321161, 4.453421795600637, 0.0597874178129936, 0.0795956027089641, 0.0213714221864449, 0.2457973835717021, 0.0209922281119538, 0.7155533214776298, 0.022762552975784, 0.2056466169444428, 0.0167433296816672, -0.0652988997844619, 0.0204157776361551, 1.4041323736257425, 0.0302426508518596, 0.2426567710331831, 0.020644610192033, 0.0606838381339167, 0.0199019153278203, 0.0262267874746542, 0.0186900006910558, 0.4213661082949211, 0.0217955592755281, 0.265816792945801, 0.0216004415144753, 0.8356025752531854, 0.0241023033764715, 1.0294150714365735, 0.0236086919244225, 0.7985814862961053, 0.0213238633155137, 0.2473409655143281, 0.0188583258092655, 0.5025371777759071, 0.0215115087666406, 0.2722643753198714, 0.0190200553783094, 0.3845059289644944, 0.0208698055288181, 0.1678039515641857, 0.0200753543687766, 0.2940040802842588, 0.0210658514194066, 0.1855282657001028, 0.0208475047758213, 0.006148722218072, 0.0204476597751131, 0.1624545311134834, 0.0196767853199471]|286007.7374983776826411|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[0.6870134871420582, 0.0217312730853417, 0.6646694363511501, 0.019934617823362, 0.6192017527617785, 0.0237897167540304, 1.3243053091995503, 0.0267470436298011, 0.003381261063552, 0.0194575975420043, 1.2497969635001345, 0.0269650675287344, 0.2266639795888664, 0.0161108048069409, 1.229655527106947, 0.0249293327747322, 4.594664134235844, 0.0606219887321161, 4.453421795600637, 0.0597874178129936, 0.0795956027089641, 0.0213714221864449, 0.2457973835717021, 0.0209922281119538, 0.7155533214776298, 0.022762552975784, 0.2056466169444428, 0.0167433296816672, -0.0652988997844619, 0.0204157776361551, 1.4041323736257425, 0.0302426508518596, 0.2426567710331831, 0.020644610192033, 0.0606838381339167, 0.0199019153278203, 0.0262267874746542, 0.0186900006910558, 0.4213661082949211, 0.0217955592755281, 0.265816792945801, 0.0216004415144753, 0.8356025752531854, 0.0241023033764715, 1.0294150714365735, 0.0236086919244225, 0.7985814862961053, 0.0213238633155137, 0.2473409655143281, 0.0188583258092655, 0.5025371777759071, 0.0215115087666406, 0.2722643753198714, 0.0190200553783094, 0.3845059289644944, 0.0208698055288181, 0.1678039515641857, 0.0200753543687766, 0.2940040802842588, 0.0210658514194066, 0.1855282657001028, 0.0208475047758213, 0.006148722218072, 0.0204476597751131, 0.1624545311134834, 0.0196767853199471]|286007.7374983776826411|      0.03125000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[0.6862342633107125, 0.0255427569582942, 0.6630986962231675, 0.0229363783485384, 0.6179910820610944, 0.022734634973906, 1.3257442724827215, 0.0350721319017703, 0.0024796629313587, 0.0181619114200058, 1.248940437734133, 0.0296629720318281, 0.2249688332609463, 0.0197400276275836, 1.22788232289539, 0.034123171464415, 4.591240836994698, 0.0757176945227045, 4.45334288504395, 0.075007936217429, 0.0808948517287865, 0.0227171340862524, 0.2442553260582047, 0.0206331462785881, 0.7153544384422615, 0.0262257843442904, 0.2030897169434664, 0.0184459095332898, -0.0629992758443998, 0.0217573581212123, 1.4015947942443134, 0.0397423823050635, 0.2425682507522807, 0.0196460997610592, 0.0601919932464687, 0.0166718877101449, 0.0249927094321942, 0.0177316800670796, 0.4217655200490463, 0.0245726948818812, 0.263545703436978, 0.0206836476517251, 0.836319690452646, 0.0290499362374004, 1.029565220028546, 0.0309284067336831, 0.7965234909037893, 0.0255842390070409, 0.246088114635011, 0.0200673689263749, 0.5022294852625728, 0.0239045604041796, 0.2721064233060423, 0.0204811562831406, 0.3862034560344683, 0.021883324260548, 0.1665013812252959, 0.0206506504417243, 0.2939748189545552, 0.0232821782577779, 0.1845760827378234, 0.0222498167479701, 0.0058154152124848, 0.0182858970739346, 0.1624823555423792, 0.0188028036039771]|260674.8472851997648831|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[0.6862342633107125, 0.0255427569582942, 0.6630986962231675, 0.0229363783485384, 0.6179910820610944, 0.022734634973906, 1.3257442724827215, 0.0350721319017703, 0.0024796629313587, 0.0181619114200058, 1.248940437734133, 0.0296629720318281, 0.2249688332609463, 0.0197400276275836, 1.22788232289539, 0.034123171464415, 4.591240836994698, 0.0757176945227045, 4.45334288504395, 0.075007936217429, 0.0808948517287865, 0.0227171340862524, 0.2442553260582047, 0.0206331462785881, 0.7153544384422615, 0.0262257843442904, 0.2030897169434664, 0.0184459095332898, -0.0629992758443998, 0.0217573581212123, 1.4015947942443134, 0.0397423823050635, 0.2425682507522807, 0.0196460997610592, 0.0601919932464687, 0.0166718877101449, 0.0249927094321942, 0.0177316800670796, 0.4217655200490463, 0.0245726948818812, 0.263545703436978, 0.0206836476517251, 0.836319690452646, 0.0290499362374004, 1.029565220028546, 0.0309284067336831, 0.7965234909037893, 0.0255842390070409, 0.246088114635011, 0.0200673689263749, 0.5022294852625728, 0.0239045604041796, 0.2721064233060423, 0.0204811562831406, 0.3862034560344683, 0.021883324260548, 0.1665013812252959, 0.0206506504417243, 0.2939748189545552, 0.0232821782577779, 0.1845760827378234, 0.0222498167479701, 0.0058154152124848, 0.0182858970739346, 0.1624823555423792, 0.0188028036039771]|260674.8472851997648831|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
