k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.9387536495266557, -1.18381517791197, -1.0455886561876189, -1.1153987599801851, -1.179671814623045, -1.2959847410515861, -1.1335212114216735, -1.0488687850304177, -1.0427475155646346, -1.2348048455692693]|  0.6169434720994499|      1.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       3|[0.9387536495266557, -1.18381517791197, -1.0455886561876189, -1.1153987599801851, -1.179671814623045, -1.2959847410515861, -1.1335212114216735, -1.0488687850304177, -1.0427475155646346, -1.2348048455692693]|  0.6169434720994499|      0.50000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.9387536495266557, -1.18381517791197, -1.0455886561876189, -1.1153987599801851, -1.179671814623045, -1.2959847410515861, -1.1335212114216735, -1.0488687850304177, -1.0427475155646346, -1.2348048455692693]|  0.6169434720994499|      0.25000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.9387536495266557, -1.18381517791197, -1.0455886561876189, -1.1153987599801851, -1.179671814623045, -1.2959847410515861, -1.1335212114216735, -1.0488687850304177, -1.0427475155646346, -1.2348048455692693]|  0.6169434720994499|      0.12500000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.9387536495266557, -1.18381517791197, -1.0455886561876189, -1.1153987599801851, -1.179671814623045, -1.2959847410515861, -1.1335212114216735, -1.0488687850304177, -1.0427475155646346, -1.2348048455692693]|  0.6169434720994499|      0.06250000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.9496563429187377, -1.1972717370036732, -1.0370550772646567, -1.1258892480962832, -1.1652614524905895, -1.2732834270033684, -1.1386975017620717, -1.0865459686689074, -1.078079483163338, -1.2324153467212637]|  0.2541855257507113|      0.12500000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       8|[0.9496563429187377, -1.1972717370036732, -1.0370550772646567, -1.1258892480962832, -1.1652614524905895, -1.2732834270033684, -1.1386975017620717, -1.0865459686689074, -1.078079483163338, -1.2324153467212637]|  0.2541855257507113|      0.06250000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.9561070547062485, -1.2110675325002505, -1.034122497024269, -1.1450327251261565, -1.135311589189763, -1.233191754596417, -1.1507352941215279, -1.1052521958124344, -1.0715011559694838, -1.2163903871655277]|  0.0784362315988054|      0.12500000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[0.9561070547062485, -1.2110675325002505, -1.034122497024269, -1.1450327251261565, -1.135311589189763, -1.233191754596417, -1.1507352941215279, -1.1052521958124344, -1.0715011559694838, -1.2163903871655277]|  0.0784362315988054|      0.06250000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.9340207037901612, -1.2278998731549127, -1.0555950592844854, -1.1671230541814621, -1.1104736283933228, -1.2104977339152334, -1.1456502586208366, -1.1220030536154209, -1.0906079913134965, -1.2359505250040106]|  0.0264168472287489|      0.12500000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
