k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[61, 20, 1, 6]                                                             |  | used linear model with 81 points | iterate failure | actual_k=4
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[122, 40, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[183, 60, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[244, 80, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       5|[0.6898946311008414, 0.032899935513493, 0.6712688411681473, 0.0267397056418537, 0.6143376282611662, 0.0275260882988595, 1.3325032785216833, 0.0251046093831619, 0.0060072213056725, 0.021364863145946, 1.2477643089958852, 0.0288220178195006, 0.2379119417839903, 0.0114188693768085, 1.229822622787357, 0.0186501420562984, 4.590151427966233, 0.0420614177453225, 4.450342249493646, 0.0324932145682998, 0.0761999012391816, 0.0308716108489062, 0.2387104604850089, 0.0222964908318236, 0.7214149034395004, 0.026839758041843, 0.1994523507829781, 0.0302262298942944, -0.0643378513326923, 0.0150936052853797, 1.4087697098098624, 0.0171100350818222, 0.2423795255092602, 0.0264987696358687, 0.0561348975672905, 0.0147813207262957, 0.0178500798251211, 0.0108917252034533, 0.4111842780886881, 0.0243682196161065, 0.2742583204917226, 0.0192092582610666, 0.8361997202781397, 0.0329103856262183, 1.0404610739651177, 0.0284089304546495, 0.7905007452153796, 0.0184513469159422, 0.2518123015093621, 0.0283292296585421, 0.5024860726748649, 0.0336688132264919, 0.2783631615940418, 0.0192668911047536, 0.3782493238248376, 0.0189510501587698, 0.1629771323193192, 0.0319622990524876, 0.2976172216699575, 0.0195213019520946, 0.1792848219758794, 0.0340706060614323, 0.0022289865718267, 0.0065543594713866, 0.1718883996057935, 0.0297048139993856]|346404.1521193847875111|      0.12500000|[305, 100, 5, 30]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
       6|[0.6898946311008414, 0.032899935513493, 0.6712688411681473, 0.0267397056418537, 0.6143376282611662, 0.0275260882988595, 1.3325032785216833, 0.0251046093831619, 0.0060072213056725, 0.021364863145946, 1.2477643089958852, 0.0288220178195006, 0.2379119417839903, 0.0114188693768085, 1.229822622787357, 0.0186501420562984, 4.590151427966233, 0.0420614177453225, 4.450342249493646, 0.0324932145682998, 0.0761999012391816, 0.0308716108489062, 0.2387104604850089, 0.0222964908318236, 0.7214149034395004, 0.026839758041843, 0.1994523507829781, 0.0302262298942944, -0.0643378513326923, 0.0150936052853797, 1.4087697098098624, 0.0171100350818222, 0.2423795255092602, 0.0264987696358687, 0.0561348975672905, 0.0147813207262957, 0.0178500798251211, 0.0108917252034533, 0.4111842780886881, 0.0243682196161065, 0.2742583204917226, 0.0192092582610666, 0.8361997202781397, 0.0329103856262183, 1.0404610739651177, 0.0284089304546495, 0.7905007452153796, 0.0184513469159422, 0.2518123015093621, 0.0283292296585421, 0.5024860726748649, 0.0336688132264919, 0.2783631615940418, 0.0192668911047536, 0.3782493238248376, 0.0189510501587698, 0.1629771323193192, 0.0319622990524876, 0.2976172216699575, 0.0195213019520946, 0.1792848219758794, 0.0340706060614323, 0.0022289865718267, 0.0065543594713866, 0.1718883996057935, 0.0297048139993856]|346404.1521193847875111|      0.06250000|[366, 120, 6, 36]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       7|[0.6898946311008414, 0.032899935513493, 0.6712688411681473, 0.0267397056418537, 0.6143376282611662, 0.0275260882988595, 1.3325032785216833, 0.0251046093831619, 0.0060072213056725, 0.021364863145946, 1.2477643089958852, 0.0288220178195006, 0.2379119417839903, 0.0114188693768085, 1.229822622787357, 0.0186501420562984, 4.590151427966233, 0.0420614177453225, 4.450342249493646, 0.0324932145682998, 0.0761999012391816, 0.0308716108489062, 0.2387104604850089, 0.0222964908318236, 0.7214149034395004, 0.026839758041843, 0.1994523507829781, 0.0302262298942944, -0.0643378513326923, 0.0150936052853797, 1.4087697098098624, 0.0171100350818222, 0.2423795255092602, 0.0264987696358687, 0.0561348975672905, 0.0147813207262957, 0.0178500798251211, 0.0108917252034533, 0.4111842780886881, 0.0243682196161065, 0.2742583204917226, 0.0192092582610666, 0.8361997202781397, 0.0329103856262183, 1.0404610739651177, 0.0284089304546495, 0.7905007452153796, 0.0184513469159422, 0.2518123015093621, 0.0283292296585421, 0.5024860726748649, 0.0336688132264919, 0.2783631615940418, 0.0192668911047536, 0.3782493238248376, 0.0189510501587698, 0.1629771323193192, 0.0319622990524876, 0.2976172216699575, 0.0195213019520946, 0.1792848219758794, 0.0340706060614323, 0.0022289865718267, 0.0065543594713866, 0.1718883996057935, 0.0297048139993856]|346404.1521193847875111|      0.03125000|[427, 140, 7, 42]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       8|[0.690165716834047, 0.0332151999069941, 0.6717797491872297, 0.027298836915024, 0.6154727180396674, 0.0225426449156127, 1.3318936019711882, 0.0309563724705451, 0.0080307409843243, 0.0205060608119198, 1.2548457063428038, 0.0289450686558659, 0.2413099344686634, 0.0117200827115172, 1.2293325261706363, 0.0188843543981208, 4.5897079972002395, 0.0509782139144257, 4.453854867577479, 0.0508203246953655, 0.077795353550098, 0.0317635474018207, 0.2364905830753975, 0.0205207199855911, 0.7205353378651839, 0.0311524948470371, 0.1989107266738268, 0.0301729380466146, -0.0644236342129965, 0.0145200733345282, 1.4111391080360423, 0.0253942029995183, 0.2427084391016858, 0.026395843463589, 0.0548774552646343, 0.0125513150029634, 0.0232779447620193, 0.0152320489926219, 0.4048880295483498, 0.0238238222752959, 0.2718870465692864, 0.0147187088680996, 0.8362175889817566, 0.0365533208598976, 1.0419832829369748, 0.0297954159842819, 0.7965161059141109, 0.018293611873167, 0.2516762549147314, 0.0313471525905319, 0.5014942579759946, 0.0364829685200994, 0.2793069239050388, 0.0204974257091249, 0.3808975685509303, 0.0185064249032105, 0.1682033542434209, 0.0351934038851461, 0.3010753758672656, 0.0195194290479055, 0.180655302327077, 0.0379500131874206, -0.0032675586985372, 0.0088414611818132, 0.1737242396238816, 0.0323574388214325]|299653.2324682953767478|      0.06250000|[488, 160, 8, 48]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
       9|[0.690165716834047, 0.0332151999069941, 0.6717797491872297, 0.027298836915024, 0.6154727180396674, 0.0225426449156127, 1.3318936019711882, 0.0309563724705451, 0.0080307409843243, 0.0205060608119198, 1.2548457063428038, 0.0289450686558659, 0.2413099344686634, 0.0117200827115172, 1.2293325261706363, 0.0188843543981208, 4.5897079972002395, 0.0509782139144257, 4.453854867577479, 0.0508203246953655, 0.077795353550098, 0.0317635474018207, 0.2364905830753975, 0.0205207199855911, 0.7205353378651839, 0.0311524948470371, 0.1989107266738268, 0.0301729380466146, -0.0644236342129965, 0.0145200733345282, 1.4111391080360423, 0.0253942029995183, 0.2427084391016858, 0.026395843463589, 0.0548774552646343, 0.0125513150029634, 0.0232779447620193, 0.0152320489926219, 0.4048880295483498, 0.0238238222752959, 0.2718870465692864, 0.0147187088680996, 0.8362175889817566, 0.0365533208598976, 1.0419832829369748, 0.0297954159842819, 0.7965161059141109, 0.018293611873167, 0.2516762549147314, 0.0313471525905319, 0.5014942579759946, 0.0364829685200994, 0.2793069239050388, 0.0204974257091249, 0.3808975685509303, 0.0185064249032105, 0.1682033542434209, 0.0351934038851461, 0.3010753758672656, 0.0195194290479055, 0.180655302327077, 0.0379500131874206, -0.0032675586985372, 0.0088414611818132, 0.1737242396238816, 0.0323574388214325]|299653.2324682953767478|      0.03125000|[549, 180, 9, 54]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
      10|[0.6915855132182729, 0.028583944773375, 0.6722415278196147, 0.0282568366049191, 0.6184088616636408, 0.0249168991583578, 1.3352622191487296, 0.0394923893684488, 0.0057359231216784, 0.0204369858826719, 1.2545653796487821, 0.0342305354845252, 0.2398109372129367, 0.0115457273932653, 1.2204238476162896, 0.0315568353193796, 4.585570829021592, 0.0577273613045876, 4.4528790171256745, 0.0653281278408961, 0.0769092361134002, 0.0334379492493652, 0.2332182619084144, 0.0226072897744485, 0.721150346019805, 0.0379271138005385, 0.1962205997432867, 0.0314245011999715, -0.0656511908572101, 0.0115677849638664, 1.4150462863474076, 0.0268045747838966, 0.24052751277694, 0.0264846914798815, 0.0531967407109901, 0.0100138243754012, 0.0235374421879069, 0.0127178568953557, 0.4050654990682911, 0.0241416863993336, 0.2740207279251944, 0.0164098515399012, 0.8354096678626453, 0.0345273880188629, 1.0421075432761684, 0.0328134818909752, 0.7945143737218364, 0.022101306153906, 0.2506408590740294, 0.0378060505197658, 0.5007358836560192, 0.038191903260902, 0.2757160902525362, 0.0284928371243184, 0.3793533149852208, 0.0192814686966691, 0.1674278533252876, 0.0357933762582031, 0.3045187010071037, 0.0191034293913185, 0.1793658716173958, 0.0380071785432061, -0.0025404113800636, 0.0086426004720259, 0.1733906902847135, 0.0333067930850329]|275953.8817045460455120|      0.06250000|[610, 200, 10, 60]                                                         |  | used linear model with 81 points | iterate success | actual_k=4
      11|[0.6915855132182729, 0.028583944773375, 0.6722415278196147, 0.0282568366049191, 0.6184088616636408, 0.0249168991583578, 1.3352622191487296, 0.0394923893684488, 0.0057359231216784, 0.0204369858826719, 1.2545653796487821, 0.0342305354845252, 0.2398109372129367, 0.0115457273932653, 1.2204238476162896, 0.0315568353193796, 4.585570829021592, 0.0577273613045876, 4.4528790171256745, 0.0653281278408961, 0.0769092361134002, 0.0334379492493652, 0.2332182619084144, 0.0226072897744485, 0.721150346019805, 0.0379271138005385, 0.1962205997432867, 0.0314245011999715, -0.0656511908572101, 0.0115677849638664, 1.4150462863474076, 0.0268045747838966, 0.24052751277694, 0.0264846914798815, 0.0531967407109901, 0.0100138243754012, 0.0235374421879069, 0.0127178568953557, 0.4050654990682911, 0.0241416863993336, 0.2740207279251944, 0.0164098515399012, 0.8354096678626453, 0.0345273880188629, 1.0421075432761684, 0.0328134818909752, 0.7945143737218364, 0.022101306153906, 0.2506408590740294, 0.0378060505197658, 0.5007358836560192, 0.038191903260902, 0.2757160902525362, 0.0284928371243184, 0.3793533149852208, 0.0192814686966691, 0.1674278533252876, 0.0357933762582031, 0.3045187010071037, 0.0191034293913185, 0.1793658716173958, 0.0380071785432061, -0.0025404113800636, 0.0086426004720259, 0.1733906902847135, 0.0333067930850329]|275953.8817045460455120|      0.03125000|[671, 220, 11, 66]                                                         |  | used linear model with 81 points | iterate failure | actual_k=4
