k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.03125000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.01562500|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00781250|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.498729728666267, 1.4997395110687248, -1.0025191802518751, 0.0172766253661148, 0.0202411776215922]|  0.2574124556240370|      0.01562500|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[0.498729728666267, 1.4997395110687248, -1.0025191802518751, 0.0172766253661148, 0.0202411776215922]|  0.2574124556240370|      0.00781250|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.498729728666267, 1.4997395110687248, -1.0025191802518751, 0.0172766253661148, 0.0202411776215922]|  0.2574124556240370|      0.00390625|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.4982513312318934, 1.4995608375368052, -1.002215996905418, 0.0138810189122058, 0.0220785500375381]|  0.1752541372401511|      0.00781250|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      12|[0.4982513312318934, 1.4995608375368052, -1.002215996905418, 0.0138810189122058, 0.0220785500375381]|  0.1752541372401511|      0.00390625|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[0.4982513312318934, 1.4995608375368052, -1.002215996905418, 0.0138810189122058, 0.0220785500375381]|  0.1752541372401511|      0.00195312|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[0.4980276195848116, 1.4994718252414654, -1.0020884181442489, 0.0157708659445296, 0.0216675402688234]|  0.1472253614170982|      0.00390625|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      15|[0.4980276195848116, 1.4994718252414654, -1.0020884181442489, 0.0157708659445296, 0.0216675402688234]|  0.1472253614170982|      0.00195312|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[0.4980276195848116, 1.4994718252414654, -1.0020884181442489, 0.0157708659445296, 0.0216675402688234]|  0.1472253614170982|      0.00097656|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[0.4979282284026048, 1.4995150537750934, -1.0021392431752691, 0.0149639021877094, 0.0222043394068504]|  0.1385630737665338|      0.00195312|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      18|[0.4979282284026048, 1.4995150537750934, -1.0021392431752691, 0.0149639021877094, 0.0222043394068504]|  0.1385630737665338|      0.00097656|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[0.4979282284026048, 1.4995150537750934, -1.0021392431752691, 0.0149639021877094, 0.0222043394068504]|  0.1385630737665338|      0.00048828|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[0.497815051011114, 1.4994487508458976, -1.0020663051213143, 0.0154247728975701, 0.0222634292352029]|  0.1366236298883548|      0.00097656|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      21|[0.497815051011114, 1.4994487508458976, -1.0020663051213143, 0.0154247728975701, 0.0222634292352029]|  0.1366236298883548|      0.00048828|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[0.4975780935524999, 1.4995095320457057, -1.0021931593484037, 0.0153226163317635, 0.0226533618303918]|  0.1341800143320470|      0.00097656|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[0.4975780935524999, 1.4995095320457057, -1.0021931593484037, 0.0153226163317635, 0.0226533618303918]|  0.1341800143320470|      0.00048828|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[0.4974334143478896, 1.4993189197930459, -1.0023539392470782, 0.0152614411076596, 0.023042670052921]|  0.1332077370717909|      0.00097656|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      25|[0.4975896299867469, 1.4991972582518458, -1.0023494221272244, 0.015823822516031, 0.0238160885729487]|  0.1295483605813621|      0.00195312|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
