k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[121, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[241, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[361, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[120.00084558328564, -0.0118237353341748, 0.8690741798841172, 110.00267469286199, 0.2014488611558608, 0.8354986854860977, 99.98670893011752, 0.2658429123325509, 0.7106847134832079, 87.99979507624141, 0.3329945898407492, 0.6965945591002161, 86.0083973913059, 0.3635116214841104, 0.657113239801748, 83.99193917192649, 0.4669452447507179, 0.5186507956778027, 80.00175455146976, 0.6594572832768628, 0.3284237992361581, 76.00665995379885, 0.8881776039081787, 0.1234612042925521, 886.3836541802117, 910.0187965755754, 922.5273506573247, 926.458402609282, 935.5522846172786, 952.827859693058, 975.7283676621072]|2556.2780761718750000|      0.25000000|[481, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       5|[120.00084558328564, -0.0118237353341748, 0.8690741798841172, 110.00267469286199, 0.2014488611558608, 0.8354986854860977, 99.98670893011752, 0.2658429123325509, 0.7106847134832079, 87.99979507624141, 0.3329945898407492, 0.6965945591002161, 86.0083973913059, 0.3635116214841104, 0.657113239801748, 83.99193917192649, 0.4669452447507179, 0.5186507956778027, 80.00175455146976, 0.6594572832768628, 0.3284237992361581, 76.00665995379885, 0.8881776039081787, 0.1234612042925521, 886.3836541802117, 910.0187965755754, 922.5273506573247, 926.458402609282, 935.5522846172786, 952.827859693058, 975.7283676621072]|2556.2780761718750000|      0.12500000|[601, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[120.00084558328564, -0.0118237353341748, 0.8690741798841172, 110.00267469286199, 0.2014488611558608, 0.8354986854860977, 99.98670893011752, 0.2658429123325509, 0.7106847134832079, 87.99979507624141, 0.3329945898407492, 0.6965945591002161, 86.0083973913059, 0.3635116214841104, 0.657113239801748, 83.99193917192649, 0.4669452447507179, 0.5186507956778027, 80.00175455146976, 0.6594572832768628, 0.3284237992361581, 76.00665995379885, 0.8881776039081787, 0.1234612042925521, 886.3836541802117, 910.0187965755754, 922.5273506573247, 926.458402609282, 935.5522846172786, 952.827859693058, 975.7283676621072]|2556.2780761718750000|      0.06250000|[721, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[120.0006837173974, 0.0135302130317948, 0.8770667090044973, 110.00016630150932, 0.150124802788784, 0.8198979820771173, 99.98642376354498, 0.2783557426835396, 0.7147134244586322, 88.00064491818543, 0.341030863313703, 0.6987884288742006, 86.0104504405104, 0.3632482934019041, 0.6575996919774062, 83.99460638492276, 0.4679978385778301, 0.5176071978274078, 80.00035864431054, 0.661748624672193, 0.3263220417018332, 76.00637513561901, 0.885351391644686, 0.1235494896027427, 886.3862716337901, 910.0193697964902, 922.5274553249203, 926.4569939680671, 935.5554254762958, 952.8301633579957, 975.7322168848028]|1244.3808593750000000|      0.12500000|[841, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[119.99248237066526, -0.0089139535515564, 0.8439294812001991, 109.98055389284536, 0.1268949057631512, 0.7818404872176035, 100.02688204766683, 0.2559735770181492, 0.7267663177622581, 88.00810590026626, 0.3507496311697974, 0.6931031023956478, 86.05112995682971, 0.3922543286342449, 0.6496000096375428, 83.96700360113887, 0.4511838542202807, 0.5068631582929063, 79.99620887823464, 0.7127417009253164, 0.3362021029835636, 76.00279312700427, 0.8852593694354961, 0.1331716209366471, 886.366288695268, 910.0333838238114, 922.5235108223734, 926.4937244661304, 935.5386539615954, 952.8458879472906, 975.7228362010841]|849.6740112304687500|      0.25000000|[961, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[119.99248237066526, -0.0089139535515564, 0.8439294812001991, 109.98055389284536, 0.1268949057631512, 0.7818404872176035, 100.02688204766683, 0.2559735770181492, 0.7267663177622581, 88.00810590026626, 0.3507496311697974, 0.6931031023956478, 86.05112995682971, 0.3922543286342449, 0.6496000096375428, 83.96700360113887, 0.4511838542202807, 0.5068631582929063, 79.99620887823464, 0.7127417009253164, 0.3362021029835636, 76.00279312700427, 0.8852593694354961, 0.1331716209366471, 886.366288695268, 910.0333838238114, 922.5235108223734, 926.4937244661304, 935.5386539615954, 952.8458879472906, 975.7228362010841]|849.6740112304687500|      0.12500000|[1081, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[119.99248237066526, -0.0089139535515564, 0.8439294812001991, 109.98055389284536, 0.1268949057631512, 0.7818404872176035, 100.02688204766683, 0.2559735770181492, 0.7267663177622581, 88.00810590026626, 0.3507496311697974, 0.6931031023956478, 86.05112995682971, 0.3922543286342449, 0.6496000096375428, 83.96700360113887, 0.4511838542202807, 0.5068631582929063, 79.99620887823464, 0.7127417009253164, 0.3362021029835636, 76.00279312700427, 0.8852593694354961, 0.1331716209366471, 886.366288695268, 910.0333838238114, 922.5235108223734, 926.4937244661304, 935.5386539615954, 952.8458879472906, 975.7228362010841]|849.6740112304687500|      0.06250000|[1201, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
