k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.50000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.25000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.1687204084945331, 0.1922937590109399, 0.1037548968513146, 0.0252917029063455, 0.0033858986510493, 0.1440492197967075, 0.0873677081749794, 0.091381902554045, 0.0073270054015488, -0.0535160901229194]|  1.7533901929855347|      0.50000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[0.1687204084945331, 0.1922937590109399, 0.1037548968513146, 0.0252917029063455, 0.0033858986510493, 0.1440492197967075, 0.0873677081749794, 0.091381902554045, 0.0073270054015488, -0.0535160901229194]|  1.7533901929855347|      0.25000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[0.1687204084945331, 0.1922937590109399, 0.1037548968513146, 0.0252917029063455, 0.0033858986510493, 0.1440492197967075, 0.0873677081749794, 0.091381902554045, 0.0073270054015488, -0.0535160901229194]|  1.7533901929855347|      0.12500000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[0.1748071540424634, 0.1937866546021294, 0.084622957805222, 0.0152486367888581, -0.003354990107617, 0.1218959878309368, 0.0367145836495674, 0.0665904769925745, -0.0186468861031898, 0.0500581654111766]|  1.0445700883865356|      0.25000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[0.1748071540424634, 0.1937866546021294, 0.084622957805222, 0.0152486367888581, -0.003354990107617, 0.1218959878309368, 0.0367145836495674, 0.0665904769925745, -0.0186468861031898, 0.0500581654111766]|  1.0445700883865356|      0.12500000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[0.1748071540424634, 0.1937866546021294, 0.084622957805222, 0.0152486367888581, -0.003354990107617, 0.1218959878309368, 0.0367145836495674, 0.0665904769925745, -0.0186468861031898, 0.0500581654111766]|  1.0445700883865356|      0.06250000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[0.1764018921762325, 0.1979434156149864, 0.0786534735364105, -0.0140874425891117, 0.027439648709643, 0.1078525716888384, 0.0156570393119997, 0.0614908723266534, -0.0115653415002418, 0.0136564330294059]|  0.6964398026466370|      0.12500000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[0.1764018921762325, 0.1979434156149864, 0.0786534735364105, -0.0140874425891117, 0.027439648709643, 0.1078525716888384, 0.0156570393119997, 0.0614908723266534, -0.0115653415002418, 0.0136564330294059]|  0.6964398026466370|      0.06250000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[0.1895915285648656, 0.1889321591649196, 0.0503460648793793, -0.0053077649832563, 0.0192630634338192, 0.0955117580541878, -0.0038128814053544, 0.015017630178322, -0.0103811875927523, 0.0173025444451108]|  0.4219344854354858|      0.12500000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[0.1895915285648656, 0.1889321591649196, 0.0503460648793793, -0.0053077649832563, 0.0192630634338192, 0.0955117580541878, -0.0038128814053544, 0.015017630178322, -0.0103811875927523, 0.0173025444451108]|  0.4219344854354858|      0.06250000|[322, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[0.2010885129953997, 0.1861714657432582, 0.0347614548278248, -0.0260571020959209, 0.0258189695726033, 0.0669478733246608, 0.0185518228104616, 0.016177161209743, -0.0057350424510592, -0.0240622506355849]|  0.3633317947387695|      0.12500000|[348, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[0.2010885129953997, 0.1861714657432582, 0.0347614548278248, -0.0260571020959209, 0.0258189695726033, 0.0669478733246608, 0.0185518228104616, 0.016177161209743, -0.0057350424510592, -0.0240622506355849]|  0.3633317947387695|      0.06250000|[374, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[0.2188013197034062, 0.1736483859185056, 0.0341194564710003, 0.0128316891786779, 0.0133519496494721, 0.0639701211788055, 0.0197331812865634, 0.0066428434374507, 0.0161736216282715, 0.0103811336777959]|  0.2333455532789230|      0.12500000|[400, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
