k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[129, 0, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[258, 0, 2, 6]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[387, 0, 3, 9]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[516, 0, 4, 12]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       5|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.03125000|[645, 0, 5, 15]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       6|[4.064763452656639, 0.0491700023164219, 4.064407337896408, 0.1653230056409779, 0.0215535579738962, 0.1646508116195448, 1.1593767553073426, 0.0222455627112905, 1.16220709252749, 0.2675326741033431, 0.0216953151664886, 0.2654796823298259, 0.3107225921047373, 0.0189589491254196, 0.3141516414162729, 0.0720413057517765, 0.0208250670457486, 0.0735677659211741, 0.2303134338997609, 0.0188667094447066, 0.2312334167581827, 1.3676395368305483, 0.0200740071848227, 1.368922555466759, 0.2534918443824867, 0.0204347756312271, 0.2515783685126515, 1.1593622092277487, 0.0208146866677933, 1.1609441873083948, 0.0459026566213041, 0.0191957244505148, 0.0455375509073931, 0.1250347782799402, 0.0184975975128549, 0.1235843514416619, 0.2972436028888087, 0.0221634391808932, 0.2947232039420228, 0.0916501652920351, 0.0211166351830389, 0.0941660652763064, 0.1067304307758281, 0.0194482297296305, 0.1082836614336409, 0.5357292328730949, 0.0205522243423366, 0.5368682113655795, 0.003793971588421, 0.0207279374339962, 0.0020863065034258, 0.0877530269699955, 0.0191619498547147, 0.0870633405452427, 0.1017672681992463, 0.0186391972322038, 0.1024942047050999, 0.0252025239399934, 0.0219058457773665, 0.0251943289485027, 0.0961399917994332, 0.0208076674449477, 0.0967476196264426, 0.272983578901893, 0.0204420361479921, 0.2746534761133665, 0.3934619966407815, 0.0197079329495191, 0.3917581643809232, 0.1290769210951504, 0.0205011495671912, 0.130987463871297, 0.0438152604063144, 0.0194567597405594, 0.0400584545086085, 0.2966908051750543, 0.0177172626838102, 0.2968872674579995, 0.0888019746993562, 0.0187959955797111, 0.0889957359689775, 0.2780002869179039, 0.0212548109046509, 0.2763222041663499, 0.0584888433963854, 0.0200400548821915, 0.058702683090967, 0.1452170026227153, 0.0191381396062709, 0.1471241889080958, 0.1704802997989886, 0.0196706490939405, 0.1705770900543663, 0.1357113230413411, 0.0200470794910054, 0.1380966659884456, 0.37886244406766, 0.0196486571625888, 0.3803152358475564]|60805.2945854653444258|      0.06250000|[774, 0, 6, 18]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       7|[4.061777939808822, 0.1092094307050378, 4.064415130784721, 0.1648625090380775, 0.0228198079992233, 0.1642006194693755, 1.1596104914734482, 0.0212074400897797, 1.1655163376779003, 0.266114132818645, 0.0237697630007837, 0.2666158998571875, 0.3135119865837507, 0.0177082054432402, 0.3122688933475959, 0.0726967369387158, 0.0205776494788199, 0.0740707295956505, 0.2281954512611299, 0.0202150759990366, 0.2303623891393062, 1.3701668271116554, 0.0192676453474002, 1.3685771614791409, 0.2560807618985829, 0.0173670894408772, 0.250979248188727, 1.1593277363431462, 0.0200274219423554, 1.161615655345034, 0.0458918670165014, 0.0214708981340837, 0.0459555251950892, 0.1278918246783744, 0.0164099366774702, 0.1230214386845643, 0.2955733825317923, 0.0233980204363551, 0.2953820039142555, 0.089239871678042, 0.0204192601564178, 0.0916237463083756, 0.1045365482751987, 0.0221809712646403, 0.1072801901273598, 0.5355926231522198, 0.0192954542001387, 0.5370940573454399, 0.0016206534660947, 0.0236443624311439, 0.0014167761934996, 0.0872042604467915, 0.0210185344926016, 0.0899749367897262, 0.1003157667955131, 0.0195725365900088, 0.1014933146655411, 0.0280864973264712, 0.0168891598115772, 0.0267173969170545, 0.0927792059379359, 0.0220702779674878, 0.0968967185777264, 0.2748768126308631, 0.0179201434233236, 0.2742163571982623, 0.3924668934422011, 0.0213188540381004, 0.3928701486846568, 0.1256245457235668, 0.0201048337533028, 0.1299938101252809, 0.0450987809918028, 0.0216844102332326, 0.0372370490166882, 0.2969469491607154, 0.0178572900250245, 0.2991309348501783, 0.089243889114765, 0.0201684508711549, 0.0873769763050379, 0.2786072218497354, 0.0198449693794289, 0.2776764043372618, 0.0614268760379681, 0.0211858224383351, 0.0573915014164789, 0.1449931908216099, 0.0177581148579297, 0.1471104812981678, 0.1696768349975277, 0.0160915661962218, 0.1708338435551745, 0.1380373378930272, 0.0206255656586742, 0.1398046581608062, 0.3792286815808221, 0.0215191714545478, 0.3798323630147659]|26963.0722035054277512|      0.12500000|[903, 0, 7, 21]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       8|[4.05758261055525, 0.2255248823916874, 4.071966701429253, 0.1632225246988189, 0.0183107007533475, 0.1661987119320091, 1.1636542064723228, 0.0173093415724516, 1.166374178108459, 0.2703299453479588, 0.0218974672344527, 0.2664067774586142, 0.3161395801968053, 0.0192155349036934, 0.3089115634407932, 0.0730533164345444, 0.0212514037575346, 0.0731416077114992, 0.2222289595756375, 0.0261750182090055, 0.225853169930647, 1.3675131889270706, 0.0214335055736681, 1.3665478525094035, 0.2575094023038179, 0.0119511026368226, 0.2525584487684302, 1.1586110235739833, 0.0255555860745304, 1.1657552551941235, 0.0465979308611516, 0.0231876882065191, 0.0411536749158541, 0.1390610629586706, 0.0180160561063975, 0.1236875216100181, 0.290766664197606, 0.0233145900760673, 0.3001419325952004, 0.0907672855696638, 0.0227378139620478, 0.089600228505121, 0.1064736656495615, 0.0221832957406322, 0.1185484998959154, 0.5367779327588587, 0.0139023876902505, 0.5385005465230203, -0.0017582836535985, 0.0203357278539058, -0.0102026061951661, 0.09111761326973, 0.021643344793178, 0.0810186584718579, 0.1002980755764667, 0.0217123068071048, 0.1017686571177001, 0.033271769106824, 0.0220128272430754, 0.031410696874445, 0.097462564072476, 0.027374901630809, 0.1028409785878485, 0.2867109042807171, 0.0144577485397281, 0.2693660827687834, 0.3919088687663415, 0.0233846038699784, 0.3972996241418658, 0.131038168537171, 0.0191712785432212, 0.1234546553493806, 0.0431703568918747, 0.0113251341037881, 0.0362340441689333, 0.2934772667341375, 0.0167275510478654, 0.2984130522742764, 0.0883265897075062, 0.0156204561045231, 0.0858819800533518, 0.269770265924886, 0.0200170306094265, 0.2806868760051193, 0.0659864826632039, 0.0211314288734185, 0.041072740737515, 0.1451491422650604, 0.0219870772687174, 0.1432873522369993, 0.1656622109505434, 0.0192702013343498, 0.1673880997515837, 0.1390049861679706, 0.0233470160255892, 0.1461882152588641, 0.3807037993881973, 0.0186598587737742, 0.3828252044594755]|12682.0503948091009079|      0.25000000|[1032, 0, 8, 24]                                                           |  | used linear model with 129 points | iterate success | actual_k=0
       9|[4.027170490068331, 0.4607315911565758, 4.072728752833962, 0.1661593025809462, 0.0217986183796487, 0.1730842530918346, 1.1667546960951312, 0.0140803698637717, 1.1691798991089652, 0.2578697795984029, 0.0312763189233394, 0.2743852695498183, 0.3161823326644304, 0.0356919289223103, 0.3030401903598836, 0.0667249633367124, 0.0133166350568793, 0.0834713810914058, 0.2207867748915218, 0.0268158841513463, 0.2238172415950483, 1.3674035520748054, 0.0145656786479402, 1.369899620058227, 0.2490036569232627, 0.0031018423484065, 0.2525134672213077, 1.1564569714361488, 0.026861686021915, 1.1654109971186675, 0.0456651398527579, 0.0117119285283549, 0.0412360151722103, 0.1356238843990962, 0.0321362524596819, 0.1303947937408297, 0.3039933517086114, 0.0268627619778291, 0.3210340013312064, 0.0889133994431815, 0.0010857441046201, 0.0832285252944965, 0.1069827058991184, 0.0258795275026754, 0.1065710500106986, 0.5401544052114402, 0.020476634657187, 0.5296757577769906, -0.0057955281647854, 0.0004442160476705, -0.0115924624121284, 0.0889428180140667, 0.0140709589002485, 0.0901363868143698, 0.1002466492698032, 0.023046851235738, 0.1194080150059158, 0.0389460774233823, 0.0240365438685744, 0.0243110646784735, 0.0845678721026977, 0.0296562670214543, 0.0965392429699531, 0.2953180993008298, 0.0220014744225317, 0.2602181122568522, 0.399530458313574, 0.0208905184737888, 0.403997472747867, 0.1227208237031555, 0.0270529852130661, 0.1230034853549779, 0.0323787270155328, 0.0112596548873105, 0.025829968648459, 0.2790389825109256, 0.0296865816270024, 0.2966613561219755, 0.0931912269190837, 0.0234441524717814, 0.0856033144503008, 0.2729045769707174, 0.0099692139260096, 0.2941813352605, 0.0713970154056756, 0.016503659958227, 0.0486542784440323, 0.145796444641698, 0.0297022414504751, 0.146929670486814, 0.1522809599964858, 0.0187960959617979, 0.166681554079467, 0.1486027744984026, 0.0191252091626443, 0.1465244462176282, 0.3892146234142164, 0.0272547210703033, 0.3912636194442559]|5798.8571181705301569|      0.50000000|[1161, 0, 9, 27]                                                           |  | used linear model with 129 points | iterate success | actual_k=0
      10|[3.9372829680125303, 0.9345661628458455, 4.096238064384394, 0.1512826620672589, 0.0351170822987531, 0.1967770747435116, 1.164754607443376, 0.0154405732395431, 1.1540988129838186, 0.2522327454195875, 0.0085306391988348, 0.2703025102335636, 0.3312908804156641, 0.0358647856077518, 0.2912058993835576, 0.0677803557450802, 0.0105814873316744, 0.0701922021659679, 0.2148432080995437, 0.0373298012195491, 0.2039960180267031, 1.375686220931518, 0.0373161627862972, 1.3594113857839245, 0.2391428514541786, -0.0136761599438186, 0.2622582013477353, 1.1544358712880658, 0.0167726999046761, 1.1765115212685675, 0.0547708902216007, -0.000370888603975, 0.0270536270420477, 0.1459450129798218, 0.0299742980872618, 0.1242796526875081, 0.2759061163721562, 0.0288346065118205, 0.3129057056415081, 0.0942711130438819, -0.0020920419268926, 0.095623556903167, 0.1014765163459999, 0.0469371472889846, 0.1022035669243581, 0.5360326465242037, 0.0344886121675052, 0.5183347829079442, -0.0102657071848611, -0.0015523013809161, -0.0066816087312873, 0.1067107056701518, 0.0149268835330465, 0.0771321964977121, 0.1170830061911985, 0.0439134896032672, 0.0906640224122124, 0.0520996623264959, 0.0133952647242509, 0.0513094418273472, 0.1117887341868325, 0.0356767765063674, 0.091499587330937, 0.2924216329583842, 0.0017623045244552, 0.2505230980366115, 0.4064693044996694, 0.0356596131643521, 0.4242562695875084, 0.114146011521012, 0.0142851451539346, 0.1118004213802324, 0.034369355222242, 0.0400163988193513, 0.0363327265482614, 0.2555889436412032, -0.0015715924315518, 0.298884087546496, 0.0853379097271179, 0.0226031281819361, 0.1021308432414433, 0.2758851810842954, 0.02195827367846, 0.292350281990893, 0.0832019292861172, 0.0082817640463529, 0.0510260003622751, 0.1656626734739777, 0.0080137922468418, 0.1384316226962491, 0.1503746071828493, 0.009579600676212, 0.1713264385826627, 0.1588513888502261, 0.0230299364851887, 0.1414877740258221, 0.4048339785913588, 0.0216793084048024, 0.3848702588115319]|2442.2688434770384447|      1.00000000|[1290, 0, 10, 30]                                                          |  | used linear model with 129 points | iterate success | actual_k=0
      11|[3.615469475402743, 1.7961099863644996, 4.1201354902781215, 0.1236921264277344, 0.0662818891564629, 0.2322023330746431, 1.191524041122796, -0.0549338618014962, 1.1257119630528667, 0.200574071585394, -0.0109637477127132, 0.3086595184411019, 0.3197084847409396, 0.0140265495853641, 0.2100713090634465, 0.0789684318725067, 0.0255977343338124, 0.0614364997794073, 0.175372132032333, 0.031326325672039, 0.1960908168069705, 1.452772443388635, 0.0199825977279171, 1.316688466271387, 0.2469138538961774, -0.0737390294722338, 0.2470950948986492, 1.169096342123544, -0.0290122111128965, 1.182149599679779, 0.0156696841542538, 0.0236010286519415, 0.0051236502897873, 0.2264535276853025, 0.0914001312893882, 0.0823306357408378, 0.2952967417923479, 0.0292670056587023, 0.3117687634190963, 0.1088665105253978, -0.0190178236606279, 0.0369685041406567, 0.0561435267526725, 0.0870170311432552, 0.0199822704534522, 0.5441605470959625, -0.0846661378782524, 0.5230209113774363, -0.0251670697923497, -0.0081786472713799, -0.0103691717784463, 0.10193705579646, -0.0592804915159878, 0.0615245173015392, 0.1500865726082973, 0.1365346404428713, 0.1218188518291805, 0.0521814965711344, 0.0204626394349747, -0.003927550385243, 0.179925060826892, 0.0482735722705065, 0.0889239258327954, 0.3452257326361303, -0.0784343276254723, 0.2266240939195162, 0.4338714987154909, 0.0665716016172449, 0.4166990115198527, 0.1076483657929882, 0.0042685577507446, 0.1271778571862764, -0.0136449710337551, 0.0641097886997353, 0.0536040498141175, 0.2430457986529692, -0.0038056063308669, 0.3571523718925576, 0.0801869021089057, 0.0485706913772067, 0.1262985595082781, 0.3130618567591114, 0.0227241346404276, 0.2982218630822375, 0.0749148178366708, 0.0505307942344068, -0.04423341943213, 0.1829578168662371, -0.05807816432302, 0.1077663169860655, 0.1951394192799022, 0.0304208339220266, 0.202135370767037, 0.1668979238793548, 0.0563848271449562, 0.1792388072473786, 0.3650925490886335, 0.0422080312104695, 0.3411601063046072]|906.3407596287422621|      2.00000000|[1419, 0, 11, 33]                                                          |  | used linear model with 129 points | iterate success | actual_k=0
