k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3148808928264324, 0.0825428004784596, 0.2712271622961532, -0.0601626751852772, 0.1210939960993424, 0.2861832707481596, 0.1305001600568171, -0.1323099926874505, 0.1257908421484828, -0.0252816228218535, 0.1828386702036252, 0.1617007873959983, 0.0163021055451774, 0.1360957249402207, 0.1989523506733988, 0.1309607865316862, 0.1445311498440535, 0.114589790262825, 0.0368173853090209, 0.1662983022514928, 0.0945730280961882, -0.0410059384176216, 0.2454282578562431, 0.0661899800015408, 0.2242716001815909, 0.1032057511768414, 0.1325993554791106, 0.0649241937216008, 0.1226742155402126, 0.071727259962543, 0.1288832095394376, -0.0364296239252897, 0.1357305626455028, 0.1619121839992874, -0.0121575550526396, 0.1524733924659794, 0.0736150600777646, 0.0956405366353262, 0.0641631607636818, 0.04382496491328, 0.0673917212474375, 0.0277984056003564, -0.0404331106309778, -0.0149172870471563, 0.1380762433235226, 0.2062280228007754, 0.308481194154644, -0.0091997137190114, 0.1245830742379955, 0.0828838130484805]|1750.3179901048256397|      2.00000000|[65, 0, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=0
       2|[0.468448413111091, 0.381144016489377, 0.6083834720364352, 0.1588064214337546, 0.3760359540648668, 0.3902931891779355, 0.3441929611808215, 0.0505814673312505, 0.2878719140452487, 0.4270230378305515, 0.2312690140207246, 0.4281675878271828, 0.360787777023248, 0.095034377786968, 0.2465363487326047, 0.310963474484479, 0.7009369455341089, 0.0706633862981087, 0.0179815423468647, 0.1710315008737663, 0.4831504813909311, 0.2724809101341172, 0.5485658729886348, 0.2119377931296581, 0.2984688475462087, 0.4671992417874066, 0.1848368204483742, 0.3821240118653487, 0.4428126696804704, 0.6717967121478292, 0.369512211940378, -0.0007653366504323, 0.3490140193579272, 0.4723877521951502, 0.1679692255089104, 0.3013585666097423, -0.2324243124187135, 0.0347897108601347, 0.4479310460171473, 0.1387589331688161, 0.7232835962775538, 0.2742290411126982, 0.224283427893249, 0.0953350294562814, 0.5667687317350991, 0.4940828102693726, 0.3566888380544913, 0.5601591695928976, -0.0206165726394261, 0.274098360393321]|1583.9576035167806367|      4.00000000|[130, 0, 2, 10]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       3|[0.5417604056274061, 1.3952513828271753, 1.2145947238105594, 0.6483653527214642, 0.9316838190643907, 0.1974351013888196, 0.4586443080593239, 0.8594415713735619, 0.2782856678865306, 0.7742039213350839, 0.8558913857488145, 1.3048542160333536, 0.9605086205345482, 0.350277680576858, 0.6108232596191046, 0.5590728096563947, 1.3831704815598855, 0.0441964412491715, 0.0564838295800394, 0.9005260793658114, 1.3167911105034533, 0.4413302830076492, 1.4590200047934494, 0.8688107589013021, 1.3618281197677515, 0.9937540647709069, 0.5827930739794303, 1.5336852775555712, 0.9007441338474619, 1.1401536665056682, 0.6860045477877934, 0.121718014597822, 0.3650642397446658, 1.1518913274940814, 0.4651592601619661, 0.7634557747740407, 0.4143235672516447, 0.6122429200418029, 0.9445620706245808, 0.0625679893536327, 1.780153602392501, 0.286895103641598, 0.6289845432260472, 0.6188585315050334, 0.7753597541653159, 1.297266922323788, 1.0174970034168647, 0.8204864730315398, -0.0858357033851311, 0.9858939506093203]|1274.6597544161588758|      8.00000000|[195, 0, 3, 15]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       4|[1.3241699837632335, 1.968817054302856, 3.535389092794786, 1.0110173607070991, 1.143705532781947, 1.2522247718311523, 1.3840286130505322, 0.6038266899274254, 0.8172699067157396, 1.6815774787497726, 2.3346736630856135, 2.680816314956383, 1.9039697772467468, 1.1597837349278264, -1.478229792431306, 1.7378407949858041, -1.0325354854155266, -0.6969075117270132, -0.5288446652250809, 2.734125761682237, 1.8555007120463327, 0.5830114713007475, 1.3340895210784178, -0.03870662444502, 2.186080489988842, 0.15370604063441, 1.3009301773028261, 2.507427409342534, 1.362830826071752, 1.6690094707601166, 1.6218413574721566, 0.4203586705482648, 0.9481102840008221, 1.7601242500827539, 2.7829844923826026, 2.570285868727167, -0.1895891659529568, 1.5007744128431, 2.8224551626839, 1.6880063253007156, 2.919200105450914, 0.5785314525781573, 0.7132388249678395, 0.5565999438218664, 0.775211538125397, 2.7754718536516894, -1.0600945324827542, 2.4470935847697306, 0.184794515685026, 1.3591196964141816]|1020.1506183124201925|     16.00000000|[260, 0, 4, 20]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       5|[1.3241699837632335, 1.968817054302856, 3.535389092794786, 1.0110173607070991, 1.143705532781947, 1.2522247718311523, 1.3840286130505322, 0.6038266899274254, 0.8172699067157396, 1.6815774787497726, 2.3346736630856135, 2.680816314956383, 1.9039697772467468, 1.1597837349278264, -1.478229792431306, 1.7378407949858041, -1.0325354854155266, -0.6969075117270132, -0.5288446652250809, 2.734125761682237, 1.8555007120463327, 0.5830114713007475, 1.3340895210784178, -0.03870662444502, 2.186080489988842, 0.15370604063441, 1.3009301773028261, 2.507427409342534, 1.362830826071752, 1.6690094707601166, 1.6218413574721566, 0.4203586705482648, 0.9481102840008221, 1.7601242500827539, 2.7829844923826026, 2.570285868727167, -0.1895891659529568, 1.5007744128431, 2.8224551626839, 1.6880063253007156, 2.919200105450914, 0.5785314525781573, 0.7132388249678395, 0.5565999438218664, 0.775211538125397, 2.7754718536516894, -1.0600945324827542, 2.4470935847697306, 0.184794515685026, 1.3591196964141816]|1020.1506183124201925|      8.00000000|[325, 0, 5, 25]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       6|[1.8205773690410072, 3.33975450688229, 4.362948789314227, 2.0428354647362887, 1.1321521205150082, 2.264515402805058, 2.2355508594222786, 0.6680397183620925, 2.838111924115731, 3.091750828890062, 3.7108210753046382, 3.0699084214022547, 1.6137424346253662, 2.086875573500537, -0.6088958977180347, 3.21479591499475, 0.1765301222020172, 1.2591209340415528, 1.1771567249566963, 0.7394080915995282, 2.258645463896587, 1.6141928295004293, 3.047559005937191, 0.098130724131471, 2.9558506195751164, 0.8453946600133215, 0.7009079092738962, 2.92515148628948, 0.6450310749753803, 2.9665608599105413, 2.963764063836491, 1.2310017616786144, 1.4202795412393556, 1.4019892082069951, 4.068282680835542, 2.4056619141974602, 1.1431914911884853, 2.4068317556910417, 2.2153672193208775, 2.7305523852446947, 2.5540777987448333, 1.596623100599277, 0.7902975909210355, 2.9801648294975385, -0.2331885999549674, 2.9288691812931966, -0.0979904606220089, 0.3853422112404568, 1.371485369175716, -0.3713428501673357]|807.4181810086505493|     16.00000000|[390, 0, 6, 30]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       7|[1.8205773690410072, 3.33975450688229, 4.362948789314227, 2.0428354647362887, 1.1321521205150082, 2.264515402805058, 2.2355508594222786, 0.6680397183620925, 2.838111924115731, 3.091750828890062, 3.7108210753046382, 3.0699084214022547, 1.6137424346253662, 2.086875573500537, -0.6088958977180347, 3.21479591499475, 0.1765301222020172, 1.2591209340415528, 1.1771567249566963, 0.7394080915995282, 2.258645463896587, 1.6141928295004293, 3.047559005937191, 0.098130724131471, 2.9558506195751164, 0.8453946600133215, 0.7009079092738962, 2.92515148628948, 0.6450310749753803, 2.9665608599105413, 2.963764063836491, 1.2310017616786144, 1.4202795412393556, 1.4019892082069951, 4.068282680835542, 2.4056619141974602, 1.1431914911884853, 2.4068317556910417, 2.2153672193208775, 2.7305523852446947, 2.5540777987448333, 1.596623100599277, 0.7902975909210355, 2.9801648294975385, -0.2331885999549674, 2.9288691812931966, -0.0979904606220089, 0.3853422112404568, 1.371485369175716, -0.3713428501673357]|807.4181810086505493|      8.00000000|[455, 0, 7, 35]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       8|[1.9077804087952874, 3.527172346379981, 4.838247163966762, 3.770645749138866, 1.2477734440486954, 2.4314309128452702, 3.2375272142011116, 2.0943105190416036, 2.4800235736053473, 3.198800087285607, 3.454896043728242, 1.1586649347742148, 2.2570697762399003, 1.2717984399124034, 0.878238464376318, 3.025807878978373, 1.1884949324285818, -1.0656974219921853, 0.411218356325518, 3.89747674393554, 2.951595144001659, 2.695579667367493, 4.362955807926965, 1.213633359044442, 4.322451226766644, 1.3297696830411572, 1.7279754739450701, 3.8680208947451247, 1.571860363882959, 4.248496113290079, 3.9466373023028147, 1.5130624026874233, 1.272940330389928, 1.5245755130067857, 5.216335555489399, 2.957274543360872, 1.3029143685609754, 2.7674701907453745, 3.0850742789557866, 4.472626301822692, 3.758198778356863, 2.7533354246698134, 1.1267043694430976, 3.9070380439876145, 1.6307040560932806, 3.161958850877317, -0.2041315095900976, 1.6198511344181334, -0.0732431233231643, 1.8101650670655773]|562.1132653840683133|     16.00000000|[520, 0, 8, 40]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       9|[1.9077804087952874, 3.527172346379981, 4.838247163966762, 3.770645749138866, 1.2477734440486954, 2.4314309128452702, 3.2375272142011116, 2.0943105190416036, 2.4800235736053473, 3.198800087285607, 3.454896043728242, 1.1586649347742148, 2.2570697762399003, 1.2717984399124034, 0.878238464376318, 3.025807878978373, 1.1884949324285818, -1.0656974219921853, 0.411218356325518, 3.89747674393554, 2.951595144001659, 2.695579667367493, 4.362955807926965, 1.213633359044442, 4.322451226766644, 1.3297696830411572, 1.7279754739450701, 3.8680208947451247, 1.571860363882959, 4.248496113290079, 3.9466373023028147, 1.5130624026874233, 1.272940330389928, 1.5245755130067857, 5.216335555489399, 2.957274543360872, 1.3029143685609754, 2.7674701907453745, 3.0850742789557866, 4.472626301822692, 3.758198778356863, 2.7533354246698134, 1.1267043694430976, 3.9070380439876145, 1.6307040560932806, 3.161958850877317, -0.2041315095900976, 1.6198511344181334, -0.0732431233231643, 1.8101650670655773]|562.1132653840683133|      8.00000000|[585, 0, 9, 45]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
      10|[1.9077804087952874, 3.527172346379981, 4.838247163966762, 3.770645749138866, 1.2477734440486954, 2.4314309128452702, 3.2375272142011116, 2.0943105190416036, 2.4800235736053473, 3.198800087285607, 3.454896043728242, 1.1586649347742148, 2.2570697762399003, 1.2717984399124034, 0.878238464376318, 3.025807878978373, 1.1884949324285818, -1.0656974219921853, 0.411218356325518, 3.89747674393554, 2.951595144001659, 2.695579667367493, 4.362955807926965, 1.213633359044442, 4.322451226766644, 1.3297696830411572, 1.7279754739450701, 3.8680208947451247, 1.571860363882959, 4.248496113290079, 3.9466373023028147, 1.5130624026874233, 1.272940330389928, 1.5245755130067857, 5.216335555489399, 2.957274543360872, 1.3029143685609754, 2.7674701907453745, 3.0850742789557866, 4.472626301822692, 3.758198778356863, 2.7533354246698134, 1.1267043694430976, 3.9070380439876145, 1.6307040560932806, 3.161958850877317, -0.2041315095900976, 1.6198511344181334, -0.0732431233231643, 1.8101650670655773]|562.1132653840683133|      4.00000000|[650, 0, 10, 50]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      11|[1.9077804087952874, 3.527172346379981, 4.838247163966762, 3.770645749138866, 1.2477734440486954, 2.4314309128452702, 3.2375272142011116, 2.0943105190416036, 2.4800235736053473, 3.198800087285607, 3.454896043728242, 1.1586649347742148, 2.2570697762399003, 1.2717984399124034, 0.878238464376318, 3.025807878978373, 1.1884949324285818, -1.0656974219921853, 0.411218356325518, 3.89747674393554, 2.951595144001659, 2.695579667367493, 4.362955807926965, 1.213633359044442, 4.322451226766644, 1.3297696830411572, 1.7279754739450701, 3.8680208947451247, 1.571860363882959, 4.248496113290079, 3.9466373023028147, 1.5130624026874233, 1.272940330389928, 1.5245755130067857, 5.216335555489399, 2.957274543360872, 1.3029143685609754, 2.7674701907453745, 3.0850742789557866, 4.472626301822692, 3.758198778356863, 2.7533354246698134, 1.1267043694430976, 3.9070380439876145, 1.6307040560932806, 3.161958850877317, -0.2041315095900976, 1.6198511344181334, -0.0732431233231643, 1.8101650670655773]|562.1132653840683133|      2.00000000|[715, 0, 11, 55]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
