k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[100.00368174224538, 0.108995154278519, 0.2447577126510986, 0.9304938201520678, 99.99692404655637, 0.0691679128535889, 0.1786965643263143, 0.7965874830421799, 99.9580769749006, 0.0188609345570185, 0.2296578169730037, 0.7929558726437974, 100.03267617676832, 0.2281623678512219, 0.3285395492948288, 0.6395993349220088, 99.98927893632582, 0.2401682504932046, 0.4395517519929934, 0.2444786739661937, 99.97832566651923, 0.6061634329001675, 0.5890855540413819, 0.0475283845845052, 300.0106992635122, 300.0056966738574, 299.9849410470322, 300.01030479363925, 299.96811963445833]|503.3533108091887698|      0.50000000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       4|[100.00368174224538, 0.108995154278519, 0.2447577126510986, 0.9304938201520678, 99.99692404655637, 0.0691679128535889, 0.1786965643263143, 0.7965874830421799, 99.9580769749006, 0.0188609345570185, 0.2296578169730037, 0.7929558726437974, 100.03267617676832, 0.2281623678512219, 0.3285395492948288, 0.6395993349220088, 99.98927893632582, 0.2401682504932046, 0.4395517519929934, 0.2444786739661937, 99.97832566651923, 0.6061634329001675, 0.5890855540413819, 0.0475283845845052, 300.0106992635122, 300.0056966738574, 299.9849410470322, 300.01030479363925, 299.96811963445833]|503.3533108091887698|      0.25000000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       5|[100.00368174224538, 0.108995154278519, 0.2447577126510986, 0.9304938201520678, 99.99692404655637, 0.0691679128535889, 0.1786965643263143, 0.7965874830421799, 99.9580769749006, 0.0188609345570185, 0.2296578169730037, 0.7929558726437974, 100.03267617676832, 0.2281623678512219, 0.3285395492948288, 0.6395993349220088, 99.98927893632582, 0.2401682504932046, 0.4395517519929934, 0.2444786739661937, 99.97832566651923, 0.6061634329001675, 0.5890855540413819, 0.0475283845845052, 300.0106992635122, 300.0056966738574, 299.9849410470322, 300.01030479363925, 299.96811963445833]|503.3533108091887698|      0.12500000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[100.00733879225255, 0.1358637981984214, 0.2624372237417337, 0.9429284287190848, 99.9994411135616, 0.0704286022967186, 0.1791519094662583, 0.7936507144684956, 99.95820235887417, 0.0735136512895141, 0.2599078411757164, 0.8178276946281856, 100.0313144860849, 0.1555369659763084, 0.2834254439193307, 0.6157607515513494, 99.99177452452027, 0.2642082109943279, 0.4591940587032686, 0.2670262106908234, 99.99247844918713, 0.5968140903361078, 0.5937519502109639, 0.0457557832987257, 300.014136091678, 300.0121133240399, 299.982899125611, 300.02250141017066, 299.9710161528892]|282.2582887303316852|      0.25000000|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       7|[100.00733879225255, 0.1358637981984214, 0.2624372237417337, 0.9429284287190848, 99.9994411135616, 0.0704286022967186, 0.1791519094662583, 0.7936507144684956, 99.95820235887417, 0.0735136512895141, 0.2599078411757164, 0.8178276946281856, 100.0313144860849, 0.1555369659763084, 0.2834254439193307, 0.6157607515513494, 99.99177452452027, 0.2642082109943279, 0.4591940587032686, 0.2670262106908234, 99.99247844918713, 0.5968140903361078, 0.5937519502109639, 0.0457557832987257, 300.014136091678, 300.0121133240399, 299.982899125611, 300.02250141017066, 299.9710161528892]|282.2582887303316852|      0.12500000|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[99.9996396695764, 0.1637201689454927, 0.2757135163666212, 0.967185762067851, 100.00029152913685, 0.1637023692791839, 0.2071700762545356, 0.8047993600764737, 99.95946753136204, 0.050983375892673, 0.2482225439643453, 0.7960741807663817, 100.02246124019449, 0.1813236185837734, 0.2846912475127671, 0.6230734638208517, 99.99869540451701, 0.2284577138978242, 0.4548370507921271, 0.2501813041355809, 99.99766136591924, 0.6004669500478568, 0.5952825704082165, 0.0625430586841295, 300.00514955985585, 300.01010506363207, 299.97925138917736, 300.04251315843777, 299.9642342009103]|213.3152432702050021|      0.25000000|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       9|[99.9996396695764, 0.1637201689454927, 0.2757135163666212, 0.967185762067851, 100.00029152913685, 0.1637023692791839, 0.2071700762545356, 0.8047993600764737, 99.95946753136204, 0.050983375892673, 0.2482225439643453, 0.7960741807663817, 100.02246124019449, 0.1813236185837734, 0.2846912475127671, 0.6230734638208517, 99.99869540451701, 0.2284577138978242, 0.4548370507921271, 0.2501813041355809, 99.99766136591924, 0.6004669500478568, 0.5952825704082165, 0.0625430586841295, 300.00514955985585, 300.01010506363207, 299.97925138917736, 300.04251315843777, 299.9642342009103]|213.3152432702050021|      0.12500000|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
      10|[99.9996396695764, 0.1637201689454927, 0.2757135163666212, 0.967185762067851, 100.00029152913685, 0.1637023692791839, 0.2071700762545356, 0.8047993600764737, 99.95946753136204, 0.050983375892673, 0.2482225439643453, 0.7960741807663817, 100.02246124019449, 0.1813236185837734, 0.2846912475127671, 0.6230734638208517, 99.99869540451701, 0.2284577138978242, 0.4548370507921271, 0.2501813041355809, 99.99766136591924, 0.6004669500478568, 0.5952825704082165, 0.0625430586841295, 300.00514955985585, 300.01010506363207, 299.97925138917736, 300.04251315843777, 299.9642342009103]|213.3152432702050021|      0.06250000|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[100.00240001652173, 0.1822058390578218, 0.287037262775361, 0.9723969988788008, 99.99978912209436, 0.1565342529911052, 0.1982037357437755, 0.7981027068262517, 99.95916452194407, 0.0863719519640705, 0.2704281119926154, 0.8039864291437815, 100.02245867761043, 0.156051213232318, 0.2649393594532319, 0.6113722154516565, 100.00164820298096, 0.2326020441027658, 0.4616046937147244, 0.2596563518179403, 100.00159902581576, 0.599041518850595, 0.5990405022868817, 0.0644783112453532, 299.9992989069339, 300.0090193398683, 299.97589321191555, 300.04182075640534, 299.96164099715094]|136.6578953992449215|      0.12500000|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
