k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.671423275897991, 0.9130290339728641, 1.0857851048505782, 1.1934833695079972, 0.8290283220977893, 0.987242497922178, 0.6419553882592215, 1.0000565830229098, 1.0565231687444008, 1.3662640318255497, 1.0017654587952458, 0.9196540434264838, 1.5287612970451325, 0.897160151491644, 1.206052006550029, 1.1418451239678824, 0.8331572746138771, 0.9921741552622924, 0.850573537467248, 0.7770698445596129, 1.0189768222814042, 1.2385368684537925, 1.1382246566169043, 0.9385261281978828, 0.9260084397374774]| 10.1611649830907886|      2.00000000|[25, 8, 1, 3]                                                              |  | used linear model with 33 points | iterate success | actual_k=4
       2|[0.671423275897991, 0.9130290339728641, 1.0857851048505782, 1.1934833695079972, 0.8290283220977893, 0.987242497922178, 0.6419553882592215, 1.0000565830229098, 1.0565231687444008, 1.3662640318255497, 1.0017654587952458, 0.9196540434264838, 1.5287612970451325, 0.897160151491644, 1.206052006550029, 1.1418451239678824, 0.8331572746138771, 0.9921741552622924, 0.850573537467248, 0.7770698445596129, 1.0189768222814042, 1.2385368684537925, 1.1382246566169043, 0.9385261281978828, 0.9260084397374774]| 10.1611649830907886|      1.00000000|[50, 16, 2, 6]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       3|[0.671423275897991, 0.9130290339728641, 1.0857851048505782, 1.1934833695079972, 0.8290283220977893, 0.987242497922178, 0.6419553882592215, 1.0000565830229098, 1.0565231687444008, 1.3662640318255497, 1.0017654587952458, 0.9196540434264838, 1.5287612970451325, 0.897160151491644, 1.206052006550029, 1.1418451239678824, 0.8331572746138771, 0.9921741552622924, 0.850573537467248, 0.7770698445596129, 1.0189768222814042, 1.2385368684537925, 1.1382246566169043, 0.9385261281978828, 0.9260084397374774]| 10.1611649830907886|      0.50000000|[75, 24, 3, 9]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       4|[0.7196684934172753, 0.8045778931563332, 0.9953584780353303, 1.1223487063604485, 0.8287866706621455, 1.003189515335961, 0.6744280265595657, 0.8969126789927976, 0.9399970369641806, 1.383636999534551, 0.9771525383459203, 0.8859931850704866, 1.864374857181918, 0.8378147182144069, 1.153169631386807, 1.039891358780267, 0.7813197733363714, 1.1251555193634706, 0.842192045412099, 0.8628052599360688, 1.1315724376667327, 1.244004402708053, 1.1501723507103558, 1.057412838122647, 0.8212171234206627]|  5.6608602096138787|      1.00000000|[100, 32, 4, 12]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
       5|[0.7196684934172753, 0.8045778931563332, 0.9953584780353303, 1.1223487063604485, 0.8287866706621455, 1.003189515335961, 0.6744280265595657, 0.8969126789927976, 0.9399970369641806, 1.383636999534551, 0.9771525383459203, 0.8859931850704866, 1.864374857181918, 0.8378147182144069, 1.153169631386807, 1.039891358780267, 0.7813197733363714, 1.1251555193634706, 0.842192045412099, 0.8628052599360688, 1.1315724376667327, 1.244004402708053, 1.1501723507103558, 1.057412838122647, 0.8212171234206627]|  5.6608602096138787|      0.50000000|[125, 40, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       6|[0.6991248902714785, 0.9018582786997619, 1.0757698633340433, 1.152985027050594, 0.9245974902436498, 0.965242143177932, 0.695006514249511, 0.9022929989792263, 0.9360384020453759, 1.4165675946935912, 0.9690734399906658, 0.7133645609647804, 1.917666270111586, 0.9246726698069125, 1.0265273198427551, 0.9430151628227563, 0.6990703779260333, 1.2199642037602318, 0.7951630464835305, 1.0310523050735196, 1.0853723339018941, 1.1324553676301579, 0.8689951817726529, 0.9529304633406048, 0.7576800013813499]|  4.9166165087276061|      1.00000000|[150, 48, 6, 18]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
       7|[0.6991248902714785, 0.9018582786997619, 1.0757698633340433, 1.152985027050594, 0.9245974902436498, 0.965242143177932, 0.695006514249511, 0.9022929989792263, 0.9360384020453759, 1.4165675946935912, 0.9690734399906658, 0.7133645609647804, 1.917666270111586, 0.9246726698069125, 1.0265273198427551, 0.9430151628227563, 0.6990703779260333, 1.2199642037602318, 0.7951630464835305, 1.0310523050735196, 1.0853723339018941, 1.1324553676301579, 0.8689951817726529, 0.9529304633406048, 0.7576800013813499]|  4.9166165087276061|      0.50000000|[175, 56, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       8|[0.6896384666998997, 0.9456457741056556, 1.009253208752154, 0.9338695481333945, 0.8239084477144681, 0.8679676017539137, 0.8810498671659014, 0.9771023875683298, 1.0287345742831446, 1.306598885261087, 0.952406765773501, 0.6698707903257201, 1.8497155684085944, 0.9371430528499357, 0.9611697897825627, 0.7958883761598986, 0.6477567069076041, 1.0591404771651296, 0.7292113044818423, 1.0933625540082215, 1.0611802438000837, 1.0415454118147294, 0.6996793069511948, 0.8938610424297485, 0.6908592062056864]|  4.2524719262813848|      1.00000000|[200, 64, 8, 24]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
       9|[0.6896384666998997, 0.9456457741056556, 1.009253208752154, 0.9338695481333945, 0.8239084477144681, 0.8679676017539137, 0.8810498671659014, 0.9771023875683298, 1.0287345742831446, 1.306598885261087, 0.952406765773501, 0.6698707903257201, 1.8497155684085944, 0.9371430528499357, 0.9611697897825627, 0.7958883761598986, 0.6477567069076041, 1.0591404771651296, 0.7292113044818423, 1.0933625540082215, 1.0611802438000837, 1.0415454118147294, 0.6996793069511948, 0.8938610424297485, 0.6908592062056864]|  4.2524719262813848|      0.50000000|[225, 72, 9, 27]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
      10|[0.7740599282784058, 0.937781026646724, 1.0031529287758172, 0.9630508280338783, 0.7201760905574561, 0.8461048476841222, 0.8981073635693351, 0.9256776081288208, 0.9285474373087244, 1.1059347321865935, 1.1087255463755843, 0.6327888513229958, 1.941559917749043, 0.9249938858863355, 1.133376120835209, 0.8944266668049093, 0.6391364690549722, 0.901762798104784, 0.7773676859897862, 1.0433833915689923, 0.9114278613684788, 1.1030261871660016, 0.8974564775555867, 0.9303149528041388, 0.604968570840119]|  3.5357990346695529|      1.00000000|[250, 80, 10, 30]                                                          |  | used linear model with 33 points | iterate success | actual_k=4
      11|[0.7740599282784058, 0.937781026646724, 1.0031529287758172, 0.9630508280338783, 0.7201760905574561, 0.8461048476841222, 0.8981073635693351, 0.9256776081288208, 0.9285474373087244, 1.1059347321865935, 1.1087255463755843, 0.6327888513229958, 1.941559917749043, 0.9249938858863355, 1.133376120835209, 0.8944266668049093, 0.6391364690549722, 0.901762798104784, 0.7773676859897862, 1.0433833915689923, 0.9114278613684788, 1.1030261871660016, 0.8974564775555867, 0.9303149528041388, 0.604968570840119]|  3.5357990346695529|      0.50000000|[275, 88, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
