k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.445543794670906, -0.9867084732527885, -0.5081465923344071, -0.1429286964466108, 0.0686313933814294, -0.2045876105941637, -0.5514614303436867]|53765.1352475004023290|      2.00000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       2|[9.646496268520313, -0.794563956178074, 0.1384453958434723, 0.5575059752107235, 0.911438924207531, 0.5354424003400038, 0.773695054104838]|50805.6171875000000000|      4.00000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[9.646496268520313, -0.794563956178074, 0.1384453958434723, 0.5575059752107235, 0.911438924207531, 0.5354424003400038, 0.773695054104838]|50805.6171875000000000|      2.00000000|[23, 7, 1, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[9.646496268520313, -0.794563956178074, 0.1384453958434723, 0.5575059752107235, 0.911438924207531, 0.5354424003400038, 0.773695054104838]|50805.6171875000000000|      1.00000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[9.646496268520313, -0.794563956178074, 0.1384453958434723, 0.5575059752107235, 0.911438924207531, 0.5354424003400038, 0.773695054104838]|50805.6171875000000000|      0.50000000|[41, 13, 1, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[9.2820634292341, -0.7376618949011224, 0.1349845212910947, 0.862111629574829, 0.9880625800033851, 0.5676579547125216, 0.654341578336761]|47100.3429427087030490|      1.00000000|[47, 15, 2, 17]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       7|[8.884999690450634, -0.6371035894461, 0.152374744994331, 0.8241922214116204, 1.8405534891521358, 0.5991889762066648, 0.3337902444545163]|40452.8742832931529847|      2.00000000|[54, 17, 3, 20]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       8|[9.577878834377472, 0.4535855129387348, -0.1600848261663385, 1.9993437523133732, 0.9351244861623264, 0.7746152891914401, 0.3002105047744776]|21350.9910564976999012|      4.00000000|[61, 19, 4, 23]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       9|[9.260530550024098, 1.614888181350604, 2.564665609394753, 4.085944508841759, 2.2916294370676975, 1.73407700613228, 0.191462827022695]|12867.9773649604394450|      8.00000000|[68, 21, 5, 26]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      10|[9.260530550024098, 1.614888181350604, 2.564665609394753, 4.085944508841759, 2.2916294370676975, 1.73407700613228, 0.191462827022695]|12867.9773649604394450|      4.00000000|[78, 24, 5, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
