k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[43, 6, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=2
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[86, 12, 2, 8]                                                             |  | used linear model with 49 points | iterate failure | actual_k=2
       3|[100.01642856682041, 0.1042686313547428, 0.2821051749777794, 0.9320641429460937, 100.06192557493172, 0.0421857876281938, 0.2128969749721578, 0.8114230062483071, 100.00384719221698, 0.0292053104614309, 0.2465152897386277, 0.7671651806392319, 99.98335243172235, 0.21464010666467, 0.3740614839391063, 0.655519149830062, 99.99858675623985, 0.2139676961418236, 0.4735969643222926, 0.2767175732361391, 99.98510327582562, 0.5972364450898443, 0.6078304582935814, 0.0041096513517276, 299.99694379971737, 299.98653080768884, 300.0283548862607, 299.9858171880743, 299.9659676016395]|496.4920314790456928|      0.50000000|[129, 18, 3, 12]                                                           |  | used linear model with 49 points | iterate success | actual_k=2
       4|[100.01642856682041, 0.1042686313547428, 0.2821051749777794, 0.9320641429460937, 100.06192557493172, 0.0421857876281938, 0.2128969749721578, 0.8114230062483071, 100.00384719221698, 0.0292053104614309, 0.2465152897386277, 0.7671651806392319, 99.98335243172235, 0.21464010666467, 0.3740614839391063, 0.655519149830062, 99.99858675623985, 0.2139676961418236, 0.4735969643222926, 0.2767175732361391, 99.98510327582562, 0.5972364450898443, 0.6078304582935814, 0.0041096513517276, 299.99694379971737, 299.98653080768884, 300.0283548862607, 299.9858171880743, 299.9659676016395]|496.4920314790456928|      0.25000000|[172, 24, 4, 16]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       5|[100.01642856682041, 0.1042686313547428, 0.2821051749777794, 0.9320641429460937, 100.06192557493172, 0.0421857876281938, 0.2128969749721578, 0.8114230062483071, 100.00384719221698, 0.0292053104614309, 0.2465152897386277, 0.7671651806392319, 99.98335243172235, 0.21464010666467, 0.3740614839391063, 0.655519149830062, 99.99858675623985, 0.2139676961418236, 0.4735969643222926, 0.2767175732361391, 99.98510327582562, 0.5972364450898443, 0.6078304582935814, 0.0041096513517276, 299.99694379971737, 299.98653080768884, 300.0283548862607, 299.9858171880743, 299.9659676016395]|496.4920314790456928|      0.12500000|[215, 30, 5, 20]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       6|[100.02360017308702, 0.118658121225064, 0.2872581081510736, 0.9651595161816087, 100.07457864125352, 0.0621545936955417, 0.2282277726631145, 0.798466501122314, 100.02937256064352, 0.0485164961955545, 0.2619596119435125, 0.7489810372492662, 99.97163795778789, 0.1248958394641156, 0.3563553086689564, 0.6484723642749326, 99.98655537548935, 0.2198603635648608, 0.5104139230681746, 0.3080457006227019, 99.99227493587479, 0.5949142313727589, 0.6082191886289193, 0.0096385596913231, 299.99848817351096, 299.98677040874315, 300.0467620775709, 299.99942252075465, 299.96385181874797]|253.7086123943104496|      0.25000000|[258, 36, 6, 24]                                                           |  | used linear model with 49 points | iterate success | actual_k=2
       7|[100.02360017308702, 0.118658121225064, 0.2872581081510736, 0.9651595161816087, 100.07457864125352, 0.0621545936955417, 0.2282277726631145, 0.798466501122314, 100.02937256064352, 0.0485164961955545, 0.2619596119435125, 0.7489810372492662, 99.97163795778789, 0.1248958394641156, 0.3563553086689564, 0.6484723642749326, 99.98655537548935, 0.2198603635648608, 0.5104139230681746, 0.3080457006227019, 99.99227493587479, 0.5949142313727589, 0.6082191886289193, 0.0096385596913231, 299.99848817351096, 299.98677040874315, 300.0467620775709, 299.99942252075465, 299.96385181874797]|253.7086123943104496|      0.12500000|[301, 42, 7, 28]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       8|[100.03286502449374, 0.1768262541164985, 0.303242455296948, 0.9688802955780766, 100.0621584969318, 0.1073974197986972, 0.2269934737929295, 0.808985020902762, 100.01110914543398, 0.1148359019498262, 0.278872460963804, 0.7472638691582838, 99.96440355378243, 0.0921604803665536, 0.3237565002035472, 0.6496536380135758, 99.97560025703628, 0.195074407682442, 0.4900797370616565, 0.3083416560424722, 100.00244691450831, 0.6019300395524119, 0.6269452990278349, 0.0205871774072624, 300.0082135068357, 299.98531657754904, 300.0677462260082, 300.0067340091953, 299.9654269263362]|169.2664349847910330|      0.25000000|[344, 48, 8, 32]                                                           |  | used linear model with 49 points | iterate success | actual_k=2
       9|[100.03286502449374, 0.1768262541164985, 0.303242455296948, 0.9688802955780766, 100.0621584969318, 0.1073974197986972, 0.2269934737929295, 0.808985020902762, 100.01110914543398, 0.1148359019498262, 0.278872460963804, 0.7472638691582838, 99.96440355378243, 0.0921604803665536, 0.3237565002035472, 0.6496536380135758, 99.97560025703628, 0.195074407682442, 0.4900797370616565, 0.3083416560424722, 100.00244691450831, 0.6019300395524119, 0.6269452990278349, 0.0205871774072624, 300.0082135068357, 299.98531657754904, 300.0677462260082, 300.0067340091953, 299.9654269263362]|169.2664349847910330|      0.12500000|[387, 54, 9, 36]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
      10|[100.03286502449374, 0.1768262541164985, 0.303242455296948, 0.9688802955780766, 100.0621584969318, 0.1073974197986972, 0.2269934737929295, 0.808985020902762, 100.01110914543398, 0.1148359019498262, 0.278872460963804, 0.7472638691582838, 99.96440355378243, 0.0921604803665536, 0.3237565002035472, 0.6496536380135758, 99.97560025703628, 0.195074407682442, 0.4900797370616565, 0.3083416560424722, 100.00244691450831, 0.6019300395524119, 0.6269452990278349, 0.0205871774072624, 300.0082135068357, 299.98531657754904, 300.0677462260082, 300.0067340091953, 299.9654269263362]|169.2664349847910330|      0.06250000|[430, 60, 10, 40]                                                          |  | used linear model with 49 points | iterate failure | actual_k=2
      11|[100.02891551555534, 0.1789050907042631, 0.3014637211907215, 0.9682880592776021, 100.06360413351089, 0.1463955552892379, 0.2448903549892802, 0.8124237142695019, 100.009356363183, 0.0901967299227807, 0.2655537271781022, 0.7385650577774296, 99.96747204506093, 0.1076571008375331, 0.331762938237427, 0.6564737045422132, 99.96908527668593, 0.1756660305862013, 0.4750713187735272, 0.3007859245181977, 99.99829525749735, 0.601509204593121, 0.6247498132797028, 0.0234977214176313, 300.01314314829546, 299.987052134321, 300.06257028880054, 300.0027247306569, 299.96684000262394]|128.7374116880070574|      0.12500000|[473, 66, 11, 44]                                                          |  | used linear model with 49 points | iterate success | actual_k=2
