k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[-3.9809754259730674, -0.0562431519449066, 4.006584056532245, 0.0133642197163108, -2.031364396601054, -0.0306056902084506]|  2.5096131906057679|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       5|[-3.9809754259730674, -0.0562431519449066, 4.006584056532245, 0.0133642197163108, -2.031364396601054, -0.0306056902084506]|  2.5096131906057679|      0.12500000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[-3.9809754259730674, -0.0562431519449066, 4.006584056532245, 0.0133642197163108, -2.031364396601054, -0.0306056902084506]|  2.5096131906057679|      0.06250000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[-3.9809754259730674, -0.0562431519449066, 4.006584056532245, 0.0133642197163108, -2.031364396601054, -0.0306056902084506]|  2.5096131906057679|      0.03125000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[-3.9827180548976036, -0.0809492649645416, 4.006665595922194, 0.0291049657157746, -2.031395289187765, -0.0413460363969459]|  0.4064276576752093|      0.06250000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[-3.9827180548976036, -0.0809492649645416, 4.006665595922194, 0.0291049657157746, -2.031395289187765, -0.0413460363969459]|  0.4064276576752093|      0.03125000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[-3.9827180548976036, -0.0809492649645416, 4.006665595922194, 0.0291049657157746, -2.031395289187765, -0.0413460363969459]|  0.4064276576752093|      0.01562500|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[-3.9827180548976036, -0.0809492649645416, 4.006665595922194, 0.0291049657157746, -2.031395289187765, -0.0413460363969459]|  0.4064276576752093|      0.00781250|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[-3.9827180548976036, -0.0809492649645416, 4.006665595922194, 0.0291049657157746, -2.031395289187765, -0.0413460363969459]|  0.4064276576752093|      0.00390625|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[-3.9831786535685163, -0.0844773787836651, 4.006585111827166, 0.030639958700987, -2.0313766688614647, -0.0418318583143269]|  0.4041651170868359|      0.00781250|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
