k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[91, 13, 1, 8]                                                             |  | used linear model with 104 points | iterate failure | actual_k=2
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[183, 25, 2, 16]                                                           |  | used linear model with 104 points | iterate failure | actual_k=2
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[273, 39, 3, 24]                                                           |  | used linear model with 104 points | iterate failure | actual_k=2
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[364, 52, 4, 32]                                                           |  | used linear model with 104 points | iterate failure | actual_k=2
       5|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.03125000|[455, 65, 5, 40]                                                           |  | used linear model with 104 points | iterate failure | actual_k=2
       6|[1.0252831604776167, 0.0205277355168506, 1.8870819930227993, 0.0134438646176667, 0.0206951638540898, 2.0036268284999004, 0.4270317833042353, 0.023305433354755, 2.1188596593900217, 0.7971903622330566, 0.0176192698579811, 2.1650173791583986, 0.2193855684300768, 0.019863227697572, 2.2141686677130394, 2.6915201940717317, 0.0169817640646255, 2.281386078958943, 0.81090406048027, 0.0170350887969453, 2.3848867662459865, 2.2683835536185493, 0.0194301782201209, 2.4899192560564756, 14.351698264362026, 0.0329360723209109, 2.5528758187442095, 12.161766229785053, 0.0314786090136724, 2.7091537644548516, 0.2744761760158972, 0.0206876372777545, 2.940898542178236, 0.2437219610965968, 0.0205493505277406, 2.964223693872091, 1.1603967818234493, 0.0206559710051991, 3.124888243679281, 0.1741530693021093, 0.0164511792055745, 3.2245591114589676, 0.1138871102083205, 0.0218043928291893, 3.2532191115305005, 3.744836310624863, 0.0199851249943637, 3.3810135121386584, 0.8332899682224081, 0.0182634059528415, 3.6657420486789203, 0.1600235586456257, 0.0185243117001001, 3.7221561864417163, 0.3905780728689374, 0.0226080629719468, 3.8346799436084766, 0.920561719715626, 0.0241123209619925, 3.9587998359308645, 0.2634211249822651, 0.0207320503403448, 4.05745479342099, 2.0708965307595104, 0.0254306679662213, 4.174484667061341, 1.9444824327011008, 0.024263178858977, 4.434420709848585, 1.4813517101525366, 0.0215681223397551, 4.560829120400636, 0.4873655113028534, 0.0204557388468384, 4.6013943185591275, 0.4908844331151573, 0.0244822767868837, 4.706301235098923, 0.3300036216396171, 0.0230046019538306, 4.798151125251496, 0.8362861096287848, 0.0212860806169068, 4.967666677476137, 0.4588974452654391, 0.0169725848909798, 5.393821995926261, 0.4980537955256137, 0.0205457328163757, 5.422116344884118, 0.9865556249404909, 0.0185429539730825, 2.585027987333371, -0.0166463764496017, 0.0221050853322916, 3.8632049524457366, 0.2644437535276788, 0.0207472487775125, 5.199474651804395]|2925427.0417671492323279|      0.06250000|[546, 78, 6, 48]                                                           |  | used linear model with 104 points | iterate success | actual_k=2
       7|[1.0252831604776167, 0.0205277355168506, 1.8870819930227993, 0.0134438646176667, 0.0206951638540898, 2.0036268284999004, 0.4270317833042353, 0.023305433354755, 2.1188596593900217, 0.7971903622330566, 0.0176192698579811, 2.1650173791583986, 0.2193855684300768, 0.019863227697572, 2.2141686677130394, 2.6915201940717317, 0.0169817640646255, 2.281386078958943, 0.81090406048027, 0.0170350887969453, 2.3848867662459865, 2.2683835536185493, 0.0194301782201209, 2.4899192560564756, 14.351698264362026, 0.0329360723209109, 2.5528758187442095, 12.161766229785053, 0.0314786090136724, 2.7091537644548516, 0.2744761760158972, 0.0206876372777545, 2.940898542178236, 0.2437219610965968, 0.0205493505277406, 2.964223693872091, 1.1603967818234493, 0.0206559710051991, 3.124888243679281, 0.1741530693021093, 0.0164511792055745, 3.2245591114589676, 0.1138871102083205, 0.0218043928291893, 3.2532191115305005, 3.744836310624863, 0.0199851249943637, 3.3810135121386584, 0.8332899682224081, 0.0182634059528415, 3.6657420486789203, 0.1600235586456257, 0.0185243117001001, 3.7221561864417163, 0.3905780728689374, 0.0226080629719468, 3.8346799436084766, 0.920561719715626, 0.0241123209619925, 3.9587998359308645, 0.2634211249822651, 0.0207320503403448, 4.05745479342099, 2.0708965307595104, 0.0254306679662213, 4.174484667061341, 1.9444824327011008, 0.024263178858977, 4.434420709848585, 1.4813517101525366, 0.0215681223397551, 4.560829120400636, 0.4873655113028534, 0.0204557388468384, 4.6013943185591275, 0.4908844331151573, 0.0244822767868837, 4.706301235098923, 0.3300036216396171, 0.0230046019538306, 4.798151125251496, 0.8362861096287848, 0.0212860806169068, 4.967666677476137, 0.4588974452654391, 0.0169725848909798, 5.393821995926261, 0.4980537955256137, 0.0205457328163757, 5.422116344884118, 0.9865556249404909, 0.0185429539730825, 2.585027987333371, -0.0166463764496017, 0.0221050853322916, 3.8632049524457366, 0.2644437535276788, 0.0207472487775125, 5.199474651804395]|2925427.0417671492323279|      0.03125000|[637, 91, 7, 56]                                                           |  | used linear model with 104 points | iterate failure | actual_k=2
       8|[1.0250431790810743, 0.0209985174007635, 1.8835349976698348, 0.0126340324958908, 0.0212950420700783, 2.002164452331306, 0.4242071703127699, 0.0216074352438025, 2.115860612081596, 0.7989295093992423, 0.0204882419529302, 2.169148247102655, 0.2220810835275471, 0.0180422143641793, 2.211149494575684, 2.6876341714679888, 0.0210203855403076, 2.282775820124457, 0.8101472681209418, 0.0141164781381355, 2.3847928445529134, 2.2693877712539248, 0.0159050233992109, 2.483093533713706, 14.35118041388971, 0.0490087990727497, 2.5538226366886327, 12.16013577550156, 0.0435779136210412, 2.7104824299318926, 0.2758214608757104, 0.0209915561179865, 2.942012100807401, 0.2407117058580676, 0.0192664715910574, 2.9659654722750957, 1.161861603265843, 0.0231960728521456, 3.1244009044068224, 0.1725631308490538, 0.0208062756522856, 3.2237094932255257, 0.1129452899891747, 0.0236882441014321, 3.2536785868251763, 3.743585172695945, 0.0213527391100259, 3.3805182139013508, 0.8330522537021654, 0.0164218674560342, 3.667316707260811, 0.1591191433020357, 0.0211442761041206, 3.7239812599816022, 0.3902057842724138, 0.0186307715471272, 3.8322668897812804, 0.9156848512612509, 0.0299917499881327, 3.9599088060862417, 0.2645961728392847, 0.0199399087599225, 4.056093995553705, 2.0683452335010273, 0.0254628804726149, 4.176950740680191, 1.944050153067519, 0.0262021962291131, 4.434226827146166, 1.481587902439277, 0.0200832700760163, 4.559134777801824, 0.487169250037307, 0.0216976892729713, 4.603373909697797, 0.4954965986971064, 0.0260328704837427, 4.707715374973659, 0.328910901509075, 0.0231729866007735, 4.805610661768837, 0.8324341197979445, 0.0182534620720998, 4.968243976365482, 0.462300087620705, 0.0187724014770936, 5.397248640134096, 0.497360450740324, 0.0176828071517799, 5.420774528111706, 0.9822805088737673, 0.0176272391002774, 2.582791371097758, -0.0190191232075868, 0.0225058936815018, 3.862877154075863, 0.261806278840613, 0.0205012050484173, 5.195830536651468]|2382453.4139542416669428|      0.06250000|[728, 104, 8, 64]                                                          |  | used linear model with 104 points | iterate success | actual_k=2
       9|[1.0204821425375106, 0.0207434091355059, 1.8871013463901478, 0.0187137883131498, 0.0299454737455488, 2.0134036150586967, 0.4269207374846178, 0.014591687958907, 2.121792348174235, 0.800011865332267, 0.0235088138708089, 2.1720187104592816, 0.2234402006830986, 0.0156622667878354, 2.200249288948295, 2.6885094312583306, 0.0299430521476906, 2.2901675138984876, 0.8097446402748448, 0.0254649359488762, 2.3919735771645882, 2.2697087368334268, 0.0176796852229058, 2.473213146384008, 14.350023952539724, 0.0659381397785135, 2.5568951888084914, 12.153143995049854, 0.0638770907779234, 2.716363218159915, 0.2659784123481707, 0.0344480649326164, 2.951074088472693, 0.2429015852845192, 0.0139850056006027, 2.973711456715825, 1.1643100377219167, 0.0238054419017927, 3.1224874316839655, 0.1789800005837717, 0.0190195637236438, 3.2183151966041557, 0.1140896981968792, 0.016377577092785, 3.2591814220170976, 3.749226171862084, 0.0314547853923134, 3.3858125970427375, 0.8412643555407826, 0.0173943086280964, 3.670561141732815, 0.1566987182708058, 0.0184446274847627, 3.7212517696714533, 0.3837136310469562, 0.0247568476393639, 3.823580388320873, 0.9215895777167439, 0.0346070423547489, 3.9504354173477374, 0.2638285455069039, 0.0252109982123373, 4.058941984360316, 2.0725276732301974, 0.0228436131665424, 4.174231491728483, 1.9503339949540006, 0.0365729394092102, 4.437432339181256, 1.4873688755755097, 0.0147578064933263, 4.550378598102779, 0.4829739919393435, 0.0297965859735832, 4.604577394915412, 0.4925127763815452, 0.0181604961131294, 4.704929229043154, 0.326725228615218, 0.0311806330507841, 4.809534054012489, 0.8309926245261501, 0.0149245035511953, 4.972731531841521, 0.4644580822870091, 0.0242702923252922, 5.39861639876729, 0.4969337095790747, 0.028504333563532, 5.41626138047343, 0.985173261110387, 0.0176768075458035, 2.5785018576517547, -0.0165016615308856, 0.012837935367226, 3.8591430945955154, 0.2612855531859305, 0.0138284542037943, 5.196336254775191]|2006121.5909231493715197|      0.12500000|[819, 117, 9, 72]                                                          |  | used linear model with 104 points | iterate success | actual_k=2
      10|[1.0204821425375106, 0.0207434091355059, 1.8871013463901478, 0.0187137883131498, 0.0299454737455488, 2.0134036150586967, 0.4269207374846178, 0.014591687958907, 2.121792348174235, 0.800011865332267, 0.0235088138708089, 2.1720187104592816, 0.2234402006830986, 0.0156622667878354, 2.200249288948295, 2.6885094312583306, 0.0299430521476906, 2.2901675138984876, 0.8097446402748448, 0.0254649359488762, 2.3919735771645882, 2.2697087368334268, 0.0176796852229058, 2.473213146384008, 14.350023952539724, 0.0659381397785135, 2.5568951888084914, 12.153143995049854, 0.0638770907779234, 2.716363218159915, 0.2659784123481707, 0.0344480649326164, 2.951074088472693, 0.2429015852845192, 0.0139850056006027, 2.973711456715825, 1.1643100377219167, 0.0238054419017927, 3.1224874316839655, 0.1789800005837717, 0.0190195637236438, 3.2183151966041557, 0.1140896981968792, 0.016377577092785, 3.2591814220170976, 3.749226171862084, 0.0314547853923134, 3.3858125970427375, 0.8412643555407826, 0.0173943086280964, 3.670561141732815, 0.1566987182708058, 0.0184446274847627, 3.7212517696714533, 0.3837136310469562, 0.0247568476393639, 3.823580388320873, 0.9215895777167439, 0.0346070423547489, 3.9504354173477374, 0.2638285455069039, 0.0252109982123373, 4.058941984360316, 2.0725276732301974, 0.0228436131665424, 4.174231491728483, 1.9503339949540006, 0.0365729394092102, 4.437432339181256, 1.4873688755755097, 0.0147578064933263, 4.550378598102779, 0.4829739919393435, 0.0297965859735832, 4.604577394915412, 0.4925127763815452, 0.0181604961131294, 4.704929229043154, 0.326725228615218, 0.0311806330507841, 4.809534054012489, 0.8309926245261501, 0.0149245035511953, 4.972731531841521, 0.4644580822870091, 0.0242702923252922, 5.39861639876729, 0.4969337095790747, 0.028504333563532, 5.41626138047343, 0.985173261110387, 0.0176768075458035, 2.5785018576517547, -0.0165016615308856, 0.012837935367226, 3.8591430945955154, 0.2612855531859305, 0.0138284542037943, 5.196336254775191]|2006121.5909231493715197|      0.06250000|[909, 131, 10, 80]                                                         |  | used linear model with 104 points | iterate failure | actual_k=2
      11|[1.0204821425375106, 0.0207434091355059, 1.8871013463901478, 0.0187137883131498, 0.0299454737455488, 2.0134036150586967, 0.4269207374846178, 0.014591687958907, 2.121792348174235, 0.800011865332267, 0.0235088138708089, 2.1720187104592816, 0.2234402006830986, 0.0156622667878354, 2.200249288948295, 2.6885094312583306, 0.0299430521476906, 2.2901675138984876, 0.8097446402748448, 0.0254649359488762, 2.3919735771645882, 2.2697087368334268, 0.0176796852229058, 2.473213146384008, 14.350023952539724, 0.0659381397785135, 2.5568951888084914, 12.153143995049854, 0.0638770907779234, 2.716363218159915, 0.2659784123481707, 0.0344480649326164, 2.951074088472693, 0.2429015852845192, 0.0139850056006027, 2.973711456715825, 1.1643100377219167, 0.0238054419017927, 3.1224874316839655, 0.1789800005837717, 0.0190195637236438, 3.2183151966041557, 0.1140896981968792, 0.016377577092785, 3.2591814220170976, 3.749226171862084, 0.0314547853923134, 3.3858125970427375, 0.8412643555407826, 0.0173943086280964, 3.670561141732815, 0.1566987182708058, 0.0184446274847627, 3.7212517696714533, 0.3837136310469562, 0.0247568476393639, 3.823580388320873, 0.9215895777167439, 0.0346070423547489, 3.9504354173477374, 0.2638285455069039, 0.0252109982123373, 4.058941984360316, 2.0725276732301974, 0.0228436131665424, 4.174231491728483, 1.9503339949540006, 0.0365729394092102, 4.437432339181256, 1.4873688755755097, 0.0147578064933263, 4.550378598102779, 0.4829739919393435, 0.0297965859735832, 4.604577394915412, 0.4925127763815452, 0.0181604961131294, 4.704929229043154, 0.326725228615218, 0.0311806330507841, 4.809534054012489, 0.8309926245261501, 0.0149245035511953, 4.972731531841521, 0.4644580822870091, 0.0242702923252922, 5.39861639876729, 0.4969337095790747, 0.028504333563532, 5.41626138047343, 0.985173261110387, 0.0176768075458035, 2.5785018576517547, -0.0165016615308856, 0.012837935367226, 3.8591430945955154, 0.2612855531859305, 0.0138284542037943, 5.196336254775191]|2006121.5909231493715197|      0.03125000|[1000, 144, 11, 88]                                                        |  | used linear model with 104 points | iterate failure | actual_k=2
