k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.102605322325462, 0.0323603583970688, -0.1761976759132727, 0.1005770392871686, 0.2492856820337453, -0.0329104427834704, -0.3107485328886073, -0.0644213622492691, -0.0259493946724588, 0.0591441351396237, 0.133674233193507, -0.1526901478929196, 0.1873722361625942, 0.1515499035317222, 0.0387814927126237, 0.0012651215680022, -0.1090738672183528, -0.1117124930709902, -0.1737939948781163, 0.2219137258102738, 0.1884214243918772, -0.074054943794864, 0.1746239099588219, 0.0314654667572032, -0.0234490213916118, 0.1056553987060548, -0.0433378899045886, 0.231538994403917, -0.2604573205269574, -0.0487897929105589, 0.0387950412370177, -0.1422752637575838, 0.231603670846111, 0.0775324657573121, -0.0502489454234069, 0.0256937034049024, 0.0848739928481574, -0.079060225222727, -0.1968865992675581, -0.008696318410121, -0.1368056859760895, 0.1139565602163365, 0.0745150472041528, 0.3585895023412762, 0.0322701729950308, 0.0270995606645462, -0.1124856232230328, 0.1385818391397615, -0.1442539628383589, 0.0866472869917315]|4728.0419921875000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[-0.0496529745555753, 0.0208356295380136, -0.4215863177606567, 0.5770755242656566, 0.8975629008334415, -0.0988190731043229, -0.0271208472204482, -0.0529956324806932, -0.4344341368346243, -0.0921056846241888, 0.6873896837756777, -0.2141274522661994, 0.4426596189564492, 0.2823796974008193, 0.3748571602280713, -0.0180391957828063, -0.4376237489913036, -0.1696394960614752, 0.0323712039905733, 0.6861077202395635, 0.7760386809651254, 0.2327670190542636, 0.4109239955833048, 0.0716883319417649, -0.2589466207448056, -0.0204816296746191, 0.084378083262459, 0.620465099812865, -0.2600035940327728, -0.2061435723116242, -0.2217453603817603, 0.1137408811690246, 0.431359717628609, 0.1152071768407084, -0.3904038853636932, 0.1900891188289164, 0.0960044358804393, -0.1367061607735482, -0.524269153089114, -0.0277037898637417, 0.1208470339300073, 0.0825979059663971, 0.6199983521785117, 0.4983253525061337, -0.1086823702042714, -0.4749039081897458, -0.3926814390344902, 0.2868927879951098, 0.1324428301160141, 0.397752888325443]|4243.4316406250000000|      4.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[0.1057330654016443, 0.5476236166625911, -0.4188546550558978, 0.6447615223311051, 1.0756344064492827, 0.9395614643468139, 0.247913450584962, -0.2862446893803374, 0.1635451956063742, -0.3711690230049358, 1.1993242752438578, 0.0612232537675707, 0.5959443455772842, 1.1986830794157703, 1.004991461236337, 0.1609806768598562, -1.007384295736411, -0.6178185429461316, -1.2112281894620802, 0.5665509128181331, 1.4531067909125817, -0.1027029539731314, 0.5035830761529184, -0.548524864806456, -0.1193386767888823, 0.4014717488974868, 1.2134910711247748, 1.2911588434302321, 0.0517906274618848, 0.1246881078338614, 0.3057306941200947, 0.0251350495398408, 0.788999693026524, 1.0363264106012293, -0.9509672196317734, 0.6560683464354586, 0.5531820409227546, 0.6727979042242593, -0.3718111344232872, -0.0051209620806845, 0.9163457329037062, 0.7296832718792826, -0.0028688318245511, 1.0078654435738175, 0.1021403064390851, -1.0136421168255163, -1.5796745904102951, 0.819785362769894, -0.388717580415327, 1.1247315808074738]|3504.8979492187500000|      8.00000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[0.1057330654016443, 0.5476236166625911, -0.4188546550558978, 0.6447615223311051, 1.0756344064492827, 0.9395614643468139, 0.247913450584962, -0.2862446893803374, 0.1635451956063742, -0.3711690230049358, 1.1993242752438578, 0.0612232537675707, 0.5959443455772842, 1.1986830794157703, 1.004991461236337, 0.1609806768598562, -1.007384295736411, -0.6178185429461316, -1.2112281894620802, 0.5665509128181331, 1.4531067909125817, -0.1027029539731314, 0.5035830761529184, -0.548524864806456, -0.1193386767888823, 0.4014717488974868, 1.2134910711247748, 1.2911588434302321, 0.0517906274618848, 0.1246881078338614, 0.3057306941200947, 0.0251350495398408, 0.788999693026524, 1.0363264106012293, -0.9509672196317734, 0.6560683464354586, 0.5531820409227546, 0.6727979042242593, -0.3718111344232872, -0.0051209620806845, 0.9163457329037062, 0.7296832718792826, -0.0028688318245511, 1.0078654435738175, 0.1021403064390851, -1.0136421168255163, -1.5796745904102951, 0.819785362769894, -0.388717580415327, 1.1247315808074738]|3504.8979492187500000|      4.00000000|[156, 11, 0, 11]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.2105769863168886, 2.115147530641842, -0.1364187225748109, 0.1535888786401479, 0.5325924897862957, 1.240572441239609, -0.207353805519049, -0.0688564129433015, -0.0452091098728279, -0.5747315176147084, 0.569924911118453, 0.3237510038735888, 0.5004119067689295, 1.8053598938045698, 1.2644681702299763, -0.4625376466941594, -1.793883211190371, -0.9584218228065186, -1.2481080827330626, -0.5803555496969063, 3.077686647679764, -0.0600569495276678, -0.4528088913807448, -0.5330634134131466, -0.5007558414730511, 0.0275216255687888, 1.0567776860757883, 1.3105529593592826, -0.1246941385999417, -1.0704876238196526, -0.166089916569788, 0.2745725772917457, 1.6427372392463395, 0.8374842458011942, -1.4589845549427447, 1.0021488197886548, -0.0603354934452275, 1.2721816993565462, -0.6096009811585826, 0.3844988028131102, 0.5843153498194122, 0.6104321589122164, -0.1489031993852243, 1.3506504746819887, -0.0461326694974987, -0.4009800735431167, -1.3084419832297574, 0.8455216931038505, -0.6482884536165816, 0.3872606410946872]|3323.2111816406250000|      8.00000000|[184, 13, 0, 13]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-0.2105769863168886, 2.115147530641842, -0.1364187225748109, 0.1535888786401479, 0.5325924897862957, 1.240572441239609, -0.207353805519049, -0.0688564129433015, -0.0452091098728279, -0.5747315176147084, 0.569924911118453, 0.3237510038735888, 0.5004119067689295, 1.8053598938045698, 1.2644681702299763, -0.4625376466941594, -1.793883211190371, -0.9584218228065186, -1.2481080827330626, -0.5803555496969063, 3.077686647679764, -0.0600569495276678, -0.4528088913807448, -0.5330634134131466, -0.5007558414730511, 0.0275216255687888, 1.0567776860757883, 1.3105529593592826, -0.1246941385999417, -1.0704876238196526, -0.166089916569788, 0.2745725772917457, 1.6427372392463395, 0.8374842458011942, -1.4589845549427447, 1.0021488197886548, -0.0603354934452275, 1.2721816993565462, -0.6096009811585826, 0.3844988028131102, 0.5843153498194122, 0.6104321589122164, -0.1489031993852243, 1.3506504746819887, -0.0461326694974987, -0.4009800735431167, -1.3084419832297574, 0.8455216931038505, -0.6482884536165816, 0.3872606410946872]|3323.2111816406250000|      4.00000000|[253, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.1268831168649744, 1.2955731699196127, 0.5383143610807248, -0.6523147229324116, -0.1190206287241129, 2.170596151165443, 0.8252734928357741, 0.6581709099996673, -0.4012577035540956, -0.4519738653309701, 1.069278830144313, 0.6178548552528127, 0.3105216744346476, 2.0013618248652776, 1.2326071389040678, -1.4374764206232333, -1.997197128463385, -0.8393371905136928, -1.641208286543999, -0.6050359571166583, 3.211453194460765, 0.3650526400889678, 0.1883146753214616, -1.4598448669298978, -1.1693732443301983, -0.5269694008520296, 1.1258104003326772, 1.7492515744035142, -0.0090420186499381, -0.2158548898330939, -0.3833320578829277, -0.1224407748874469, 3.58999088740908, 0.9327085791715807, -2.1332094125820844, 0.8494688148958883, 0.54648356457951, 1.2047421697161933, -0.5043537319683701, 0.2235331841594197, 0.9706753478519192, 0.524836725726226, 0.2101770463085207, 1.218104918151311, 0.1059479491657511, -0.2424438190887905, -2.0117259710349753, 0.660016159576311, -1.3727461552066802, 0.7811299483096159]|3014.8361816406250000|      8.00000000|[281, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[-0.1268831168649744, 1.2955731699196127, 0.5383143610807248, -0.6523147229324116, -0.1190206287241129, 2.170596151165443, 0.8252734928357741, 0.6581709099996673, -0.4012577035540956, -0.4519738653309701, 1.069278830144313, 0.6178548552528127, 0.3105216744346476, 2.0013618248652776, 1.2326071389040678, -1.4374764206232333, -1.997197128463385, -0.8393371905136928, -1.641208286543999, -0.6050359571166583, 3.211453194460765, 0.3650526400889678, 0.1883146753214616, -1.4598448669298978, -1.1693732443301983, -0.5269694008520296, 1.1258104003326772, 1.7492515744035142, -0.0090420186499381, -0.2158548898330939, -0.3833320578829277, -0.1224407748874469, 3.58999088740908, 0.9327085791715807, -2.1332094125820844, 0.8494688148958883, 0.54648356457951, 1.2047421697161933, -0.5043537319683701, 0.2235331841594197, 0.9706753478519192, 0.524836725726226, 0.2101770463085207, 1.218104918151311, 0.1059479491657511, -0.2424438190887905, -2.0117259710349753, 0.660016159576311, -1.3727461552066802, 0.7811299483096159]|3014.8361816406250000|      4.00000000|[349, 25, 0, 25]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.0993089157995353, 1.1318169852028104, 1.0605060413315481, -1.8046545147574211, 0.0303087945211163, 2.60352876596544, 0.4688181420623384, 1.4133635481209565, -0.7844466803420154, -0.3972117140396209, 0.1537814930791095, 1.8807062621278163, 0.6545043566548423, 2.4276474367056746, 0.3266393454072702, -1.8310452312158156, -1.7246051389835058, -1.8054971255055368, -1.0623044572496103, 0.113339983467622, 2.434223481421407, -0.1836623470957142, 0.782984632056185, -0.7016342958122767, -0.3555035777303722, -0.1477405889539965, 1.9741129035309755, 2.546425937006395, -0.4908209156340838, 0.0470843519303981, -0.1498538593060246, -0.6665401387996934, 4.163646741424217, 1.2934841503460413, -1.5308662476889938, 0.6222255720127867, 0.3480507247408854, 0.7927636525563411, -0.2635310210096095, 0.7644565316155308, 1.4099314826108533, 1.1441669615523842, 0.2329933639535929, 1.6780052751979055, 0.4743069725394493, 0.186828222377919, -2.2980764451439786, 1.1895926850934884, -1.718921401791162, 1.0573911191027148]|2848.0900878906250000|      8.00000000|[377, 27, 0, 27]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[-0.0993089157995353, 1.1318169852028104, 1.0605060413315481, -1.8046545147574211, 0.0303087945211163, 2.60352876596544, 0.4688181420623384, 1.4133635481209565, -0.7844466803420154, -0.3972117140396209, 0.1537814930791095, 1.8807062621278163, 0.6545043566548423, 2.4276474367056746, 0.3266393454072702, -1.8310452312158156, -1.7246051389835058, -1.8054971255055368, -1.0623044572496103, 0.113339983467622, 2.434223481421407, -0.1836623470957142, 0.782984632056185, -0.7016342958122767, -0.3555035777303722, -0.1477405889539965, 1.9741129035309755, 2.546425937006395, -0.4908209156340838, 0.0470843519303981, -0.1498538593060246, -0.6665401387996934, 4.163646741424217, 1.2934841503460413, -1.5308662476889938, 0.6222255720127867, 0.3480507247408854, 0.7927636525563411, -0.2635310210096095, 0.7644565316155308, 1.4099314826108533, 1.1441669615523842, 0.2329933639535929, 1.6780052751979055, 0.4743069725394493, 0.186828222377919, -2.2980764451439786, 1.1895926850934884, -1.718921401791162, 1.0573911191027148]|2848.0900878906250000|      4.00000000|[444, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
