k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[94, 6, 1, 3]                                                              |  | used linear model with 100 points | iterate failure | actual_k=4
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[188, 12, 2, 6]                                                            |  | used linear model with 100 points | iterate failure | actual_k=4
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[282, 18, 3, 9]                                                            |  | used linear model with 100 points | iterate failure | actual_k=4
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[376, 24, 4, 12]                                                           |  | used linear model with 100 points | iterate failure | actual_k=4
       5|[0.6028430620341492, 0.0222524960765145, 1.891315761282096, 0.6617486008386282, 0.0360266337894994, 1.999703296968844, 1.29158745280779, 0.0210738305065622, 2.1169930466045677, -0.0192406199381104, 0.0273372132854028, 2.1626265299309724, 1.2244393442522796, 0.030121453741593, 2.212898339741186, 0.2196016495546906, 0.0237028616939541, 2.282342229829565, 1.325450786239524, 0.0272122877507304, 2.3843764911426466, 4.505594224083411, 0.0501927551911951, 2.4913225810028017, 0.6587235415932438, 0.0186734558056, 2.5630864042823016, 4.388746561975225, 0.0424069200525375, 2.7030711453450342, 0.2308661816105142, 0.0248013752450527, 2.951547828798219, 0.2292227822655434, 0.0125148911821918, 2.9697918134229995, 0.709806811199422, 0.0198895522147854, 3.1271923201310385, 0.2064559932361443, 0.0273865895207229, 3.2280137127757884, -0.0611176103873902, 0.0290078716500948, 3.248932144335157, 1.377064671654876, 0.0265637068390549, 3.3847620701469134, 0.2435007306920293, 0.0159574726003793, 3.660937354674518, 0.061323995069563, 0.0240306550931974, 3.721106588284247, 0.0205417853574026, 0.0204468463399423, 3.8328822347102416, 0.4146969205903347, 0.0163912484489135, 3.95730248389865, 0.2599402835725617, 0.0190309993123651, 4.0497250487233005, 0.8122057736535796, 0.0132438689504219, 4.170400536680192, 0.9637651711429204, 0.0271852369414744, 4.43628017631408, 0.7464508726836339, 0.0247393531929828, 4.5591888545554236, 0.2022172570638705, 0.013518605326286, 4.60277914722583, 0.4975706240947613, 0.0219129488402177, 4.709360703728584, 0.0440008109565542, 0.0167676824870135, 4.7904232576116055, 0.3743963159357444, 0.0204297452118816, 4.9652832139547725, 0.1566643759213962, 0.015386580692161, 5.390364266600152, 0.2910015647719877, 0.0249117962607536, 5.414733008173543, 0.0949889052856926, 0.0155080079879725, 2.5881650304075428, 0.0029838870024568, 0.0178997760054564, 3.867592129045098, 0.1594999813204643, 0.0247329550427132, 5.199721942129775]|316426.8592001867364161|      0.12500000|[470, 30, 5, 15]                                                           |  | used linear model with 100 points | iterate success | actual_k=4
       6|[0.6028430620341492, 0.0222524960765145, 1.891315761282096, 0.6617486008386282, 0.0360266337894994, 1.999703296968844, 1.29158745280779, 0.0210738305065622, 2.1169930466045677, -0.0192406199381104, 0.0273372132854028, 2.1626265299309724, 1.2244393442522796, 0.030121453741593, 2.212898339741186, 0.2196016495546906, 0.0237028616939541, 2.282342229829565, 1.325450786239524, 0.0272122877507304, 2.3843764911426466, 4.505594224083411, 0.0501927551911951, 2.4913225810028017, 0.6587235415932438, 0.0186734558056, 2.5630864042823016, 4.388746561975225, 0.0424069200525375, 2.7030711453450342, 0.2308661816105142, 0.0248013752450527, 2.951547828798219, 0.2292227822655434, 0.0125148911821918, 2.9697918134229995, 0.709806811199422, 0.0198895522147854, 3.1271923201310385, 0.2064559932361443, 0.0273865895207229, 3.2280137127757884, -0.0611176103873902, 0.0290078716500948, 3.248932144335157, 1.377064671654876, 0.0265637068390549, 3.3847620701469134, 0.2435007306920293, 0.0159574726003793, 3.660937354674518, 0.061323995069563, 0.0240306550931974, 3.721106588284247, 0.0205417853574026, 0.0204468463399423, 3.8328822347102416, 0.4146969205903347, 0.0163912484489135, 3.95730248389865, 0.2599402835725617, 0.0190309993123651, 4.0497250487233005, 0.8122057736535796, 0.0132438689504219, 4.170400536680192, 0.9637651711429204, 0.0271852369414744, 4.43628017631408, 0.7464508726836339, 0.0247393531929828, 4.5591888545554236, 0.2022172570638705, 0.013518605326286, 4.60277914722583, 0.4975706240947613, 0.0219129488402177, 4.709360703728584, 0.0440008109565542, 0.0167676824870135, 4.7904232576116055, 0.3743963159357444, 0.0204297452118816, 4.9652832139547725, 0.1566643759213962, 0.015386580692161, 5.390364266600152, 0.2910015647719877, 0.0249117962607536, 5.414733008173543, 0.0949889052856926, 0.0155080079879725, 2.5881650304075428, 0.0029838870024568, 0.0178997760054564, 3.867592129045098, 0.1594999813204643, 0.0247329550427132, 5.199721942129775]|316426.8592001867364161|      0.06250000|[564, 36, 6, 18]                                                           |  | used linear model with 100 points | iterate failure | actual_k=4
       7|[0.6069338179352661, 0.0142640957119661, 1.8899190804513641, 0.6633095176372472, 0.0318862425606422, 1.994217764565534, 1.282580245205477, 0.038212426354613, 2.115765398247088, -0.0182303255047361, 0.022097493055855, 2.162924354269931, 1.2252337533441098, 0.0307697605288535, 2.2128202989713497, 0.2103384260195443, 0.0202984072395921, 2.283092445238645, 1.3213306944026677, 0.0399044001744591, 2.3764175808237447, 4.507495814644145, 0.070674482211746, 2.4895472166147528, 0.660719814460595, 0.0202005846835813, 2.5768455779628447, 4.3863089184463355, 0.0685131552522862, 2.7143589382619697, 0.2329354744169468, 0.0230969901313205, 2.9453717439672564, 0.2278136337187494, 0.0131025408173523, 2.963874852978236, 0.712999284673334, 0.0189317503413907, 3.122616674613994, 0.2074999343708371, 0.0304316213551389, 3.2283228602493526, -0.060176202062074, 0.0208823589755048, 3.24270690903815, 1.3764340198780878, 0.0347354224995545, 3.3786970550880464, 0.2548655146046084, 0.0064616741425765, 3.66124409412521, 0.0652657671379294, 0.0266729716476636, 3.720020233857205, 0.0200180422497515, 0.0222558591392103, 3.8380577112756673, 0.413342896905683, 0.0210713960540553, 3.9548524311427538, 0.2626816128794657, 0.0109707667777718, 4.0480893543064145, 0.8075506778159921, 0.0263518728828218, 4.1641122422583186, 0.9666922366830987, 0.0360270525991149, 4.431835327149935, 0.7476421669414647, 0.0324132853874737, 4.561694545364934, 0.2050682014976164, 0.0162680587102671, 4.604191228468041, 0.5014216709234915, 0.0298335730389329, 4.710387515033231, 0.0425810446153726, 0.0129440201650199, 4.792967659732506, 0.3752635699858894, 0.0248021137239855, 4.9734675392999925, 0.1630454986918188, 0.0196015377144733, 5.390566127599105, 0.2908972429205803, 0.025181140574906, 5.413566859978796, 0.0902331512046084, 0.0168160214913891, 2.587637546758702, 0.0053850194305999, 0.0235665077073753, 3.8705912258069683, 0.1598970872456517, 0.0219530359997524, 5.188449973379106]|266214.8816238551517017|      0.12500000|[659, 41, 7, 21]                                                           |  | used linear model with 100 points | iterate success | actual_k=4
       8|[0.6110222557696646, 0.0289670792807266, 1.8880117376337113, 0.667647423350903, 0.0329489148578027, 2.003661085812389, 1.2587872052555413, 0.0344111068641475, 2.1212835339797964, -0.0112893625024569, 0.0120235178749321, 2.1652387953644143, 1.2288335224883828, 0.0438607746693537, 2.2318786011061977, 0.189281349630894, 0.0188696892846085, 2.271162846206829, 1.3216438225294327, 0.0699289083566933, 2.376477816398559, 4.516835854062789, 0.0733445391582326, 2.470636662072448, 0.649593678056174, 0.0345427721133802, 2.578611163442897, 4.376507483800571, 0.0880856720234664, 2.732671383736826, 0.2283423101343756, 0.027843676987331, 2.9493300586111935, 0.2323740008922861, -0.0062672575807126, 2.9694983885310933, 0.7300165587415848, 0.041725971626176, 3.138424833163684, 0.2092831713504204, 0.0263798209059589, 3.22383390372933, -0.0623505122031751, 0.0157523960471141, 3.2432598180591468, 1.3946834588745713, 0.0449186164025522, 3.3811455451989305, 0.2531875042675102, -0.0110706158797201, 3.6798250783735598, 0.0553941326034783, 0.0214857944318019, 3.7389689745145525, 0.008057464844692, 0.0353129503270183, 3.858015616145691, 0.4083163343713884, 0.0293907043829737, 3.9456017053639445, 0.2993621202386918, -0.012533050127503, 4.056402473542894, 0.8001785675482659, 0.0185673903200882, 4.156657345143641, 0.9599182575447387, 0.0560772972229957, 4.420215667971503, 0.7522871997235856, 0.0363512017352819, 4.552730585339499, 0.1992140886655919, 0.0247874853665066, 4.6115288596944835, 0.4801781465581309, 0.055325669915097, 4.712518734901465, 0.0166269155797761, 0.0163617713469743, 4.7878115826036, 0.3766834911441584, 0.0148503636375565, 4.985125148314686, 0.1763907258153242, 0.0262732578682257, 5.396353552028909, 0.2856679615286663, 0.0245979635943319, 5.418776633090908, 0.1065126693678298, 0.0138614900198567, 2.5931427655868107, -0.0092935592187669, 0.0040527797712008, 3.8755464562406234, 0.1402335688881255, 0.0147803074849197, 5.180715790005472]|238458.0796482479199767|      0.25000000|[753, 47, 8, 24]                                                           |  | used linear model with 100 points | iterate success | actual_k=4
       9|[0.6110222557696646, 0.0289670792807266, 1.8880117376337113, 0.667647423350903, 0.0329489148578027, 2.003661085812389, 1.2587872052555413, 0.0344111068641475, 2.1212835339797964, -0.0112893625024569, 0.0120235178749321, 2.1652387953644143, 1.2288335224883828, 0.0438607746693537, 2.2318786011061977, 0.189281349630894, 0.0188696892846085, 2.271162846206829, 1.3216438225294327, 0.0699289083566933, 2.376477816398559, 4.516835854062789, 0.0733445391582326, 2.470636662072448, 0.649593678056174, 0.0345427721133802, 2.578611163442897, 4.376507483800571, 0.0880856720234664, 2.732671383736826, 0.2283423101343756, 0.027843676987331, 2.9493300586111935, 0.2323740008922861, -0.0062672575807126, 2.9694983885310933, 0.7300165587415848, 0.041725971626176, 3.138424833163684, 0.2092831713504204, 0.0263798209059589, 3.22383390372933, -0.0623505122031751, 0.0157523960471141, 3.2432598180591468, 1.3946834588745713, 0.0449186164025522, 3.3811455451989305, 0.2531875042675102, -0.0110706158797201, 3.6798250783735598, 0.0553941326034783, 0.0214857944318019, 3.7389689745145525, 0.008057464844692, 0.0353129503270183, 3.858015616145691, 0.4083163343713884, 0.0293907043829737, 3.9456017053639445, 0.2993621202386918, -0.012533050127503, 4.056402473542894, 0.8001785675482659, 0.0185673903200882, 4.156657345143641, 0.9599182575447387, 0.0560772972229957, 4.420215667971503, 0.7522871997235856, 0.0363512017352819, 4.552730585339499, 0.1992140886655919, 0.0247874853665066, 4.6115288596944835, 0.4801781465581309, 0.055325669915097, 4.712518734901465, 0.0166269155797761, 0.0163617713469743, 4.7878115826036, 0.3766834911441584, 0.0148503636375565, 4.985125148314686, 0.1763907258153242, 0.0262732578682257, 5.396353552028909, 0.2856679615286663, 0.0245979635943319, 5.418776633090908, 0.1065126693678298, 0.0138614900198567, 2.5931427655868107, -0.0092935592187669, 0.0040527797712008, 3.8755464562406234, 0.1402335688881255, 0.0147803074849197, 5.180715790005472]|238458.0796482479199767|      0.12500000|[847, 53, 9, 27]                                                           |  | used linear model with 100 points | iterate failure | actual_k=4
      10|[0.6110222557696646, 0.0289670792807266, 1.8880117376337113, 0.667647423350903, 0.0329489148578027, 2.003661085812389, 1.2587872052555413, 0.0344111068641475, 2.1212835339797964, -0.0112893625024569, 0.0120235178749321, 2.1652387953644143, 1.2288335224883828, 0.0438607746693537, 2.2318786011061977, 0.189281349630894, 0.0188696892846085, 2.271162846206829, 1.3216438225294327, 0.0699289083566933, 2.376477816398559, 4.516835854062789, 0.0733445391582326, 2.470636662072448, 0.649593678056174, 0.0345427721133802, 2.578611163442897, 4.376507483800571, 0.0880856720234664, 2.732671383736826, 0.2283423101343756, 0.027843676987331, 2.9493300586111935, 0.2323740008922861, -0.0062672575807126, 2.9694983885310933, 0.7300165587415848, 0.041725971626176, 3.138424833163684, 0.2092831713504204, 0.0263798209059589, 3.22383390372933, -0.0623505122031751, 0.0157523960471141, 3.2432598180591468, 1.3946834588745713, 0.0449186164025522, 3.3811455451989305, 0.2531875042675102, -0.0110706158797201, 3.6798250783735598, 0.0553941326034783, 0.0214857944318019, 3.7389689745145525, 0.008057464844692, 0.0353129503270183, 3.858015616145691, 0.4083163343713884, 0.0293907043829737, 3.9456017053639445, 0.2993621202386918, -0.012533050127503, 4.056402473542894, 0.8001785675482659, 0.0185673903200882, 4.156657345143641, 0.9599182575447387, 0.0560772972229957, 4.420215667971503, 0.7522871997235856, 0.0363512017352819, 4.552730585339499, 0.1992140886655919, 0.0247874853665066, 4.6115288596944835, 0.4801781465581309, 0.055325669915097, 4.712518734901465, 0.0166269155797761, 0.0163617713469743, 4.7878115826036, 0.3766834911441584, 0.0148503636375565, 4.985125148314686, 0.1763907258153242, 0.0262732578682257, 5.396353552028909, 0.2856679615286663, 0.0245979635943319, 5.418776633090908, 0.1065126693678298, 0.0138614900198567, 2.5931427655868107, -0.0092935592187669, 0.0040527797712008, 3.8755464562406234, 0.1402335688881255, 0.0147803074849197, 5.180715790005472]|238458.0796482479199767|      0.06250000|[942, 58, 10, 30]                                                          |  | used linear model with 100 points | iterate failure | actual_k=4
      11|[0.6143163738588326, 0.0272624584880783, 1.8801073923276255, 0.6581388691192974, 0.0202991628356924, 2.0037880886650803, 1.2582455335816198, 0.0390597925792499, 2.1182599748201136, -0.0166557531090195, 0.0150482322467067, 2.165572065510915, 1.2314756143708985, 0.0400147498438131, 2.23302874128057, 0.182747721607264, 0.0205185676647226, 2.2662220025846462, 1.3215630731553434, 0.0697881193834719, 2.370240073642439, 4.521513616492651, 0.0872913709697586, 2.472499205191258, 0.647176888490694, 0.0428241020078438, 2.5685950599539793, 4.386881865533273, 0.0899603769955757, 2.7465603317121854, 0.2442158814881166, 0.0261033847091218, 2.9511886428601968, 0.2338486948045975, -0.0230898437758501, 2.973775758746235, 0.7370805702078873, 0.0457899011328561, 3.1398026654446287, 0.2117208322397958, 0.0294775614582985, 3.2138054709032087, -0.0610026832677075, 0.0207834358094003, 3.247583017635921, 1.4043807939632702, 0.056885546204216, 3.3768524933565365, 0.2544472130734172, -0.0211745527525859, 3.684699997411833, 0.0574435473997776, 0.0163599640400823, 3.7415749970305803, 0.0100906389316537, 0.0284020741509749, 3.861490326521354, 0.4042339839509972, 0.0428763327649749, 3.9565683864752303, 0.2967382061008538, -0.0213016267920532, 4.056088961790144, 0.797084424372675, 0.0298766207329788, 4.156899554593955, 0.9599989492577848, 0.0589552961187041, 4.415091672550564, 0.7493471552288667, 0.0319091453969575, 4.54513161315769, 0.2039333798929306, 0.0282067817179985, 4.612657881222574, 0.4898190784682857, 0.043386808186044, 4.70755184029881, 0.0099175803945396, 0.0158296814649503, 4.78273411734272, 0.3770417696545487, 0.011989584353179, 4.987704368594976, 0.1795976663871005, 0.025966953044757, 5.397544120783965, 0.2860976803125416, 0.0284406490684331, 5.420761427000546, 0.107937655132015, 0.0218861161633628, 2.589256803109277, -0.0195954703375695, 0.0005821254867143, 3.88191702219578, 0.1314259329475105, 0.016477982583753, 5.177597724179648]|224819.5614369371032808|      0.12500000|[1038, 62, 11, 33]                                                         |  | used linear model with 100 points | iterate success | actual_k=4
