k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1602125842299361, 0.040299890283379, -0.4157046728973621, -0.3433635255390404, 0.7512186051903106, -0.0099400961997023, 0.0336815302825165, 0.2633412124661648, 0.2169970575753368]|239323.0781250000000000|      2.00000000|[28, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[-0.1602125842299361, 0.040299890283379, -0.4157046728973621, -0.3433635255390404, 0.7512186051903106, -0.0099400961997023, 0.0336815302825165, 0.2633412124661648, 0.2169970575753368]|239323.0781250000000000|      1.00000000|[54, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.1602125842299361, 0.040299890283379, -0.4157046728973621, -0.3433635255390404, 0.7512186051903106, -0.0099400961997023, 0.0336815302825165, 0.2633412124661648, 0.2169970575753368]|239323.0781250000000000|      0.50000000|[80, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-0.0686753344398728, 0.0317052561289029, -0.380565588016135, 0.0997880324492599, 0.9464698852315927, 0.054041115016555, 0.0182111242915385, 0.3014775645535565, 0.2213136502543614]|16726.0585937500000000|      1.00000000|[107, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[-0.0686753344398728, 0.0317052561289029, -0.380565588016135, 0.0997880324492599, 0.9464698852315927, 0.054041115016555, 0.0182111242915385, 0.3014775645535565, 0.2213136502543614]|16726.0585937500000000|      0.50000000|[135, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.0686753344398728, 0.0317052561289029, -0.380565588016135, 0.0997880324492599, 0.9464698852315927, 0.054041115016555, 0.0182111242915385, 0.3014775645535565, 0.2213136502543614]|16726.0585937500000000|      0.25000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-0.0686753344398728, 0.0317052561289029, -0.380565588016135, 0.0997880324492599, 0.9464698852315927, 0.054041115016555, 0.0182111242915385, 0.3014775645535565, 0.2213136502543614]|16726.0585937500000000|      0.12500000|[188, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.0402848803212334, 0.0250638682380657, -0.3963318154838312, -0.0047503969648508, 0.9481636994618917, -0.0033823182066727, 0.0285164984026457, 0.3140916045919092, 0.2270042123918333]|210.6523284912109375|      0.25000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[-0.0402848803212334, 0.0250638682380657, -0.3963318154838312, -0.0047503969648508, 0.9481636994618917, -0.0033823182066727, 0.0285164984026457, 0.3140916045919092, 0.2270042123918333]|210.6523284912109375|      0.12500000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[-0.0402848803212334, 0.0250638682380657, -0.3963318154838312, -0.0047503969648508, 0.9481636994618917, -0.0033823182066727, 0.0285164984026457, 0.3140916045919092, 0.2270042123918333]|210.6523284912109375|      0.06250000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[-0.0402848803212334, 0.0250638682380657, -0.3963318154838312, -0.0047503969648508, 0.9481636994618917, -0.0033823182066727, 0.0285164984026457, 0.3140916045919092, 0.2270042123918333]|210.6523284912109375|      0.03125000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[-0.0402848803212334, 0.0250638682380657, -0.3963318154838312, -0.0047503969648508, 0.9481636994618917, -0.0033823182066727, 0.0285164984026457, 0.3140916045919092, 0.2270042123918333]|210.6523284912109375|      0.01562500|[323, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[-0.0404256563410183, 0.0243917391050173, -0.3965338176436429, 0.0069123863625018, 0.9488396632357571, 0.0063750961776592, 0.0305861867919685, 0.3167770353520146, 0.2263344968999605]| 64.3120346069335938|      0.03125000|[349, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
