k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 10.0, 500.0]                                                              |  0.7223026503022253|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 10.0, 500.0]                                                              |  0.7223026503022253|      0.50000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       2|[1.0, 10.0, 500.0]                                                              |  0.7223026503022253|      0.25000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       3|[1.0, 10.0, 500.0]                                                              |  0.7223026503022253|      0.12500000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       4|[1.0, 10.0, 500.0]                                                              |  0.7223026503022253|      0.06250000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[0.937679286390173, 10.003909584814771, 500.00266341918183]                     |  0.7195517420768738|      0.12500000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[0.937679286390173, 10.003909584814771, 500.00266341918183]                     |  0.7195517420768738|      0.06250000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.8752475573536145, 10.0061999689726, 500.00447542081406]                      |  0.7169812917709351|      0.12500000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[0.8752475573536145, 10.0061999689726, 500.00447542081406]                      |  0.7169812917709351|      0.06250000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.8128614867037448, 10.009234528067502, 500.006715876118]                      |  0.7145896553993225|      0.12500000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[0.8128614867037448, 10.009234528067502, 500.006715876118]                      |  0.7145896553993225|      0.06250000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.7504092076823807, 10.00971999423773, 500.0091090262669]                      |  0.7123789191246033|      0.12500000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[0.7504092076823807, 10.00971999423773, 500.0091090262669]                      |  0.7123789191246033|      0.06250000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[0.688011613185976, 10.012066274215877, 500.01180813191996]                     |  0.7103451490402222|      0.12500000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.688011613185976, 10.012066274215877, 500.01180813191996]                     |  0.7103451490402222|      0.06250000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.6255915436195277, 10.014752327182002, 500.01347247406716]                    |  0.7084895968437195|      0.12500000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
