k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[1.3962209316637668, 0.5198567423116031, 0.6863040470336668, 0.7666358073936187, 0.5573635479894103, 3.0563790955386247, 5.009596746585737, 6.871786845682315, 2.022377480684911, 4.589211795369195, 5.523648977065851]|  2.3651161818712825|      0.50000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[1.3962209316637668, 0.5198567423116031, 0.6863040470336668, 0.7666358073936187, 0.5573635479894103, 3.0563790955386247, 5.009596746585737, 6.871786845682315, 2.022377480684911, 4.589211795369195, 5.523648977065851]|  2.3651161818712825|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[1.401754721045579, 0.3928039744017034, 0.7257986681914605, 0.7432683255613289, 0.5763196847243222, 3.1126706507581274, 5.0353110919473885, 6.846394288492526, 2.1548227468035615, 4.598132608213723, 5.6711809864330585]|  1.4385046165000857|      0.50000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       6|[1.401754721045579, 0.3928039744017034, 0.7257986681914605, 0.7432683255613289, 0.5763196847243222, 3.1126706507581274, 5.0353110919473885, 6.846394288492526, 2.1548227468035615, 4.598132608213723, 5.6711809864330585]|  1.4385046165000857|      0.25000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[1.401754721045579, 0.3928039744017034, 0.7257986681914605, 0.7432683255613289, 0.5763196847243222, 3.1126706507581274, 5.0353110919473885, 6.846394288492526, 2.1548227468035615, 4.598132608213723, 5.6711809864330585]|  1.4385046165000857|      0.12500000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[1.4181002302001295, 0.3332598901140783, 0.7415628447532056, 0.7488858891159145, 0.5000938083362039, 3.1182440837038405, 5.008371012416454, 6.834469429869789, 2.2020747889878045, 4.610459255425321, 5.720558520064903]|  1.0948165326177659|      0.25000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[1.361138409233453, 0.2265918569796766, 0.6910942643907653, 0.8088955634689284, 0.4081957893218335, 3.1736832801080483, 4.937296118279927, 6.927621905179343, 2.3122228149011126, 4.671463843786008, 5.74560090406608]|  0.7649867976850969|      0.50000000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
      10|[1.361138409233453, 0.2265918569796766, 0.6910942643907653, 0.8088955634689284, 0.4081957893218335, 3.1736832801080483, 4.937296118279927, 6.927621905179343, 2.3122228149011126, 4.671463843786008, 5.74560090406608]|  0.7649867976850969|      0.25000000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[1.361138409233453, 0.2265918569796766, 0.6910942643907653, 0.8088955634689284, 0.4081957893218335, 3.1736832801080483, 4.937296118279927, 6.927621905179343, 2.3122228149011126, 4.671463843786008, 5.74560090406608]|  0.7649867976850969|      0.12500000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
