k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1617028950569915, -0.0439924325943243, 0.5451622848318434, 0.361836311993598, 1.4144458961729764, 0.5686982507331112]|481.4551391601562500|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[-0.1617028950569915, -0.0439924325943243, 0.5451622848318434, 0.361836311993598, 1.4144458961729764, 0.5686982507331112]|481.4551391601562500|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.0608283070696704, -1.029165579507263, 0.470509680428034, 0.325483694751709, 1.3800986638621175, 0.6744523599110653]|394.9212036132812500|      2.00000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[0.4044989074628133, -0.8327478639781178, 1.137313226969641, 1.4171833209353957, 2.5255212846835313, -0.2179951963421233]|202.9325866699218750|      4.00000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[0.4044989074628133, -0.8327478639781178, 1.137313226969641, 1.4171833209353957, 2.5255212846835313, -0.2179951963421233]|202.9325866699218750|      2.00000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.4044989074628133, -0.8327478639781178, 1.137313226969641, 1.4171833209353957, 2.5255212846835313, -0.2179951963421233]|202.9325866699218750|      1.00000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.4044989074628133, -0.8327478639781178, 1.137313226969641, 1.4171833209353957, 2.5255212846835313, -0.2179951963421233]|202.9325866699218750|      0.50000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.4044989074628133, -0.8327478639781178, 1.137313226969641, 1.4171833209353957, 2.5255212846835313, -0.2179951963421233]|202.9325866699218750|      0.25000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.3207151674906041, -0.6698995352783335, 1.0825269004196163, 1.369481953583205, 2.3743432562934257, -0.1892037312192425]|146.9734039306640625|      0.50000000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[0.3207151674906041, -0.6698995352783335, 1.0825269004196163, 1.369481953583205, 2.3743432562934257, -0.1892037312192425]|146.9734039306640625|      0.25000000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.3207151674906041, -0.6698995352783335, 1.0825269004196163, 1.369481953583205, 2.3743432562934257, -0.1892037312192425]|146.9734039306640625|      0.12500000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.3766559367985468, -0.6357776476265357, 1.0802930571219695, 1.4289800496368557, 2.4419910846629866, -0.1325461197331576]|139.1540069580078125|      0.25000000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[0.3766559367985468, -0.6357776476265357, 1.0802930571219695, 1.4289800496368557, 2.4419910846629866, -0.1325461197331576]|139.1540069580078125|      0.12500000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.3842789716258283, -0.5930381188731606, 1.1348121537081746, 1.4694901882713776, 2.3793207179672375, -0.0604403367790997]|129.8056793212890625|      0.25000000|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      15|[0.3842789716258283, -0.5930381188731606, 1.1348121537081746, 1.4694901882713776, 2.3793207179672375, -0.0604403367790997]|129.8056793212890625|      0.12500000|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.2985652452668746, -0.5690489107110418, 1.1948233065454468, 1.5066340239771498, 2.372567743847942, -0.0087095978498597]|123.0554199218750000|      0.25000000|[454, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      17|[0.2985652452668746, -0.5690489107110418, 1.1948233065454468, 1.5066340239771498, 2.372567743847942, -0.0087095978498597]|123.0554199218750000|      0.12500000|[482, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.3171391439780286, -0.6278864693989872, 1.242361309717615, 1.581316997050314, 2.432196479020471, 0.0119097547925181]|117.9876785278320312|      0.25000000|[510, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
