k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
       2|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.25000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       3|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.12500000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       4|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.06250000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.03125000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.01562500|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       7|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00781250|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00390625|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       9|[0.4994267461179819, 1.499564982609417, -1.0002105338387688, 0.0137540621941167, 0.0207769307978053]|  0.1738504760139248|      0.00781250|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
      10|[0.4994267461179819, 1.499564982609417, -1.0002105338387688, 0.0137540621941167, 0.0207769307978053]|  0.1738504760139248|      0.00390625|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      11|[0.4994267461179819, 1.499564982609417, -1.0002105338387688, 0.0137540621941167, 0.0207769307978053]|  0.1738504760139248|      0.00195312|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[0.4995500469052722, 1.4992608534739476, -1.000888239857111, 0.0155545995244152, 0.0207009076083082]|  0.1580764890146925|      0.00390625|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      13|[0.4995500469052722, 1.4992608534739476, -1.000888239857111, 0.0155545995244152, 0.0207009076083082]|  0.1580764890146925|      0.00195312|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[0.4995500469052722, 1.4992608534739476, -1.000888239857111, 0.0155545995244152, 0.0207009076083082]|  0.1580764890146925|      0.00097656|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[0.4994466259712999, 1.499152285832576, -1.0007764650505309, 0.0147192202035984, 0.0211708430049696]|  0.1470855471575724|      0.00195312|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      16|[0.4994466259712999, 1.499152285832576, -1.0007764650505309, 0.0147192202035984, 0.0211708430049696]|  0.1470855471575724|      0.00097656|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[0.4993026921904145, 1.499548261324573, -1.0006699705874749, 0.0151114336292852, 0.0219525004433104]|  0.1419092307229818|      0.00195312|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
