k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[0.0648857106934152, 0.0244671370712853, -0.0083089961840831, 0.1266244093575235, 0.4259122820575582, 0.0956696816627911, 0.1036260132242178, -0.0855359477023287, 0.1431073524512226]|140136.7904873283987399|      1.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       3|[0.0648857106934152, 0.0244671370712853, -0.0083089961840831, 0.1266244093575235, 0.4259122820575582, 0.0956696816627911, 0.1036260132242178, -0.0855359477023287, 0.1431073524512226]|140136.7904873283987399|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[0.1255532485578489, -0.1074568087481892, -0.1440117822248623, -0.0005953113827797, 0.8141637712723768, -0.0796183742213238, -0.0045976306128076, -0.0751599208005019, 0.1110094015566582]|8973.0004409566554386|      1.00000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       5|[0.1255532485578489, -0.1074568087481892, -0.1440117822248623, -0.0005953113827797, 0.8141637712723768, -0.0796183742213238, -0.0045976306128076, -0.0751599208005019, 0.1110094015566582]|8973.0004409566554386|      0.50000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[0.1255532485578489, -0.1074568087481892, -0.1440117822248623, -0.0005953113827797, 0.8141637712723768, -0.0796183742213238, -0.0045976306128076, -0.0751599208005019, 0.1110094015566582]|8973.0004409566554386|      0.25000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[0.1255532485578489, -0.1074568087481892, -0.1440117822248623, -0.0005953113827797, 0.8141637712723768, -0.0796183742213238, -0.0045976306128076, -0.0751599208005019, 0.1110094015566582]|8973.0004409566554386|      0.12500000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[0.14209063207036, -0.1209927981971025, -0.1397588247623649, -0.0042919419985218, 0.8704007457620913, 0.0283830221194084, 0.0017776544588947, -0.0592323044558708, 0.1070969755011227]|860.1287319852889368|      0.25000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[0.14209063207036, -0.1209927981971025, -0.1397588247623649, -0.0042919419985218, 0.8704007457620913, 0.0283830221194084, 0.0017776544588947, -0.0592323044558708, 0.1070969755011227]|860.1287319852889368|      0.12500000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[0.14209063207036, -0.1209927981971025, -0.1397588247623649, -0.0042919419985218, 0.8704007457620913, 0.0283830221194084, 0.0017776544588947, -0.0592323044558708, 0.1070969755011227]|860.1287319852889368|      0.06250000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[0.14209063207036, -0.1209927981971025, -0.1397588247623649, -0.0042919419985218, 0.8704007457620913, 0.0283830221194084, 0.0017776544588947, -0.0592323044558708, 0.1070969755011227]|860.1287319852889368|      0.03125000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[0.1438557237880521, -0.1202965761284566, -0.1444977830210449, 0.0009679754603321, 0.8789342255084895, -0.0003036121210268, -8.48514802492e-05, -0.0627184517770286, 0.1104840622822566]|298.2659344096825862|      0.06250000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      13|[0.1438557237880521, -0.1202965761284566, -0.1444977830210449, 0.0009679754603321, 0.8789342255084895, -0.0003036121210268, -8.48514802492e-05, -0.0627184517770286, 0.1104840622822566]|298.2659344096825862|      0.03125000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[0.1438557237880521, -0.1202965761284566, -0.1444977830210449, 0.0009679754603321, 0.8789342255084895, -0.0003036121210268, -8.48514802492e-05, -0.0627184517770286, 0.1104840622822566]|298.2659344096825862|      0.01562500|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[0.1436436213543139, -0.1252315837079771, -0.1429374574557896, 0.0035791453130988, 0.8902835454807375, 0.0062010095443088, -0.0002397126446901, -0.0618034899339665, 0.1042784027780655]|199.5986007213451785|      0.03125000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[0.1436436213543139, -0.1252315837079771, -0.1429374574557896, 0.0035791453130988, 0.8902835454807375, 0.0062010095443088, -0.0002397126446901, -0.0618034899339665, 0.1042784027780655]|199.5986007213451785|      0.01562500|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[0.1436436213543139, -0.1252315837079771, -0.1429374574557896, 0.0035791453130988, 0.8902835454807375, 0.0062010095443088, -0.0002397126446901, -0.0618034899339665, 0.1042784027780655]|199.5986007213451785|      0.00781250|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[0.1420485475394754, -0.1237710590338742, -0.144999754454117, 0.0011024822538983, 0.8953986699523152, 0.0046930117137194, 0.0010493365463498, -0.0656494148847425, 0.1032394166026437]|164.1098410705576498|      0.01562500|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      19|[0.1420485475394754, -0.1237710590338742, -0.144999754454117, 0.0011024822538983, 0.8953986699523152, 0.0046930117137194, 0.0010493365463498, -0.0656494148847425, 0.1032394166026437]|164.1098410705576498|      0.00781250|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
