k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|110181.7759999999834690|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.210106989856213, -0.8865594535170516, -0.6400088601637816, -0.9232863414851907, -0.9841929752189896, -0.9374663298165357, -0.8383014668412931, -0.9109206065568194, -0.8316497822280187, -1.079982593351879, -1.0090909635783283, -1.0461399952523942, -1.113809963700195, -1.2117998605173752, -0.9445988532481917, -0.9585243333597017, -0.7569386127064127, -0.966851061166253, -1.0433777049833792, -1.066928693274555, -1.016525864342867, -1.0632561685935016, -0.9477536402110847, -0.7371247205014058, -1.1211194359060273, -1.1510269788441596, -0.9244627542469476, -0.7998820219586122, -0.7447576558435334, -1.2137914978926692, -0.9551649236002775, -0.9408470619311003, -1.0489124056529089, -0.8394833425608195, -0.9350883410993281, -0.9423877984407889, -1.2627960173473776, -1.0393327999228346, -0.9753562115500187, -0.7274759229652308, -0.9103161985096218, -0.920556049099481, -1.0278075399238513, -0.9106719299079342, -0.7246551812726094, -1.118860063364153, -0.9746769254098051, -0.9114791199620464, -1.0214473348936193, -1.1559086389007633]|102572.3125000000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[-1.144356928946652, -0.4637933800623632, -0.5437244848452581, -0.608620028091958, -0.9912562546779035, -1.5509650880215962, -0.7481631193026462, -0.7237587951646784, -1.2611065221598616, -1.40581965984049, -0.4509596650184325, -0.9334801052890005, -1.2879394212746231, -0.6678310461192757, -1.240480307622664, -0.9392070492375458, -0.706916408058126, -0.7878314018104474, -1.6605188355482916, -0.9593870436888626, -0.9997502446513082, -1.0213948381047544, -1.1602729651202466, -0.8569948101819193, -1.0464497930059375, -1.0930480090368528, -0.6124642213458865, -0.4342869663774573, -0.7285036775407734, -0.7603460765303762, -0.8298529919192267, -1.4085885538617005, -0.8053467459000156, -0.474263213386829, -1.1110784206188575, -0.696429223921519, -1.505121463233106, -1.0642342358093708, -1.0535544899642661, -0.1167552511604172, -1.0505553706443922, -1.1653021464028095, -1.0105752193024413, -0.9236155883505589, -0.4977682768630588, -0.923374664740723, -1.3741790602517634, -0.9648556979710977, -0.8344135349366361, -1.194741045600531]|69405.2421875000000000|      4.00000000|[67, 10, 0, 5]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | iterate success | actual_k=2
       3|[-1.144356928946652, -0.4637933800623632, -0.5437244848452581, -0.608620028091958, -0.9912562546779035, -1.5509650880215962, -0.7481631193026462, -0.7237587951646784, -1.2611065221598616, -1.40581965984049, -0.4509596650184325, -0.9334801052890005, -1.2879394212746231, -0.6678310461192757, -1.240480307622664, -0.9392070492375458, -0.706916408058126, -0.7878314018104474, -1.6605188355482916, -0.9593870436888626, -0.9997502446513082, -1.0213948381047544, -1.1602729651202466, -0.8569948101819193, -1.0464497930059375, -1.0930480090368528, -0.6124642213458865, -0.4342869663774573, -0.7285036775407734, -0.7603460765303762, -0.8298529919192267, -1.4085885538617005, -0.8053467459000156, -0.474263213386829, -1.1110784206188575, -0.696429223921519, -1.505121463233106, -1.0642342358093708, -1.0535544899642661, -0.1167552511604172, -1.0505553706443922, -1.1653021464028095, -1.0105752193024413, -0.9236155883505589, -0.4977682768630588, -0.923374664740723, -1.3741790602517634, -0.9648556979710977, -0.8344135349366361, -1.194741045600531]|69405.2421875000000000|      2.00000000|[132, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-1.144356928946652, -0.4637933800623632, -0.5437244848452581, -0.608620028091958, -0.9912562546779035, -1.5509650880215962, -0.7481631193026462, -0.7237587951646784, -1.2611065221598616, -1.40581965984049, -0.4509596650184325, -0.9334801052890005, -1.2879394212746231, -0.6678310461192757, -1.240480307622664, -0.9392070492375458, -0.706916408058126, -0.7878314018104474, -1.6605188355482916, -0.9593870436888626, -0.9997502446513082, -1.0213948381047544, -1.1602729651202466, -0.8569948101819193, -1.0464497930059375, -1.0930480090368528, -0.6124642213458865, -0.4342869663774573, -0.7285036775407734, -0.7603460765303762, -0.8298529919192267, -1.4085885538617005, -0.8053467459000156, -0.474263213386829, -1.1110784206188575, -0.696429223921519, -1.505121463233106, -1.0642342358093708, -1.0535544899642661, -0.1167552511604172, -1.0505553706443922, -1.1653021464028095, -1.0105752193024413, -0.9236155883505589, -0.4977682768630588, -0.923374664740723, -1.3741790602517634, -0.9648556979710977, -0.8344135349366361, -1.194741045600531]|69405.2421875000000000|      1.00000000|[196, 30, 0, 15]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.9353839493844337, -0.2827684503454043, -0.4322297955974896, -0.5185622975810847, -0.786678021049481, -1.316076869528103, -0.6145593284888559, -0.6753808300848927, -1.3213694953407935, -1.435974395829729, -0.312884455086061, -1.1793990812001325, -0.9908784106690163, -0.8894378722546956, -1.0768371760926385, -0.6670281069775366, -0.4584226857496557, -0.7682594627287728, -1.6461037382742314, -1.234101017237795, -0.9655143728853985, -0.9979126575313557, -1.088761523190965, -0.683931464144294, -1.0695936606336838, -1.0840773752845285, -0.8278761599468308, -0.3879958783502507, -0.8432939424508574, -0.7155409977360646, -0.6640864266383537, -1.3563797174899606, -0.8195253845720228, -0.4713045642211916, -1.1105740161955029, -0.699784429646957, -1.2652251829782724, -0.9094158871343487, -0.8489163592774067, -0.1314890085427217, -0.951510092985756, -1.245160303436457, -0.9654014947747662, -0.7724944204512749, -0.5017723805519563, -0.7751666313536923, -1.2936850896473446, -0.9651834533061834, -0.8659176330320919, -1.197458680698875]|56006.2304687500000000|      2.00000000|[223, 34, 0, 17]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[-0.9353839493844337, -0.2827684503454043, -0.4322297955974896, -0.5185622975810847, -0.786678021049481, -1.316076869528103, -0.6145593284888559, -0.6753808300848927, -1.3213694953407935, -1.435974395829729, -0.312884455086061, -1.1793990812001325, -0.9908784106690163, -0.8894378722546956, -1.0768371760926385, -0.6670281069775366, -0.4584226857496557, -0.7682594627287728, -1.6461037382742314, -1.234101017237795, -0.9655143728853985, -0.9979126575313557, -1.088761523190965, -0.683931464144294, -1.0695936606336838, -1.0840773752845285, -0.8278761599468308, -0.3879958783502507, -0.8432939424508574, -0.7155409977360646, -0.6640864266383537, -1.3563797174899606, -0.8195253845720228, -0.4713045642211916, -1.1105740161955029, -0.699784429646957, -1.2652251829782724, -0.9094158871343487, -0.8489163592774067, -0.1314890085427217, -0.951510092985756, -1.245160303436457, -0.9654014947747662, -0.7724944204512749, -0.5017723805519563, -0.7751666313536923, -1.2936850896473446, -0.9651834533061834, -0.8659176330320919, -1.197458680698875]|56006.2304687500000000|      1.00000000|[287, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-0.9818957330376531, -0.553435817674546, -0.2672297602286062, -0.63401028886702, -0.8511685990279995, -1.223119794534003, -0.4986189870098504, -0.7447563399311034, -1.1595953080163457, -1.4753885682393393, -0.2941459366410898, -0.9751218331867353, -0.8692761711648453, -0.6521462708027436, -1.0325446300613539, -0.7307399578680691, -0.4477879171782734, -0.8308952060889161, -1.7686107127239052, -1.0603102542261174, -0.7489420239018184, -0.6636015260377379, -1.187180147077943, -0.6881489729404584, -1.0567988331808325, -1.215027892175518, -0.7528603502447442, -0.3018098619311048, -0.7487801351241399, -0.4633878361574571, -0.4156360561060194, -1.236209679827452, -0.617818683888318, -0.7037365206396052, -0.9860380529714188, -0.5574689652456715, -1.1183881565319196, -0.7304079483016155, -0.7586428262489419, -0.1354743247978298, -0.7888036659721827, -1.0967103518638939, -0.9253163254971252, -0.8816760264868091, -0.3519538874621454, -0.6875503873356399, -1.3485566544965772, -0.8363744138205285, -0.8287702900488241, -1.1342737160166518]|46221.3046875000000000|      2.00000000|[325, 50, 0, 25]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | iterate success | actual_k=2
       8|[-0.9818957330376531, -0.553435817674546, -0.2672297602286062, -0.63401028886702, -0.8511685990279995, -1.223119794534003, -0.4986189870098504, -0.7447563399311034, -1.1595953080163457, -1.4753885682393393, -0.2941459366410898, -0.9751218331867353, -0.8692761711648453, -0.6521462708027436, -1.0325446300613539, -0.7307399578680691, -0.4477879171782734, -0.8308952060889161, -1.7686107127239052, -1.0603102542261174, -0.7489420239018184, -0.6636015260377379, -1.187180147077943, -0.6881489729404584, -1.0567988331808325, -1.215027892175518, -0.7528603502447442, -0.3018098619311048, -0.7487801351241399, -0.4633878361574571, -0.4156360561060194, -1.236209679827452, -0.617818683888318, -0.7037365206396052, -0.9860380529714188, -0.5574689652456715, -1.1183881565319196, -0.7304079483016155, -0.7586428262489419, -0.1354743247978298, -0.7888036659721827, -1.0967103518638939, -0.9253163254971252, -0.8816760264868091, -0.3519538874621454, -0.6875503873356399, -1.3485566544965772, -0.8363744138205285, -0.8287702900488241, -1.1342737160166518]|46221.3046875000000000|      1.00000000|[399, 62, 0, 31]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[-0.8371906099814131, -0.3692160748954133, -0.3037207207685156, -0.6394670558473928, -1.0133231431171754, -1.0946228272488252, -0.34074525804039, -0.7416677147936539, -1.1996352810114947, -1.3670067525773029, -0.2992198256806647, -0.7826566765555331, -1.0313199564244915, -0.4846637771006594, -1.0672550407074282, -0.6953192159849859, -0.3657615940024221, -1.1632758947411275, -1.6250305556142344, -1.1191832906288797, -0.82959246588358, -0.6056498499819132, -1.0259948030086554, -0.5180943479024467, -0.774663793935824, -1.1802100754112015, -0.858288947019367, -0.4252524606161152, -0.9853643061966364, -0.4067947432937588, -0.1502205611782769, -1.1062439196431157, -0.4686743230584786, -0.6224707626783748, -1.147772216157938, -0.356557771751197, -1.2479386846466543, -0.5409194430304191, -0.6685952349241553, -0.1422502805170203, -0.7969991113055357, -1.0026641703664052, -0.9275812758608856, -0.8453894664456302, -0.2700820428606725, -0.5019312738871841, -1.277184148152444, -0.8697299458034056, -0.7640116795679238, -0.832439058394645]|38635.1992187500000000|      2.00000000|[426, 66, 0, 33]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[-0.8371906099814131, -0.3692160748954133, -0.3037207207685156, -0.6394670558473928, -1.0133231431171754, -1.0946228272488252, -0.34074525804039, -0.7416677147936539, -1.1996352810114947, -1.3670067525773029, -0.2992198256806647, -0.7826566765555331, -1.0313199564244915, -0.4846637771006594, -1.0672550407074282, -0.6953192159849859, -0.3657615940024221, -1.1632758947411275, -1.6250305556142344, -1.1191832906288797, -0.82959246588358, -0.6056498499819132, -1.0259948030086554, -0.5180943479024467, -0.774663793935824, -1.1802100754112015, -0.858288947019367, -0.4252524606161152, -0.9853643061966364, -0.4067947432937588, -0.1502205611782769, -1.1062439196431157, -0.4686743230584786, -0.6224707626783748, -1.147772216157938, -0.356557771751197, -1.2479386846466543, -0.5409194430304191, -0.6685952349241553, -0.1422502805170203, -0.7969991113055357, -1.0026641703664052, -0.9275812758608856, -0.8453894664456302, -0.2700820428606725, -0.5019312738871841, -1.277184148152444, -0.8697299458034056, -0.7640116795679238, -0.832439058394645]|38635.1992187500000000|      1.00000000|[501, 78, 0, 39]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
