k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[76, 5, 1, 6]                                                              |  | used linear model with 81 points | iterate failure | actual_k=1
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[152, 10, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[228, 15, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[304, 20, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[380, 25, 5, 30]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       6|[1.0186081017469193, 0.0188339578217847, 0.0156150359370432, 0.0221218484444613, 0.4337634464522437, 0.0204623159612122, 0.8005454777395761, 0.0210693576401052, 0.215936106706574, 0.0148271701663221, 2.6921455883778287, 0.0188187658795931, 0.8062011697133323, 0.0134237941779248, 2.2676555223343646, 0.0232861447647918, 14.35555094054224, 0.0309829872843117, 12.160303509074621, 0.0327544054165191, 0.2732911883944197, 0.017628364945461, 0.2513789620743181, 0.0180013477798405, 1.165941788218724, 0.0231839077441332, 0.1775507043319595, 0.0197360573037089, 0.1104293439777348, 0.0222741281780279, 3.752693813945109, 0.0185923088064775, 0.8347624747191947, 0.0173038166907424, 0.1588256380597804, 0.0214870015578143, 0.3837946881930854, 0.0264309977409672, 0.922045797418075, 0.0255363447972808, 0.2569258778009795, 0.0180933590375395, 2.073522107879609, 0.0256759429043318, 1.9507815555728674, 0.0174504576261404, 1.4887109714130355, 0.0233190279349171, 0.4770803796490983, 0.0247211865696067, 0.4885023692283816, 0.0262204282042093, 0.3307275888903697, 0.019739210212214, 0.8402772940385476, 0.0218587584675121, 0.4602096776325129, 0.0251122991887815, 0.4905143373656274, 0.020873327294943, 0.9822812351162341, 0.0202233774277638, -0.0189519406850853, 0.0212700758235646, 0.2643847501344901, 0.0223951124573156]|2560228.8883884758688509|      0.06250000|[456, 30, 6, 36]                                                           |  | used linear model with 81 points | iterate success | actual_k=1
       7|[1.0186081017469193, 0.0188339578217847, 0.0156150359370432, 0.0221218484444613, 0.4337634464522437, 0.0204623159612122, 0.8005454777395761, 0.0210693576401052, 0.215936106706574, 0.0148271701663221, 2.6921455883778287, 0.0188187658795931, 0.8062011697133323, 0.0134237941779248, 2.2676555223343646, 0.0232861447647918, 14.35555094054224, 0.0309829872843117, 12.160303509074621, 0.0327544054165191, 0.2732911883944197, 0.017628364945461, 0.2513789620743181, 0.0180013477798405, 1.165941788218724, 0.0231839077441332, 0.1775507043319595, 0.0197360573037089, 0.1104293439777348, 0.0222741281780279, 3.752693813945109, 0.0185923088064775, 0.8347624747191947, 0.0173038166907424, 0.1588256380597804, 0.0214870015578143, 0.3837946881930854, 0.0264309977409672, 0.922045797418075, 0.0255363447972808, 0.2569258778009795, 0.0180933590375395, 2.073522107879609, 0.0256759429043318, 1.9507815555728674, 0.0174504576261404, 1.4887109714130355, 0.0233190279349171, 0.4770803796490983, 0.0247211865696067, 0.4885023692283816, 0.0262204282042093, 0.3307275888903697, 0.019739210212214, 0.8402772940385476, 0.0218587584675121, 0.4602096776325129, 0.0251122991887815, 0.4905143373656274, 0.020873327294943, 0.9822812351162341, 0.0202233774277638, -0.0189519406850853, 0.0212700758235646, 0.2643847501344901, 0.0223951124573156]|2560228.8883884758688509|      0.03125000|[532, 35, 7, 42]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       8|[1.0189870781131334, 0.0196811473680371, 0.014668237014524, 0.0199004468751307, 0.4295149492844351, 0.0185727200260249, 0.7990132352944614, 0.0233512403343568, 0.2158253533005602, 0.0168088181687918, 2.684664500640153, 0.0144122421179594, 0.8090521226784544, 0.0142799506509253, 2.270004387689897, 0.0242176822946078, 14.3531089609322, 0.0494898101066025, 12.156432538443115, 0.0404768601533185, 0.2742272750262537, 0.0175582104637118, 0.2502023051335048, 0.0143698485209107, 1.1682223493767452, 0.0206865560649798, 0.1797198720156035, 0.0196226034325908, 0.109384373480016, 0.0235651061316832, 3.751148065734155, 0.0219855629229692, 0.8335550112263612, 0.0125740047032125, 0.1612259041397479, 0.0224416274503676, 0.3804701909620495, 0.0265206375848829, 0.9252120608421175, 0.0199501777195092, 0.2595852032841359, 0.0093961008420701, 2.073378233952497, 0.0194305225709341, 1.9500829279427567, 0.0149611646521265, 1.4941829802936564, 0.0258386137503716, 0.478985027672123, 0.0232493343781071, 0.4926126548749284, 0.0290445439287663, 0.3345359071916619, 0.0216798253985487, 0.8446853952579656, 0.0229199513945147, 0.4612329481260822, 0.0224183924033478, 0.494435058383384, 0.0181368820791941, 0.9801181141578338, 0.0170368529472148, -0.0169346758721037, 0.0210077597562254, 0.267072767722917, 0.0230333664876451]|2116980.8025382962077856|      0.06250000|[608, 40, 8, 48]                                                           |  | used linear model with 81 points | iterate success | actual_k=1
       9|[1.0189870781131334, 0.0196811473680371, 0.014668237014524, 0.0199004468751307, 0.4295149492844351, 0.0185727200260249, 0.7990132352944614, 0.0233512403343568, 0.2158253533005602, 0.0168088181687918, 2.684664500640153, 0.0144122421179594, 0.8090521226784544, 0.0142799506509253, 2.270004387689897, 0.0242176822946078, 14.3531089609322, 0.0494898101066025, 12.156432538443115, 0.0404768601533185, 0.2742272750262537, 0.0175582104637118, 0.2502023051335048, 0.0143698485209107, 1.1682223493767452, 0.0206865560649798, 0.1797198720156035, 0.0196226034325908, 0.109384373480016, 0.0235651061316832, 3.751148065734155, 0.0219855629229692, 0.8335550112263612, 0.0125740047032125, 0.1612259041397479, 0.0224416274503676, 0.3804701909620495, 0.0265206375848829, 0.9252120608421175, 0.0199501777195092, 0.2595852032841359, 0.0093961008420701, 2.073378233952497, 0.0194305225709341, 1.9500829279427567, 0.0149611646521265, 1.4941829802936564, 0.0258386137503716, 0.478985027672123, 0.0232493343781071, 0.4926126548749284, 0.0290445439287663, 0.3345359071916619, 0.0216798253985487, 0.8446853952579656, 0.0229199513945147, 0.4612329481260822, 0.0224183924033478, 0.494435058383384, 0.0181368820791941, 0.9801181141578338, 0.0170368529472148, -0.0169346758721037, 0.0210077597562254, 0.267072767722917, 0.0230333664876451]|2116980.8025382962077856|      0.03125000|[684, 45, 9, 54]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
      10|[1.0131040932340225, 0.0195070626683003, 0.0128301833624048, 0.0209054621748177, 0.4300431592248226, 0.0184580828014967, 0.7979946435614147, 0.028750034651904, 0.221545839701922, 0.013933007121747, 2.6839407997317815, 0.0220221509817106, 0.8080360751123232, 0.0170617743114037, 2.279604107393084, 0.030612699559453, 14.352313702397428, 0.0614173745802753, 12.155748220935113, 0.0502425717453702, 0.2779226425156693, 0.017086532440882, 0.2501280471996692, 0.0125072822325532, 1.1693656174693439, 0.0225589696164481, 0.1802778798663948, 0.0187124346266755, 0.1085040935806904, 0.0202714539897546, 3.7475682581061793, 0.0292636879087952, 0.8397032936759392, 0.013311209419771, 0.162234707408082, 0.0205519333596451, 0.3859407365921774, 0.0244139713821254, 0.924398892985592, 0.0230627588368378, 0.2554678841862429, 0.0112550136969926, 2.0740321030240216, 0.020155734260571, 1.952526229315021, 0.0216490302383345, 1.4921430249014396, 0.0304909229308183, 0.4736321345830408, 0.0255480212465163, 0.496479732620292, 0.0292683048729471, 0.3352707477212449, 0.0222279871267794, 0.8447973855293444, 0.021496616565028, 0.457578426843669, 0.017317024819642, 0.4986034446966289, 0.0187293053674281, 0.9773792932659334, 0.0152447027737484, -0.0139280177205816, 0.0212209241231854, 0.2671806807139284, 0.0195538268904609]|1860399.7350460498128086|      0.06250000|[760, 50, 10, 60]                                                          |  | used linear model with 81 points | iterate success | actual_k=1
      11|[1.0131040932340225, 0.0195070626683003, 0.0128301833624048, 0.0209054621748177, 0.4300431592248226, 0.0184580828014967, 0.7979946435614147, 0.028750034651904, 0.221545839701922, 0.013933007121747, 2.6839407997317815, 0.0220221509817106, 0.8080360751123232, 0.0170617743114037, 2.279604107393084, 0.030612699559453, 14.352313702397428, 0.0614173745802753, 12.155748220935113, 0.0502425717453702, 0.2779226425156693, 0.017086532440882, 0.2501280471996692, 0.0125072822325532, 1.1693656174693439, 0.0225589696164481, 0.1802778798663948, 0.0187124346266755, 0.1085040935806904, 0.0202714539897546, 3.7475682581061793, 0.0292636879087952, 0.8397032936759392, 0.013311209419771, 0.162234707408082, 0.0205519333596451, 0.3859407365921774, 0.0244139713821254, 0.924398892985592, 0.0230627588368378, 0.2554678841862429, 0.0112550136969926, 2.0740321030240216, 0.020155734260571, 1.952526229315021, 0.0216490302383345, 1.4921430249014396, 0.0304909229308183, 0.4736321345830408, 0.0255480212465163, 0.496479732620292, 0.0292683048729471, 0.3352707477212449, 0.0222279871267794, 0.8447973855293444, 0.021496616565028, 0.457578426843669, 0.017317024819642, 0.4986034446966289, 0.0187293053674281, 0.9773792932659334, 0.0152447027737484, -0.0139280177205816, 0.0212209241231854, 0.2671806807139284, 0.0195538268904609]|1860399.7350460498128086|      0.03125000|[836, 55, 11, 66]                                                          |  | used linear model with 81 points | iterate failure | actual_k=1
