k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.25000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.12500000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[0.0042931673873578, 0.0232315842146871, 0.0186912466947855, 0.0333732704697914, 0.0366284870579845, 0.0546505614009029, 0.0326626092792946, 0.0358326378807688, 0.0510017700596836, 0.0569462872598898, 0.015445558897079, 0.0290162875681574]| 20.6567300762942274|      0.25000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       5|[0.0042931673873578, 0.0232315842146871, 0.0186912466947855, 0.0333732704697914, 0.0366284870579845, 0.0546505614009029, 0.0326626092792946, 0.0358326378807688, 0.0510017700596836, 0.0569462872598898, 0.015445558897079, 0.0290162875681574]| 20.6567300762942274|      0.12500000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[0.0169758407155942, 0.0947456285606687, 0.0537409895682667, 0.0565897832845034, 0.0524712445203284, 0.0203860024910396, 0.0308502191294515, 0.0143651061775238, 0.0099952069511503, 0.0224915821025873, -0.0380507265865953, -0.002010961632708]| 15.9160196345732619|      0.25000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       7|[0.0169758407155942, 0.0947456285606687, 0.0537409895682667, 0.0565897832845034, 0.0524712445203284, 0.0203860024910396, 0.0308502191294515, 0.0143651061775238, 0.0099952069511503, 0.0224915821025873, -0.0380507265865953, -0.002010961632708]| 15.9160196345732619|      0.12500000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[0.0358628941398181, 0.1408738875432614, 0.0778245068346781, 0.1052972177868019, 0.0967744286042471, 0.0680282030315736, 0.07187413396583, 0.0264208297911673, 0.023251978553467, 0.0409660259057918, -0.0216844548549111, 0.0558014728969847]| 14.8216617024934401|      0.25000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[0.0358628941398181, 0.1408738875432614, 0.0778245068346781, 0.1052972177868019, 0.0967744286042471, 0.0680282030315736, 0.07187413396583, 0.0264208297911673, 0.023251978553467, 0.0409660259057918, -0.0216844548549111, 0.0558014728969847]| 14.8216617024934401|      0.12500000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[0.0394857452895947, 0.1747923776102535, 0.0996382219800397, 0.1302936552399526, 0.0692127176531113, 0.0646155335023112, 0.0459231698428686, -0.0077365903316165, -0.0305110337478371, 0.0286866069870546, -0.0820666514790125, -0.0079325017575158]| 11.2315347622777804|      0.25000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      11|[0.0568606621849749, 0.3409585209620338, 0.1158210164520778, 0.2023789556178586, 0.1806770414380527, 0.0700226259455328, 0.0563572484748217, 0.0332738168755754, 0.074950562359004, 0.0802707627200429, -0.0574935165211702, -0.0302390868729428]|  8.3464017248738305|      0.50000000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
