k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[129, 0, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[258, 0, 2, 6]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[387, 0, 3, 9]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[516, 0, 4, 12]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[645, 0, 5, 15]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       6|[1.0212893523765179, 0.020016473806517, 0.0130885600499504, 0.0205366613845606, 0.4300397329956895, 0.0200933941005102, 0.801283262837047, 0.0194278324397394, 0.220527881044763, 0.0198215503221014, 2.6916731350489598, 0.0207364224484758, 0.8070093927412038, 0.0194753492505754, 2.2685449002402214, 0.0213957273063522, 14.353675024092153, 0.0451026858953359, 12.160763460150033, 0.0381061081606138, 0.2762227894287553, 0.019910794423502, 0.2438797743171192, 0.0202968121700403, 1.164381664312508, 0.0186901531242891, 0.1773535890453726, 0.0197574398665429, 0.1149761135070975, 0.0211615199740104, 3.746866888606295, 0.0210964904203412, 0.8331819245752092, 0.0199337933786713, 0.1593524688318816, 0.0201092106256919, 0.386821366680298, 0.0203877953126893, 0.922634961003879, 0.0204178131015349, 0.2602053844585907, 0.0202986751730862, 2.071655978766322, 0.0203076212824613, 1.944859632987309, 0.0202897571753982, 1.4843654078104602, 0.0189418318028538, 0.4816947972921702, 0.0194853735727221, 0.4933411066339277, 0.0192602898146416, 0.3278070596607806, 0.0193651503831662, 0.8400389867682289, 0.0195867900484678, 0.4603754836917676, 0.0200222239377902, 0.4912717139245688, 0.0196139724961746, 0.9866300507716379, 0.0195279064360619, -0.0180283050407833, 0.0199556799545355, 0.2653682247756847, 0.0198014645385866]|2176813.7844812325201929|      0.06250000|[774, 0, 6, 18]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       7|[1.0212893523765179, 0.020016473806517, 0.0130885600499504, 0.0205366613845606, 0.4300397329956895, 0.0200933941005102, 0.801283262837047, 0.0194278324397394, 0.220527881044763, 0.0198215503221014, 2.6916731350489598, 0.0207364224484758, 0.8070093927412038, 0.0194753492505754, 2.2685449002402214, 0.0213957273063522, 14.353675024092153, 0.0451026858953359, 12.160763460150033, 0.0381061081606138, 0.2762227894287553, 0.019910794423502, 0.2438797743171192, 0.0202968121700403, 1.164381664312508, 0.0186901531242891, 0.1773535890453726, 0.0197574398665429, 0.1149761135070975, 0.0211615199740104, 3.746866888606295, 0.0210964904203412, 0.8331819245752092, 0.0199337933786713, 0.1593524688318816, 0.0201092106256919, 0.386821366680298, 0.0203877953126893, 0.922634961003879, 0.0204178131015349, 0.2602053844585907, 0.0202986751730862, 2.071655978766322, 0.0203076212824613, 1.944859632987309, 0.0202897571753982, 1.4843654078104602, 0.0189418318028538, 0.4816947972921702, 0.0194853735727221, 0.4933411066339277, 0.0192602898146416, 0.3278070596607806, 0.0193651503831662, 0.8400389867682289, 0.0195867900484678, 0.4603754836917676, 0.0200222239377902, 0.4912717139245688, 0.0196139724961746, 0.9866300507716379, 0.0195279064360619, -0.0180283050407833, 0.0199556799545355, 0.2653682247756847, 0.0198014645385866]|2176813.7844812325201929|      0.03125000|[903, 0, 7, 21]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       8|[1.0215269604775732, 0.0204106620382288, 0.0130721349756885, 0.0197112389140235, 0.4305240740348306, 0.0205744213129789, 0.8008681762559067, 0.0193852155888119, 0.2210330002700472, 0.019619642647994, 2.690990266793184, 0.0233712891711276, 0.8068183513334006, 0.0184702875007611, 2.268774598553383, 0.0236717412977091, 14.354793546461158, 0.0655879283589133, 12.161481022240741, 0.0590650972128538, 0.2750005580111563, 0.0199757131358518, 0.2448322797139298, 0.0207354667693432, 1.1643657791565243, 0.0207695783623133, 0.1781392947337066, 0.018485853481187, 0.1146998259510831, 0.0207524283998058, 3.7476593076941986, 0.0292597266597478, 0.8334217730575066, 0.0202113125436081, 0.1579228450275394, 0.0195794226846122, 0.3874253519743679, 0.018758625451433, 0.9225218781846962, 0.021279370373648, 0.2599978055668446, 0.0193818348414557, 2.0705787368472723, 0.0223584313415085, 1.9452891938834873, 0.02121464118213, 1.4846071334809952, 0.0203164362766575, 0.4813836125531361, 0.0200961965422979, 0.4928376646304167, 0.0198802228668964, 0.3281842160365542, 0.0184814971930658, 0.8390562482686774, 0.0190744299875934, 0.4607797240483842, 0.0203133361075026, 0.4897000296414214, 0.0202775250335798, 0.9862899169209862, 0.0191682128468523, -0.018170266096055, 0.0210381409166819, 0.2652315534834453, 0.0203876152545132]|1785827.9802765336353332|      0.06250000|[1032, 0, 8, 24]                                                           |  | used linear model with 129 points | iterate success | actual_k=0
       9|[1.0215269604775732, 0.0204106620382288, 0.0130721349756885, 0.0197112389140235, 0.4305240740348306, 0.0205744213129789, 0.8008681762559067, 0.0193852155888119, 0.2210330002700472, 0.019619642647994, 2.690990266793184, 0.0233712891711276, 0.8068183513334006, 0.0184702875007611, 2.268774598553383, 0.0236717412977091, 14.354793546461158, 0.0655879283589133, 12.161481022240741, 0.0590650972128538, 0.2750005580111563, 0.0199757131358518, 0.2448322797139298, 0.0207354667693432, 1.1643657791565243, 0.0207695783623133, 0.1781392947337066, 0.018485853481187, 0.1146998259510831, 0.0207524283998058, 3.7476593076941986, 0.0292597266597478, 0.8334217730575066, 0.0202113125436081, 0.1579228450275394, 0.0195794226846122, 0.3874253519743679, 0.018758625451433, 0.9225218781846962, 0.021279370373648, 0.2599978055668446, 0.0193818348414557, 2.0705787368472723, 0.0223584313415085, 1.9452891938834873, 0.02121464118213, 1.4846071334809952, 0.0203164362766575, 0.4813836125531361, 0.0200961965422979, 0.4928376646304167, 0.0198802228668964, 0.3281842160365542, 0.0184814971930658, 0.8390562482686774, 0.0190744299875934, 0.4607797240483842, 0.0203133361075026, 0.4897000296414214, 0.0202775250335798, 0.9862899169209862, 0.0191682128468523, -0.018170266096055, 0.0210381409166819, 0.2652315534834453, 0.0203876152545132]|1785827.9802765336353332|      0.03125000|[1161, 0, 9, 27]                                                           |  | used linear model with 129 points | iterate failure | actual_k=0
      10|[1.0211328596466787, 0.0212462224040634, 0.0133165149615548, 0.0191087239634841, 0.4298067322973996, 0.0193449315954059, 0.8022736894524862, 0.0199878661048527, 0.2211501925735319, 0.0187159856802252, 2.691509782742683, 0.0286748900923951, 0.8073828450011294, 0.0195632198744754, 2.26733382118508, 0.0285195565183405, 14.35275184629694, 0.0856517542032677, 12.161165594599359, 0.0755618592805119, 0.2760683236895584, 0.0206580348336022, 0.2463643255931203, 0.0204363802821224, 1.1648243732473715, 0.0227390451728586, 0.1786875426732101, 0.0200371429647651, 0.1147332689440164, 0.0209574387125145, 3.7469653963184757, 0.0391491979320878, 0.8323727151852776, 0.0199342517766818, 0.1573797015915009, 0.0194664128932994, 0.3864393311811217, 0.0173129725066586, 0.9231397089771287, 0.0221674084858518, 0.2587104710778884, 0.0186747674745189, 2.0711137161676096, 0.0287738331869248, 1.944565280242171, 0.0281300992914553, 1.4831733525380342, 0.0240540698568065, 0.4815281668144303, 0.020144134707242, 0.4913335796263322, 0.0200313263088974, 0.3277602840542097, 0.0188781381288061, 0.840777245876757, 0.0194067662672507, 0.4604335489512213, 0.0217062077442932, 0.4887667322108394, 0.020304870937253, 0.9868980305719248, 0.0209723526925562, -0.0177982444429322, 0.0207403339849533, 0.2655643740234279, 0.0199800233671479]|1589599.5550742885097861|      0.06250000|[1290, 0, 10, 30]                                                          |  | used linear model with 129 points | iterate success | actual_k=0
      11|[1.0211328596466787, 0.0212462224040634, 0.0133165149615548, 0.0191087239634841, 0.4298067322973996, 0.0193449315954059, 0.8022736894524862, 0.0199878661048527, 0.2211501925735319, 0.0187159856802252, 2.691509782742683, 0.0286748900923951, 0.8073828450011294, 0.0195632198744754, 2.26733382118508, 0.0285195565183405, 14.35275184629694, 0.0856517542032677, 12.161165594599359, 0.0755618592805119, 0.2760683236895584, 0.0206580348336022, 0.2463643255931203, 0.0204363802821224, 1.1648243732473715, 0.0227390451728586, 0.1786875426732101, 0.0200371429647651, 0.1147332689440164, 0.0209574387125145, 3.7469653963184757, 0.0391491979320878, 0.8323727151852776, 0.0199342517766818, 0.1573797015915009, 0.0194664128932994, 0.3864393311811217, 0.0173129725066586, 0.9231397089771287, 0.0221674084858518, 0.2587104710778884, 0.0186747674745189, 2.0711137161676096, 0.0287738331869248, 1.944565280242171, 0.0281300992914553, 1.4831733525380342, 0.0240540698568065, 0.4815281668144303, 0.020144134707242, 0.4913335796263322, 0.0200313263088974, 0.3277602840542097, 0.0188781381288061, 0.840777245876757, 0.0194067662672507, 0.4604335489512213, 0.0217062077442932, 0.4887667322108394, 0.020304870937253, 0.9868980305719248, 0.0209723526925562, -0.0177982444429322, 0.0207403339849533, 0.2655643740234279, 0.0199800233671479]|1589599.5550742885097861|      0.03125000|[1419, 0, 11, 33]                                                          |  | used linear model with 129 points | iterate failure | actual_k=0
