k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      0.50000000|[99, 14, 1, 8]                                                             |  | used linear model with 113 points | iterate failure | actual_k=2
       2|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      0.25000000|[198, 28, 2, 16]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       3|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      0.12500000|[297, 42, 3, 24]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       4|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      0.06250000|[396, 56, 4, 32]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       5|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      0.03125000|[495, 70, 5, 40]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       6|[-0.8016047408709269, 1.1992711858041778, -1.199788003087259, 0.7985575916369645, -0.805169650076295, 1.1950635778576022, -1.2018135617894559, 0.7977528289335618, -0.8022588762618309, 1.1959949551022335, -1.2023228300921367, 0.7976831194260742, -0.8025616355743674, 1.1974651866288284, -1.202270403932359, 0.8007187723706943, -0.8030041867285931, 1.1958312024225959, -1.20173603751672, 0.7990712611713487, -0.8002975840480395, 1.197173620265843, -1.1996068531852428, 0.795979384520477, -0.8031294828499187, 1.1950176436754711, -1.2010538306973446, 0.7987214576852376, -0.800026917686424, 1.1964591868917018, -1.1991713432512223, 0.7978422792635742, -0.8018059983133191, 1.1956353599335159, -1.1996271163920205, 0.800108517108988, -0.8052947162645915, 1.1917545861663306, -1.199220989797706, 0.7991274830352433, -0.8068287574686654, 1.1925509416698203, -1.199861300826289, 0.7989607515731011, -0.8038107696682155, 1.1977765555296387, -1.1996029383152143, 0.7997544001693268, -0.8049674799049399, 1.198312285622666, -1.2035364831139426, 0.7991866089342956, -0.8034174199476276, 1.1960935361585572, -1.200314838707138, 0.7988435928856679, -0.802926166779307, 1.1956244703993164, -1.200754109629026, 0.8007520216273012, -0.8044864085787323, 1.1952550075629271, -1.202692904492067, 0.7993017095832454, -0.8036615453600707, 1.1953520651483398, -1.201384162045722, 0.7990251560798234, -0.8049070671179519, 1.1965225029626374, -1.1992988247859382, 0.7983887896982268, -0.8030026780545167, 1.1959285490492355, -1.1997887206184248, 0.7995258193816035, -0.803033567519203, 1.194683642475977, -1.1998023510936835, 0.7986441393245142, -0.8044921916191766, 1.1979576974922317, -1.2001929407190417, 0.7967011312522342, -0.8033285107833382, 1.193440588352744, -1.19918362443101, 0.8006569952064577, -0.8014068446209137, 1.19475142685686, -1.2002889718932412, 0.802447880373828, -0.8004700867967974, 1.196443342741329, -1.2013806473407294, 0.7978489106784422, -0.8055286243809708, 1.1941986155305844, -1.1992056786375191, 0.8027731972051945]|12292.9473653183649731|      0.06250000|[594, 84, 6, 48]                                                           |  | used linear model with 113 points | iterate success | actual_k=2
       7|[-0.7918664586503357, 1.1956074264333714, -1.1987062665231025, 0.7933993274872465, -0.8054510863536075, 1.1870359185125074, -1.200404123568332, 0.7918149949933354, -0.8033504478465563, 1.1891445859996115, -1.2056532546087855, 0.7938219624766515, -0.8074660346979553, 1.1910818355279218, -1.2066626186056852, 0.7991255352647699, -0.8068567368152304, 1.1865715092557163, -1.1999199719171953, 0.7942982925140281, -0.8066509221458987, 1.1964439090151908, -1.1929046513081236, 0.7999537404007299, -0.8112148085070142, 1.1824223578137956, -1.2124691864225092, 0.7907627223694043, -0.8144516445700414, 1.1846028067880454, -1.1906584814797156, 0.7977178158519161, -0.8085566801690317, 1.18581156613467, -1.2085035578531307, 0.7974824645430303, -0.8116430638286672, 1.1805319537658316, -1.209069458499756, 0.7988414917437612, -0.8161939098875011, 1.1884619471931386, -1.2056983707188274, 0.804070124741753, -0.804150014500499, 1.192120797951979, -1.1948853068310494, 0.7989170574408169, -0.8122917907263197, 1.1919989557463029, -1.209412325400787, 0.8005777951600631, -0.8034915501700015, 1.1948032628194551, -1.1961394410683128, 0.7918925865778674, -0.808641445371822, 1.1919581827844354, -1.1955767217077111, 0.7947058820731382, -0.8060869159888893, 1.1819230164519994, -1.2004110501126584, 0.7960292538601736, -0.8076544851972343, 1.1848843441433001, -1.2040859472468388, 0.7912958610260096, -0.8137451505479157, 1.1892838052538695, -1.1937394145252485, 0.7998403032309639, -0.8127692894037339, 1.1845654670695183, -1.2041150541371066, 0.7964245994885337, -0.8085600903344123, 1.1873842485951867, -1.205906808047726, 0.7941182315055999, -0.8115675219257706, 1.1907613914414847, -1.19673865823603, 0.796532312467061, -0.8015939423096712, 1.1919238907827516, -1.2004169942699547, 0.7960515708023038, -0.8059811417579236, 1.1844049519246616, -1.1990590204625018, 0.7975768500968423, -0.8101001999068393, 1.193011584872275, -1.2037837630419606, 0.7960247147329781, -0.8076913250788498, 1.1905507350089521, -1.1936793472959144, 0.8071437632554785]|11144.0883531095751096|      0.12500000|[693, 98, 7, 56]                                                           |  | used linear model with 113 points | iterate success | actual_k=2
       8|[-0.7918664586503357, 1.1956074264333714, -1.1987062665231025, 0.7933993274872465, -0.8054510863536075, 1.1870359185125074, -1.200404123568332, 0.7918149949933354, -0.8033504478465563, 1.1891445859996115, -1.2056532546087855, 0.7938219624766515, -0.8074660346979553, 1.1910818355279218, -1.2066626186056852, 0.7991255352647699, -0.8068567368152304, 1.1865715092557163, -1.1999199719171953, 0.7942982925140281, -0.8066509221458987, 1.1964439090151908, -1.1929046513081236, 0.7999537404007299, -0.8112148085070142, 1.1824223578137956, -1.2124691864225092, 0.7907627223694043, -0.8144516445700414, 1.1846028067880454, -1.1906584814797156, 0.7977178158519161, -0.8085566801690317, 1.18581156613467, -1.2085035578531307, 0.7974824645430303, -0.8116430638286672, 1.1805319537658316, -1.209069458499756, 0.7988414917437612, -0.8161939098875011, 1.1884619471931386, -1.2056983707188274, 0.804070124741753, -0.804150014500499, 1.192120797951979, -1.1948853068310494, 0.7989170574408169, -0.8122917907263197, 1.1919989557463029, -1.209412325400787, 0.8005777951600631, -0.8034915501700015, 1.1948032628194551, -1.1961394410683128, 0.7918925865778674, -0.808641445371822, 1.1919581827844354, -1.1955767217077111, 0.7947058820731382, -0.8060869159888893, 1.1819230164519994, -1.2004110501126584, 0.7960292538601736, -0.8076544851972343, 1.1848843441433001, -1.2040859472468388, 0.7912958610260096, -0.8137451505479157, 1.1892838052538695, -1.1937394145252485, 0.7998403032309639, -0.8127692894037339, 1.1845654670695183, -1.2041150541371066, 0.7964245994885337, -0.8085600903344123, 1.1873842485951867, -1.205906808047726, 0.7941182315055999, -0.8115675219257706, 1.1907613914414847, -1.19673865823603, 0.796532312467061, -0.8015939423096712, 1.1919238907827516, -1.2004169942699547, 0.7960515708023038, -0.8059811417579236, 1.1844049519246616, -1.1990590204625018, 0.7975768500968423, -0.8101001999068393, 1.193011584872275, -1.2037837630419606, 0.7960247147329781, -0.8076913250788498, 1.1905507350089521, -1.1936793472959144, 0.8071437632554785]|11144.0883531095751096|      0.06250000|[792, 112, 8, 64]                                                          |  | used linear model with 113 points | iterate failure | actual_k=2
       9|[-0.8018970295105793, 1.1917658353009544, -1.1949960736970853, 0.7964999473674359, -0.8077895442213966, 1.1767293093658489, -1.194186108806241, 0.7845213653795957, -0.8117973510990502, 1.1873099121065696, -1.2062268570710728, 0.7999139755314721, -0.8175745371853862, 1.1979211962029577, -1.2124236253305212, 0.7848925933713973, -0.8211638198870194, 1.1782955322173567, -1.191834603560767, 0.7904061038065312, -0.8101850165646912, 1.1975080271199248, -1.184767246905567, 0.8101118008910191, -0.814988546828342, 1.1816499949952148, -1.209705024280673, 0.7971469755003998, -0.8200188525507552, 1.1805514155599859, -1.1974651285352025, 0.7996939058295588, -0.8202424829893249, 1.1763600281048525, -1.209746399240393, 0.7989928394869996, -0.7992067355756611, 1.1800061358446072, -1.2112720860881416, 0.7994408723722748, -0.8255861044348375, 1.1791456000091303, -1.200350347881579, 0.8095083674432315, -0.8085187090633895, 1.183635514969654, -1.1905652364546393, 0.8042416991412673, -0.8056724180517353, 1.1889170427529534, -1.2082913657022307, 0.8029702938612164, -0.8195775554527358, 1.193193379572521, -1.1954089237168983, 0.7971738365942664, -0.8078421455539344, 1.1841193439038857, -1.1909479503371212, 0.7959213593549829, -0.8042253631778636, 1.188376087835239, -1.1990943324851602, 0.7991179872034972, -0.8165084814946925, 1.175662634957184, -1.2066894500678118, 0.7892281386003931, -0.8263509461476156, 1.1840575387200767, -1.1855271151358793, 0.8014106894260801, -0.8176562397249707, 1.1853569696609056, -1.2021720915775886, 0.7968160511186047, -0.8101410818993682, 1.188065916401169, -1.2097687076619674, 0.7975613885299989, -0.8159091035731557, 1.1805665918668007, -1.1865431525755843, 0.7937601582463548, -0.8026202722419707, 1.1835355404901422, -1.1917742622402743, 0.7997193297108988, -0.8097280253734238, 1.1760070452898752, -1.1930635731912167, 0.8008408287419008, -0.80804971139018, 1.1909297886040904, -1.1988685105211168, 0.7946980720969132, -0.8052447359669053, 1.1908808421602302, -1.1986346135185781, 0.8132935500516032]|10613.2159932525100885|      0.12500000|[891, 126, 9, 72]                                                          |  | used linear model with 113 points | iterate success | actual_k=2
      10|[-0.8028673974121581, 1.1859437612035044, -1.2009920922282877, 0.778879433000978, -0.8091145654313546, 1.158376404589381, -1.1900173545758546, 0.7914931945152083, -0.8330276301010215, 1.185934535799429, -1.2136195133672651, 0.7805278628110924, -0.8360490214321425, 1.1993724891180104, -1.2204723407737816, 0.7837026329561367, -0.8137563520643026, 1.1616795250705312, -1.201643585963329, 0.7769019441811964, -0.8145828657361167, 1.1901590489114557, -1.1848649163125853, 0.809210121657348, -0.8257672087744993, 1.184613971538236, -1.2117121281296628, 0.8106700799644134, -0.8239629850010026, 1.169776085034361, -1.20577274694818, 0.7921435138299223, -0.8296943918217935, 1.162289495715868, -1.223967670833961, 0.7996951792275993, -0.8064597383135799, 1.1794717289120982, -1.2098258220779654, 0.8067994821228133, -0.833361067581977, 1.1819722987784391, -1.1870050444582494, 0.8059653217690365, -0.7972017831606767, 1.163157894315075, -1.2044212338825888, 0.8244313424834325, -0.7987285757065922, 1.1457908416678309, -1.209703444068188, 0.8077552054560215, -0.8380082416566343, 1.1972963996833461, -1.188624301360289, 0.7954449160982995, -0.8123065667843584, 1.1624366010950862, -1.164828072910468, 0.7958201019275021, -0.8064956068638677, 1.1841538872276702, -1.188594042489928, 0.7837284369692183, -0.8459881928192563, 1.1641083765042815, -1.201849822100937, 0.8001957335805048, -0.8223001716489721, 1.174553436211022, -1.1905696290061363, 0.8134664710439196, -0.8394433494914256, 1.1881482765781795, -1.2113673542485885, 0.795225287842586, -0.824965310931872, 1.1802075056529957, -1.2072508259472279, 0.8056177903835723, -0.8353395453942682, 1.170916981645016, -1.1743809436388455, 0.7815024959803595, -0.8013476605212273, 1.1625784829295984, -1.1895791183417175, 0.8069522355055786, -0.822964520784643, 1.1421551768067175, -1.183126089606449, 0.7870596187441415, -0.8233594182757581, 1.1829112794313748, -1.1987488280664875, 0.8160777102410889, -0.8182721592381895, 1.1945626612930451, -1.1838184094433892, 0.8183633649139781]|9391.9574029785890161|      0.25000000|[990, 140, 10, 80]                                                         |  | used linear model with 113 points | iterate success | actual_k=2
      11|[-0.8028673974121581, 1.1859437612035044, -1.2009920922282877, 0.778879433000978, -0.8091145654313546, 1.158376404589381, -1.1900173545758546, 0.7914931945152083, -0.8330276301010215, 1.185934535799429, -1.2136195133672651, 0.7805278628110924, -0.8360490214321425, 1.1993724891180104, -1.2204723407737816, 0.7837026329561367, -0.8137563520643026, 1.1616795250705312, -1.201643585963329, 0.7769019441811964, -0.8145828657361167, 1.1901590489114557, -1.1848649163125853, 0.809210121657348, -0.8257672087744993, 1.184613971538236, -1.2117121281296628, 0.8106700799644134, -0.8239629850010026, 1.169776085034361, -1.20577274694818, 0.7921435138299223, -0.8296943918217935, 1.162289495715868, -1.223967670833961, 0.7996951792275993, -0.8064597383135799, 1.1794717289120982, -1.2098258220779654, 0.8067994821228133, -0.833361067581977, 1.1819722987784391, -1.1870050444582494, 0.8059653217690365, -0.7972017831606767, 1.163157894315075, -1.2044212338825888, 0.8244313424834325, -0.7987285757065922, 1.1457908416678309, -1.209703444068188, 0.8077552054560215, -0.8380082416566343, 1.1972963996833461, -1.188624301360289, 0.7954449160982995, -0.8123065667843584, 1.1624366010950862, -1.164828072910468, 0.7958201019275021, -0.8064956068638677, 1.1841538872276702, -1.188594042489928, 0.7837284369692183, -0.8459881928192563, 1.1641083765042815, -1.201849822100937, 0.8001957335805048, -0.8223001716489721, 1.174553436211022, -1.1905696290061363, 0.8134664710439196, -0.8394433494914256, 1.1881482765781795, -1.2113673542485885, 0.795225287842586, -0.824965310931872, 1.1802075056529957, -1.2072508259472279, 0.8056177903835723, -0.8353395453942682, 1.170916981645016, -1.1743809436388455, 0.7815024959803595, -0.8013476605212273, 1.1625784829295984, -1.1895791183417175, 0.8069522355055786, -0.822964520784643, 1.1421551768067175, -1.183126089606449, 0.7870596187441415, -0.8233594182757581, 1.1829112794313748, -1.1987488280664875, 0.8160777102410889, -0.8182721592381895, 1.1945626612930451, -1.1838184094433892, 0.8183633649139781]|9391.9574029785890161|      0.12500000|[1089, 154, 11, 88]                                                        |  | used linear model with 113 points | iterate failure | actual_k=2
