k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       2|[0.8782642007321463, 0.9427770662936537, 0.8818942382502646, 0.9136106235562131, 0.9994729067165384, 0.8541355278641798, 0.9685987613368053, 0.8912558269818842, 0.9362931091707716, 0.9672002666479673, 1.0356662603340974, 0.5976424156604745, 1.023193809652648, 1.0057597663960698, 1.02168305192267, 0.9688691907542486, 0.9564787317805148, 0.9950094205585204, 0.9605026410742581, 0.9738879158844769, 1.0431432944488124, 1.0086625565298972]|  1.3864183425903320|      1.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[0.8782642007321463, 0.9427770662936537, 0.8818942382502646, 0.9136106235562131, 0.9994729067165384, 0.8541355278641798, 0.9685987613368053, 0.8912558269818842, 0.9362931091707716, 0.9672002666479673, 1.0356662603340974, 0.5976424156604745, 1.023193809652648, 1.0057597663960698, 1.02168305192267, 0.9688691907542486, 0.9564787317805148, 0.9950094205585204, 0.9605026410742581, 0.9738879158844769, 1.0431432944488124, 1.0086625565298972]|  1.3864183425903320|      0.50000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.7796855649037733, 0.8193194258037219, 0.7751466509765292, 0.8043119204218365, 0.9087912245133417, 0.7992698040537984, 0.8033792550900468, 0.7473447145118741, 0.9291365211354699, 0.9212430407407507, 1.03100790742499, 0.2619114111216778, 0.9466270828519482, 1.0123575726803533, 0.9543572266414744, 0.8883794118739733, 0.8921884724253202, 0.9278121455312299, 0.9831169038867665, 0.9549503928533473, 1.0336569609322785, 0.9765454643558679]|  1.2520606517791748|      1.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[0.7796855649037733, 0.8193194258037219, 0.7751466509765292, 0.8043119204218365, 0.9087912245133417, 0.7992698040537984, 0.8033792550900468, 0.7473447145118741, 0.9291365211354699, 0.9212430407407507, 1.03100790742499, 0.2619114111216778, 0.9466270828519482, 1.0123575726803533, 0.9543572266414744, 0.8883794118739733, 0.8921884724253202, 0.9278121455312299, 0.9831169038867665, 0.9549503928533473, 1.0336569609322785, 0.9765454643558679]|  1.2520606517791748|      0.50000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.7796855649037733, 0.8193194258037219, 0.7751466509765292, 0.8043119204218365, 0.9087912245133417, 0.7992698040537984, 0.8033792550900468, 0.7473447145118741, 0.9291365211354699, 0.9212430407407507, 1.03100790742499, 0.2619114111216778, 0.9466270828519482, 1.0123575726803533, 0.9543572266414744, 0.8883794118739733, 0.8921884724253202, 0.9278121455312299, 0.9831169038867665, 0.9549503928533473, 1.0336569609322785, 0.9765454643558679]|  1.2520606517791748|      0.25000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.7017294841573419, 0.8065647655272922, 0.739327577066266, 0.8187966879402536, 0.8351863573145866, 0.7814599104924422, 0.7287064072701129, 0.7419583953432156, 0.9124662231727818, 0.8495933808115126, 0.9792743294761219, 0.1236774918653081, 0.9449416256632764, 0.9835989848664712, 0.9820809922407784, 0.8566634663907997, 0.8399033396825, 0.8398681172290118, 0.987795455876509, 0.9176273982557301, 0.9919003469170135, 0.9762561488195466]|  1.1993556022644043|      0.50000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       8|[0.7017294841573419, 0.8065647655272922, 0.739327577066266, 0.8187966879402536, 0.8351863573145866, 0.7814599104924422, 0.7287064072701129, 0.7419583953432156, 0.9124662231727818, 0.8495933808115126, 0.9792743294761219, 0.1236774918653081, 0.9449416256632764, 0.9835989848664712, 0.9820809922407784, 0.8566634663907997, 0.8399033396825, 0.8398681172290118, 0.987795455876509, 0.9176273982557301, 0.9919003469170135, 0.9762561488195466]|  1.1993556022644043|      0.25000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.6634075923046048, 0.7375760518695202, 0.6738435820324221, 0.7566440979219692, 0.8134857268217603, 0.8301151534414354, 0.6469442530812992, 0.6947008378163841, 0.951725117224272, 0.8428235544091635, 1.0055371469218366, -0.0437217818035466, 0.975125818132875, 0.9721313255108989, 0.9604631230230251, 0.9037805177414134, 0.8331675761526716, 0.8249876727419734, 1.021077702441692, 0.9045773127584696, 0.998166962100273, 1.0036595945394204]|  1.1506959199905396|      0.50000000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[0.6634075923046048, 0.7375760518695202, 0.6738435820324221, 0.7566440979219692, 0.8134857268217603, 0.8301151534414354, 0.6469442530812992, 0.6947008378163841, 0.951725117224272, 0.8428235544091635, 1.0055371469218366, -0.0437217818035466, 0.975125818132875, 0.9721313255108989, 0.9604631230230251, 0.9037805177414134, 0.8331675761526716, 0.8249876727419734, 1.021077702441692, 0.9045773127584696, 0.998166962100273, 1.0036595945394204]|  1.1506959199905396|      0.25000000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.6331123845058266, 0.720929764119969, 0.663822414105565, 0.682178836256805, 0.726595924582216, 0.7742155986859353, 0.5560041423023186, 0.6466316503415478, 0.8932265841902857, 0.797404103206749, 1.0674532053019927, -0.1665679850313051, 0.9829292173257627, 0.9239861413280565, 0.9387012095187738, 0.8606980216358726, 0.8559133345304533, 0.8222539078814934, 1.069649838648664, 0.9236586599131378, 0.9571149599091632, 1.0224336963612168]|  1.0978670120239258|      0.50000000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
