k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[97.86359970206922, 36.33645400816118, 269.06823089817453]                      |233073.5312500000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[99.01856503930618, 36.53404727362974, 267.4474249347037]                       |226543.9687500000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       3|[100.12646421747053, 34.1616888246254, 264.4234416674781]                       |218201.7187500000000000|      8.00000000|[19, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       4|[105.51173521152234, 35.097701173940855, 258.5819746254968]                     |193186.5156250000000000|     16.00000000|[25, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       5|[117.3138639461768, 44.09326459419202, 264.5644152714943]                       |177466.3437500000000000|     32.00000000|[31, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       6|[145.87806722513275, 57.362786752511816, 258.90702428904115]                    |109885.6250000000000000|     64.00000000|[37, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       7|[137.49451261372948, 99.62954252245672, 211.58644347306372]                     |35122.7187500000000000|    128.00000000|[43, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       8|[137.49451261372948, 99.62954252245672, 211.58644347306372]                     |35122.7187500000000000|     64.00000000|[53, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[153.27828498927735, 101.8502682761637, 149.60305128835253]                     | 43.7128753662109375|    128.00000000|[59, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      10|[153.27828498927735, 101.8502682761637, 149.60305128835253]                     | 43.7128753662109375|     64.00000000|[69, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[153.27828498927735, 101.8502682761637, 149.60305128835253]                     | 43.7128753662109375|     32.00000000|[79, 0, 0, 28]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[153.27828498927735, 101.8502682761637, 149.60305128835253]                     | 43.7128753662109375|     16.00000000|[89, 0, 0, 32]                                                             |  | trying quadratic partial model with 5 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
