k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0156336599465086, 0.1747902563108391, 0.7018587084099079, 0.0497976329534479, 0.5171365948218208, -0.0313814713722574, 1.457932366347182, 0.1106696331620474, 0.0243128002594066, 0.0404420578340699, 1.2360099556726711, -0.1369922305172576, 0.3723251980648158, 0.0064980556307129, 1.198985431825442, -0.145058379582689, 4.511229637092956, 0.0215238991551998, 4.457375119885086, -0.0494375600246052, 0.2160343070946454, -0.0236774721400785, 0.1837784327085584, -0.0382837058244379, 0.7715583669652586, 0.0512152907063335, 0.0730712755770397, 0.1758507495315565, -0.0853732423836378, -0.0609560079465522, 1.714829578404708, 0.1163397018811676, 0.0523520560182238, 0.18720072068925, -0.1984219032737784, -0.0522498268788985, -0.0604199703423015, 0.0423499189306312, 0.4345174402116413, 0.1518686512001161, 0.3396194695421121, 0.0143330124700697, 0.7936285505123579, 0.2388961212288196, 1.0234912537680425, 0.1651436099337837, 1.0888172301343004, 0.0392462074846407, 0.2609973051142134, 0.0024897385860163, 0.5864351904654017, 0.2504458968933158, 0.2902686143467769, -0.0389494567304851, 0.6461721022837764, 0.0669702091731374, 0.0610713020807503, -0.0323863367750608, 0.3503800962505023, -0.1233838221150839, 0.2818140897889246, -0.0623044606013791, 0.0575431304807545, 0.027075335678224, 0.360430154059275, 0.0468004930214384]|249617.0156250000000000|      2.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | iterate success | actual_k=1
       2|[1.0156336599465086, 0.1747902563108391, 0.7018587084099079, 0.0497976329534479, 0.5171365948218208, -0.0313814713722574, 1.457932366347182, 0.1106696331620474, 0.0243128002594066, 0.0404420578340699, 1.2360099556726711, -0.1369922305172576, 0.3723251980648158, 0.0064980556307129, 1.198985431825442, -0.145058379582689, 4.511229637092956, 0.0215238991551998, 4.457375119885086, -0.0494375600246052, 0.2160343070946454, -0.0236774721400785, 0.1837784327085584, -0.0382837058244379, 0.7715583669652586, 0.0512152907063335, 0.0730712755770397, 0.1758507495315565, -0.0853732423836378, -0.0609560079465522, 1.714829578404708, 0.1163397018811676, 0.0523520560182238, 0.18720072068925, -0.1984219032737784, -0.0522498268788985, -0.0604199703423015, 0.0423499189306312, 0.4345174402116413, 0.1518686512001161, 0.3396194695421121, 0.0143330124700697, 0.7936285505123579, 0.2388961212288196, 1.0234912537680425, 0.1651436099337837, 1.0888172301343004, 0.0392462074846407, 0.2609973051142134, 0.0024897385860163, 0.5864351904654017, 0.2504458968933158, 0.2902686143467769, -0.0389494567304851, 0.6461721022837764, 0.0669702091731374, 0.0610713020807503, -0.0323863367750608, 0.3503800962505023, -0.1233838221150839, 0.2818140897889246, -0.0623044606013791, 0.0575431304807545, 0.027075335678224, 0.360430154059275, 0.0468004930214384]|249617.0156250000000000|      1.00000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.1543136090816906, 0.0794301721464284, 0.716741892089431, 0.0407509843860594, 0.324628223442631, -0.0504578915373146, 1.4495470597160343, 0.3587892387166425, 0.0336985021325778, -0.0995157253770409, 1.233470498092087, -0.1616515573001573, 0.4317904481171988, 0.1462181774176095, 1.3247090767248975, -0.3287588240435083, 4.496011616162645, 0.1254490242699498, 4.49690052310305, -0.1130899879129249, 0.2414580566573608, 0.2422715989637545, 0.2230558763709427, -0.0522071482079792, 0.7929862852371296, 0.1352851097376781, -0.0829944876247976, 0.1931402441518977, -0.0725450588350518, 0.0974640766766049, 1.8014578354969932, 0.140827102672195, -0.093936208301744, 0.1520210908587514, -0.0010049712477095, -0.0761228961862419, -0.1293492438758934, 0.0145878648356978, 0.3772345415129139, 0.0830945332818405, 0.4784031863209217, -0.0018148400868351, 0.6850831474400886, 0.2433705789012258, 0.9427440921605237, 0.3924740420926172, 1.1130917905584423, -0.156414702498356, 0.2862876182313354, -0.0511906673966968, 0.4507328567256032, 0.3682188332749988, 0.2927249447876693, -0.1925677938049566, 0.4864452267571042, 0.2951096782004389, 0.1901704343070962, -0.0020253599707707, 0.5583577869936693, 0.1365349853944218, 0.3175088184274341, -0.0009268738752384, -0.328904474796003, 0.0125546354078818, 0.3622376177592639, 0.0520623103796915]|86461.0078125000000000|      2.00000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[1.1543136090816906, 0.0794301721464284, 0.716741892089431, 0.0407509843860594, 0.324628223442631, -0.0504578915373146, 1.4495470597160343, 0.3587892387166425, 0.0336985021325778, -0.0995157253770409, 1.233470498092087, -0.1616515573001573, 0.4317904481171988, 0.1462181774176095, 1.3247090767248975, -0.3287588240435083, 4.496011616162645, 0.1254490242699498, 4.49690052310305, -0.1130899879129249, 0.2414580566573608, 0.2422715989637545, 0.2230558763709427, -0.0522071482079792, 0.7929862852371296, 0.1352851097376781, -0.0829944876247976, 0.1931402441518977, -0.0725450588350518, 0.0974640766766049, 1.8014578354969932, 0.140827102672195, -0.093936208301744, 0.1520210908587514, -0.0010049712477095, -0.0761228961862419, -0.1293492438758934, 0.0145878648356978, 0.3772345415129139, 0.0830945332818405, 0.4784031863209217, -0.0018148400868351, 0.6850831474400886, 0.2433705789012258, 0.9427440921605237, 0.3924740420926172, 1.1130917905584423, -0.156414702498356, 0.2862876182313354, -0.0511906673966968, 0.4507328567256032, 0.3682188332749988, 0.2927249447876693, -0.1925677938049566, 0.4864452267571042, 0.2951096782004389, 0.1901704343070962, -0.0020253599707707, 0.5583577869936693, 0.1365349853944218, 0.3175088184274341, -0.0009268738752384, -0.328904474796003, 0.0125546354078818, 0.3622376177592639, 0.0520623103796915]|86461.0078125000000000|      1.00000000|[272, 18, 2, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.1543136090816906, 0.0794301721464284, 0.716741892089431, 0.0407509843860594, 0.324628223442631, -0.0504578915373146, 1.4495470597160343, 0.3587892387166425, 0.0336985021325778, -0.0995157253770409, 1.233470498092087, -0.1616515573001573, 0.4317904481171988, 0.1462181774176095, 1.3247090767248975, -0.3287588240435083, 4.496011616162645, 0.1254490242699498, 4.49690052310305, -0.1130899879129249, 0.2414580566573608, 0.2422715989637545, 0.2230558763709427, -0.0522071482079792, 0.7929862852371296, 0.1352851097376781, -0.0829944876247976, 0.1931402441518977, -0.0725450588350518, 0.0974640766766049, 1.8014578354969932, 0.140827102672195, -0.093936208301744, 0.1520210908587514, -0.0010049712477095, -0.0761228961862419, -0.1293492438758934, 0.0145878648356978, 0.3772345415129139, 0.0830945332818405, 0.4784031863209217, -0.0018148400868351, 0.6850831474400886, 0.2433705789012258, 0.9427440921605237, 0.3924740420926172, 1.1130917905584423, -0.156414702498356, 0.2862876182313354, -0.0511906673966968, 0.4507328567256032, 0.3682188332749988, 0.2927249447876693, -0.1925677938049566, 0.4864452267571042, 0.2951096782004389, 0.1901704343070962, -0.0020253599707707, 0.5583577869936693, 0.1365349853944218, 0.3175088184274341, -0.0009268738752384, -0.328904474796003, 0.0125546354078818, 0.3622376177592639, 0.0520623103796915]|86461.0078125000000000|      0.50000000|[363, 24, 2, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.1543136090816906, 0.0794301721464284, 0.716741892089431, 0.0407509843860594, 0.324628223442631, -0.0504578915373146, 1.4495470597160343, 0.3587892387166425, 0.0336985021325778, -0.0995157253770409, 1.233470498092087, -0.1616515573001573, 0.4317904481171988, 0.1462181774176095, 1.3247090767248975, -0.3287588240435083, 4.496011616162645, 0.1254490242699498, 4.49690052310305, -0.1130899879129249, 0.2414580566573608, 0.2422715989637545, 0.2230558763709427, -0.0522071482079792, 0.7929862852371296, 0.1352851097376781, -0.0829944876247976, 0.1931402441518977, -0.0725450588350518, 0.0974640766766049, 1.8014578354969932, 0.140827102672195, -0.093936208301744, 0.1520210908587514, -0.0010049712477095, -0.0761228961862419, -0.1293492438758934, 0.0145878648356978, 0.3772345415129139, 0.0830945332818405, 0.4784031863209217, -0.0018148400868351, 0.6850831474400886, 0.2433705789012258, 0.9427440921605237, 0.3924740420926172, 1.1130917905584423, -0.156414702498356, 0.2862876182313354, -0.0511906673966968, 0.4507328567256032, 0.3682188332749988, 0.2927249447876693, -0.1925677938049566, 0.4864452267571042, 0.2951096782004389, 0.1901704343070962, -0.0020253599707707, 0.5583577869936693, 0.1365349853944218, 0.3175088184274341, -0.0009268738752384, -0.328904474796003, 0.0125546354078818, 0.3622376177592639, 0.0520623103796915]|86461.0078125000000000|      0.25000000|[453, 30, 2, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.1543136090816906, 0.0794301721464284, 0.716741892089431, 0.0407509843860594, 0.324628223442631, -0.0504578915373146, 1.4495470597160343, 0.3587892387166425, 0.0336985021325778, -0.0995157253770409, 1.233470498092087, -0.1616515573001573, 0.4317904481171988, 0.1462181774176095, 1.3247090767248975, -0.3287588240435083, 4.496011616162645, 0.1254490242699498, 4.49690052310305, -0.1130899879129249, 0.2414580566573608, 0.2422715989637545, 0.2230558763709427, -0.0522071482079792, 0.7929862852371296, 0.1352851097376781, -0.0829944876247976, 0.1931402441518977, -0.0725450588350518, 0.0974640766766049, 1.8014578354969932, 0.140827102672195, -0.093936208301744, 0.1520210908587514, -0.0010049712477095, -0.0761228961862419, -0.1293492438758934, 0.0145878648356978, 0.3772345415129139, 0.0830945332818405, 0.4784031863209217, -0.0018148400868351, 0.6850831474400886, 0.2433705789012258, 0.9427440921605237, 0.3924740420926172, 1.1130917905584423, -0.156414702498356, 0.2862876182313354, -0.0511906673966968, 0.4507328567256032, 0.3682188332749988, 0.2927249447876693, -0.1925677938049566, 0.4864452267571042, 0.2951096782004389, 0.1901704343070962, -0.0020253599707707, 0.5583577869936693, 0.1365349853944218, 0.3175088184274341, -0.0009268738752384, -0.328904474796003, 0.0125546354078818, 0.3622376177592639, 0.0520623103796915]|86461.0078125000000000|      0.12500000|[543, 36, 2, 38]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.1314231376224424, 0.0695473579351652, 0.7348169572614908, 0.0377067494633054, 0.3228805100227858, -0.0496500673740076, 1.4307878098423403, 0.3548438019788614, 0.0639453140417624, -0.1088541190040547, 1.2414420754234867, -0.1780841792928904, 0.4324740559382158, 0.1331539360766152, 1.3260912625340777, -0.3272863237695974, 4.4894351350003125, 0.1502461144753791, 4.491688238384619, -0.1309416668100689, 0.247581461598619, 0.2412895180606377, 0.2297118379002233, -0.0627734876679495, 0.7727199083518436, 0.1570139519152934, -0.0771137330403119, 0.2129620746373361, -0.0787044979044078, 0.1060790979576507, 1.7916263144767652, 0.1427373246398135, -0.1301548499032504, 0.1623374120161978, -0.0211761524183645, -0.0651090974990943, -0.1187571897691387, -0.0219838011701963, 0.3826354604778954, 0.0466761373678415, 0.4889114945247559, -0.005900092324504, 0.6661947225535024, 0.2665027567590351, 0.934340739618963, 0.3950879384526731, 1.132258055818425, -0.180480958256204, 0.3058648187050518, -0.0536658064791393, 0.4654926192129569, 0.388216986000801, 0.2905346944393452, -0.2121065776505867, 0.4980729688022363, 0.2808552813636916, 0.188915211993908, -0.0087667435492442, 0.5305945275744653, 0.1348755226011387, 0.3163348527345369, -0.0034493268033279, -0.3395503936059043, 0.0302157984077968, 0.3502850996843894, 0.0401864558589436]|45248.1367187500000000|      0.25000000|[573, 38, 2, 40]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[1.1314231376224424, 0.0695473579351652, 0.7348169572614908, 0.0377067494633054, 0.3228805100227858, -0.0496500673740076, 1.4307878098423403, 0.3548438019788614, 0.0639453140417624, -0.1088541190040547, 1.2414420754234867, -0.1780841792928904, 0.4324740559382158, 0.1331539360766152, 1.3260912625340777, -0.3272863237695974, 4.4894351350003125, 0.1502461144753791, 4.491688238384619, -0.1309416668100689, 0.247581461598619, 0.2412895180606377, 0.2297118379002233, -0.0627734876679495, 0.7727199083518436, 0.1570139519152934, -0.0771137330403119, 0.2129620746373361, -0.0787044979044078, 0.1060790979576507, 1.7916263144767652, 0.1427373246398135, -0.1301548499032504, 0.1623374120161978, -0.0211761524183645, -0.0651090974990943, -0.1187571897691387, -0.0219838011701963, 0.3826354604778954, 0.0466761373678415, 0.4889114945247559, -0.005900092324504, 0.6661947225535024, 0.2665027567590351, 0.934340739618963, 0.3950879384526731, 1.132258055818425, -0.180480958256204, 0.3058648187050518, -0.0536658064791393, 0.4654926192129569, 0.388216986000801, 0.2905346944393452, -0.2121065776505867, 0.4980729688022363, 0.2808552813636916, 0.188915211993908, -0.0087667435492442, 0.5305945275744653, 0.1348755226011387, 0.3163348527345369, -0.0034493268033279, -0.3395503936059043, 0.0302157984077968, 0.3502850996843894, 0.0401864558589436]|45248.1367187500000000|      0.12500000|[663, 44, 2, 46]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.1371875830448404, 0.0746100822592886, 0.7234388205215946, 0.0135430943942376, 0.2980207344844784, -0.0423113305287262, 1.4202415962669932, 0.355321934243179, 0.0761514947800361, -0.1241108531223765, 1.2215937341429919, -0.2016521459512678, 0.416822194380802, 0.1343254943939813, 1.308609256191186, -0.3262055299361623, 4.46071860300069, 0.1846521733243873, 4.497634575147362, -0.1550748408833885, 0.2608037732871971, 0.2425286231460597, 0.2589731417074269, -0.0845328948024144, 0.7534740244193724, 0.1445563620001988, -0.0724755728451179, 0.2056434864473724, -0.0946840176767135, 0.0939127133655205, 1.7899175454537624, 0.1370824388411117, -0.1341748151782388, 0.1379431492274182, -0.0147730132634116, -0.0578166712998357, -0.115313286373886, -0.0236111847001466, 0.3750480492390783, 0.0598616008471586, 0.504691033349185, -0.0119927782385713, 0.6497226122819825, 0.2544060580577646, 0.9336565078753049, 0.386024001844078, 1.1239530916841987, -0.1667614986962399, 0.3158153462467459, -0.0496784445192652, 0.4475142754373825, 0.4087067108219556, 0.3091535770487435, -0.2410290055991371, 0.5143527990500303, 0.270536754642871, 0.1730474919126244, -0.0309665396791375, 0.5522592168542203, 0.1254154496304831, 0.3001459772700489, -0.005520425536021, -0.3712330112454036, 0.0262108901765322, 0.3480483927752299, 0.0367597756574028]|37759.8945312500000000|      0.25000000|[693, 46, 2, 48]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
