k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[1.2594405564541804, 1.8444715529176186, 1.142330012994625, 0.7013685553487036, 1.192274768087287, 1.1099697278267877]|  0.3283304544769823|      1.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       3|[1.2594405564541804, 1.8444715529176186, 1.142330012994625, 0.7013685553487036, 1.192274768087287, 1.1099697278267877]|  0.3283304544769823|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[1.2594405564541804, 1.8444715529176186, 1.142330012994625, 0.7013685553487036, 1.192274768087287, 1.1099697278267877]|  0.3283304544769823|      0.25000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[1.2594405564541804, 1.8444715529176186, 1.142330012994625, 0.7013685553487036, 1.192274768087287, 1.1099697278267877]|  0.3283304544769823|      0.12500000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[1.2594405564541804, 1.8444715529176186, 1.142330012994625, 0.7013685553487036, 1.192274768087287, 1.1099697278267877]|  0.3283304544769823|      0.06250000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[1.2594405564541804, 1.8444715529176186, 1.142330012994625, 0.7013685553487036, 1.192274768087287, 1.1099697278267877]|  0.3283304544769823|      0.03125000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[1.277950346378751, 1.8389688480593938, 1.137458291509467, 0.7164295795444195, 1.2041974799843052, 1.0954455673636372]|  0.3198327758063180|      0.06250000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[1.301240239917532, 1.8532323937516606, 1.143812218851461, 0.7069375441350878, 1.2584110150731291, 1.1049746600555133]|  0.3081575185632933|      0.12500000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[1.301240239917532, 1.8532323937516606, 1.143812218851461, 0.7069375441350878, 1.2584110150731291, 1.1049746600555133]|  0.3081575185632933|      0.06250000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[1.301240239917532, 1.8532323937516606, 1.143812218851461, 0.7069375441350878, 1.2584110150731291, 1.1049746600555133]|  0.3081575185632933|      0.03125000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[1.3112689738074201, 1.8564016514252941, 1.1680955026304078, 0.6987958987390029, 1.269599642424108, 1.1141829801802918]|  0.3038337110912988|      0.06250000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      13|[1.3112689738074201, 1.8564016514252941, 1.1680955026304078, 0.6987958987390029, 1.269599642424108, 1.1141829801802918]|  0.3038337110912988|      0.03125000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[1.3338151240688954, 1.8628742286145703, 1.1698479062457705, 0.6978158454909227, 1.2891422374051393, 1.1205386793175234]|  0.2997526315280811|      0.06250000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      15|[1.3338151240688954, 1.8628742286145703, 1.1698479062457705, 0.6978158454909227, 1.2891422374051393, 1.1205386793175234]|  0.2997526315280811|      0.03125000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[1.3338151240688954, 1.8628742286145703, 1.1698479062457705, 0.6978158454909227, 1.2891422374051393, 1.1205386793175234]|  0.2997526315280811|      0.01562500|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[1.341310740246245, 1.864477077524768, 1.1749247128547036, 0.6942467534941029, 1.300820533907848, 1.117299505617104]|  0.2984436872243644|      0.03125000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      18|[1.3642008363471851, 1.8617076079316757, 1.182349703351441, 0.6954239912214174, 1.3139935206509872, 1.1319587036301089]|  0.2968128034242616|      0.06250000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      19|[1.3642008363471851, 1.8617076079316757, 1.182349703351441, 0.6954239912214174, 1.3139935206509872, 1.1319587036301089]|  0.2968128034242616|      0.03125000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[1.3760958209387586, 1.8888560083073684, 1.1881938131782865, 0.7017706804980429, 1.3185386411897935, 1.1302428966908609]|  0.2958357578266433|      0.06250000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[1.3760958209387586, 1.8888560083073684, 1.1881938131782865, 0.7017706804980429, 1.3185386411897935, 1.1302428966908609]|  0.2958357578266433|      0.03125000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[1.3760958209387586, 1.8888560083073684, 1.1881938131782865, 0.7017706804980429, 1.3185386411897935, 1.1302428966908609]|  0.2958357578266433|      0.01562500|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[1.386558174345966, 1.8911776480157851, 1.189788061302502, 0.6970834756995347, 1.3283917649577797, 1.1330167408384326]|  0.2954501388085858|      0.03125000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[1.386558174345966, 1.8911776480157851, 1.189788061302502, 0.6970834756995347, 1.3283917649577797, 1.1330167408384326]|  0.2954501388085858|      0.01562500|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[1.386558174345966, 1.8911776480157851, 1.189788061302502, 0.6970834756995347, 1.3283917649577797, 1.1330167408384326]|  0.2954501388085858|      0.00781250|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[1.3871491515232932, 1.8976221241973166, 1.190693990269202, 0.6946611435607386, 1.3313073069141983, 1.135008183478472]|  0.2952228698243515|      0.01562500|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      27|[1.3871491515232932, 1.8976221241973166, 1.190693990269202, 0.6946611435607386, 1.3313073069141983, 1.135008183478472]|  0.2952228698243515|      0.00781250|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      28|[1.3907007071864677, 1.903046888077769, 1.1904885805370324, 0.6984755566332017, 1.3327253824562695, 1.1365543616616853]|  0.2950175229453004|      0.01562500|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      29|[1.3907007071864677, 1.903046888077769, 1.1904885805370324, 0.6984755566332017, 1.3327253824562695, 1.1365543616616853]|  0.2950175229453004|      0.00781250|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[1.3941575103778892, 1.9097938857174244, 1.189530976187338, 0.6998767358169228, 1.3321200547819583, 1.1359913696479524]|  0.2948685240234377|      0.01562500|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
