k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.03125000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       6|[999.9891070178992, 1000.0042774592679, 399.9975764399537, 40.01498239435159, 0.7069066273991739, 0.3029139540363995, 0.0064825518135575]|2094986.6136807331349701|      0.06250000|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       7|[999.9891070178992, 1000.0042774592679, 399.9975764399537, 40.01498239435159, 0.7069066273991739, 0.3029139540363995, 0.0064825518135575]|2094986.6136807331349701|      0.03125000|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       8|[1000.0013323367347, 1000.0071016358615, 399.97734332185723, 40.01242636955049, 0.6993789789843927, 0.3026202966603586, -0.0121309929841631]|1589722.1086004998069257|      0.06250000|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       9|[1000.0013323367347, 1000.0071016358615, 399.97734332185723, 40.01242636955049, 0.6993789789843927, 0.3026202966603586, -0.0121309929841631]|1589722.1086004998069257|      0.03125000|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
      10|[1000.0024022888639, 1000.0078502035901, 399.9645758960654, 40.00662564578536, 0.7079976121226784, 0.3110674208508152, -0.0372818785945473]|1384189.4838474758435041|      0.06250000|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate success | actual_k=0
      11|[1000.0024022888639, 1000.0078502035901, 399.9645758960654, 40.00662564578536, 0.7079976121226784, 0.3110674208508152, -0.0372818785945473]|1384189.4838474758435041|      0.03125000|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[1000.0024022888639, 1000.0078502035901, 399.9645758960654, 40.00662564578536, 0.7079976121226784, 0.3110674208508152, -0.0372818785945473]|1384189.4838474758435041|      0.01562500|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[1000.0034726789312, 1000.0029799513593, 399.96485757483003, 40.00275662330211, 0.7145149465002221, 0.3020845829714122, -0.0462852019616613]|1334313.1300169480964541|      0.03125000|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      14|[1000.0034726789312, 1000.0029799513593, 399.96485757483003, 40.00275662330211, 0.7145149465002221, 0.3020845829714122, -0.0462852019616613]|1334313.1300169480964541|      0.01562500|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[1000.0034726789312, 1000.0029799513593, 399.96485757483003, 40.00275662330211, 0.7145149465002221, 0.3020845829714122, -0.0462852019616613]|1334313.1300169480964541|      0.00781250|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[1000.0036246272621, 1000.0031086496878, 399.9645746882637, 40.00231183953559, 0.7194448346685351, 0.2971504799055118, -0.0497591733014435]|1312551.1696443015243858|      0.01562500|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      17|[1000.0036246272621, 1000.0031086496878, 399.9645746882637, 40.00231183953559, 0.7194448346685351, 0.2971504799055118, -0.0497591733014435]|1312551.1696443015243858|      0.00781250|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[1000.0028805114941, 1000.0024950186703, 399.96293669130813, 40.00211163570854, 0.7246920913658157, 0.2932291311779618, -0.0535632646067635]|1294343.6928625458385795|      0.01562500|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      19|[1000.0001872585732, 1000.0083808731954, 399.9633741892337, 40.004076287172985, 0.7319745510662758, 0.2824548545986573, -0.0589552229992228]|1269636.0335663184523582|      0.03125000|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      20|[1000.0069275284906, 1000.017386469138, 399.9576539920529, 40.0190316278255, 0.7525068123349651, 0.2693885636642837, -0.0577950843215763]|1217993.7584938565269113|      0.06250000|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      21|[1000.0069275284906, 1000.017386469138, 399.9576539920529, 40.0190316278255, 0.7525068123349651, 0.2693885636642837, -0.0577950843215763]|1217993.7584938565269113|      0.03125000|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      22|[1000.0069275284906, 1000.017386469138, 399.9576539920529, 40.0190316278255, 0.7525068123349651, 0.2693885636642837, -0.0577950843215763]|1217993.7584938565269113|      0.01562500|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      23|[1000.0069275284906, 1000.017386469138, 399.9576539920529, 40.0190316278255, 0.7525068123349651, 0.2693885636642837, -0.0577950843215763]|1217993.7584938565269113|      0.00781250|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      24|[1000.0096949785052, 1000.0184105201114, 399.96033513167725, 40.02363577898832, 0.7573178311723374, 0.2685917349742006, -0.0573949088104252]|1209093.2246288394089788|      0.01562500|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
