k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.06250000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.03125000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.01562500|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.0040484417521262, 0.0037657207369664, -0.0032224530304226, 0.0054500060590366, 0.005404171838394, 0.0089114792803787, 0.0032072370520091, 0.0064974542249059, 0.0024972934480998, 1.0024746778440934]|2701.4985841412012633|      0.03125000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[0.0040484417521262, 0.0037657207369664, -0.0032224530304226, 0.0054500060590366, 0.005404171838394, 0.0089114792803787, 0.0032072370520091, 0.0064974542249059, 0.0024972934480998, 1.0024746778440934]|2701.4985841412012633|      0.01562500|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[0.0040484417521262, 0.0037657207369664, -0.0032224530304226, 0.0054500060590366, 0.005404171838394, 0.0089114792803787, 0.0032072370520091, 0.0064974542249059, 0.0024972934480998, 1.0024746778440934]|2701.4985841412012633|      0.00781250|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[0.0040484417521262, 0.0037657207369664, -0.0032224530304226, 0.0054500060590366, 0.005404171838394, 0.0089114792803787, 0.0032072370520091, 0.0064974542249059, 0.0024972934480998, 1.0024746778440934]|2701.4985841412012633|      0.00390625|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[0.0040484417521262, 0.0037657207369664, -0.0032224530304226, 0.0054500060590366, 0.005404171838394, 0.0089114792803787, 0.0032072370520091, 0.0064974542249059, 0.0024972934480998, 1.0024746778440934]|2701.4985841412012633|      0.00195312|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
