k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       2|[0.887937046780616, 0.8898938954253681, 0.8869196566861782, 0.8881136443229233, 0.8870437661505876, 0.887635184208758, 0.8886304016758618, 0.8877797755727501, 0.887278116062539, 0.888728743431433, 1.040983243643871, 0.6536736698507144, 0.9894896559586109, 0.9887193479526885, 0.9893803543055847, 0.9890563291545688, 0.9747226980356793, 0.9650226329507319, 0.979237361019678, 0.9941429564600459, 0.991979922328804, 0.9922612195068359]|  1.3729304075241089|      1.00000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[0.887937046780616, 0.8898938954253681, 0.8869196566861782, 0.8881136443229233, 0.8870437661505876, 0.887635184208758, 0.8886304016758618, 0.8877797755727501, 0.887278116062539, 0.888728743431433, 1.040983243643871, 0.6536736698507144, 0.9894896559586109, 0.9887193479526885, 0.9893803543055847, 0.9890563291545688, 0.9747226980356793, 0.9650226329507319, 0.979237361019678, 0.9941429564600459, 0.991979922328804, 0.9922612195068359]|  1.3729304075241089|      0.50000000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[0.7764552806552527, 0.7792161997889377, 0.7741285867716426, 0.7716607907186253, 0.7743138515414117, 0.7765867471602448, 0.775725453301048, 0.7755970308407483, 0.7744308027643987, 0.7757276994092802, 1.0725772383232226, 0.3092663506984868, 0.9754713135447703, 0.975668666776837, 0.9788934612641342, 0.975629713072776, 0.9465180728693279, 0.9261654089857557, 0.9594548260639932, 0.9867975634865204, 0.9833071868508413, 0.9841640238198779]|  1.2271990776062012|      1.00000000|[440, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[0.7764552806552527, 0.7792161997889377, 0.7741285867716426, 0.7716607907186253, 0.7743138515414117, 0.7765867471602448, 0.775725453301048, 0.7755970308407483, 0.7744308027643987, 0.7757276994092802, 1.0725772383232226, 0.3092663506984868, 0.9754713135447703, 0.975668666776837, 0.9788934612641342, 0.975629713072776, 0.9465180728693279, 0.9261654089857557, 0.9594548260639932, 0.9867975634865204, 0.9833071868508413, 0.9841640238198779]|  1.2271990776062012|      0.50000000|[550, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       6|[0.6642595836343105, 0.6680833136687035, 0.6591776609129023, 0.6557254862990198, 0.6587458026728487, 0.6624764626722123, 0.6632636412674053, 0.6595227835393593, 0.660717166574396, 0.6633911886266479, 1.0933271552342194, -0.0308924883061852, 0.9629179511284296, 0.96203257130814, 0.9677362003680136, 0.9640876979268942, 0.9109718221984138, 0.8854518356115738, 0.9370485333542098, 0.9789162153781094, 0.9747005782489215, 0.9764566497643408]|  1.0930731296539307|      1.00000000|[659, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[0.6642595836343105, 0.6680833136687035, 0.6591776609129023, 0.6557254862990198, 0.6587458026728487, 0.6624764626722123, 0.6632636412674053, 0.6595227835393593, 0.660717166574396, 0.6633911886266479, 1.0933271552342194, -0.0308924883061852, 0.9629179511284296, 0.96203257130814, 0.9677362003680136, 0.9640876979268942, 0.9109718221984138, 0.8854518356115738, 0.9370485333542098, 0.9789162153781094, 0.9747005782489215, 0.9764566497643408]|  1.0930731296539307|      0.50000000|[769, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       8|[0.5495674238427014, 0.5565641150141661, 0.5455921253463337, 0.5329637306957263, 0.5421222186212055, 0.5463122878671632, 0.5430709340430189, 0.5405672020327994, 0.5474042907204081, 0.5521221628265931, 1.106884559502438, -0.3622362993208406, 0.948096641084173, 0.9499417613737654, 0.9465674474776212, 0.9426148495582023, 0.8756512291031674, 0.8418366307587511, 0.9090169780443047, 0.9715066939374477, 0.9607441016521546, 0.9668810573524294]|  0.9721041321754456|      1.00000000|[878, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[0.5495674238427014, 0.5565641150141661, 0.5455921253463337, 0.5329637306957263, 0.5421222186212055, 0.5463122878671632, 0.5430709340430189, 0.5405672020327994, 0.5474042907204081, 0.5521221628265931, 1.106884559502438, -0.3622362993208406, 0.948096641084173, 0.9499417613737654, 0.9465674474776212, 0.9426148495582023, 0.8756512291031674, 0.8418366307587511, 0.9090169780443047, 0.9715066939374477, 0.9607441016521546, 0.9668810573524294]|  0.9721041321754456|      0.50000000|[987, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[0.5495674238427014, 0.5565641150141661, 0.5455921253463337, 0.5329637306957263, 0.5421222186212055, 0.5463122878671632, 0.5430709340430189, 0.5405672020327994, 0.5474042907204081, 0.5521221628265931, 1.106884559502438, -0.3622362993208406, 0.948096641084173, 0.9499417613737654, 0.9465674474776212, 0.9426148495582023, 0.8756512291031674, 0.8418366307587511, 0.9090169780443047, 0.9715066939374477, 0.9607441016521546, 0.9668810573524294]|  0.9721041321754456|      0.25000000|[1096, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      11|[0.4906916811455556, 0.4977658108356276, 0.4852650718948174, 0.4741910723684567, 0.4845001159129993, 0.4878315493896055, 0.4823087387544132, 0.481899770856753, 0.4856855246072446, 0.4919616308815972, 1.1060291365867871, -0.5218895071239317, 0.939480284278743, 0.9405619388806714, 0.9374467436931396, 0.9328586966202034, 0.8571892542120372, 0.8157893738360897, 0.8939005493179419, 0.966422555115507, 0.9541848262297008, 0.9611397573190326]|  0.9163923263549805|      0.50000000|[1205, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
