k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9455142623787209, 0.9919767830015116, 0.9803666271345475, 0.9448117519104074, 0.9571489810715876, 1.000956287936858, 0.9486811489888345, 0.9511611554922799, 0.9103804971170253, 0.9956266166066973, 0.9320100539368746, 1.040238415095738, 1.9425761061887306, 0.9186122882952515, 0.8993013819527842, 1.0162787274307823, 0.9698388812447992, 0.9707875756070338, 0.9311562495661593, 0.9238271909174245, 0.8997636144318408, 1.0269568119289885, 0.9288742743485039, 0.8173870717714922, 0.9263580333233227]|  4.8587684631347656|      2.00000000|[97, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[0.9455142623787209, 0.9919767830015116, 0.9803666271345475, 0.9448117519104074, 0.9571489810715876, 1.000956287936858, 0.9486811489888345, 0.9511611554922799, 0.9103804971170253, 0.9956266166066973, 0.9320100539368746, 1.040238415095738, 1.9425761061887306, 0.9186122882952515, 0.8993013819527842, 1.0162787274307823, 0.9698388812447992, 0.9707875756070338, 0.9311562495661593, 0.9238271909174245, 0.8997636144318408, 1.0269568119289885, 0.9288742743485039, 0.8173870717714922, 0.9263580333233227]|  4.8587684631347656|      1.00000000|[193, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[0.9455142623787209, 0.9919767830015116, 0.9803666271345475, 0.9448117519104074, 0.9571489810715876, 1.000956287936858, 0.9486811489888345, 0.9511611554922799, 0.9103804971170253, 0.9956266166066973, 0.9320100539368746, 1.040238415095738, 1.9425761061887306, 0.9186122882952515, 0.8993013819527842, 1.0162787274307823, 0.9698388812447992, 0.9707875756070338, 0.9311562495661593, 0.9238271909174245, 0.8997636144318408, 1.0269568119289885, 0.9288742743485039, 0.8173870717714922, 0.9263580333233227]|  4.8587684631347656|      0.50000000|[289, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[1.029400777510129, 0.8601730589491643, 0.9911589312842755, 0.9465669486939609, 0.8210250076296868, 1.0196448658114077, 0.7652848747289328, 0.8165164120054333, 0.956736910325966, 0.9467408797811847, 1.0209478217861463, 0.8175248370091927, 1.856771347889598, 1.06749444912568, 0.883090741065084, 0.9152767284636669, 0.8985417347007361, 0.9881896847641998, 1.0483734170281984, 0.8522908376838286, 0.8408698242877136, 1.1045284215765776, 0.9615038664435912, 0.741897571167444, 0.815480991788025]|  3.8945419788360596|      1.00000000|[385, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       5|[1.029400777510129, 0.8601730589491643, 0.9911589312842755, 0.9465669486939609, 0.8210250076296868, 1.0196448658114077, 0.7652848747289328, 0.8165164120054333, 0.956736910325966, 0.9467408797811847, 1.0209478217861463, 0.8175248370091927, 1.856771347889598, 1.06749444912568, 0.883090741065084, 0.9152767284636669, 0.8985417347007361, 0.9881896847641998, 1.0483734170281984, 0.8522908376838286, 0.8408698242877136, 1.1045284215765776, 0.9615038664435912, 0.741897571167444, 0.815480991788025]|  3.8945419788360596|      0.50000000|[481, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       6|[0.9594025105071305, 0.7908136581539247, 1.0117433763245813, 0.9029571972760672, 0.6871872179408127, 1.0110507871355183, 0.7933174210406134, 0.8522390639026245, 0.9029625110138283, 0.8854967443653117, 1.0151456120099058, 0.6922182049433696, 1.7714237975304945, 0.8386804618627509, 1.114131431340593, 0.901987653507909, 0.8906475435906783, 1.11048369145792, 0.9154169284864266, 0.8743841977749736, 0.9268647482591448, 1.029394793226028, 0.8179104265184199, 0.8124990954082555, 0.7129445462149075]|  2.9842150211334229|      1.00000000|[577, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[0.9594025105071305, 0.7908136581539247, 1.0117433763245813, 0.9029571972760672, 0.6871872179408127, 1.0110507871355183, 0.7933174210406134, 0.8522390639026245, 0.9029625110138283, 0.8854967443653117, 1.0151456120099058, 0.6922182049433696, 1.7714237975304945, 0.8386804618627509, 1.114131431340593, 0.901987653507909, 0.8906475435906783, 1.11048369145792, 0.9154169284864266, 0.8743841977749736, 0.9268647482591448, 1.029394793226028, 0.8179104265184199, 0.8124990954082555, 0.7129445462149075]|  2.9842150211334229|      0.50000000|[673, 224, 1, 15]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[0.9594025105071305, 0.7908136581539247, 1.0117433763245813, 0.9029571972760672, 0.6871872179408127, 1.0110507871355183, 0.7933174210406134, 0.8522390639026245, 0.9029625110138283, 0.8854967443653117, 1.0151456120099058, 0.6922182049433696, 1.7714237975304945, 0.8386804618627509, 1.114131431340593, 0.901987653507909, 0.8906475435906783, 1.11048369145792, 0.9154169284864266, 0.8743841977749736, 0.9268647482591448, 1.029394793226028, 0.8179104265184199, 0.8124990954082555, 0.7129445462149075]|  2.9842150211334229|      0.25000000|[770, 256, 2, 18]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       9|[0.972922952375847, 0.735011653880042, 0.991178835994458, 0.8712065803397108, 0.7090269237087161, 1.0003727498311077, 0.7500214270749752, 0.8731166843151831, 0.9042837202577625, 0.8437635438652252, 1.0022073349099758, 0.6445830616534309, 1.972452884098082, 0.8275241856203084, 1.1268529088478818, 0.8851373660247982, 0.8805990430139443, 1.0791017562865988, 0.8889060219554259, 0.8662954083820998, 0.9272193366074714, 0.9574871586227912, 0.8145014413150573, 0.804859323835205, 0.6618249907361576]|  2.7413406372070312|      0.50000000|[867, 288, 2, 20]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
