k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[81, 0, 1, 6]                                                              |  | used linear model with 81 points | iterate failure | actual_k=0
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[162, 0, 2, 12]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[243, 0, 3, 18]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[324, 0, 4, 24]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[405, 0, 5, 30]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       6|[1.0219415488451309, 0.0217422793319107, 0.0137244034419607, 0.022411121588359, 0.4318325315297576, 0.0198896761457006, 0.798445409636028, 0.019380403390757, 0.2225710527022417, 0.0203716604114254, 2.6900369539404396, 0.0211604867901242, 0.8079552993943773, 0.0217795489190211, 2.271504729732108, 0.023548545353492, 14.350364405189397, 0.043387412142254, 12.162384847895469, 0.0342861963260809, 0.2773045290167566, 0.0217495118656322, 0.2426985464329191, 0.0182409238376957, 1.1652655876747537, 0.0188019377036157, 0.1776007209049122, 0.0170350103417061, 0.111658129956725, 0.0198045324790398, 3.7484099403012103, 0.0188728357063421, 0.8342700965857776, 0.0186898389314127, 0.1581401305542421, 0.0204776739750191, 0.389630121731506, 0.0196863765161344, 0.9204300444463936, 0.0228978911990997, 0.2596840746142466, 0.0163758950464509, 2.0683160934212927, 0.0214008774916105, 1.9450853401964876, 0.0215970208911261, 1.4842912285285468, 0.0169674805647875, 0.4796002171052286, 0.0206644456912058, 0.4940954319540201, 0.0204921277452731, 0.3293036130280737, 0.0164913737806677, 0.8383881152095812, 0.020269285865954, 0.4591289431292213, 0.0200555433526834, 0.4944275759021052, 0.0208684178232283, 0.9842490439817355, 0.0229357746522699, -0.0201597121778977, 0.0235974651346634, 0.2653569769998162, 0.0202396031267513]|2268302.2063234141096473|      0.06250000|[486, 0, 6, 36]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       7|[1.0219415488451309, 0.0217422793319107, 0.0137244034419607, 0.022411121588359, 0.4318325315297576, 0.0198896761457006, 0.798445409636028, 0.019380403390757, 0.2225710527022417, 0.0203716604114254, 2.6900369539404396, 0.0211604867901242, 0.8079552993943773, 0.0217795489190211, 2.271504729732108, 0.023548545353492, 14.350364405189397, 0.043387412142254, 12.162384847895469, 0.0342861963260809, 0.2773045290167566, 0.0217495118656322, 0.2426985464329191, 0.0182409238376957, 1.1652655876747537, 0.0188019377036157, 0.1776007209049122, 0.0170350103417061, 0.111658129956725, 0.0198045324790398, 3.7484099403012103, 0.0188728357063421, 0.8342700965857776, 0.0186898389314127, 0.1581401305542421, 0.0204776739750191, 0.389630121731506, 0.0196863765161344, 0.9204300444463936, 0.0228978911990997, 0.2596840746142466, 0.0163758950464509, 2.0683160934212927, 0.0214008774916105, 1.9450853401964876, 0.0215970208911261, 1.4842912285285468, 0.0169674805647875, 0.4796002171052286, 0.0206644456912058, 0.4940954319540201, 0.0204921277452731, 0.3293036130280737, 0.0164913737806677, 0.8383881152095812, 0.020269285865954, 0.4591289431292213, 0.0200555433526834, 0.4944275759021052, 0.0208684178232283, 0.9842490439817355, 0.0229357746522699, -0.0201597121778977, 0.0235974651346634, 0.2653569769998162, 0.0202396031267513]|2268302.2063234141096473|      0.03125000|[567, 0, 7, 42]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       8|[1.0222102723626545, 0.0202775423282292, 0.0103498925792546, 0.0223219977579902, 0.4302050580697351, 0.0177439099390762, 0.7960199503861299, 0.0205403629495238, 0.2233685731622765, 0.0232453971957583, 2.68606239637029, 0.0247145633352489, 0.807841798811259, 0.0216818980269532, 2.271560919404969, 0.0263396215377158, 14.348557062190485, 0.060101103127768, 12.16011978747719, 0.0530941990193564, 0.2767137951154027, 0.0224901152368055, 0.243590999113523, 0.0173041890088374, 1.1665746754617232, 0.020801064673979, 0.1765450387803529, 0.015752280283543, 0.1087514099119536, 0.0205609342699065, 3.749379091422339, 0.0265053302443148, 0.8390860948220661, 0.0174058176571833, 0.1550023400936495, 0.0225545255771464, 0.3882886746288061, 0.0225912416857711, 0.9216470991887484, 0.0205755443697015, 0.258749483931413, 0.0170222050437767, 2.0693796757953096, 0.0234346214189059, 1.9470550058551677, 0.0200563435436813, 1.4831718411194792, 0.0192946784467051, 0.4792918847514946, 0.0213617959926364, 0.4964718939761016, 0.0231493245365491, 0.3306551636979824, 0.0161104084908356, 0.8363260657705828, 0.0239195839847293, 0.4560825388728361, 0.0161741396604114, 0.4945521463281328, 0.0213448653651408, 0.9865557343946286, 0.0191775896999714, -0.0173292928272299, 0.0250204212771501, 0.2636713363621952, 0.0243921915818106]|1857042.4145168713293970|      0.06250000|[648, 0, 8, 48]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       9|[1.0222102723626545, 0.0202775423282292, 0.0103498925792546, 0.0223219977579902, 0.4302050580697351, 0.0177439099390762, 0.7960199503861299, 0.0205403629495238, 0.2233685731622765, 0.0232453971957583, 2.68606239637029, 0.0247145633352489, 0.807841798811259, 0.0216818980269532, 2.271560919404969, 0.0263396215377158, 14.348557062190485, 0.060101103127768, 12.16011978747719, 0.0530941990193564, 0.2767137951154027, 0.0224901152368055, 0.243590999113523, 0.0173041890088374, 1.1665746754617232, 0.020801064673979, 0.1765450387803529, 0.015752280283543, 0.1087514099119536, 0.0205609342699065, 3.749379091422339, 0.0265053302443148, 0.8390860948220661, 0.0174058176571833, 0.1550023400936495, 0.0225545255771464, 0.3882886746288061, 0.0225912416857711, 0.9216470991887484, 0.0205755443697015, 0.258749483931413, 0.0170222050437767, 2.0693796757953096, 0.0234346214189059, 1.9470550058551677, 0.0200563435436813, 1.4831718411194792, 0.0192946784467051, 0.4792918847514946, 0.0213617959926364, 0.4964718939761016, 0.0231493245365491, 0.3306551636979824, 0.0161104084908356, 0.8363260657705828, 0.0239195839847293, 0.4560825388728361, 0.0161741396604114, 0.4945521463281328, 0.0213448653651408, 0.9865557343946286, 0.0191775896999714, -0.0173292928272299, 0.0250204212771501, 0.2636713363621952, 0.0243921915818106]|1857042.4145168713293970|      0.03125000|[729, 0, 9, 54]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
      10|[1.0191953102354343, 0.020847026060521, 0.0069562986106379, 0.0196543081922884, 0.4277000937466772, 0.0191313339425245, 0.7947403690114888, 0.0237805914372415, 0.2213673700718874, 0.0246568293668773, 2.683869758138844, 0.028695457325134, 0.8066881802608584, 0.021219397977494, 2.2644517281044108, 0.0256680506519396, 14.345543546143528, 0.0745991064552802, 12.157401516475655, 0.0657063211505416, 0.2761120721768224, 0.0223961912186563, 0.2478042250503537, 0.0173948898052443, 1.16346790427825, 0.0193907181681685, 0.1802663115650984, 0.0091237609961525, 0.1087087534138284, 0.0218401834369189, 3.7508253381006806, 0.0325842415797234, 0.8342438923035065, 0.0161371465447693, 0.1560948429725726, 0.0213980752037197, 0.387665669480251, 0.0253267321496672, 0.921938191231788, 0.0223183865562911, 0.26373199769372, 0.0148187085861362, 2.0705575431675878, 0.0345821190555141, 1.9475280623488884, 0.0227409803792583, 1.483948672047473, 0.0238803238103432, 0.4792213639183777, 0.0202469336119921, 0.494205129528521, 0.0243409355779284, 0.326882096356081, 0.0131624217544335, 0.8374811585337367, 0.0221169867161164, 0.4557196044445788, 0.0191513401256887, 0.4961407397562813, 0.0190509709149657, 0.9859919943580415, 0.0192611642751928, -0.014690569170272, 0.0263325055003814, 0.2707202578915832, 0.0232738723310725]|1681171.1747487073298544|      0.06250000|[810, 0, 10, 60]                                                           |  | used linear model with 81 points | iterate success | actual_k=0
      11|[1.0191953102354343, 0.020847026060521, 0.0069562986106379, 0.0196543081922884, 0.4277000937466772, 0.0191313339425245, 0.7947403690114888, 0.0237805914372415, 0.2213673700718874, 0.0246568293668773, 2.683869758138844, 0.028695457325134, 0.8066881802608584, 0.021219397977494, 2.2644517281044108, 0.0256680506519396, 14.345543546143528, 0.0745991064552802, 12.157401516475655, 0.0657063211505416, 0.2761120721768224, 0.0223961912186563, 0.2478042250503537, 0.0173948898052443, 1.16346790427825, 0.0193907181681685, 0.1802663115650984, 0.0091237609961525, 0.1087087534138284, 0.0218401834369189, 3.7508253381006806, 0.0325842415797234, 0.8342438923035065, 0.0161371465447693, 0.1560948429725726, 0.0213980752037197, 0.387665669480251, 0.0253267321496672, 0.921938191231788, 0.0223183865562911, 0.26373199769372, 0.0148187085861362, 2.0705575431675878, 0.0345821190555141, 1.9475280623488884, 0.0227409803792583, 1.483948672047473, 0.0238803238103432, 0.4792213639183777, 0.0202469336119921, 0.494205129528521, 0.0243409355779284, 0.326882096356081, 0.0131624217544335, 0.8374811585337367, 0.0221169867161164, 0.4557196044445788, 0.0191513401256887, 0.4961407397562813, 0.0190509709149657, 0.9859919943580415, 0.0192611642751928, -0.014690569170272, 0.0263325055003814, 0.2707202578915832, 0.0232738723310725]|1681171.1747487073298544|      0.03125000|[891, 0, 11, 66]                                                           |  | used linear model with 81 points | iterate failure | actual_k=0
