k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.473464973700588, -1.309369192681283, -0.1057734320659302, -0.1327004202834267, -0.0374915455432748, -0.7937300647154987, 0.0806040515181594]|67908.9765625000000000|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[9.420250182095941, -0.3212455074182418, -1.2369217379999526, 0.0654202204764758, 0.2695372238869991, -1.1526249139261486, -0.5297480837341403]|56272.3554687500000000|      4.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[9.420250182095941, -0.3212455074182418, -1.2369217379999526, 0.0654202204764758, 0.2695372238869991, -1.1526249139261486, -0.5297480837341403]|56272.3554687500000000|      2.00000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[9.420250182095941, -0.3212455074182418, -1.2369217379999526, 0.0654202204764758, 0.2695372238869991, -1.1526249139261486, -0.5297480837341403]|56272.3554687500000000|      1.00000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[9.420250182095941, -0.3212455074182418, -1.2369217379999526, 0.0654202204764758, 0.2695372238869991, -1.1526249139261486, -0.5297480837341403]|56272.3554687500000000|      0.50000000|[121, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[9.408292793657749, -0.328884374101603, -1.349240756635868, -0.415175731070611, 0.2044797552170255, -1.1687629709633347, -0.5711935523895558]|50736.6875000000000000|      1.00000000|[145, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[9.408292793657749, -0.328884374101603, -1.349240756635868, -0.415175731070611, 0.2044797552170255, -1.1687629709633347, -0.5711935523895558]|50736.6875000000000000|      0.50000000|[169, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[9.377202634643778, -0.3044784324742246, -1.3085389506233456, -0.8774256667824759, 0.2185036314242665, -1.1550579064754696, -0.3903023860740878]|41679.8867187500000000|      1.00000000|[193, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[9.377202634643778, -0.3044784324742246, -1.3085389506233456, -0.8774256667824759, 0.2185036314242665, -1.1550579064754696, -0.3903023860740878]|41679.8867187500000000|      0.50000000|[217, 72, 1, 19]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[9.547831515629714, -0.3869151147978154, -1.2737272495063643, -1.2391417629513906, 0.0574044375107678, -1.180814954338138, -0.154881032275308]|16989.6539032342006976|      1.00000000|[242, 80, 2, 22]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      11|[9.547831515629714, -0.3869151147978154, -1.2737272495063643, -1.2391417629513906, 0.0574044375107678, -1.180814954338138, -0.154881032275308]|16989.6539032342006976|      0.50000000|[267, 88, 2, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[9.547831515629714, -0.3869151147978154, -1.2737272495063643, -1.2391417629513906, 0.0574044375107678, -1.180814954338138, -0.154881032275308]|16989.6539032342006976|      0.25000000|[291, 96, 2, 26]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[9.547831515629714, -0.3869151147978154, -1.2737272495063643, -1.2391417629513906, 0.0574044375107678, -1.180814954338138, -0.154881032275308]|16989.6539032342006976|      0.12500000|[315, 104, 2, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[9.547831515629714, -0.3869151147978154, -1.2737272495063643, -1.2391417629513906, 0.0574044375107678, -1.180814954338138, -0.154881032275308]|16989.6539032342006976|      0.06250000|[339, 112, 2, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[9.547434074879222, -0.3870062495760105, -1.2733988988293288, -1.2471988813641195, 0.0572997825543047, -1.180946930873495, -0.0929049853414125]|6044.4257812500000000|      0.12500000|[363, 120, 2, 32]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[9.547434074879222, -0.3870062495760105, -1.2733988988293288, -1.2471988813641195, 0.0572997825543047, -1.180946930873495, -0.0929049853414125]|6044.4257812500000000|      0.06250000|[387, 128, 2, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[9.547434074879222, -0.3870062495760105, -1.2733988988293288, -1.2471988813641195, 0.0572997825543047, -1.180946930873495, -0.0929049853414125]|6044.4257812500000000|      0.03125000|[411, 136, 2, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[9.560858619615727, -0.3835809702621918, -1.2688042645899418, -1.2432840400739882, 0.067225679931257, -1.1804292135396752, -0.0674219822973498]|5145.2963867187500000|      0.06250000|[435, 144, 2, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      19|[9.560858619615727, -0.3835809702621918, -1.2688042645899418, -1.2432840400739882, 0.067225679931257, -1.1804292135396752, -0.0674219822973498]|5145.2963867187500000|      0.03125000|[459, 152, 3, 41]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[9.560858619615727, -0.3835809702621918, -1.2688042645899418, -1.2432840400739882, 0.067225679931257, -1.1804292135396752, -0.0674219822973498]|5145.2963867187500000|      0.01562500|[484, 160, 3, 43]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[9.554785367219283, -0.3882217712565249, -1.2758537676832304, -1.2366794425617629, 0.0695781728241426, -1.1805944999106748, -0.0767408584046807]|4517.7236328125000000|      0.03125000|[508, 168, 3, 45]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      22|[9.554785367219283, -0.3882217712565249, -1.2758537676832304, -1.2366794425617629, 0.0695781728241426, -1.1805944999106748, -0.0767408584046807]|4517.7236328125000000|      0.01562500|[532, 176, 3, 47]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      23|[9.554785367219283, -0.3882217712565249, -1.2758537676832304, -1.2366794425617629, 0.0695781728241426, -1.1805944999106748, -0.0767408584046807]|4517.7236328125000000|      0.00781250|[556, 184, 3, 49]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[9.554785367219283, -0.3882217712565249, -1.2758537676832304, -1.2366794425617629, 0.0695781728241426, -1.1805944999106748, -0.0767408584046807]|4517.7236328125000000|      0.00390625|[580, 192, 3, 51]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      25|[9.554785367219283, -0.3882217712565249, -1.2758537676832304, -1.2366794425617629, 0.0695781728241426, -1.1805944999106748, -0.0767408584046807]|4517.7236328125000000|      0.00195312|[604, 200, 3, 53]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      26|[9.554475071659883, -0.3889772130433282, -1.275915602974528, -1.2368267598709557, 0.0698122021898139, -1.180573535904413, -0.0749895770418495]|4498.5707050914834326|      0.00390625|[628, 208, 4, 56]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      27|[9.554475071659883, -0.3889772130433282, -1.275915602974528, -1.2368267598709557, 0.0698122021898139, -1.180573535904413, -0.0749895770418495]|4498.5707050914834326|      0.00195312|[653, 216, 5, 59]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      28|[9.554475071659883, -0.3889772130433282, -1.275915602974528, -1.2368267598709557, 0.0698122021898139, -1.180573535904413, -0.0749895770418495]|4498.5707050914834326|      0.00097656|[678, 224, 5, 61]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      29|[9.554475071659883, -0.3889772130433282, -1.275915602974528, -1.2368267598709557, 0.0698122021898139, -1.180573535904413, -0.0749895770418495]|4498.5707050914834326|      0.00048828|[702, 232, 6, 64]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      30|[9.554428082240888, -0.388995529554449, -1.2759220976851566, -1.2366472374740756, 0.0697964154348258, -1.1809039187068646, -0.075296501444574]|4497.5776367187500000|      0.00097656|[727, 240, 6, 66]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      31|[9.554428082240888, -0.388995529554449, -1.2759220976851566, -1.2366472374740756, 0.0697964154348258, -1.1809039187068646, -0.075296501444574]|4497.5776367187500000|      0.00048828|[751, 248, 6, 68]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      32|[9.554336920001672, -0.3888250189522848, -1.2758158265530761, -1.2364381899624395, 0.0697405989699271, -1.1811715242435394, -0.0750294592322841]|4496.3575611906326230|      0.00097656|[775, 256, 7, 71]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
