k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[-3.984944528883274, -0.0221514605567097, 3.984255399922777, 0.0122691190063041, -2.0323514795733026, -0.0813795930791949]|  4.4853325227525653|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       5|[-3.984944528883274, -0.0221514605567097, 3.984255399922777, 0.0122691190063041, -2.0323514795733026, -0.0813795930791949]|  4.4853325227525653|      0.12500000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[-3.984944528883274, -0.0221514605567097, 3.984255399922777, 0.0122691190063041, -2.0323514795733026, -0.0813795930791949]|  4.4853325227525653|      0.06250000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[-3.989395679494374, -0.0623123698247977, 3.9771222875392493, 0.0559450052105998, -2.0326349763710825, -0.0991276613277882]|  1.0725730834142102|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[-3.989395679494374, -0.0623123698247977, 3.9771222875392493, 0.0559450052105998, -2.0326349763710825, -0.0991276613277882]|  1.0725730834142102|      0.06250000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[-3.989395679494374, -0.0623123698247977, 3.9771222875392493, 0.0559450052105998, -2.0326349763710825, -0.0991276613277882]|  1.0725730834142102|      0.03125000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[-3.989395679494374, -0.0623123698247977, 3.9771222875392493, 0.0559450052105998, -2.0326349763710825, -0.0991276613277882]|  1.0725730834142102|      0.01562500|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[-3.9892016989163643, -0.0514359466147373, 3.976100610155447, 0.0455781310163144, -2.032227106625379, -0.0949895274820991]|  0.5986103273235347|      0.03125000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      12|[-3.9892016989163643, -0.0514359466147373, 3.976100610155447, 0.0455781310163144, -2.032227106625379, -0.0949895274820991]|  0.5986103273235347|      0.01562500|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[-3.9892016989163643, -0.0514359466147373, 3.976100610155447, 0.0455781310163144, -2.032227106625379, -0.0949895274820991]|  0.5986103273235347|      0.00781250|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[-3.988427353385413, -0.0527655685915772, 3.9759423395306466, 0.0381030172694273, -2.032885981566283, -0.0934627140226114]|  0.5496633399873206|      0.01562500|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[-3.988427353385413, -0.0527655685915772, 3.9759423395306466, 0.0381030172694273, -2.032885981566283, -0.0934627140226114]|  0.5496633399873206|      0.00781250|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[-3.988729672195942, -0.0590199191472301, 3.9784830638955193, 0.0364850662323428, -2.0355989905242455, -0.0957850824798462]|  0.4772512233642920|      0.01562500|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[-3.988729672195942, -0.0590199191472301, 3.9784830638955193, 0.0364850662323428, -2.0355989905242455, -0.0957850824798462]|  0.4772512233642920|      0.00781250|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[-3.988729672195942, -0.0590199191472301, 3.9784830638955193, 0.0364850662323428, -2.0355989905242455, -0.0957850824798462]|  0.4772512233642920|      0.00390625|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[-3.989284561738402, -0.0593192444054399, 3.9788181473514075, 0.0327349244821044, -2.0351913166328006, -0.0965056718059604]|  0.4530822332827805|      0.00781250|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[-3.989284561738402, -0.0593192444054399, 3.9788181473514075, 0.0327349244821044, -2.0351913166328006, -0.0965056718059604]|  0.4530822332827805|      0.00390625|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[-3.989985611788283, -0.0627769815568719, 3.978941938037193, 0.0311450738779574, -2.035528724894145, -0.0968988362365116]|  0.4330619612846167|      0.00781250|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[-3.9885598142793244, -0.0680652476899492, 3.9776249668699606, 0.0265905455386175, -2.0334953683914434, -0.0990021238780252]|  0.4205787610022720|      0.01562500|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[-3.9885598142793244, -0.0680652476899492, 3.9776249668699606, 0.0265905455386175, -2.0334953683914434, -0.0990021238780252]|  0.4205787610022720|      0.00781250|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-3.9885598142793244, -0.0680652476899492, 3.9776249668699606, 0.0265905455386175, -2.0334953683914434, -0.0990021238780252]|  0.4205787610022720|      0.00390625|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[-3.9899396530291935, -0.0665437961050497, 3.9770399220517882, 0.0236529292844603, -2.0346211931905818, -0.0981073216723108]|  0.3978826109366695|      0.00781250|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[-3.9899396530291935, -0.0665437961050497, 3.9770399220517882, 0.0236529292844603, -2.0346211931905818, -0.0981073216723108]|  0.3978826109366695|      0.00390625|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-3.9886292776414054, -0.068145625356121, 3.9778801753825395, 0.0215596400700904, -2.0370373371421433, -0.0978832425200298]|  0.3929406946682896|      0.00781250|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[-3.9886292776414054, -0.068145625356121, 3.9778801753825395, 0.0215596400700904, -2.0370373371421433, -0.0978832425200298]|  0.3929406946682896|      0.00390625|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[-3.9886292776414054, -0.068145625356121, 3.9778801753825395, 0.0215596400700904, -2.0370373371421433, -0.0978832425200298]|  0.3929406946682896|      0.00195312|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[-3.988526579473952, -0.0687732111270475, 3.97753719653728, 0.020476214377341, -2.0364308619415987, -0.0992065068788322]|  0.3917420883461193|      0.00390625|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
