k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|27015.8467613624197838|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.7067440573979704, 1.2140148583742019, -1.1129355357381523, 0.5273841116384496, -0.8250149898510895, 1.1722470507118772, -1.417402086779113, 0.9283449982493497, -0.9433589731759654, 1.1684722046415748, -1.3027266660029502, 0.7993368611898314, -0.637715765712006, 1.2447067041641129, -1.3871693147085724, 0.6905232774797744, -0.7988085763861204, 1.23597214550028, -1.0036407768518627, 0.9711458069286034, -0.8482265620665086, 1.2061514209621895, -1.226695980669587, 0.8931728126266317, -0.8058629646612266, 1.3217420725424485, -1.3469538391914626, 0.7964001681160755, -0.8960713012673962, 1.2217902483238117, -1.2624250742023777, 0.9741566080267032, -0.9020990923160721, 1.0653699360795494, -1.2691235525816418, 0.9812326932124679, -0.8017942574493255, 1.169720039637881, -1.147696415769501, 1.0395543585664517, -0.9071780340758258, 1.1797976046520038, -1.2339410412850047, 0.782694818034001, -0.8017622583806123, 1.0859387505798026, -1.1557015009526257, 0.7441650448951372, -0.8527931405891518, 1.2705935282710448, -1.2260004686522246, 0.6780818392953317, -0.8361227181150643, 1.3040018065800203, -1.3231796083580325, 0.7416562671628182, -0.8489931124972585, 1.2422669152696948, -1.2673637430917393, 0.8300935859096092, -0.843766509445392, 1.3493611480239194, -1.2098732642507082, 0.7607548565290824, -0.934398388875729, 1.1517539747892036, -1.0718051440532959, 0.9763062879622351, -0.9303138711846214, 1.3490408227042032, -1.1520883021219823, 0.9460652723627055, -0.9603967355862263, 1.2096394522092075, -1.2549175090804214, 0.87748148988091, -0.8703453467472803, 1.2829626165737547, -1.3184976628922245, 0.8261469682184962, -0.8455030746243434, 1.2052868556596155, -1.2246661626735729, 0.8706593771572033, -0.9525808536290865, 1.1477536990139927, -1.2398497919236826, 0.8133168094633894, -0.8329106925841657, 1.3908376567998728, -1.2107154401240074, 0.7004489777055111, -0.8759972550837962, 1.1014985754551037, -1.0998650541468267, 0.8028449114953872, -0.87660565985989, 1.2344268480535077, -1.339128041843141, 0.8107288309544456]|22499.9687500000000000|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[-0.533480202596049, 1.2794430001576746, -1.32407619195574, 0.2663702155275759, -1.1122467157762115, 0.9078723603517123, -1.2187800815603484, 0.6434132170634613, -0.8659059845649969, 0.9805353195590981, -1.5639933007312972, 0.7503935900777221, -0.9364150387970323, 1.4889104522138923, -1.1040537514955355, 0.5579370257312991, -0.8826131712535326, 1.1977998013590547, -0.8072342288290663, 1.1025798266833646, -0.6250925102494272, 1.035927139980041, -1.0286948337195474, 1.2181075465364333, -0.7323168650023194, 1.4843018092283424, -1.4934389455243442, 1.4097882933354344, -0.924549827629749, 1.2031520678761198, -1.4257676815367724, 1.3072170071592608, -1.0171519707305836, 1.1936684441179974, -1.2614295368066828, 1.1958671055583068, -1.0429286545672578, 0.9586009336569015, -1.3238747556860206, 1.4089094173095187, -0.87605104020228, 1.1160437271920298, -1.2768669658151488, 0.6294401919996448, -0.6297054401548798, 1.3628594528114824, -1.0699697020831305, 0.8606001047958476, -1.0333356792654338, 1.2778814974833477, -1.1061621123178704, 0.8322019560005731, -0.8087102623586632, 1.496685010604372, -1.3242345437783911, 0.9284459619175128, -0.8310188032605488, 1.3222348522646559, -1.36899360992639, 0.8176907661431291, -0.8666395190904218, 1.0714962301346318, -1.3266243997603624, 0.8394978557892367, -0.9812943334983775, 0.9924588371442109, -1.0410377443600725, 0.9097200605853338, -1.110617717072552, 1.5410342760043705, -1.454661253745, 1.1387898687053637, -1.0859910346501207, 0.9425528910393532, -1.1538934372597311, 0.9078266453414569, -0.9407321127530646, 1.3302589848499546, -1.239826290657711, 1.0299602217407684, -0.5449072578604579, 0.862576979742649, -1.4632322226868124, 1.1403143118540027, -0.8478629074895098, 1.4125421055920522, -1.2343336266732465, 0.9688521393497848, -0.6712599618113066, 1.4625850676015542, -1.3900638991613004, 0.5985460851624659, -0.6648582367770082, 1.1987308069789036, -1.0809478190775392, 0.6406362054646513, -1.2351373946563575, 1.2832047479124262, -2.03190907266193, 0.7056976994041659]|21085.9355468750000000|      4.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[-0.533480202596049, 1.2794430001576746, -1.32407619195574, 0.2663702155275759, -1.1122467157762115, 0.9078723603517123, -1.2187800815603484, 0.6434132170634613, -0.8659059845649969, 0.9805353195590981, -1.5639933007312972, 0.7503935900777221, -0.9364150387970323, 1.4889104522138923, -1.1040537514955355, 0.5579370257312991, -0.8826131712535326, 1.1977998013590547, -0.8072342288290663, 1.1025798266833646, -0.6250925102494272, 1.035927139980041, -1.0286948337195474, 1.2181075465364333, -0.7323168650023194, 1.4843018092283424, -1.4934389455243442, 1.4097882933354344, -0.924549827629749, 1.2031520678761198, -1.4257676815367724, 1.3072170071592608, -1.0171519707305836, 1.1936684441179974, -1.2614295368066828, 1.1958671055583068, -1.0429286545672578, 0.9586009336569015, -1.3238747556860206, 1.4089094173095187, -0.87605104020228, 1.1160437271920298, -1.2768669658151488, 0.6294401919996448, -0.6297054401548798, 1.3628594528114824, -1.0699697020831305, 0.8606001047958476, -1.0333356792654338, 1.2778814974833477, -1.1061621123178704, 0.8322019560005731, -0.8087102623586632, 1.496685010604372, -1.3242345437783911, 0.9284459619175128, -0.8310188032605488, 1.3222348522646559, -1.36899360992639, 0.8176907661431291, -0.8666395190904218, 1.0714962301346318, -1.3266243997603624, 0.8394978557892367, -0.9812943334983775, 0.9924588371442109, -1.0410377443600725, 0.9097200605853338, -1.110617717072552, 1.5410342760043705, -1.454661253745, 1.1387898687053637, -1.0859910346501207, 0.9425528910393532, -1.1538934372597311, 0.9078266453414569, -0.9407321127530646, 1.3302589848499546, -1.239826290657711, 1.0299602217407684, -0.5449072578604579, 0.862576979742649, -1.4632322226868124, 1.1403143118540027, -0.8478629074895098, 1.4125421055920522, -1.2343336266732465, 0.9688521393497848, -0.6712599618113066, 1.4625850676015542, -1.3900638991613004, 0.5985460851624659, -0.6648582367770082, 1.1987308069789036, -1.0809478190775392, 0.6406362054646513, -1.2351373946563575, 1.2832047479124262, -2.03190907266193, 0.7056976994041659]|21085.9355468750000000|      2.00000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.533480202596049, 1.2794430001576746, -1.32407619195574, 0.2663702155275759, -1.1122467157762115, 0.9078723603517123, -1.2187800815603484, 0.6434132170634613, -0.8659059845649969, 0.9805353195590981, -1.5639933007312972, 0.7503935900777221, -0.9364150387970323, 1.4889104522138923, -1.1040537514955355, 0.5579370257312991, -0.8826131712535326, 1.1977998013590547, -0.8072342288290663, 1.1025798266833646, -0.6250925102494272, 1.035927139980041, -1.0286948337195474, 1.2181075465364333, -0.7323168650023194, 1.4843018092283424, -1.4934389455243442, 1.4097882933354344, -0.924549827629749, 1.2031520678761198, -1.4257676815367724, 1.3072170071592608, -1.0171519707305836, 1.1936684441179974, -1.2614295368066828, 1.1958671055583068, -1.0429286545672578, 0.9586009336569015, -1.3238747556860206, 1.4089094173095187, -0.87605104020228, 1.1160437271920298, -1.2768669658151488, 0.6294401919996448, -0.6297054401548798, 1.3628594528114824, -1.0699697020831305, 0.8606001047958476, -1.0333356792654338, 1.2778814974833477, -1.1061621123178704, 0.8322019560005731, -0.8087102623586632, 1.496685010604372, -1.3242345437783911, 0.9284459619175128, -0.8310188032605488, 1.3222348522646559, -1.36899360992639, 0.8176907661431291, -0.8666395190904218, 1.0714962301346318, -1.3266243997603624, 0.8394978557892367, -0.9812943334983775, 0.9924588371442109, -1.0410377443600725, 0.9097200605853338, -1.110617717072552, 1.5410342760043705, -1.454661253745, 1.1387898687053637, -1.0859910346501207, 0.9425528910393532, -1.1538934372597311, 0.9078266453414569, -0.9407321127530646, 1.3302589848499546, -1.239826290657711, 1.0299602217407684, -0.5449072578604579, 0.862576979742649, -1.4632322226868124, 1.1403143118540027, -0.8478629074895098, 1.4125421055920522, -1.2343336266732465, 0.9688521393497848, -0.6712599618113066, 1.4625850676015542, -1.3900638991613004, 0.5985460851624659, -0.6648582367770082, 1.1987308069789036, -1.0809478190775392, 0.6406362054646513, -1.2351373946563575, 1.2832047479124262, -2.03190907266193, 0.7056976994041659]|21085.9355468750000000|      1.00000000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.4353827935879827, 1.2417166827653618, -1.2919743525343346, 0.2320797503376976, -1.013084501320285, 0.8756965518952606, -1.3031853988180164, 0.5873744554246709, -0.9181374491084686, 0.9623232294348045, -1.5750340074860707, 0.8309331239862585, -0.9721405917850748, 1.6237544956160461, -1.1288048533587443, 0.6759780842828323, -0.708815581724835, 1.3199284710975205, -0.8092255279539406, 1.0658756577901711, -0.7259551106085338, 1.0147314413977306, -1.0887317424281457, 0.9741948307165886, -0.5847960896227509, 1.5006639285739358, -1.3654061325535893, 1.215090549700001, -0.9327765073787074, 1.2569609012383702, -1.4323512353056886, 1.224152730273078, -0.9302074836261962, 1.219166263967043, -1.2421252087544403, 1.2143768102304193, -1.1317808284716684, 0.9857378832251582, -1.0943734979804662, 1.3743530616534716, -0.9639082167272202, 1.153325539629225, -1.1545728548635967, 0.8443429050525384, -0.5705704228328662, 1.4375936968617293, -1.3067564237268487, 1.0025569068300526, -1.1204277884593214, 1.3727743044009106, -1.0369800466857744, 0.8211152734542284, -0.8294760963991554, 1.4388200762524037, -1.2845339276884546, 1.1134284019742444, -0.833362219893042, 1.4103477077894544, -1.5237588002356854, 0.955088613146735, -0.9014951458615326, 1.000269886324679, -1.441315851910236, 0.8652123746652662, -0.8992922952961139, 0.925753594341947, -1.054257239813667, 0.8758934958609612, -1.2062896106189598, 1.5090829378360038, -1.5166893670711843, 0.90265995365103, -1.138036804499487, 0.8529038703817209, -1.2696934571503795, 0.6500114409696129, -1.0865132632070083, 1.3840258726552033, -1.2329757089565667, 0.8577118537813512, -0.5472199588634084, 0.7365193430510428, -1.3909643214930494, 1.100192991407189, -0.9216658037366274, 1.4516385087385102, -1.3199598012550937, 0.9816448239932659, -0.7289323812096156, 1.5316809868659718, -1.4419201647149644, 0.5561324221555923, -0.7406731143108414, 1.2823941621485722, -0.992128236587403, 0.7397330989211028, -1.3063353333205874, 1.327632675405127, -1.9967004454003288, 0.9093723539997287]|18994.0214843750000000|      2.00000000|[331, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-0.4353827935879827, 1.2417166827653618, -1.2919743525343346, 0.2320797503376976, -1.013084501320285, 0.8756965518952606, -1.3031853988180164, 0.5873744554246709, -0.9181374491084686, 0.9623232294348045, -1.5750340074860707, 0.8309331239862585, -0.9721405917850748, 1.6237544956160461, -1.1288048533587443, 0.6759780842828323, -0.708815581724835, 1.3199284710975205, -0.8092255279539406, 1.0658756577901711, -0.7259551106085338, 1.0147314413977306, -1.0887317424281457, 0.9741948307165886, -0.5847960896227509, 1.5006639285739358, -1.3654061325535893, 1.215090549700001, -0.9327765073787074, 1.2569609012383702, -1.4323512353056886, 1.224152730273078, -0.9302074836261962, 1.219166263967043, -1.2421252087544403, 1.2143768102304193, -1.1317808284716684, 0.9857378832251582, -1.0943734979804662, 1.3743530616534716, -0.9639082167272202, 1.153325539629225, -1.1545728548635967, 0.8443429050525384, -0.5705704228328662, 1.4375936968617293, -1.3067564237268487, 1.0025569068300526, -1.1204277884593214, 1.3727743044009106, -1.0369800466857744, 0.8211152734542284, -0.8294760963991554, 1.4388200762524037, -1.2845339276884546, 1.1134284019742444, -0.833362219893042, 1.4103477077894544, -1.5237588002356854, 0.955088613146735, -0.9014951458615326, 1.000269886324679, -1.441315851910236, 0.8652123746652662, -0.8992922952961139, 0.925753594341947, -1.054257239813667, 0.8758934958609612, -1.2062896106189598, 1.5090829378360038, -1.5166893670711843, 0.90265995365103, -1.138036804499487, 0.8529038703817209, -1.2696934571503795, 0.6500114409696129, -1.0865132632070083, 1.3840258726552033, -1.2329757089565667, 0.8577118537813512, -0.5472199588634084, 0.7365193430510428, -1.3909643214930494, 1.100192991407189, -0.9216658037366274, 1.4516385087385102, -1.3199598012550937, 0.9816448239932659, -0.7289323812096156, 1.5316809868659718, -1.4419201647149644, 0.5561324221555923, -0.7406731143108414, 1.2823941621485722, -0.992128236587403, 0.7397330989211028, -1.3063353333205874, 1.327632675405127, -1.9967004454003288, 0.9093723539997287]|18994.0214843750000000|      1.00000000|[451, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.4162441796742036, 1.3001338973914585, -1.1447363615090305, 0.3998883107019146, -0.9765675422474823, 0.9251056039978349, -1.3206795075417759, 0.8606492870750904, -0.9934820716729698, 0.8652466249629918, -1.4535886452227886, 0.8478801463516172, -0.9669008205354856, 1.6105083738581474, -1.1313353109808424, 0.6755569296738768, -0.7390955484059692, 1.2302145144824972, -0.7563893967999525, 0.9670431886237315, -0.8394876311422184, 1.1569386183452417, -1.0369790000451367, 0.9822833244271152, -0.4789460728598472, 1.4270125476910789, -1.4160855645368415, 1.1416889911299457, -1.1757496797168128, 1.32513496600832, -1.2194641182279125, 1.2088048576444046, -0.941859011289162, 1.3135282494957634, -1.1988026116473998, 1.1471803149704485, -1.0465719684186228, 1.0118153628956346, -1.1402863036622022, 1.36462572107952, -0.8410975443795407, 1.0863582997920571, -1.2806540160929547, 0.9253167336511706, -0.678647860153907, 1.4619018608330254, -1.2999543248125418, 1.0743854382936955, -1.0312492087198966, 1.4235327333275878, -1.0718456787292712, 0.8554014585713788, -0.8316662039591368, 1.3141660184635726, -1.3429722900555514, 1.3927189672272013, -0.5526683508582926, 1.6317217318419244, -1.4902615777506363, 1.016730637364344, -0.9141350192106916, 0.980509424985432, -1.5094336713805108, 1.043120033789262, -0.9196511038665752, 0.7831868308412185, -1.0918912781817591, 0.8423675570573345, -1.1174018435671003, 1.3569892782621529, -1.6360092454693993, 0.9777996255934589, -1.1508201642518787, 0.9254931293775459, -1.362862074385999, 0.699434152012183, -1.0766928515475145, 1.5892866362402864, -1.2214674302413864, 0.8863583530474495, -0.5439572657630933, 0.8460803545291833, -1.474671621918932, 1.1251945623616504, -0.7683271144489748, 1.4996956504195489, -1.3799816727076297, 0.888353770119133, -0.7149040176985275, 1.5281424888916717, -1.435358751685443, 0.6327004523700579, -0.6651319914789102, 1.2857350464233366, -1.031935221507686, 0.7159465352087205, -1.3254531765621622, 1.1516792915757628, -1.8125611342105237, 0.8062586150397703]|17718.6894531250000000|      2.00000000|[481, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[-0.4162441796742036, 1.3001338973914585, -1.1447363615090305, 0.3998883107019146, -0.9765675422474823, 0.9251056039978349, -1.3206795075417759, 0.8606492870750904, -0.9934820716729698, 0.8652466249629918, -1.4535886452227886, 0.8478801463516172, -0.9669008205354856, 1.6105083738581474, -1.1313353109808424, 0.6755569296738768, -0.7390955484059692, 1.2302145144824972, -0.7563893967999525, 0.9670431886237315, -0.8394876311422184, 1.1569386183452417, -1.0369790000451367, 0.9822833244271152, -0.4789460728598472, 1.4270125476910789, -1.4160855645368415, 1.1416889911299457, -1.1757496797168128, 1.32513496600832, -1.2194641182279125, 1.2088048576444046, -0.941859011289162, 1.3135282494957634, -1.1988026116473998, 1.1471803149704485, -1.0465719684186228, 1.0118153628956346, -1.1402863036622022, 1.36462572107952, -0.8410975443795407, 1.0863582997920571, -1.2806540160929547, 0.9253167336511706, -0.678647860153907, 1.4619018608330254, -1.2999543248125418, 1.0743854382936955, -1.0312492087198966, 1.4235327333275878, -1.0718456787292712, 0.8554014585713788, -0.8316662039591368, 1.3141660184635726, -1.3429722900555514, 1.3927189672272013, -0.5526683508582926, 1.6317217318419244, -1.4902615777506363, 1.016730637364344, -0.9141350192106916, 0.980509424985432, -1.5094336713805108, 1.043120033789262, -0.9196511038665752, 0.7831868308412185, -1.0918912781817591, 0.8423675570573345, -1.1174018435671003, 1.3569892782621529, -1.6360092454693993, 0.9777996255934589, -1.1508201642518787, 0.9254931293775459, -1.362862074385999, 0.699434152012183, -1.0766928515475145, 1.5892866362402864, -1.2214674302413864, 0.8863583530474495, -0.5439572657630933, 0.8460803545291833, -1.474671621918932, 1.1251945623616504, -0.7683271144489748, 1.4996956504195489, -1.3799816727076297, 0.888353770119133, -0.7149040176985275, 1.5281424888916717, -1.435358751685443, 0.6327004523700579, -0.6651319914789102, 1.2857350464233366, -1.031935221507686, 0.7159465352087205, -1.3254531765621622, 1.1516792915757628, -1.8125611342105237, 0.8062586150397703]|17718.6894531250000000|      1.00000000|[602, 40, 1, 41]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.4439042034622355, 1.331543074019474, -1.1514601793138517, 0.4078356690650334, -1.0143012790804367, 0.8494751476091897, -1.4339667801926328, 1.0474534170592082, -1.1531512521744955, 0.8649386721178405, -1.440108247490435, 0.8458577025174673, -1.0791402564925612, 1.8150868312990642, -1.106312641757979, 0.726688147413665, -0.7321029489346527, 1.3047507980320114, -0.5524101840000615, 1.0436963979127272, -1.0731509279564138, 1.124262979320258, -1.08812441304457, 0.9394543822154251, -0.5943301212268534, 1.2803317139140404, -1.3616018603802067, 1.116124000058175, -0.88593105833769, 1.2608306337648885, -1.1991278795650342, 1.2309348822481139, -1.0040752686737175, 1.3697887130509652, -0.9674626573036652, 1.2622951795857773, -0.9558962075838723, 1.0674695324343357, -1.1222421582929316, 1.407481812308302, -1.007246511617507, 1.2157392379831533, -1.309237125367663, 0.9920981256718173, -0.6263999107449477, 1.4307934290234567, -1.4481878272026192, 1.1262641906011095, -0.858535410361896, 1.4790473866760474, -0.9820800015403466, 0.8467101388467035, -0.6815460306989845, 1.4424543463652253, -1.3246560437048487, 1.2749518488885836, -0.5546365693410082, 1.7753919099755722, -1.4484478681739363, 1.0573705324180878, -0.8400232829369302, 0.9846775265105854, -1.4164499431563193, 1.1080430907981582, -1.0573220015551736, 0.773212441654269, -1.1412986189177015, 0.9521118473059664, -1.2406108286183144, 1.2918965966664482, -1.7385528539812847, 0.9559803391188209, -1.141780175852797, 0.9156269941856056, -1.466818797013558, 0.6552210631241195, -0.9776084877728908, 1.466286177068825, -1.1577517808374, 0.8046833345340951, -0.5967364229615626, 0.83183121097028, -1.4915057212433682, 1.2704585644968716, -0.9361994624439803, 1.516775548668852, -1.532358255591081, 1.0478345508199074, -0.7473183402830049, 1.5523424006593673, -1.3972399788496825, 0.7790237260125046, -0.6818040284516078, 1.3658249393704822, -1.0645282272326524, 0.6872491014425647, -1.3966921697967782, 1.2029968736560863, -1.9187117052743132, 1.0324402534269013]|16128.8945312500000000|      2.00000000|[647, 43, 1, 44]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | iterate success | actual_k=1
      10|[-0.4439042034622355, 1.331543074019474, -1.1514601793138517, 0.4078356690650334, -1.0143012790804367, 0.8494751476091897, -1.4339667801926328, 1.0474534170592082, -1.1531512521744955, 0.8649386721178405, -1.440108247490435, 0.8458577025174673, -1.0791402564925612, 1.8150868312990642, -1.106312641757979, 0.726688147413665, -0.7321029489346527, 1.3047507980320114, -0.5524101840000615, 1.0436963979127272, -1.0731509279564138, 1.124262979320258, -1.08812441304457, 0.9394543822154251, -0.5943301212268534, 1.2803317139140404, -1.3616018603802067, 1.116124000058175, -0.88593105833769, 1.2608306337648885, -1.1991278795650342, 1.2309348822481139, -1.0040752686737175, 1.3697887130509652, -0.9674626573036652, 1.2622951795857773, -0.9558962075838723, 1.0674695324343357, -1.1222421582929316, 1.407481812308302, -1.007246511617507, 1.2157392379831533, -1.309237125367663, 0.9920981256718173, -0.6263999107449477, 1.4307934290234567, -1.4481878272026192, 1.1262641906011095, -0.858535410361896, 1.4790473866760474, -0.9820800015403466, 0.8467101388467035, -0.6815460306989845, 1.4424543463652253, -1.3246560437048487, 1.2749518488885836, -0.5546365693410082, 1.7753919099755722, -1.4484478681739363, 1.0573705324180878, -0.8400232829369302, 0.9846775265105854, -1.4164499431563193, 1.1080430907981582, -1.0573220015551736, 0.773212441654269, -1.1412986189177015, 0.9521118473059664, -1.2406108286183144, 1.2918965966664482, -1.7385528539812847, 0.9559803391188209, -1.141780175852797, 0.9156269941856056, -1.466818797013558, 0.6552210631241195, -0.9776084877728908, 1.466286177068825, -1.1577517808374, 0.8046833345340951, -0.5967364229615626, 0.83183121097028, -1.4915057212433682, 1.2704585644968716, -0.9361994624439803, 1.516775548668852, -1.532358255591081, 1.0478345508199074, -0.7473183402830049, 1.5523424006593673, -1.3972399788496825, 0.7790237260125046, -0.6818040284516078, 1.3658249393704822, -1.0645282272326524, 0.6872491014425647, -1.3966921697967782, 1.2029968736560863, -1.9187117052743132, 1.0324402534269013]|16128.8945312500000000|      1.00000000|[767, 51, 1, 52]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
