k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3419161436351216, 1.3153213231647491, 0.0180210848271607, 0.8781673994462429, 0.9703666367522481, 1.8711432840371782, 1.052537304448337, 0.9227410463174063]|138.1319643795584966|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       2|[0.3419161436351216, 1.3153213231647491, 0.0180210848271607, 0.8781673994462429, 0.9703666367522481, 1.8711432840371782, 1.052537304448337, 0.9227410463174063]|138.1319643795584966|      1.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[0.3419161436351216, 1.3153213231647491, 0.0180210848271607, 0.8781673994462429, 0.9703666367522481, 1.8711432840371782, 1.052537304448337, 0.9227410463174063]|138.1319643795584966|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[0.3274311527641259, 1.1091554561498709, 0.0780707413189693, 0.9371704207510714, 0.9225514146451389, 1.504529978362112, 1.0636448518640529, 1.1745018724537304]| 71.8845470986039174|      1.00000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       5|[0.3274311527641259, 1.1091554561498709, 0.0780707413189693, 0.9371704207510714, 0.9225514146451389, 1.504529978362112, 1.0636448518640529, 1.1745018724537304]| 71.8845470986039174|      0.50000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[0.3274311527641259, 1.1091554561498709, 0.0780707413189693, 0.9371704207510714, 0.9225514146451389, 1.504529978362112, 1.0636448518640529, 1.1745018724537304]| 71.8845470986039174|      0.25000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[0.3179663959141827, 1.157780812217939, 0.0457214525264343, 0.9081362757306788, 0.9520141710538143, 1.743136081372124, 1.057303690926216, 1.1567424149249617]| 61.5785088399556670|      0.50000000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       8|[0.3179663959141827, 1.157780812217939, 0.0457214525264343, 0.9081362757306788, 0.9520141710538143, 1.743136081372124, 1.057303690926216, 1.1567424149249617]| 61.5785088399556670|      0.25000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[0.3179663959141827, 1.157780812217939, 0.0457214525264343, 0.9081362757306788, 0.9520141710538143, 1.743136081372124, 1.057303690926216, 1.1567424149249617]| 61.5785088399556670|      0.12500000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[0.2778072113361622, 1.0820565560266517, 0.0536530836592519, 0.915692126206628, 0.9402814939391876, 1.672608099823435, 1.0583981169478152, 1.2119241655997794]| 56.8494411977927641|      0.25000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      11|[0.2778072113361622, 1.0820565560266517, 0.0536530836592519, 0.915692126206628, 0.9402814939391876, 1.672608099823435, 1.0583981169478152, 1.2119241655997794]| 56.8494411977927641|      0.12500000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[0.2238735121436355, 1.0567970483553724, 0.0284268262304959, 0.8777022650952946, 0.944322193659095, 1.7693583612739558, 1.0510005470506123, 1.1881154409984958]| 53.8471286517679815|      0.25000000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      13|[0.2238735121436355, 1.0567970483553724, 0.0284268262304959, 0.8777022650952946, 0.944322193659095, 1.7693583612739558, 1.0510005470506123, 1.1881154409984958]| 53.8471286517679815|      0.12500000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[0.1762929175737749, 0.9755819960443016, 0.0290188582888519, 0.8881905032894912, 0.9373759250598906, 1.734137046453833, 1.049997684765233, 1.2613619512105074]| 51.6396582798445820|      0.25000000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      15|[0.1762929175737749, 0.9755819960443016, 0.0290188582888519, 0.8881905032894912, 0.9373759250598906, 1.734137046453833, 1.049997684765233, 1.2613619512105074]| 51.6396582798445820|      0.12500000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[0.141165583586294, 0.9756805127684535, 0.005909674160881, 0.840504336369188, 0.9409578637928343, 1.8258205102728042, 1.0426012891675338, 1.2055976140046665]| 49.1386011654132062|      0.25000000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[0.141165583586294, 0.9756805127684535, 0.005909674160881, 0.840504336369188, 0.9409578637928343, 1.8258205102728042, 1.0426012891675338, 1.2055976140046665]| 49.1386011654132062|      0.12500000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[0.1001283639909429, 0.9003422443832876, 0.013879943978549, 0.8641869757352952, 0.9386508685360269, 1.7984570102565471, 1.0441856899876925, 1.2885681246098362]| 47.1858461652683445|      0.25000000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      19|[0.1001283639909429, 0.9003422443832876, 0.013879943978549, 0.8641869757352952, 0.9386508685360269, 1.7984570102565471, 1.0441856899876925, 1.2885681246098362]| 47.1858461652683445|      0.12500000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[0.0650534083197875, 0.9042193277004879, -0.0118990752911643, 0.813173348087779, 0.9406360252061968, 1.8821916144587276, 1.0393709264679638, 1.224738970348649]| 44.8515768108561019|      0.25000000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[0.0650534083197875, 0.9042193277004879, -0.0118990752911643, 0.813173348087779, 0.9406360252061968, 1.8821916144587276, 1.0393709264679638, 1.224738970348649]| 44.8515768108561019|      0.12500000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[0.0237360715185851, 0.8296886040479223, -0.0050072907779938, 0.8412557045588972, 0.939930068269803, 1.859982211684495, 1.0403460450576794, 1.3085973430354945]| 42.9916316085243224|      0.25000000|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[0.0237360715185851, 0.8296886040479223, -0.0050072907779938, 0.8412557045588972, 0.939930068269803, 1.859982211684495, 1.0403460450576794, 1.3085973430354945]| 42.9916316085243224|      0.12500000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[-0.0081085578748747, 0.8397913617656612, -0.027399820759643, 0.7830661069071726, 0.9386898128815477, 1.9373110658784685, 1.0377661825910278, 1.2405278669341353]| 41.1572502303908863|      0.25000000|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      25|[-0.0081085578748747, 0.8397913617656612, -0.027399820759643, 0.7830661069071726, 0.9386898128815477, 1.9373110658784685, 1.0377661825910278, 1.2405278669341353]| 41.1572502303908863|      0.12500000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[-0.041161304254047, 0.7673470091739806, -0.0220847322517296, 0.8213329208512625, 0.9380595492977227, 1.9163160988206955, 1.0361278056208256, 1.326247540090589]| 39.5794699678041795|      0.25000000|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      27|[-0.041161304254047, 0.7673470091739806, -0.0220847322517296, 0.8213329208512625, 0.9380595492977227, 1.9163160988206955, 1.0361278056208256, 1.326247540090589]| 39.5794699678041795|      0.12500000|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      28|[-0.0715131686283755, 0.7808930599976649, -0.0454159860050304, 0.764251459080695, 0.9362528334192127, 1.9901581436070883, 1.037844165952256, 1.2537301596688566]| 37.8060708208167924|      0.25000000|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      29|[-0.0715131686283755, 0.7808930599976649, -0.0454159860050304, 0.764251459080695, 0.9362528334192127, 1.9901581436070883, 1.037844165952256, 1.2537301596688566]| 37.8060708208167924|      0.12500000|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[-0.1036188290174499, 0.7090685742605275, -0.0382344901030804, 0.8044553296572763, 0.9387879858464381, 1.9728787940979473, 1.03840129643655, 1.3401143678042797]| 36.4360878487669524|      0.25000000|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      31|[-0.1036188290174499, 0.7090685742605275, -0.0382344901030804, 0.8044553296572763, 0.9387879858464381, 1.9728787940979473, 1.03840129643655, 1.3401143678042797]| 36.4360878487669524|      0.12500000|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      32|[-0.130643905439184, 0.7280254165168832, -0.0585746295762569, 0.7413192314449187, 0.9351115892253419, 2.0358923917978746, 1.0436955412654623, 1.2618638931137962]| 35.1359556507258262|      0.25000000|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      33|[-0.130643905439184, 0.7280254165168832, -0.0585746295762569, 0.7413192314449187, 0.9351115892253419, 2.0358923917978746, 1.0436955412654623, 1.2618638931137962]| 35.1359556507258262|      0.12500000|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      34|[-0.15553094640447, 0.659870033721809, -0.0516145916541979, 0.7894852174199151, 0.9381644569917237, 2.0287499141074754, 1.0411847669128864, 1.3508888091666778]| 33.6460653700935950|      0.25000000|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      35|[-0.15553094640447, 0.659870033721809, -0.0516145916541979, 0.7894852174199151, 0.9381644569917237, 2.0287499141074754, 1.0411847669128864, 1.3508888091666778]| 33.6460653700935950|      0.12500000|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      36|[-0.1840453245599681, 0.6798199085058253, -0.0725551451643411, 0.7250265083202805, 0.9349558025755861, 2.0878703405154, 1.048435147132873, 1.27175340318899]| 32.5127216485074726|      0.25000000|[612, 0, 36, 72]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      37|[-0.1840453245599681, 0.6798199085058253, -0.0725551451643411, 0.7250265083202805, 0.9349558025755861, 2.0878703405154, 1.048435147132873, 1.27175340318899]| 32.5127216485074726|      0.12500000|[629, 0, 37, 74]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      38|[-0.2108408273710638, 0.6120414567004903, -0.0668153714698774, 0.7758936180054259, 0.9381490212933187, 2.076883365180404, 1.0461225935432228, 1.3586810539871803]| 31.2183830548959129|      0.25000000|[646, 0, 38, 76]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      39|[-0.2108408273710638, 0.6120414567004903, -0.0668153714698774, 0.7758936180054259, 0.9381490212933187, 2.076883365180404, 1.0461225935432228, 1.3586810539871803]| 31.2183830548959129|      0.12500000|[663, 0, 39, 78]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      40|[-0.2108408273710638, 0.6120414567004903, -0.0668153714698774, 0.7758936180054259, 0.9381490212933187, 2.076883365180404, 1.0461225935432228, 1.3586810539871803]| 31.2183830548959129|      0.06250000|[680, 0, 40, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
