k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.73965925086182, -1.4383161005251222, -0.3777976195678314, -0.2845232403058778, 0.0921826552303623, -0.6722803738356554, 0.0511921040349492]|110900.3593750000000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[8.636491057508346, -1.0342653678949199, 0.6268750523084254, -0.7924055090449549, -0.5426228750173901, -1.6175830465830932, 0.2875734945527367]|76340.1953125000000000|      4.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[8.636491057508346, -1.0342653678949199, 0.6268750523084254, -0.7924055090449549, -0.5426228750173901, -1.6175830465830932, 0.2875734945527367]|76340.1953125000000000|      2.00000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[8.636491057508346, -1.0342653678949199, 0.6268750523084254, -0.7924055090449549, -0.5426228750173901, -1.6175830465830932, 0.2875734945527367]|76340.1953125000000000|      1.00000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[8.636491057508346, -1.0342653678949199, 0.6268750523084254, -0.7924055090449549, -0.5426228750173901, -1.6175830465830932, 0.2875734945527367]|76340.1953125000000000|      0.50000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[8.636491057508346, -1.0342653678949199, 0.6268750523084254, -0.7924055090449549, -0.5426228750173901, -1.6175830465830932, 0.2875734945527367]|76340.1953125000000000|      0.25000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[8.68012968482289, -0.9947903330601973, 0.7023642522073337, -0.7814280972714389, -0.4736663803039742, -1.5836547156627265, 0.5050870324258395]|66573.8828125000000000|      0.50000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[8.682853995560679, -0.9676813208787615, 0.8051723690391601, -0.4979032956799629, -0.4852787564714087, -1.658027842259503, 0.8957731575256751]|59316.3945312500000000|      1.00000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[8.57601854474777, -1.0644076525442758, 0.9454503568162118, 0.4007275814444994, -0.1587562091768825, -1.7375924527020654, 1.0934277423682577]|53045.5078125000000000|      2.00000000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[8.617302742110132, -1.1686065090254318, 0.9867199878451802, 2.3643248690008423, -0.242947686096386, -1.5142968994508381, 0.8231101248798434]|38081.4062500000000000|      4.00000000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
