k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[43, 6, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=2
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[86, 12, 2, 8]                                                             |  | used linear model with 49 points | iterate failure | actual_k=2
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[129, 18, 3, 12]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       4|[120.0016269548816, 0.0103365072453353, 0.8760321251594848, 109.99202408429097, 0.1741524946206378, 0.8293171829608593, 99.99696113353431, 0.2452898855675849, 0.708795143359111, 88.01810765105758, 0.3402227390113786, 0.7186775037310569, 86.00430649036176, 0.3560585471544349, 0.6218122932148699, 84.00552243317802, 0.4886556313483382, 0.5370820396955432, 80.01950543994498, 0.6736805228163615, 0.3312844076997448, 76.00745846855679, 0.8968219976018708, 0.1113724778523381, 886.3717580287879, 910.0163200375708, 922.5281871085372, 926.4804189728097, 935.5517094751516, 952.8183278628344, 975.6997410041279]|1658.5335549451297084|      0.25000000|[172, 24, 4, 16]                                                           |  | used linear model with 49 points | iterate success | actual_k=2
       5|[120.0016269548816, 0.0103365072453353, 0.8760321251594848, 109.99202408429097, 0.1741524946206378, 0.8293171829608593, 99.99696113353431, 0.2452898855675849, 0.708795143359111, 88.01810765105758, 0.3402227390113786, 0.7186775037310569, 86.00430649036176, 0.3560585471544349, 0.6218122932148699, 84.00552243317802, 0.4886556313483382, 0.5370820396955432, 80.01950543994498, 0.6736805228163615, 0.3312844076997448, 76.00745846855679, 0.8968219976018708, 0.1113724778523381, 886.3717580287879, 910.0163200375708, 922.5281871085372, 926.4804189728097, 935.5517094751516, 952.8183278628344, 975.6997410041279]|1658.5335549451297084|      0.12500000|[215, 30, 5, 20]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       6|[120.0013273533737, -0.008158389160518, 0.8643237805566995, 110.00313848679991, 0.0853380309651524, 0.8114882687565704, 99.98171797585843, 0.2442952768367427, 0.6900812243173282, 88.03391591940006, 0.365330361840567, 0.7052497143767931, 86.0096883440975, 0.3514467131957945, 0.6726099934926127, 83.98905852737205, 0.4739554606589984, 0.5385911163631567, 79.99753320661041, 0.680657513269832, 0.3200988007171565, 75.99016849253523, 0.899181166348057, 0.1105954018981909, 886.3680661098103, 910.020662379589, 922.5190728899049, 926.4766169538667, 935.5543127248557, 952.8022307110657, 975.7260950391081]|550.4516577850143904|      0.25000000|[258, 36, 6, 24]                                                           |  | used linear model with 49 points | iterate success | actual_k=2
       7|[120.0013273533737, -0.008158389160518, 0.8643237805566995, 110.00313848679991, 0.0853380309651524, 0.8114882687565704, 99.98171797585843, 0.2442952768367427, 0.6900812243173282, 88.03391591940006, 0.365330361840567, 0.7052497143767931, 86.0096883440975, 0.3514467131957945, 0.6726099934926127, 83.98905852737205, 0.4739554606589984, 0.5385911163631567, 79.99753320661041, 0.680657513269832, 0.3200988007171565, 75.99016849253523, 0.899181166348057, 0.1105954018981909, 886.3680661098103, 910.020662379589, 922.5190728899049, 926.4766169538667, 935.5543127248557, 952.8022307110657, 975.7260950391081]|550.4516577850143904|      0.12500000|[301, 42, 7, 28]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       8|[120.0013273533737, -0.008158389160518, 0.8643237805566995, 110.00313848679991, 0.0853380309651524, 0.8114882687565704, 99.98171797585843, 0.2442952768367427, 0.6900812243173282, 88.03391591940006, 0.365330361840567, 0.7052497143767931, 86.0096883440975, 0.3514467131957945, 0.6726099934926127, 83.98905852737205, 0.4739554606589984, 0.5385911163631567, 79.99753320661041, 0.680657513269832, 0.3200988007171565, 75.99016849253523, 0.899181166348057, 0.1105954018981909, 886.3680661098103, 910.020662379589, 922.5190728899049, 926.4766169538667, 935.5543127248557, 952.8022307110657, 975.7260950391081]|550.4516577850143904|      0.06250000|[344, 48, 8, 32]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       9|[120.0013273533737, -0.008158389160518, 0.8643237805566995, 110.00313848679991, 0.0853380309651524, 0.8114882687565704, 99.98171797585843, 0.2442952768367427, 0.6900812243173282, 88.03391591940006, 0.365330361840567, 0.7052497143767931, 86.0096883440975, 0.3514467131957945, 0.6726099934926127, 83.98905852737205, 0.4739554606589984, 0.5385911163631567, 79.99753320661041, 0.680657513269832, 0.3200988007171565, 75.99016849253523, 0.899181166348057, 0.1105954018981909, 886.3680661098103, 910.020662379589, 922.5190728899049, 926.4766169538667, 935.5543127248557, 952.8022307110657, 975.7260950391081]|550.4516577850143904|      0.03125000|[387, 54, 9, 36]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
      10|[120.00474713914394, -0.0263517379990043, 0.8553806247097839, 110.00781142888401, 0.0848370881076625, 0.8118001623407789, 99.97780388684173, 0.2367454952853529, 0.6907585310457258, 88.03663502411268, 0.3707800106954922, 0.7070015105347831, 86.01290483636434, 0.3605529392774026, 0.6767527832555744, 83.99227763076028, 0.4768977706846024, 0.5335269022801677, 80.00389016132895, 0.6752038420265492, 0.3212762952747002, 75.99257870898768, 0.8983846119930896, 0.1128965239197493, 886.3793454505573, 910.0173228746971, 922.5161450947777, 926.472324888713, 935.5538574021868, 952.7992560251569, 975.7236529950195]|322.7002806960711041|      0.06250000|[430, 60, 10, 40]                                                          |  | used linear model with 49 points | iterate success | actual_k=2
      11|[120.00474713914394, -0.0263517379990043, 0.8553806247097839, 110.00781142888401, 0.0848370881076625, 0.8118001623407789, 99.97780388684173, 0.2367454952853529, 0.6907585310457258, 88.03663502411268, 0.3707800106954922, 0.7070015105347831, 86.01290483636434, 0.3605529392774026, 0.6767527832555744, 83.99227763076028, 0.4768977706846024, 0.5335269022801677, 80.00389016132895, 0.6752038420265492, 0.3212762952747002, 75.99257870898768, 0.8983846119930896, 0.1128965239197493, 886.3793454505573, 910.0173228746971, 922.5161450947777, 926.472324888713, 935.5538574021868, 952.7992560251569, 975.7236529950195]|322.7002806960711041|      0.03125000|[473, 66, 11, 44]                                                          |  | used linear model with 49 points | iterate failure | actual_k=2
