k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.00207309021265, -0.7858902860634018, 0.7168043650277406, -0.4047001262965196, -0.4061898182738289, -0.4080559977797327, -0.2270529262008168]|44429.7851562500000000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[9.84891288830061, -0.4869153567808902, 1.24573036949457, -1.9745407323484447, -1.2170430346625274, -0.9574740523036944, -0.6555976268275626]|37543.0156250000000000|      4.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[9.84891288830061, -0.4869153567808902, 1.24573036949457, -1.9745407323484447, -1.2170430346625274, -0.9574740523036944, -0.6555976268275626]|37543.0156250000000000|      2.00000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[9.84891288830061, -0.4869153567808902, 1.24573036949457, -1.9745407323484447, -1.2170430346625274, -0.9574740523036944, -0.6555976268275626]|37543.0156250000000000|      1.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[9.84891288830061, -0.4869153567808902, 1.24573036949457, -1.9745407323484447, -1.2170430346625274, -0.9574740523036944, -0.6555976268275626]|37543.0156250000000000|      0.50000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[9.798235626132712, -0.4614252732692865, 1.2586443134576175, -2.0289932037800744, -1.1973625723710626, -0.934619578132995, -0.1629105237261931]|7460.3247070312500000|      1.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[9.798235626132712, -0.4614252732692865, 1.2586443134576175, -2.0289932037800744, -1.1973625723710626, -0.934619578132995, -0.1629105237261931]|7460.3247070312500000|      0.50000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[9.798235626132712, -0.4614252732692865, 1.2586443134576175, -2.0289932037800744, -1.1973625723710626, -0.934619578132995, -0.1629105237261931]|7460.3247070312500000|      0.25000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[9.798235626132712, -0.4614252732692865, 1.2586443134576175, -2.0289932037800744, -1.1973625723710626, -0.934619578132995, -0.1629105237261931]|7460.3247070312500000|      0.12500000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[9.798235626132712, -0.4614252732692865, 1.2586443134576175, -2.0289932037800744, -1.1973625723710626, -0.934619578132995, -0.1629105237261931]|7460.3247070312500000|      0.06250000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[9.767167474465772, -0.4452662410700587, 1.2497640582265062, -2.0285574771837154, -1.198969638383774, -0.9160735071199754, -0.1154308709414614]|6319.8027343750000000|      0.12500000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      12|[9.767167474465772, -0.4452662410700587, 1.2497640582265062, -2.0285574771837154, -1.198969638383774, -0.9160735071199754, -0.1154308709414614]|6319.8027343750000000|      0.06250000|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[9.767167474465772, -0.4452662410700587, 1.2497640582265062, -2.0285574771837154, -1.198969638383774, -0.9160735071199754, -0.1154308709414614]|6319.8027343750000000|      0.03125000|[417, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[9.767167474465772, -0.4452662410700587, 1.2497640582265062, -2.0285574771837154, -1.198969638383774, -0.9160735071199754, -0.1154308709414614]|6319.8027343750000000|      0.01562500|[449, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[9.767716113462914, -0.4428225277836382, 1.2504546757405586, -2.0266375312763603, -1.1987093580213297, -0.9148828869161417, -0.1306696182144446]|5581.3056640625000000|      0.03125000|[481, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      16|[9.767716113462914, -0.4428225277836382, 1.2504546757405586, -2.0266375312763603, -1.1987093580213297, -0.9148828869161417, -0.1306696182144446]|5581.3056640625000000|      0.01562500|[513, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[9.767716113462914, -0.4428225277836382, 1.2504546757405586, -2.0266375312763603, -1.1987093580213297, -0.9148828869161417, -0.1306696182144446]|5581.3056640625000000|      0.00781250|[545, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[9.767716113462914, -0.4428225277836382, 1.2504546757405586, -2.0266375312763603, -1.1987093580213297, -0.9148828869161417, -0.1306696182144446]|5581.3056640625000000|      0.00390625|[577, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[9.767716113462914, -0.4428225277836382, 1.2504546757405586, -2.0266375312763603, -1.1987093580213297, -0.9148828869161417, -0.1306696182144446]|5581.3056640625000000|      0.00195312|[609, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[9.767716113462914, -0.4428225277836382, 1.2504546757405586, -2.0266375312763603, -1.1987093580213297, -0.9148828869161417, -0.1306696182144446]|5581.3056640625000000|      0.00097656|[641, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[9.767621187165934, -0.4428287728590996, 1.2503393262476958, -2.0264783848262904, -1.1987434280659113, -0.9154109490449255, -0.1298784287076172]|5579.0541992187500000|      0.00195312|[673, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      22|[9.767621187165934, -0.4428287728590996, 1.2503393262476958, -2.0264783848262904, -1.1987434280659113, -0.9154109490449255, -0.1298784287076172]|5579.0541992187500000|      0.00097656|[705, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[9.767383167787337, -0.4430016556071036, 1.2506001647622487, -2.0263290986658835, -1.198876767817548, -0.9162485302035098, -0.1301181949944792]|5577.4365234375000000|      0.00195312|[737, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      24|[9.767383167787337, -0.4430016556071036, 1.2506001647622487, -2.0263290986658835, -1.198876767817548, -0.9162485302035098, -0.1301181949944792]|5577.4365234375000000|      0.00097656|[769, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[9.767433205483593, -0.4425717440449656, 1.2503495426549802, -2.026333587297947, -1.1985938728329237, -0.917036863323855, -0.1300732914904801]|5576.0747070312500000|      0.00195312|[801, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      26|[9.767303780507076, -0.4424756131958036, 1.2506082270536052, -2.0258452671752023, -1.1985571039337595, -0.9188118004669455, -0.1294974639757844]|5572.8862304687500000|      0.00390625|[833, 0, 0, 52]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      27|[9.767303780507076, -0.4424756131958036, 1.2506082270536052, -2.0258452671752023, -1.1985571039337595, -0.9188118004669455, -0.1294974639757844]|5572.8862304687500000|      0.00195312|[865, 0, 0, 54]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      28|[9.767303780507076, -0.4424756131958036, 1.2506082270536052, -2.0258452671752023, -1.1985571039337595, -0.9188118004669455, -0.1294974639757844]|5572.8862304687500000|      0.00097656|[897, 0, 0, 56]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      29|[9.767329858579512, -0.4422073677343277, 1.2507714209264214, -2.025399686218848, -1.198513204243314, -0.919490593973508, -0.1299369821059894]|5570.8212890625000000|      0.00195312|[929, 0, 0, 58]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      30|[9.76730600665054, -0.4417443895464261, 1.2508968355458159, -2.02408224249874, -1.1980703896633422, -0.9207447055926238, -0.1302189609363819]|5567.9633789062500000|      0.00390625|[961, 0, 0, 60]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      31|[9.76730600665054, -0.4417443895464261, 1.2508968355458159, -2.02408224249874, -1.1980703896633422, -0.9207447055926238, -0.1302189609363819]|5567.9633789062500000|      0.00195312|[993, 0, 0, 62]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      32|[9.767288062537782, -0.4417319888048212, 1.2513345065478614, -2.0237678482588324, -1.1989191183760994, -0.9223563319243174, -0.1297649323127636]|5564.1699218750000000|      0.00390625|[1025, 0, 0, 64]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      33|[9.767288062537782, -0.4417319888048212, 1.2513345065478614, -2.0237678482588324, -1.1989191183760994, -0.9223563319243174, -0.1297649323127636]|5564.1699218750000000|      0.00195312|[1057, 0, 0, 66]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      34|[9.767161575340785, -0.4416953044812704, 1.2518582085182282, -2.0222102522797862, -1.1990554584841124, -0.9232125752289467, -0.1303525055469604]|5562.6474609375000000|      0.00390625|[1089, 0, 0, 68]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      35|[9.767161575340785, -0.4416953044812704, 1.2518582085182282, -2.0222102522797862, -1.1990554584841124, -0.9232125752289467, -0.1303525055469604]|5562.6474609375000000|      0.00195312|[1121, 0, 0, 70]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
