k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[165, 24, 0, 3]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[328, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[492, 72, 0, 9]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[654, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[817, 120, 0, 15]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[1.0243502798711328, 0.0195699763083016, 0.0128274026001237, 0.0189430797467039, 0.424705359313721, 0.0214486687988888, 0.7993498018901662, 0.0166975588570718, 0.2210247109338197, 0.0167780039388244, 2.6900701681360086, 0.0211811102067707, 0.8075808654301407, 0.0217140398130694, 2.2649706863217514, 0.02093766101586, 14.354636244219813, 0.0364416717578387, 12.158717570579762, 0.0328121056437059, 0.2813270423992221, 0.0176320373063438, 0.248102916758759, 0.0189296786538211, 1.1702661228187574, 0.0197376008221764, 0.1797306297190107, 0.0226229944063991, 0.1172419453182649, 0.0205657395606197, 3.747935191377988, 0.0206299175472883, 0.8329210051988064, 0.020148579735261, 0.1624477484745121, 0.0173771297985459, 0.3842954265758468, 0.0250039323914086, 0.9219397989269099, 0.0123378915834949, 0.2578840910581457, 0.0170969811147929, 2.0667629145337836, 0.0225409308564971, 1.9468724243615438, 0.0206156640043535, 1.48360534596055, 0.0151948037953887, 0.4770099775912462, 0.0212129844052481, 0.4931313438761515, 0.0225819024265719, 0.3356197576683802, 0.0168837159254601, 0.8381983350971859, 0.020566333300505, 0.4566545531574198, 0.0240727164352513, 0.4913908723833326, 0.0141461928293215, 0.9861663389700692, 0.0234309678245856, -0.0182408481596876, 0.0210486507850616, 0.2668237703886325, 0.0156556737519905]|2415992.0000000000000000|      0.06250000|[926, 136, 0, 17]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[1.0243502798711328, 0.0195699763083016, 0.0128274026001237, 0.0189430797467039, 0.424705359313721, 0.0214486687988888, 0.7993498018901662, 0.0166975588570718, 0.2210247109338197, 0.0167780039388244, 2.6900701681360086, 0.0211811102067707, 0.8075808654301407, 0.0217140398130694, 2.2649706863217514, 0.02093766101586, 14.354636244219813, 0.0364416717578387, 12.158717570579762, 0.0328121056437059, 0.2813270423992221, 0.0176320373063438, 0.248102916758759, 0.0189296786538211, 1.1702661228187574, 0.0197376008221764, 0.1797306297190107, 0.0226229944063991, 0.1172419453182649, 0.0205657395606197, 3.747935191377988, 0.0206299175472883, 0.8329210051988064, 0.020148579735261, 0.1624477484745121, 0.0173771297985459, 0.3842954265758468, 0.0250039323914086, 0.9219397989269099, 0.0123378915834949, 0.2578840910581457, 0.0170969811147929, 2.0667629145337836, 0.0225409308564971, 1.9468724243615438, 0.0206156640043535, 1.48360534596055, 0.0151948037953887, 0.4770099775912462, 0.0212129844052481, 0.4931313438761515, 0.0225819024265719, 0.3356197576683802, 0.0168837159254601, 0.8381983350971859, 0.020566333300505, 0.4566545531574198, 0.0240727164352513, 0.4913908723833326, 0.0141461928293215, 0.9861663389700692, 0.0234309678245856, -0.0182408481596876, 0.0210486507850616, 0.2668237703886325, 0.0156556737519905]|2415992.0000000000000000|      0.03125000|[1090, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[1.0219460456006322, 0.0206619387385867, 0.021232270265946, 0.0248733178827089, 0.4227920232430264, 0.0173370308956524, 0.8024074176610785, 0.0163962822705492, 0.2208411360697555, 0.0229343244037472, 2.6887721946903462, 0.0226306101647873, 0.8085271701851516, 0.0247379405067071, 2.2630026246509387, 0.0266346970919344, 14.351098088442104, 0.051434400062718, 12.163006776293365, 0.0460689411684824, 0.278848663477321, 0.0205012459560093, 0.2458850675750872, 0.0157251889039995, 1.1726611972750038, 0.0231309324587086, 0.177109584946478, 0.0227845074724099, 0.1236561965781251, 0.0208482804415562, 3.747288240108108, 0.0218650929068027, 0.8317747533674088, 0.0214144045270482, 0.1578288209584068, 0.0201955389111859, 0.386572183270086, 0.025784163483988, 0.9183775093081252, 0.0164372228204539, 0.257996592042762, 0.0119330591933414, 2.063648374418833, 0.0209481652503326, 1.945807209489834, 0.0189229303532838, 1.4832374472266605, 0.017995864451855, 0.4809941455433902, 0.0224409400346426, 0.4959001415535209, 0.0206111645042259, 0.3399524064587613, 0.015781398707583, 0.8396108327146146, 0.0210253757343353, 0.4575411507666472, 0.023878077699791, 0.491776704069989, 0.0150393268562323, 0.986698582378444, 0.0239982128544522, -0.0155771205647263, 0.02648062644487, 0.2697270549976068, 0.0163330740169053]|2008848.7500000000000000|      0.06250000|[1199, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[1.0219460456006322, 0.0206619387385867, 0.021232270265946, 0.0248733178827089, 0.4227920232430264, 0.0173370308956524, 0.8024074176610785, 0.0163962822705492, 0.2208411360697555, 0.0229343244037472, 2.6887721946903462, 0.0226306101647873, 0.8085271701851516, 0.0247379405067071, 2.2630026246509387, 0.0266346970919344, 14.351098088442104, 0.051434400062718, 12.163006776293365, 0.0460689411684824, 0.278848663477321, 0.0205012459560093, 0.2458850675750872, 0.0157251889039995, 1.1726611972750038, 0.0231309324587086, 0.177109584946478, 0.0227845074724099, 0.1236561965781251, 0.0208482804415562, 3.747288240108108, 0.0218650929068027, 0.8317747533674088, 0.0214144045270482, 0.1578288209584068, 0.0201955389111859, 0.386572183270086, 0.025784163483988, 0.9183775093081252, 0.0164372228204539, 0.257996592042762, 0.0119330591933414, 2.063648374418833, 0.0209481652503326, 1.945807209489834, 0.0189229303532838, 1.4832374472266605, 0.017995864451855, 0.4809941455433902, 0.0224409400346426, 0.4959001415535209, 0.0206111645042259, 0.3399524064587613, 0.015781398707583, 0.8396108327146146, 0.0210253757343353, 0.4575411507666472, 0.023878077699791, 0.491776704069989, 0.0150393268562323, 0.986698582378444, 0.0239982128544522, -0.0155771205647263, 0.02648062644487, 0.2697270549976068, 0.0163330740169053]|2008848.7500000000000000|      0.03125000|[1362, 200, 0, 25]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
      10|[1.0255834172969285, 0.0201387824291732, 0.0206439996491301, 0.0238587853505559, 0.421902089845941, 0.0181575644116433, 0.8011406071246804, 0.016487936364375, 0.2197544599373815, 0.0164959185732222, 2.688193642270064, 0.0219659934510468, 0.8090604662076977, 0.0257490083458418, 2.2623076391790358, 0.0272413378417655, 14.350582463266939, 0.0637173291932777, 12.1615796205429, 0.0635762278901489, 0.2789342772042223, 0.0217602503059356, 0.2491685621697553, 0.0164366917456377, 1.1784727430722914, 0.0230371280407755, 0.1762347839759525, 0.0237557663381149, 0.1230905687477208, 0.0192954473445408, 3.752022609928894, 0.0308898644906164, 0.8339657828639085, 0.0183069631580099, 0.1582409141411137, 0.0207773876510343, 0.3919477460871891, 0.0242300747811405, 0.918973572490124, 0.0217800428492337, 0.2566001449411114, 0.0122868416561135, 2.0653067980388977, 0.0244774365164875, 1.942386194311867, 0.0255915845415126, 1.4815786608549475, 0.0217867670830191, 0.4810092014639571, 0.0165449549468312, 0.4956722539884943, 0.0181626167308403, 0.3414206871589759, 0.0193084547639046, 0.8348708023985915, 0.0225153549020282, 0.4538977263542548, 0.0219550495350953, 0.4953918288748422, 0.0136380173400878, 0.988287148597451, 0.0245355562924907, -0.0174667044366608, 0.0278816505004562, 0.2700781477627919, 0.0128588377937487]|1764530.8750000000000000|      0.06250000|[1471, 216, 0, 27]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
