k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[65, 0, 1, 5]                                                              |  | used linear model with 65 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[130, 0, 2, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       3|[0.0557533125363959, 0.0366918540518617, -0.0077309901837012, 0.0067527018099325, -0.033215010934881, -0.0150256124871437, -0.0151772589942761, 0.0288005738416326, -0.0135027722182447, 0.0030830335701447, -0.0286788849486048, -0.0258518683235509, 0.0099876592753912, -0.0328699387021765, 0.0468538061366563, -0.0298767157995977, -0.0190658642935874, -0.0161284166200311, -0.0456009769126371, -0.0504380084508021, 0.030351824523527, -0.005429150194581, -0.0301813103092855, -0.0198836967911587, -0.0020886251570583, 0.0206915819911711, -0.0243647916488399, -0.0108707502115567, 0.0130734175361347, 0.0042699853396626, 0.0747670919406141, -0.0088228044290941, -0.0110081080078082, -0.0211106459591256, 0.0826480134015191, 0.0070319362215725, -0.0021760352426766, -0.0300958438687217, -0.0022099277998195, 0.0625494390680577, -0.0126736548874669, -0.044069706853674, -0.0140679581359513, 0.0210628988588583, -0.0258294227014955, -0.0270182420473275, -0.0695948156932824, -0.0326061263796895, 0.0570815060335443, 0.0358685737551445, -0.0554557929751067, -0.0385264737646881, 0.0480380057219359, 0.0001793745893163, -0.012597989577808, -0.0046705988252253, -0.0343416010341702]|64040.6911779114743695|      0.50000000|[195, 0, 3, 15]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       4|[0.0557533125363959, 0.0366918540518617, -0.0077309901837012, 0.0067527018099325, -0.033215010934881, -0.0150256124871437, -0.0151772589942761, 0.0288005738416326, -0.0135027722182447, 0.0030830335701447, -0.0286788849486048, -0.0258518683235509, 0.0099876592753912, -0.0328699387021765, 0.0468538061366563, -0.0298767157995977, -0.0190658642935874, -0.0161284166200311, -0.0456009769126371, -0.0504380084508021, 0.030351824523527, -0.005429150194581, -0.0301813103092855, -0.0198836967911587, -0.0020886251570583, 0.0206915819911711, -0.0243647916488399, -0.0108707502115567, 0.0130734175361347, 0.0042699853396626, 0.0747670919406141, -0.0088228044290941, -0.0110081080078082, -0.0211106459591256, 0.0826480134015191, 0.0070319362215725, -0.0021760352426766, -0.0300958438687217, -0.0022099277998195, 0.0625494390680577, -0.0126736548874669, -0.044069706853674, -0.0140679581359513, 0.0210628988588583, -0.0258294227014955, -0.0270182420473275, -0.0695948156932824, -0.0326061263796895, 0.0570815060335443, 0.0358685737551445, -0.0554557929751067, -0.0385264737646881, 0.0480380057219359, 0.0001793745893163, -0.012597989577808, -0.0046705988252253, -0.0343416010341702]|64040.6911779114743695|      0.25000000|[260, 0, 4, 20]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       5|[0.0117809651608906, 0.074005167142904, 0.0010799318017109, 0.0284832004378252, 0.0140749275775646, 0.017580302410625, -0.0179858325985303, 0.018978639896283, 0.0003557201502717, -0.0078349739052123, -0.0301940022966797, -0.0624586077464191, -0.0158502101000658, 0.0274721596267738, 0.0495666738473758, -0.0482911894359369, -0.0021725244237202, -0.0109115343047923, -0.0712852024798015, -0.1088699038529829, -0.0021399780521335, -0.0090873671703077, 0.0326976737571627, -0.0100870450304951, -0.0457552971450388, -0.0215041560567269, -0.0416485106305668, -0.0478027290794607, 0.0232935689242761, 0.0123063345899195, 0.1009731967248833, 0.0294489176154454, -0.035997137073781, -0.0131977108784907, 0.0958935998368822, 0.0091289754036408, 0.0306071695820526, -0.0275928794994769, 0.0123133531641704, 0.1665465076247608, 0.0642930446068038, -0.0846997362620986, -0.0061769162529223, 0.0609662138440784, -0.0419110930692325, 0.0307910940061419, -0.0668145843939338, -0.0286923120602369, 0.0812989754038151, 0.0681857141691556, -0.0757897965630736, -0.027255355917219, 0.0769396444560176, 0.0438188176494178, -0.0372638772575389, -0.02422043466278, -0.0316923332960496]|26243.9793257437268039|      0.50000000|[325, 0, 5, 25]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       6|[0.0117809651608906, 0.074005167142904, 0.0010799318017109, 0.0284832004378252, 0.0140749275775646, 0.017580302410625, -0.0179858325985303, 0.018978639896283, 0.0003557201502717, -0.0078349739052123, -0.0301940022966797, -0.0624586077464191, -0.0158502101000658, 0.0274721596267738, 0.0495666738473758, -0.0482911894359369, -0.0021725244237202, -0.0109115343047923, -0.0712852024798015, -0.1088699038529829, -0.0021399780521335, -0.0090873671703077, 0.0326976737571627, -0.0100870450304951, -0.0457552971450388, -0.0215041560567269, -0.0416485106305668, -0.0478027290794607, 0.0232935689242761, 0.0123063345899195, 0.1009731967248833, 0.0294489176154454, -0.035997137073781, -0.0131977108784907, 0.0958935998368822, 0.0091289754036408, 0.0306071695820526, -0.0275928794994769, 0.0123133531641704, 0.1665465076247608, 0.0642930446068038, -0.0846997362620986, -0.0061769162529223, 0.0609662138440784, -0.0419110930692325, 0.0307910940061419, -0.0668145843939338, -0.0286923120602369, 0.0812989754038151, 0.0681857141691556, -0.0757897965630736, -0.027255355917219, 0.0769396444560176, 0.0438188176494178, -0.0372638772575389, -0.02422043466278, -0.0316923332960496]|26243.9793257437268039|      0.25000000|[390, 0, 6, 30]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       7|[0.0117809651608906, 0.074005167142904, 0.0010799318017109, 0.0284832004378252, 0.0140749275775646, 0.017580302410625, -0.0179858325985303, 0.018978639896283, 0.0003557201502717, -0.0078349739052123, -0.0301940022966797, -0.0624586077464191, -0.0158502101000658, 0.0274721596267738, 0.0495666738473758, -0.0482911894359369, -0.0021725244237202, -0.0109115343047923, -0.0712852024798015, -0.1088699038529829, -0.0021399780521335, -0.0090873671703077, 0.0326976737571627, -0.0100870450304951, -0.0457552971450388, -0.0215041560567269, -0.0416485106305668, -0.0478027290794607, 0.0232935689242761, 0.0123063345899195, 0.1009731967248833, 0.0294489176154454, -0.035997137073781, -0.0131977108784907, 0.0958935998368822, 0.0091289754036408, 0.0306071695820526, -0.0275928794994769, 0.0123133531641704, 0.1665465076247608, 0.0642930446068038, -0.0846997362620986, -0.0061769162529223, 0.0609662138440784, -0.0419110930692325, 0.0307910940061419, -0.0668145843939338, -0.0286923120602369, 0.0812989754038151, 0.0681857141691556, -0.0757897965630736, -0.027255355917219, 0.0769396444560176, 0.0438188176494178, -0.0372638772575389, -0.02422043466278, -0.0316923332960496]|26243.9793257437268039|      0.12500000|[455, 0, 7, 35]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       8|[0.0576946743622353, 0.0578108819861943, -0.0393532796757132, -0.0211824551790787, -0.0096780399115774, 0.0161256000670558, -0.0174710056165776, -0.012524453938178, -0.0071205024202877, -0.019679955460706, -0.0629359464291238, -0.0605967953128988, -0.003630733999219, 0.0302890688064623, 0.0442817208647223, -0.0378461504330831, -0.0126574835339937, -0.0201851091576497, -0.0832299423283416, -0.1042996552731435, 0.0053167957418781, -0.0272980472898216, 0.0057459132167102, 0.0036933556444745, -0.0593625413277538, -0.0263974355867704, -0.0431544060638098, -0.0576553177855475, 0.0120340418677871, 0.0183342949724452, 0.1237079615823213, 0.0191211642923391, -0.0301899670273391, -0.0115125408845798, 0.0878640972954819, 0.0105797810338501, 0.030334975228837, -0.0169360779858905, 0.0149633127984185, 0.1565001079088237, 0.0435199265511782, -0.0792900798519697, -0.0059936973850073, 0.0534535047196824, -0.0345413096864292, 0.0347506854498689, -0.0837689206614437, -0.0132298020828973, 0.0850845044495187, 0.0429320088142796, -0.0779599850151365, -0.013266974986807, 0.0920615781830101, 0.0661990027694417, -0.0274081538023406, -0.021044174190962, -0.0197645945927891]|18568.8675370208766253|      0.25000000|[520, 0, 8, 40]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       9|[0.0576946743622353, 0.0578108819861943, -0.0393532796757132, -0.0211824551790787, -0.0096780399115774, 0.0161256000670558, -0.0174710056165776, -0.012524453938178, -0.0071205024202877, -0.019679955460706, -0.0629359464291238, -0.0605967953128988, -0.003630733999219, 0.0302890688064623, 0.0442817208647223, -0.0378461504330831, -0.0126574835339937, -0.0201851091576497, -0.0832299423283416, -0.1042996552731435, 0.0053167957418781, -0.0272980472898216, 0.0057459132167102, 0.0036933556444745, -0.0593625413277538, -0.0263974355867704, -0.0431544060638098, -0.0576553177855475, 0.0120340418677871, 0.0183342949724452, 0.1237079615823213, 0.0191211642923391, -0.0301899670273391, -0.0115125408845798, 0.0878640972954819, 0.0105797810338501, 0.030334975228837, -0.0169360779858905, 0.0149633127984185, 0.1565001079088237, 0.0435199265511782, -0.0792900798519697, -0.0059936973850073, 0.0534535047196824, -0.0345413096864292, 0.0347506854498689, -0.0837689206614437, -0.0132298020828973, 0.0850845044495187, 0.0429320088142796, -0.0779599850151365, -0.013266974986807, 0.0920615781830101, 0.0661990027694417, -0.0274081538023406, -0.021044174190962, -0.0197645945927891]|18568.8675370208766253|      0.12500000|[585, 0, 9, 45]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
      10|[0.0466050170082829, 0.0950363411728085, -0.0008341238043952, 0.0070536269311403, 0.0274756298153871, 0.0185998265070026, -0.0388086966185716, 0.0101906864672656, 0.0179074922497503, 0.0076097752921402, -0.0319553238300405, -0.067250552823764, -0.0119774136224994, 0.0410399766951462, 0.0351063234241054, -0.0530584048901385, -0.0179126227861104, -0.0403614407265407, -0.1095357853516717, -0.1177743407131038, 0.0074944214119591, -0.0104773059589588, 0.009113532896291, -0.0010763456794945, -0.0892524727009311, -0.0109357022800054, -0.0516061514535304, -0.0575630273012907, 0.0152865855004806, -0.010021251672569, 0.1153866959971546, 0.0324383571402769, -0.0434865332854689, -0.0024696379930467, 0.0893257368416555, -0.0053857602057225, 0.032564425095251, -0.0347535501184933, 0.0064668071795592, 0.1764571235071463, 0.054744558487987, -0.0881625910956423, -0.0043145913472725, 0.0705986062444824, -0.0402840809184512, 0.0348222346505006, -0.0939019518879686, -0.0138104624288263, 0.0962121069888847, 0.0629655806739011, -0.0758358078625954, -0.0233848156785447, 0.0914828250938141, 0.069634309419226, -0.0269260025318159, -0.0106435716703349, -0.0169913596791087]|12072.8316013876883517|      0.25000000|[650, 0, 10, 50]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      11|[0.0466050170082829, 0.0950363411728085, -0.0008341238043952, 0.0070536269311403, 0.0274756298153871, 0.0185998265070026, -0.0388086966185716, 0.0101906864672656, 0.0179074922497503, 0.0076097752921402, -0.0319553238300405, -0.067250552823764, -0.0119774136224994, 0.0410399766951462, 0.0351063234241054, -0.0530584048901385, -0.0179126227861104, -0.0403614407265407, -0.1095357853516717, -0.1177743407131038, 0.0074944214119591, -0.0104773059589588, 0.009113532896291, -0.0010763456794945, -0.0892524727009311, -0.0109357022800054, -0.0516061514535304, -0.0575630273012907, 0.0152865855004806, -0.010021251672569, 0.1153866959971546, 0.0324383571402769, -0.0434865332854689, -0.0024696379930467, 0.0893257368416555, -0.0053857602057225, 0.032564425095251, -0.0347535501184933, 0.0064668071795592, 0.1764571235071463, 0.054744558487987, -0.0881625910956423, -0.0043145913472725, 0.0705986062444824, -0.0402840809184512, 0.0348222346505006, -0.0939019518879686, -0.0138104624288263, 0.0962121069888847, 0.0629655806739011, -0.0758358078625954, -0.0233848156785447, 0.0914828250938141, 0.069634309419226, -0.0269260025318159, -0.0106435716703349, -0.0169913596791087]|12072.8316013876883517|      0.12500000|[715, 0, 11, 55]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      12|[0.0638216185146721, 0.0602109287617263, -0.0230698859081732, -0.053939960336728, 0.0113811429148344, 0.0120596760046108, -0.0340476269451191, -0.0085241984862111, 0.0120257427328836, 0.0005866307835752, -0.0518949375892292, -0.0772708016114808, -0.0128229133496637, 0.0399320509244593, 0.0425398274121016, -0.0342739898581449, -0.0051673267588547, -0.0530822818577065, -0.111072519696634, -0.1262680520030559, 0.0173078669334537, -0.0242405157886581, -0.0025702917776958, -0.0211260615024487, -0.0999427083146545, -0.0194258386232268, -0.0457430034256393, -0.0545441146859409, -0.0183687791289384, -0.001360410113989, 0.1236822218921704, 0.0360864718688912, -0.0521159516781445, -0.002081663995447, 0.0964313656841157, -0.0023169846647294, 0.0048752687388581, -0.0530713003283325, 0.004331590865715, 0.1667441091891075, 0.0367118096827097, -0.1052325345530714, 0.0087175924690109, 0.058325894605472, -0.0531146834736311, 0.0211803151520202, -0.0905439646773878, -0.0308821524449444, 0.0949903732579913, 0.0394776886855913, -0.0907513618237866, -0.0363563589784866, 0.1173094235007021, 0.06878847039376, -0.0208585935420061, -0.0103177709485857, -0.0472749445356598]|8418.2794277732009505|      0.25000000|[780, 0, 12, 60]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
