k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[141, 48, 0, 3]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[282, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[422, 144, 0, 9]                                                           |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[561, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[1.0249589344237588, 0.0122445843990574, 1.8866446148295042, 0.0208021499022859, 0.0202657058819365, 2.0027480747821587, 0.4267319691214413, 0.0108677598759967, 2.1200854378556517, 0.7945863993764594, 0.0108246799197373, 2.160113885306894, 0.214304160912284, 0.0168934282286577, 2.217651741195054, 2.6876706231600647, 0.0240895212851678, 2.2843460544981453, 0.8101616676441317, 0.0276892564665926, 2.3885316867731587, 2.2709999712401867, 0.0190854794027016, 2.489388883832255, 14.36321100006353, 0.0416180338183755, 2.5474627630170334, 12.155328566167265, 0.0457277869950266, 2.7109683319089006, 0.2838359805536221, 0.0270767459189029, 2.9417389886463683, 0.2403670909660114, 0.025205475511835, 2.9618037807076565, 1.1614518729613044, 0.0307642042392551, 3.138379935436825, 0.1683830068781997, 0.0271012856728059, 3.2236470868745934, 0.1120684013283575, 0.0224013892465951, 3.2570313842941436, 3.748859388797555, 0.0199817867258544, 3.3840857435110925, 0.8363563615592344, 0.0281256878036696, 3.6670204844821215, 0.1516388507566568, 0.0209910059718033, 3.7276340013928184, 0.3863907659667415, 0.0186724180244102, 3.8305960952197387, 0.9176387558301683, 0.0165619789000783, 3.950948422004463, 0.2523198181014012, 0.0163754724072474, 4.054693510856184, 2.072678067068839, 0.0119324917596791, 4.1747302686261865, 1.9468384567504162, 0.0166914318181643, 4.431315575432628, 1.4783260051950589, 0.0128141173693991, 4.555779593881856, 0.4705727555130567, 0.0197802368490699, 4.601443353248349, 0.4967280192458195, 0.0212988455973533, 4.699015515360339, 0.3334558122366047, 0.0209759942375769, 4.812490098191761, 0.8304959928105273, 0.0217276132167708, 4.960420935346376, 0.4667065819182343, 0.0145738386310049, 5.396381940400931, 0.4851698429643387, 0.02500259945023, 5.41539073470799, 0.9839672784633616, 0.0264717956803838, 2.5865238425906094, -0.0159712751446384, 0.0161688599403114, 3.855958824189745, 0.255909804023338, 0.02526597746432, 5.202014839587975]|2538913.0000000000000000|      0.12500000|[656, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       6|[1.0249589344237588, 0.0122445843990574, 1.8866446148295042, 0.0208021499022859, 0.0202657058819365, 2.0027480747821587, 0.4267319691214413, 0.0108677598759967, 2.1200854378556517, 0.7945863993764594, 0.0108246799197373, 2.160113885306894, 0.214304160912284, 0.0168934282286577, 2.217651741195054, 2.6876706231600647, 0.0240895212851678, 2.2843460544981453, 0.8101616676441317, 0.0276892564665926, 2.3885316867731587, 2.2709999712401867, 0.0190854794027016, 2.489388883832255, 14.36321100006353, 0.0416180338183755, 2.5474627630170334, 12.155328566167265, 0.0457277869950266, 2.7109683319089006, 0.2838359805536221, 0.0270767459189029, 2.9417389886463683, 0.2403670909660114, 0.025205475511835, 2.9618037807076565, 1.1614518729613044, 0.0307642042392551, 3.138379935436825, 0.1683830068781997, 0.0271012856728059, 3.2236470868745934, 0.1120684013283575, 0.0224013892465951, 3.2570313842941436, 3.748859388797555, 0.0199817867258544, 3.3840857435110925, 0.8363563615592344, 0.0281256878036696, 3.6670204844821215, 0.1516388507566568, 0.0209910059718033, 3.7276340013928184, 0.3863907659667415, 0.0186724180244102, 3.8305960952197387, 0.9176387558301683, 0.0165619789000783, 3.950948422004463, 0.2523198181014012, 0.0163754724072474, 4.054693510856184, 2.072678067068839, 0.0119324917596791, 4.1747302686261865, 1.9468384567504162, 0.0166914318181643, 4.431315575432628, 1.4783260051950589, 0.0128141173693991, 4.555779593881856, 0.4705727555130567, 0.0197802368490699, 4.601443353248349, 0.4967280192458195, 0.0212988455973533, 4.699015515360339, 0.3334558122366047, 0.0209759942375769, 4.812490098191761, 0.8304959928105273, 0.0217276132167708, 4.960420935346376, 0.4667065819182343, 0.0145738386310049, 5.396381940400931, 0.4851698429643387, 0.02500259945023, 5.41539073470799, 0.9839672784633616, 0.0264717956803838, 2.5865238425906094, -0.0159712751446384, 0.0161688599403114, 3.855958824189745, 0.255909804023338, 0.02526597746432, 5.202014839587975]|2538913.0000000000000000|      0.06250000|[797, 272, 0, 17]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       7|[1.0249589344237588, 0.0122445843990574, 1.8866446148295042, 0.0208021499022859, 0.0202657058819365, 2.0027480747821587, 0.4267319691214413, 0.0108677598759967, 2.1200854378556517, 0.7945863993764594, 0.0108246799197373, 2.160113885306894, 0.214304160912284, 0.0168934282286577, 2.217651741195054, 2.6876706231600647, 0.0240895212851678, 2.2843460544981453, 0.8101616676441317, 0.0276892564665926, 2.3885316867731587, 2.2709999712401867, 0.0190854794027016, 2.489388883832255, 14.36321100006353, 0.0416180338183755, 2.5474627630170334, 12.155328566167265, 0.0457277869950266, 2.7109683319089006, 0.2838359805536221, 0.0270767459189029, 2.9417389886463683, 0.2403670909660114, 0.025205475511835, 2.9618037807076565, 1.1614518729613044, 0.0307642042392551, 3.138379935436825, 0.1683830068781997, 0.0271012856728059, 3.2236470868745934, 0.1120684013283575, 0.0224013892465951, 3.2570313842941436, 3.748859388797555, 0.0199817867258544, 3.3840857435110925, 0.8363563615592344, 0.0281256878036696, 3.6670204844821215, 0.1516388507566568, 0.0209910059718033, 3.7276340013928184, 0.3863907659667415, 0.0186724180244102, 3.8305960952197387, 0.9176387558301683, 0.0165619789000783, 3.950948422004463, 0.2523198181014012, 0.0163754724072474, 4.054693510856184, 2.072678067068839, 0.0119324917596791, 4.1747302686261865, 1.9468384567504162, 0.0166914318181643, 4.431315575432628, 1.4783260051950589, 0.0128141173693991, 4.555779593881856, 0.4705727555130567, 0.0197802368490699, 4.601443353248349, 0.4967280192458195, 0.0212988455973533, 4.699015515360339, 0.3334558122366047, 0.0209759942375769, 4.812490098191761, 0.8304959928105273, 0.0217276132167708, 4.960420935346376, 0.4667065819182343, 0.0145738386310049, 5.396381940400931, 0.4851698429643387, 0.02500259945023, 5.41539073470799, 0.9839672784633616, 0.0264717956803838, 2.5865238425906094, -0.0159712751446384, 0.0161688599403114, 3.855958824189745, 0.255909804023338, 0.02526597746432, 5.202014839587975]|2538913.0000000000000000|      0.03125000|[937, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[1.0243652718217713, 0.0133699283682491, 1.8868455663056007, 0.0163910819012254, 0.0206464239896777, 2.002417515939316, 0.4301616585072515, 0.0123843509045521, 2.117740912527716, 0.7936189620932278, 0.0091429987936047, 2.1566383397605073, 0.2191824964804754, 0.0137689140738623, 2.218436270047647, 2.6843087642606718, 0.0295853536583893, 2.280796018749659, 0.813725239601229, 0.0261420653920823, 2.3886906317406136, 2.2742384559308704, 0.0226750680351912, 2.4828843932594036, 14.36204626098449, 0.0581382313761841, 2.5441243071163475, 12.155077463619632, 0.0573757168273651, 2.713177038469838, 0.2840161020470528, 0.0291521635033337, 2.9423799254053566, 0.2417468687896613, 0.0234460252341775, 2.958601371141019, 1.1622173817461918, 0.0321679167437697, 3.141270615918066, 0.1697700568371977, 0.0255157891942942, 3.22744239244217, 0.10743241446034, 0.0221889342920742, 3.2595117098365507, 3.74852067918382, 0.0244957537906718, 3.383338526034663, 0.838377398783119, 0.0295583831526126, 3.6691938991224755, 0.1518990820124379, 0.0245830182653536, 3.7255899696820833, 0.3859269820004815, 0.0177193174041665, 3.827388785643087, 0.9152958713451317, 0.0185044336718657, 3.951287173187811, 0.2521445165987089, 0.0162316787950234, 4.0564893036254634, 2.07677669868916, 0.0158181988176484, 4.176395919391661, 1.9469963750145143, 0.0202005350664137, 4.429775646726512, 1.4766246884629146, 0.0121934690462988, 4.552174172355664, 0.4689120089747142, 0.0187569931056568, 4.602640897142533, 0.4974910022049945, 0.0240071141032187, 4.697873085406781, 0.3330379296687428, 0.0218092475709881, 4.811894713031754, 0.8304468822740928, 0.0246348819052414, 4.960544753400659, 0.4659510821681783, 0.0131323259787719, 5.39968987326925, 0.4864611257792252, 0.0280354296274569, 5.417458112871776, 0.982794944656152, 0.0315211817714437, 2.5855365570695925, -0.0196632484569258, 0.0167545894349395, 3.855565033206325, 0.2540422428368454, 0.0261557403677842, 5.205064140299832]|2137947.0000000000000000|      0.06250000|[1031, 352, 0, 22]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[1.0243652718217713, 0.0133699283682491, 1.8868455663056007, 0.0163910819012254, 0.0206464239896777, 2.002417515939316, 0.4301616585072515, 0.0123843509045521, 2.117740912527716, 0.7936189620932278, 0.0091429987936047, 2.1566383397605073, 0.2191824964804754, 0.0137689140738623, 2.218436270047647, 2.6843087642606718, 0.0295853536583893, 2.280796018749659, 0.813725239601229, 0.0261420653920823, 2.3886906317406136, 2.2742384559308704, 0.0226750680351912, 2.4828843932594036, 14.36204626098449, 0.0581382313761841, 2.5441243071163475, 12.155077463619632, 0.0573757168273651, 2.713177038469838, 0.2840161020470528, 0.0291521635033337, 2.9423799254053566, 0.2417468687896613, 0.0234460252341775, 2.958601371141019, 1.1622173817461918, 0.0321679167437697, 3.141270615918066, 0.1697700568371977, 0.0255157891942942, 3.22744239244217, 0.10743241446034, 0.0221889342920742, 3.2595117098365507, 3.74852067918382, 0.0244957537906718, 3.383338526034663, 0.838377398783119, 0.0295583831526126, 3.6691938991224755, 0.1518990820124379, 0.0245830182653536, 3.7255899696820833, 0.3859269820004815, 0.0177193174041665, 3.827388785643087, 0.9152958713451317, 0.0185044336718657, 3.951287173187811, 0.2521445165987089, 0.0162316787950234, 4.0564893036254634, 2.07677669868916, 0.0158181988176484, 4.176395919391661, 1.9469963750145143, 0.0202005350664137, 4.429775646726512, 1.4766246884629146, 0.0121934690462988, 4.552174172355664, 0.4689120089747142, 0.0187569931056568, 4.602640897142533, 0.4974910022049945, 0.0240071141032187, 4.697873085406781, 0.3330379296687428, 0.0218092475709881, 4.811894713031754, 0.8304468822740928, 0.0246348819052414, 4.960544753400659, 0.4659510821681783, 0.0131323259787719, 5.39968987326925, 0.4864611257792252, 0.0280354296274569, 5.417458112871776, 0.982794944656152, 0.0315211817714437, 2.5855365570695925, -0.0196632484569258, 0.0167545894349395, 3.855565033206325, 0.2540422428368454, 0.0261557403677842, 5.205064140299832]|2137947.0000000000000000|      0.03125000|[1170, 400, 0, 25]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      10|[1.026706693362083, 0.0098229094474142, 1.8869351274471078, 0.0153159538508929, 0.0217213571355817, 2.0010225116078355, 0.4309539877461798, 0.0132797677805105, 2.1172345521107734, 0.793570939856582, 0.0116619928863722, 2.1559385038928878, 0.219319845766183, 0.0158033582271634, 2.223642457053013, 2.681786141782176, 0.0335050289040856, 2.278369844064875, 0.8106737067960955, 0.0260638495827899, 2.387576618694804, 2.2694541493163944, 0.0247205837928878, 2.478391568950669, 14.36184416631248, 0.0727956897107958, 2.5408594422585575, 12.151271090891873, 0.0678560671933158, 2.7152256160115686, 0.2858891027716504, 0.0311194480516508, 2.940618514180705, 0.2404410412507781, 0.0186299844440234, 2.9577138930823814, 1.1601360531116949, 0.0350367107162592, 3.1433882346924698, 0.1697026527911371, 0.0253130576266109, 3.2320931169586737, 0.1037049231378968, 0.0249500275878156, 3.26060256421334, 3.752256028095891, 0.0312531102576011, 3.3856807300863303, 0.8404962023738711, 0.0309848926083189, 3.670631963929612, 0.1492517279975101, 0.0242614574634033, 3.727353042296912, 0.3856761035433549, 0.0166202682684344, 3.833161787875893, 0.9188984211186365, 0.0193037607182448, 3.949949004028865, 0.2509685748045847, 0.0137730472534289, 4.0544455222191695, 2.080312205240183, 0.0215643397129266, 4.1758625559138, 1.9478011541532771, 0.0248651655392356, 4.432053951888712, 1.4728622657707857, 0.0129744573525616, 4.551350746804648, 0.4674474853191864, 0.0195571091471659, 4.599785439437027, 0.4983988085630947, 0.0267280835368094, 4.695662857118379, 0.3337771839673786, 0.0200031757881794, 4.810565684647859, 0.8268971995877079, 0.0236115669824586, 4.957658776107009, 0.4632111036029624, 0.0111863116343552, 5.403872588794403, 0.4833289344324549, 0.0247184626584712, 5.419745798326686, 0.9823558981144778, 0.0318560171177733, 2.583970184153875, -0.0216448145238124, 0.0166405176830332, 3.851349493268849, 0.2546870846052203, 0.0243197552443733, 5.207943937573787]|1908999.7500000000000000|      0.06250000|[1263, 432, 0, 27]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
