k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.25000000|[20, 6, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.12500000|[30, 9, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.06250000|[40, 12, 4, 16]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.03125000|[50, 15, 5, 20]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.01562500|[60, 18, 6, 24]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.00781250|[70, 21, 7, 28]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       8|[-0.0017536353748115, -0.0006171931950384, -0.0022046395584002, 0.0054861280082783, -0.0043485875255885, -0.0002579694171831, -0.0013143686662047, 0.0003285047186245, -0.0013225820774711, 1.0002439063265196]|2702.2928234717232954|      0.01562500|[80, 24, 8, 32]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       9|[-0.0017536353748115, -0.0006171931950384, -0.0022046395584002, 0.0054861280082783, -0.0043485875255885, -0.0002579694171831, -0.0013143686662047, 0.0003285047186245, -0.0013225820774711, 1.0002439063265196]|2702.2928234717232954|      0.00781250|[90, 27, 9, 36]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
      10|[-0.0017536353748115, -0.0006171931950384, -0.0022046395584002, 0.0054861280082783, -0.0043485875255885, -0.0002579694171831, -0.0013143686662047, 0.0003285047186245, -0.0013225820774711, 1.0002439063265196]|2702.2928234717232954|      0.00390625|[100, 30, 10, 40]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      11|[-0.0017536353748115, -0.0006171931950384, -0.0022046395584002, 0.0054861280082783, -0.0043485875255885, -0.0002579694171831, -0.0013143686662047, 0.0003285047186245, -0.0013225820774711, 1.0002439063265196]|2702.2928234717232954|      0.00195312|[110, 33, 11, 44]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
