k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[0.5001573691711236, 0.0874563001443904]                                        |  0.1917383973687860|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[0.5001573691711236, 0.0874563001443904]                                        |  0.1917383973687860|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.5001573691711236, 0.0874563001443904]                                        |  0.1917383973687860|      0.25000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.2589830799963201, 0.1532967302844513]                                        |  0.0183051700601860|      0.50000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[0.2589830799963201, 0.1532967302844513]                                        |  0.0183051700601860|      0.25000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.1468360464155814, -0.0701379198015205]                                       |  0.0016793364941223|      0.50000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[0.1468360464155814, -0.0701379198015205]                                       |  0.0016793364941223|      0.25000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.1468360464155814, -0.0701379198015205]                                       |  0.0016793364941223|      0.12500000|[36, 9, 8, 17]                                                             |  | used linear model with 5 points | actual_k=1
      10|[0.1468360464155814, -0.0701379198015205]                                       |  0.0016793364941223|      0.06250000|[39, 10, 8, 18]                                                            |  | used linear model with 5 points | actual_k=1
      11|[0.0843615358294244, -0.0683531153247896]                                       |  0.0002839385278149|      0.12500000|[42, 11, 9, 20]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
