k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.003488313163395, 149.94390489688948, -100.06151782903896, 99.99538926263084, 199.9965221822467]|84511.8832055140665034|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[47.01117414105539, 149.81589061512352, -100.1804034915885, 100.00359639000214, 199.986753580402]|78036.0566477802785812|      4.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       3|[43.026182683526706, 149.5576846698808, -100.41028428516387, 100.02152791434592, 199.98429300230393]|65876.5886226950387936|      8.00000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       4|[35.067926070449445, 148.99078622590514, -100.99488878774706, 99.98294158162525, 200.02336351697545]|44725.6133252443250967|     16.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[19.42007181546771, 146.38950978797163, -102.93877209138806, 99.4631737943734, 200.59710322926924]|15153.8569665214054112|     32.00000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       6|[-11.659998101058267, 150.4887223185475, -109.1105838116188, 101.2226366046906, 200.7939313831499]|5663.4844262472061018|     64.00000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       7|[-11.659998101058267, 150.4887223185475, -109.1105838116188, 101.2226366046906, 200.7939313831499]|5663.4844262472061018|     32.00000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[-11.659998101058267, 150.4887223185475, -109.1105838116188, 101.2226366046906, 200.7939313831499]|5663.4844262472061018|     16.00000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[3.9649119613136694, 147.44210612420295, -110.18569858989146, 100.41825856905756, 201.67564533703543]|1988.6140154012971379|     32.00000000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[3.9649119613136694, 147.44210612420295, -110.18569858989146, 100.41825856905756, 201.67564533703543]|1988.6140154012971379|     16.00000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[3.9649119613136694, 147.44210612420295, -110.18569858989146, 100.41825856905756, 201.67564533703543]|1988.6140154012971379|      8.00000000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[-3.9234809771070767, 146.61285333812467, -111.04640105945234, 100.33118567409343, 202.25633995188]|1611.4126256224694771|     16.00000000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      13|[-3.9234809771070767, 146.61285333812467, -111.04640105945234, 100.33118567409343, 202.25633995188]|1611.4126256224694771|      8.00000000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[1.8467557218661925, 146.07193960385766, -114.35866926104741, 104.59066401656513, 201.11725945401335]|1119.2842655225731505|     16.00000000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      15|[1.8467557218661925, 146.07193960385766, -114.35866926104741, 104.59066401656513, 201.11725945401335]|1119.2842655225731505|      8.00000000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[1.8467557218661925, 146.07193960385766, -114.35866926104741, 104.59066401656513, 201.11725945401335]|1119.2842655225731505|      4.00000000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[-1.4969075223155288, 144.47934969286888, -115.79478343901059, 104.71937768630751, 201.56956725186737]|839.0398973822705102|      8.00000000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      18|[-1.4969075223155288, 144.47934969286888, -115.79478343901059, 104.71937768630751, 201.56956725186737]|839.0398973822705102|      4.00000000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[1.2374098452992928, 142.26565036462168, -117.01803110719509, 104.06109180193172, 200.26827226071794]|670.6058222000900741|      8.00000000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      20|[1.2374098452992928, 142.26565036462168, -117.01803110719509, 104.06109180193172, 200.26827226071794]|670.6058222000900741|      4.00000000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[-0.9210731167040995, 142.23925502799378, -120.356640318842, 104.38391406326483, 199.9687244207331]|482.2137766225077939|      8.00000000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      22|[-0.9210731167040995, 142.23925502799378, -120.356640318842, 104.38391406326483, 199.9687244207331]|482.2137766225077939|      4.00000000|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
