k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.03125000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.01562500|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00781250|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00390625|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00195312|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00097656|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00048828|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00024414|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00012207|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00006104|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00003052|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00001526|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[-2.029255573e-07, 1.52511926548e-05, 1.0000002826156835, 0.0499998612916433, 15.159499774457732, 8.000000170584576, 13072.899999892727]| 27.8992279236453697|      0.00003052|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      18|[-2.029255573e-07, 1.52511926548e-05, 1.0000002826156835, 0.0499998612916433, 15.159499774457732, 8.000000170584576, 13072.899999892727]| 27.8992279236453697|      0.00001526|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[-2.029255573e-07, 1.52511926548e-05, 1.0000002826156835, 0.0499998612916433, 15.159499774457732, 8.000000170584576, 13072.899999892727]| 27.8992279236453697|      0.00000763|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[-2.029255573e-07, 1.52511926548e-05, 1.0000002826156835, 0.0499998612916433, 15.159499774457732, 8.000000170584576, 13072.899999892727]| 27.8992279236453697|      0.00000381|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[-2.029255573e-07, 1.52511926548e-05, 1.0000002826156835, 0.0499998612916433, 15.159499774457732, 8.000000170584576, 13072.899999892727]| 27.8992279236453697|      0.00000191|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[-3.257506605e-07, 1.70840006671e-05, 1.0000000879919793, 0.0500001110444392, 15.159499768225928, 8.000000304840361, 13072.900000274027]| 27.8907965479670814|      0.00000381|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[-3.257506605e-07, 1.70840006671e-05, 1.0000000879919793, 0.0500001110444392, 15.159499768225928, 8.000000304840361, 13072.900000274027]| 27.8907965479670814|      0.00000191|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[-3.257506605e-07, 1.70840006671e-05, 1.0000000879919793, 0.0500001110444392, 15.159499768225928, 8.000000304840361, 13072.900000274027]| 27.8907965479670814|      0.00000095|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[-3.202485814e-07, 1.61379338453e-05, 1.0000000936429054, 0.0500000549136217, 15.159499818610373, 8.000000306544077, 13072.90000036729]| 27.8862665333622637|      0.00000191|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      26|[-3.202485814e-07, 1.61379338453e-05, 1.0000000936429054, 0.0500000549136217, 15.159499818610373, 8.000000306544077, 13072.90000036729]| 27.8862665333622637|      0.00000095|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      27|[-3.202485814e-07, 1.61379338453e-05, 1.0000000936429054, 0.0500000549136217, 15.159499818610373, 8.000000306544077, 13072.90000036729]| 27.8862665333622637|      0.00000048|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      28|[-3.202485814e-07, 1.61379338453e-05, 1.0000000936429054, 0.0500000549136217, 15.159499818610373, 8.000000306544077, 13072.90000036729]| 27.8862665333622637|      0.00000024|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      29|[-3.252668063e-07, 1.637287575e-05, 1.0000000844461385, 0.0500000483366006, 15.159499786495413, 8.00000029737445, 13072.900000347867]| 27.8856228556922900|      0.00000048|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      30|[-3.252668063e-07, 1.637287575e-05, 1.0000000844461385, 0.0500000483366006, 15.159499786495413, 8.00000029737445, 13072.900000347867]| 27.8856228556922900|      0.00000024|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      31|[-3.252668063e-07, 1.637287575e-05, 1.0000000844461385, 0.0500000483366006, 15.159499786495413, 8.00000029737445, 13072.900000347867]| 27.8856228556922900|      0.00000012|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      32|[-3.252668063e-07, 1.637287575e-05, 1.0000000844461385, 0.0500000483366006, 15.159499786495413, 8.00000029737445, 13072.900000347867]| 27.8856228556922900|      0.00000006|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      33|[-3.252668063e-07, 1.637287575e-05, 1.0000000844461385, 0.0500000483366006, 15.159499786495413, 8.00000029737445, 13072.900000347867]| 27.8856228556922900|      0.00000003|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      34|[-3.252668063e-07, 1.637287575e-05, 1.0000000844461385, 0.0500000483366006, 15.159499786495413, 8.00000029737445, 13072.900000347867]| 27.8856228556922900|      0.00000001|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      35|[-3.187366459e-07, 1.63822368373e-05, 1.0000000812933547, 0.0500000538968797, 15.15949978745063, 8.000000303348923, 13072.900000344083]| 27.8856213744282186|      0.00000003|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
