k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.4449540487349, 9.536455155016577, 9.428548485587159, 9.648859359342062, 0.0141315822862965, 0.1433176688215445, 0.0782691743327929, 0.0181070804390038]|1564.6303210513310660|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       2|[8.827578615463404, 8.55531798288479, 8.521773474658904, 8.499836985221064, 0.270692728526242, 0.047033242891999, 0.7362271827384418, 0.0937445970416296]|1466.2476476553506473|      4.00000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       3|[7.348474259614727, 6.258948212545272, 7.108307183068198, 7.28294417024162, 1.6795648673137331, 1.109950203633219, 1.0168041035694857, 1.4600478299963437]|825.8453193576016247|      8.00000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[3.69436313756548, 2.7681170670519952, 3.9767280321492318, 2.1439299015303366, 2.113852962026138, 1.7567325342340951, -0.2583149410029584, 1.3484589476477966]|126.4102831638751212|     16.00000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       5|[3.69436313756548, 2.7681170670519952, 3.9767280321492318, 2.1439299015303366, 2.113852962026138, 1.7567325342340951, -0.2583149410029584, 1.3484589476477966]|126.4102831638751212|      8.00000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[3.69436313756548, 2.7681170670519952, 3.9767280321492318, 2.1439299015303366, 2.113852962026138, 1.7567325342340951, -0.2583149410029584, 1.3484589476477966]|126.4102831638751212|      4.00000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[3.69436313756548, 2.7681170670519952, 3.9767280321492318, 2.1439299015303366, 2.113852962026138, 1.7567325342340951, -0.2583149410029584, 1.3484589476477966]|126.4102831638751212|      2.00000000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[2.87004502976105, 2.3725459018004074, 3.2862659128449776, 0.8037447550644554, 2.8055042668772616, 1.8701940105687287, -0.2300797161316195, 1.980231599261885]| 98.4453163173137966|      4.00000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[2.87004502976105, 2.3725459018004074, 3.2862659128449776, 0.8037447550644554, 2.8055042668772616, 1.8701940105687287, -0.2300797161316195, 1.980231599261885]| 98.4453163173137966|      2.00000000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[2.178040204008118, 2.288516654805755, 2.6061832865054018, -0.5502766377626267, 2.6752768995756706, 1.9750023663745655, 0.4064950645621346, 1.0942233115774456]| 71.1956583237482619|      4.00000000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      11|[1.5528923619456136, 1.8166097105731835, 3.6675840936037045, -2.776009380615024, 2.371495451398284, -0.7882067459765627, 1.3108030839802534, 0.2220677435653501]| 58.3782912023963831|      8.00000000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      12|[1.5528923619456136, 1.8166097105731835, 3.6675840936037045, -2.776009380615024, 2.371495451398284, -0.7882067459765627, 1.3108030839802534, 0.2220677435653501]| 58.3782912023963831|      4.00000000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[1.5528923619456136, 1.8166097105731835, 3.6675840936037045, -2.776009380615024, 2.371495451398284, -0.7882067459765627, 1.3108030839802534, 0.2220677435653501]| 58.3782912023963831|      2.00000000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[1.3744414289673494, 1.4056876201603188, 3.701766855322101, -1.6680672895295903, 1.285425442789005, -0.7483421247062785, 1.9636904441095306, -0.7593572434236147]| 40.8084519380054616|      4.00000000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[3.0109149175034133, -0.631134872774896, 2.9476706080877926, -0.6667972761762542, -0.7805038283315322, -0.7735091296367029, 0.8522909738450997, -2.207873708619804]| 16.2603512971727042|      8.00000000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[3.0109149175034133, -0.631134872774896, 2.9476706080877926, -0.6667972761762542, -0.7805038283315322, -0.7735091296367029, 0.8522909738450997, -2.207873708619804]| 16.2603512971727042|      4.00000000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[3.0109149175034133, -0.631134872774896, 2.9476706080877926, -0.6667972761762542, -0.7805038283315322, -0.7735091296367029, 0.8522909738450997, -2.207873708619804]| 16.2603512971727042|      2.00000000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[3.0109149175034133, -0.631134872774896, 2.9476706080877926, -0.6667972761762542, -0.7805038283315322, -0.7735091296367029, 0.8522909738450997, -2.207873708619804]| 16.2603512971727042|      1.00000000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[2.7881355829921426, -1.5111410432353576, 2.993206188952002, -0.6798330369869106, -0.6324284878274558, -0.4509653394224364, 0.9660381493430925, -2.021283610070282]|  5.2380908738063070|      2.00000000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      20|[2.7881355829921426, -1.5111410432353576, 2.993206188952002, -0.6798330369869106, -0.6324284878274558, -0.4509653394224364, 0.9660381493430925, -2.021283610070282]|  5.2380908738063070|      1.00000000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[2.7881355829921426, -1.5111410432353576, 2.993206188952002, -0.6798330369869106, -0.6324284878274558, -0.4509653394224364, 0.9660381493430925, -2.021283610070282]|  5.2380908738063070|      0.50000000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[2.44734262818956, -1.5769198316811994, 2.9419455797151337, -0.9011497869402028, -0.7997816804292006, -0.2376663032146666, 1.0017386283816512, -1.965190250805962]|  4.5519086364341304|      1.00000000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[2.44734262818956, -1.5769198316811994, 2.9419455797151337, -0.9011497869402028, -0.7997816804292006, -0.2376663032146666, 1.0017386283816512, -1.965190250805962]|  4.5519086364341304|      0.50000000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[2.44734262818956, -1.5769198316811994, 2.9419455797151337, -0.9011497869402028, -0.7997816804292006, -0.2376663032146666, 1.0017386283816512, -1.965190250805962]|  4.5519086364341304|      0.25000000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[2.3957260654876866, -1.5929079506318493, 3.095170460852931, -0.7630119670905382, -0.7959564405210529, -0.1649589948562953, 0.9313395850538101, -2.047428797632882]|  3.9976617770951717|      0.50000000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      26|[2.3957260654876866, -1.5929079506318493, 3.095170460852931, -0.7630119670905382, -0.7959564405210529, -0.1649589948562953, 0.9313395850538101, -2.047428797632882]|  3.9976617770951717|      0.25000000|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
